name,mpg,fgm_per_g,fga_per_g,fg_pct,fg3m_per_g,fg3a_per_g,fg3_pct,fg2m_per_g,fg2a_per_g,fg2_pct,efg_pct,ftm_per_g,fta_per_g,ft_pct,orb_per_g,drb_per_g,trb_per_g,ast_per_g,stl_per_g,blk_per_g,tov_per_g,pf_per_g,ppg,player_efficiency_rating,true_shooting_percentage,three_point_attempt_rate,free_throw_attempt_rate,offensive_rebound_percentage,defensive_rebound_percentage,total_rebound_percentage,assist_percentage,steal_percentage,block_percentage,turnover_percentage,usage_percentage,offensive_win_shares,defensive_win_shares,win_shares,win_shares_per_48_minutes,offensive_box_plus_minus,defensive_box_plus_minus,box_plus_minus,value_over_replacement_player,age,team,games_played,games_started,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,points,positions_Center,positions_Point Guard,positions_Power Forward,positions_Shooting Guard,positions_Small Forward,season,MVP,DPOY,SMOY,MIP,team_1st,team_2nd,team_3rd
Jawann Oldham,7.5,0.5,1.0,0.5,0.0,0.0,0.0,0.5,1.0,0.5,0.5,0.5,1.2,0.429,0.7,2.0,2.7,0.2,0.3,0.5,0.7,1.5,1.5,8.649999999999999,0.5145,0.0,1.167,5.7,22.8,14.200000000000001,8.65,1.3,2.3,28.55,16.05,-0.05000000000000001,0.05000000000000001,0.0,0.0285,-7.800000000000001,0.04999999999999997,-7.75,-0.05000000000000001,32,"Orlando Magic, Los Angeles Lakers",6,0,45,3,6,0,0,3,7,4,12,1,2,3,4,9,9,1,0,0,0,0,1989-90,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jay Vincent,11.2,2.1,4.5,0.47,0.0,0.0,0.5,2.1,4.4,0.47,0.473,1.0,1.2,0.837,0.5,1.0,1.5,0.4,0.4,0.1,0.8,1.3,5.2,11.443902439024388,0.5279756097560975,0.01175609756097561,0.23609756097560974,4.821951219512195,10.292682926829269,7.607317073170733,6.314634146341463,1.9585365853658536,0.7341463414634146,15.158536585365853,21.92439024390244,0.024390243902439025,0.20000000000000004,0.22439024390243906,0.043219512195121955,-3.15609756097561,-0.9170731707317074,-4.073170731707318,-0.11707317073170734,30,"Philadelphia 76Ers, Los Angeles Lakers",41,6,459,86,183,1,2,41,49,20,42,18,18,5,33,52,214,0,0,0,0,1,1989-90,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jerry Sichting,14.2,1.4,3.6,0.4,0.1,0.3,0.25,1.3,3.2,0.416,0.412,0.5,0.6,0.818,0.1,0.5,0.5,2.7,0.5,0.1,0.6,1.1,3.5,9.18,0.45722857142857143,0.09811428571428572,0.1657428571428571,0.6799999999999999,3.982857142857142,2.234285714285714,26.67142857142857,1.6514285714285712,0.2914285714285714,14.377142857142859,13.457142857142857,0.09428571428571429,0.1942857142857143,0.19142857142857145,0.021942857142857142,-3.328571428571429,-0.5885714285714286,-3.9171428571428577,-0.19714285714285715,33,"Charlotte Hornets, Milwaukee Bucks",35,8,496,50,125,3,12,18,22,3,16,94,16,2,22,40,121,0,1,0,0,0,1989-90,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jim Les,13.1,0.7,2.0,0.357,0.0,0.1,0.0,0.7,1.9,0.385,0.357,1.9,2.4,0.765,0.4,0.6,1.0,3.0,0.4,0.0,1.4,1.3,3.3,6.800000000000002,0.5371428571428571,0.060857142857142846,0.7962857142857143,3.4285714285714284,4.457142857142857,3.9428571428571426,28.371428571428574,1.457142857142857,0.0,31.457142857142856,16.085714285714285,0.07142857142857144,0.08571428571428573,0.07142857142857144,-0.021714285714285717,-4.128571428571428,-1.9142857142857144,-6.042857142857143,0.0,26,"Utah Jazz, Los Angeles Clippers",7,0,92,5,14,0,1,13,17,3,4,21,3,0,10,9,23,0,1,0,0,0,1989-90,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Joe Barry Carroll,22.6,4.1,10.0,0.411,0.0,0.0,0.0,4.1,10.0,0.412,0.411,1.8,2.3,0.774,1.8,4.1,5.8,1.3,0.6,1.5,1.9,2.5,10.0,12.589473684210526,0.4535,0.0030263157894736843,0.23794736842105263,7.726315789473685,20.24473684210526,13.576315789473687,8.160526315789474,1.2552631578947369,3.892105263157894,14.176315789473682,22.47631578947368,-0.7763157894736842,1.1789473684210525,0.4026315789473684,0.01931578947368421,-3.2394736842105267,0.33421052631578946,-2.9052631578947365,-0.18157894736842103,31,"New Jersey Nets, Denver Nuggets",76,47,1721,312,759,0,2,137,177,133,310,97,47,115,142,192,761,1,0,0,0,0,1989-90,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kelvin Upshaw,9.7,1.6,3.7,0.438,0.1,0.4,0.267,1.5,3.3,0.458,0.452,0.7,0.9,0.757,0.2,0.8,1.0,1.4,0.7,0.0,0.7,1.3,4.0,10.9525,0.46377500000000005,0.11979999999999999,0.22525,2.4975,7.917500000000001,5.317500000000001,17.8875,2.8325,0.14,14.3375,20.5975,0.010000000000000009,0.15000000000000002,0.21749999999999997,0.0158,-2.8474999999999997,0.19500000000000012,-2.6875,0.045000000000000005,27,"Boston Celtics, Dallas Mavericks, Golden State Warriors",40,0,387,64,146,4,15,28,37,9,32,54,27,1,27,53,160,0,0,0,1,0,1989-90,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kenny Smith,30.6,4.8,10.3,0.466,0.3,1.1,0.313,4.5,9.2,0.484,0.482,2.0,2.5,0.821,0.2,1.8,2.0,5.6,1.0,0.1,2.1,1.8,11.9,13.510126582278483,0.5305316455696203,0.10577215189873418,0.2590253164556962,0.9088607594936708,6.289873417721519,3.607594936708861,27.103797468354433,1.6,0.15822784810126583,16.043037974683546,18.564556962025314,0.808860759493671,0.5658227848101265,1.3746835443037975,0.05837974683544304,-0.2227848101265823,-1.2759493670886075,-1.4569620253164557,0.08354430379746836,24,"Sacramento Kings, Atlanta Hawks",79,51,2421,378,811,26,83,161,196,18,139,445,79,8,169,143,943,0,1,0,0,0,1989-90,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kurt Rambis,25.7,2.6,5.0,0.509,0.0,0.0,0.0,2.6,5.0,0.514,0.509,1.1,1.7,0.646,2.1,5.0,7.1,1.8,1.4,0.5,1.4,2.8,6.2,11.991891891891893,0.5413783783783784,0.008216216216216215,0.32194594594594594,9.305405405405404,20.654054054054054,15.278378378378381,9.156756756756755,2.4810810810810815,1.0864864864864865,19.843243243243244,11.554054054054056,0.727027027027027,2.0108108108108107,2.737837837837837,0.1032972972972973,-1.2,1.8702702702702703,0.6702702702702704,0.8486486486486486,31,"Charlotte Hornets, Phoenix Suns",74,61,1904,190,373,0,3,82,127,156,369,135,100,37,104,208,462,0,0,1,0,0,1989-90,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lewis Lloyd,5.9,1.4,2.5,0.566,0.0,0.0,0.0,1.4,2.5,0.566,0.566,0.4,0.8,0.563,0.4,0.5,0.9,0.5,0.1,0.0,1.0,0.6,3.3,11.085714285714285,0.5696666666666667,0.0,0.2840952380952381,6.876190476190477,8.323809523809523,7.6,14.114285714285714,1.1761904761904762,0.0,25.8952380952381,26.485714285714288,-0.009523809523809525,0.09047619047619049,0.08095238095238096,-0.02061904761904762,-3.3285714285714287,-1.8952380952380952,-5.223809523809524,-0.009523809523809525,30,"Philadelphia 76Ers, Houston Rockets",21,0,123,30,53,0,0,9,16,8,10,11,3,0,20,12,69,0,0,0,1,0,1989-90,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Maurice Cheeks,31.1,3.8,7.5,0.504,0.0,0.2,0.25,3.7,7.3,0.511,0.507,2.1,2.5,0.847,0.6,2.3,3.0,5.6,1.5,0.1,1.5,1.0,9.7,15.124691358024691,0.5783950617283952,0.029185185185185182,0.34418518518518515,2.2555555555555555,8.282716049382717,5.338271604938272,24.65432098765432,2.4530864197530864,0.2765432098765432,14.988888888888887,13.387654320987656,2.1469135802469133,1.6024691358024692,3.749382716049383,0.13928395061728396,0.8740740740740742,1.191358024691358,2.0271604938271603,1.308641975308642,33,"San Antonio Spurs, New York Knicks",81,62,2519,307,609,4,16,171,202,50,190,453,124,10,121,78,789,0,1,0,0,0,1989-90,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Micheal Williams,11.8,2.1,4.3,0.504,0.0,0.1,0.0,2.1,4.1,0.517,0.504,1.3,1.6,0.783,0.4,0.7,1.1,2.9,0.8,0.0,1.2,1.4,5.6,14.321428571428571,0.5112857142857143,0.022,0.3602857142857143,4.0285714285714285,6.285714285714286,5.007142857142857,35.4,2.8285714285714287,0.15714285714285717,20.814285714285713,22.685714285714287,0.42857142857142855,0.2357142857142857,0.6642857142857144,0.035214285714285705,-0.4285714285714283,-0.1500000000000001,-0.5785714285714286,0.29285714285714287,23,"Phoenix Suns, Charlotte Hornets",28,1,329,60,119,0,3,36,46,12,20,81,22,1,33,39,156,0,1,0,0,0,1989-90,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mike Higgins,4.5,0.3,0.7,0.375,0.0,0.0,0.0,0.3,0.7,0.375,0.375,0.7,0.9,0.8,0.2,0.2,0.4,0.3,0.2,0.2,0.1,0.5,1.3,9.954545454545455,0.5661818181818181,0.0,0.45454545454545453,5.009090909090909,3.1818181818181817,3.972727272727273,6.854545454545455,2.1636363636363636,3.5999999999999996,3.6363636363636362,8.1,0.045454545454545456,0.0,0.045454545454545456,0.13136363636363638,-1.6272727272727272,2.4454545454545458,0.8181818181818182,0.0,22,"Los Angeles Lakers, Denver Nuggets",11,0,50,3,8,0,0,8,10,2,2,3,2,2,1,5,14,0,0,0,0,1,1989-90,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mike Williams,4.9,0.3,0.9,0.333,0.0,0.0,0.0,0.3,0.8,0.353,0.333,0.1,0.3,0.5,0.2,0.9,1.1,0.1,0.1,0.3,0.1,1.4,0.7,1.7999999999999998,0.3436190476190476,0.05409523809523809,0.32685714285714285,4.876190476190477,18.60952380952381,11.719047619047618,2.2857142857142856,1.2952380952380953,3.580952380952381,11.657142857142858,10.17142857142857,-0.023809523809523808,0.0761904761904762,0.05238095238095238,-0.01904761904761905,-9.704761904761906,0.6523809523809525,-9.052380952380952,-0.1,26,"Sacramento Kings, Atlanta Hawks",21,0,102,6,18,0,1,3,6,5,18,2,3,7,3,30,15,0,0,1,0,0,1989-90,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nate Johnston,4.1,0.9,2.3,0.375,0.0,0.2,0.25,0.8,2.1,0.386,0.385,0.4,0.6,0.692,0.6,0.5,1.1,0.0,0.1,0.4,0.3,0.5,2.2,14.914285714285715,0.4308571428571429,0.08385714285714287,0.2641428571428572,16.871428571428574,10.642857142857142,13.571428571428571,1.3571428571428572,1.3571428571428572,5.514285714285714,9.871428571428572,30.12857142857143,-0.07142857142857142,0.07142857142857142,0.07142857142857142,0.04371428571428572,-2.1714285714285713,-1.4857142857142858,-3.7285714285714286,-0.07142857142857142,23,"Utah Jazz, Portland Trail Blazers",21,0,87,18,48,1,4,9,13,13,10,1,3,8,6,11,46,0,0,0,0,1,1989-90,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pete Myers,14.4,1.7,4.3,0.396,0.0,0.1,0.0,1.7,4.2,0.408,0.396,1.3,1.9,0.66,0.6,1.2,1.8,2.6,0.7,0.2,1.5,2.1,4.7,9.092307692307692,0.43453846153846154,0.027923076923076922,0.5242307692307692,4.800000000000001,9.353846153846153,7.06923076923077,24.700000000000003,2.5846153846153848,0.8153846153846154,22.47692307692308,17.776923076923076,-0.3538461538461538,0.3538461538461538,0.0,0.0016923076923076922,-4.1692307692307695,0.5076923076923077,-3.615384615384616,-0.16153846153846155,26,"New York Knicks, New Jersey Nets",52,2,751,89,225,0,7,66,100,33,63,135,35,11,76,109,244,0,0,0,1,0,1989-90,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ralph Lewis,3.7,0.6,1.0,0.571,0.0,0.0,0.0,0.6,1.0,0.571,0.571,0.3,0.3,1.0,0.6,0.3,0.9,0.0,0.1,0.0,0.3,0.4,1.4,-0.20000000000000082,0.31157142857142855,0.0,0.14271428571428574,9.171428571428569,5.185714285714285,7.285714285714286,0.0,1.0285714285714285,0.0,34.01428571428571,15.371428571428572,0.042857142857142864,0.0,0.042857142857142864,-0.1127142857142857,-8.971428571428572,-3.2,-12.171428571428573,0.0,26,"Detroit Pistons, Charlotte Hornets",7,0,26,4,7,0,0,2,2,4,2,0,1,0,2,3,10,0,0,0,1,0,1989-90,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Randolph Keys,20.2,3.7,8.5,0.432,0.2,0.5,0.326,3.5,7.9,0.439,0.442,1.3,1.8,0.721,1.3,1.9,3.2,1.1,0.9,0.1,1.1,2.8,8.8,10.8,0.47240000000000004,0.057999999999999996,0.2096,6.74,11.040000000000001,8.8,8.36,2.12,0.26,10.239999999999998,21.839999999999996,-0.28,0.74,0.5599999999999999,0.0304,-3.5,-0.62,-4.0600000000000005,-0.43999999999999995,23,"Cleveland Cavaliers, Charlotte Hornets",80,18,1615,293,678,14,43,101,140,100,153,88,68,8,84,224,701,0,0,0,0,1,1989-90,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Randy Breuer,23.2,3.7,8.6,0.428,0.0,0.0,0.0,3.7,8.6,0.429,0.428,1.6,2.4,0.653,1.9,3.2,5.1,1.2,0.5,1.3,1.2,2.4,8.9,12.859259259259257,0.46570370370370373,0.0012592592592592594,0.27651851851851855,9.24074074074074,17.44814814814815,13.1,7.807407407407407,1.1148148148148147,3.7000000000000006,11.044444444444444,20.04074074074074,-0.12592592592592594,1.2296296296296296,1.1037037037037036,0.05111111111111112,-2.3333333333333335,-0.13333333333333333,-2.503703703703704,-0.011111111111111105,29,"Milwaukee Bucks, Minnesota Timberwolves",81,55,1879,298,696,0,1,126,193,154,263,97,42,108,96,196,722,1,0,0,0,0,1989-90,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Reggie Williams,15.8,2.8,7.2,0.388,0.1,0.8,0.162,2.7,6.4,0.415,0.396,1.1,1.4,0.765,0.6,1.2,1.8,1.1,0.7,0.3,1.0,2.2,6.8,9.225531914893617,0.43687234042553197,0.11161702127659576,0.18668085106382976,4.212765957446808,8.47872340425532,6.306382978723404,11.304255319148934,1.9297872340425533,1.3659574468085107,10.578723404255319,24.55744680851064,-0.5553191489361703,0.4404255319148936,-0.10425531914893618,0.001553191489361701,-5.025531914893617,-0.25106382978723407,-5.297872340425532,-0.3617021276595745,25,"Los Angeles Clippers, Cleveland Cavaliers, San Antonio Spurs",47,17,743,131,338,6,37,52,68,28,55,53,32,14,45,102,320,0,0,0,0,1,1989-90,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Robert Reid,16.7,2.4,6.2,0.391,0.1,0.4,0.313,2.3,5.8,0.398,0.403,0.8,1.2,0.628,0.5,1.6,2.1,1.3,0.5,0.2,0.6,2.1,5.8,7.949999999999999,0.42650000000000005,0.0735,0.19699999999999998,2.8833333333333333,11.433333333333334,6.933333333333334,11.100000000000001,1.5166666666666666,0.8999999999999999,7.866666666666666,18.566666666666666,-1.0,0.6000000000000001,-0.31666666666666665,-0.0023333333333333322,-4.183333333333334,-0.3333333333333333,-4.516666666666667,-0.6666666666666666,34,"Portland Trail Blazers, Charlotte Hornets",72,28,1202,175,447,10,32,54,86,34,117,90,38,16,45,153,414,0,0,0,0,1,1989-90,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rod Strickland,26.1,4.2,9.2,0.454,0.1,0.4,0.267,4.1,8.9,0.461,0.459,2.1,3.4,0.626,1.1,2.1,3.2,5.7,1.5,0.2,2.1,2.0,10.6,15.710975609756098,0.4915609756097561,0.04265853658536586,0.36081707317073175,4.837804878048781,8.648780487804878,6.824390243902439,31.00243902439024,3.059756097560976,0.424390243902439,16.17560975609756,20.69268292682927,0.7512195121951218,1.3134146341463413,2.0646341463414637,0.09207317073170733,0.45121951219512196,0.7243902439024391,1.2,0.8378048780487806,23,"New York Knicks, San Antonio Spurs",82,24,2140,343,756,8,30,174,278,90,169,468,127,14,170,160,868,0,1,0,0,0,1989-90,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ron Harper,39.1,8.6,18.2,0.473,0.4,1.5,0.275,8.2,16.7,0.49,0.484,5.2,6.6,0.788,2.1,3.8,5.9,5.2,2.3,1.2,2.9,3.0,22.8,20.26,0.541,0.08080000000000001,0.3642,6.26,10.9,8.62,22.02,2.8600000000000003,1.78,11.900000000000002,25.82,1.5199999999999998,1.1999999999999997,2.72,0.138,2.78,1.9,4.6,1.5999999999999999,26,"Cleveland Cavaliers, Los Angeles Clippers",35,35,1367,301,637,14,51,182,231,74,132,182,81,41,100,105,798,0,0,0,1,0,1989-90,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sedric Toney,15.1,1.4,3.9,0.348,0.4,1.0,0.365,1.0,2.9,0.342,0.394,1.0,1.3,0.807,0.2,0.7,0.9,2.7,0.5,0.0,1.1,1.7,4.1,8.6,0.481,0.231,0.3365,1.5,5.15,3.3,23.85,1.75,0.0,20.299999999999997,15.75,-0.19999999999999998,0.15,0.0,0.013,-2.8,-1.4,-4.2,-0.35,27,"Atlanta Hawks, Sacramento Kings",64,9,968,87,250,23,63,67,83,14,46,174,33,0,73,106,264,0,1,0,0,0,1989-90,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Steve Johnson,10.4,1.9,3.7,0.522,0.0,0.0,0.0,1.9,3.7,0.522,0.522,0.8,1.4,0.6,0.8,1.4,2.1,0.7,0.1,0.2,1.2,2.2,4.7,6.424000000000001,0.46620000000000006,0.0,0.32676,7.476,16.72,11.86,9.448,0.504,1.092,28.128,22.212,0.052000000000000005,0.168,0.136,-0.05443999999999999,-6.864000000000001,-1.012,-7.776,-0.1,32,"Minnesota Timberwolves, Seattle Supersonics",25,0,259,48,92,0,0,21,35,19,34,17,3,5,31,56,117,1,0,0,0,0,1989-90,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Stuart Gray,9.7,0.7,1.7,0.424,0.0,0.1,0.0,0.7,1.6,0.447,0.424,0.6,0.8,0.681,0.7,1.8,2.5,0.3,0.3,0.4,0.4,1.6,2.0,6.793103448275861,0.4618275862068965,0.07379310344827586,0.4743620689655172,6.636206896551724,20.72586206896552,13.477586206896552,4.1465517241379315,1.3982758620689657,2.477586206896552,17.246551724137934,10.963793103448278,0.034482758620689655,0.43620689655172407,0.4379310344827586,0.038551724137931044,-5.931034482758621,0.47068965517241373,-5.460344827586208,-0.1327586206896552,26,"Charlotte Hornets, New York Knicks",58,1,560,42,99,0,5,32,47,40,105,19,15,26,24,90,116,1,0,0,0,0,1989-90,0.0,0.0,0.0,0.0,0.0,0.0,0.0
