name,mpg,fgm_per_g,fga_per_g,fg_pct,fg3m_per_g,fg3a_per_g,fg3_pct,fg2m_per_g,fg2a_per_g,fg2_pct,efg_pct,ftm_per_g,fta_per_g,ft_pct,orb_per_g,drb_per_g,trb_per_g,ast_per_g,stl_per_g,blk_per_g,tov_per_g,pf_per_g,ppg,player_efficiency_rating,true_shooting_percentage,three_point_attempt_rate,free_throw_attempt_rate,offensive_rebound_percentage,defensive_rebound_percentage,total_rebound_percentage,assist_percentage,steal_percentage,block_percentage,turnover_percentage,usage_percentage,offensive_win_shares,defensive_win_shares,win_shares,win_shares_per_48_minutes,offensive_box_plus_minus,defensive_box_plus_minus,box_plus_minus,value_over_replacement_player,age,team,games_played,games_started,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,points,positions_Center,positions_Point Guard,positions_Power Forward,positions_Shooting Guard,positions_Small Forward,season,MVP,DPOY,SMOY,MIP,team_1st,team_2nd,team_3rd
Alaa Abdelnaby,9.4,2.2,4.3,0.511,0.0,0.0,0.0,2.2,4.2,0.515,0.511,0.4,0.6,0.571,0.7,1.4,2.1,0.2,0.3,0.2,0.8,1.9,4.7,12.622222222222222,0.5150555555555556,0.008499999999999999,0.15016666666666667,8.672222222222222,17.427777777777777,13.13888888888889,5.0055555555555555,1.5111111111111113,1.7944444444444443,15.433333333333334,25.59444444444445,-0.1111111111111111,0.661111111111111,0.5499999999999999,0.02888888888888889,-4.377777777777778,0.0666666666666667,-4.311111111111111,-0.10555555555555557,26,"Sacramento Kings, Philadelphia 76Ers",54,0,506,118,231,0,2,20,35,37,77,13,15,12,45,104,256,0,0,1,0,0,1994-95,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Blue Edwards,16.6,2.7,5.9,0.461,0.3,1.1,0.293,2.4,4.7,0.5,0.489,1.1,1.3,0.833,0.7,1.2,1.9,1.1,0.6,0.2,1.2,2.1,6.9,11.571641791044776,0.5321044776119402,0.18929850746268656,0.22773134328358208,5.5462686567164186,8.501492537313434,7.023880597014926,10.738805970149254,2.0074626865671643,1.0776119402985076,15.783582089552239,20.51044776119403,0.14626865671641792,0.5074626865671642,0.6074626865671642,0.053149253731343285,-1.929850746268657,-0.48507462686567165,-2.461194029850746,-0.05373134328358209,29,"Boston Celtics, Utah Jazz",67,7,1112,181,393,22,75,75,90,50,80,77,43,16,81,143,459,0,0,0,0,1,1994-95,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Clyde Drexler,35.9,7.5,16.3,0.461,1.9,5.4,0.36,5.6,10.9,0.511,0.521,4.8,5.8,0.824,2.0,4.3,6.3,4.8,1.8,0.6,2.4,2.7,21.8,22.423684210526314,0.5790131578947367,0.32871052631578945,0.35767105263157895,6.3539473684210535,13.597368421052632,10.036842105263156,22.21973684210526,2.5618421052631577,1.2,11.567105263157893,25.818421052631578,4.031578947368421,1.915789473684211,5.901315789473684,0.20594736842105266,5.309210526315789,1.2013157894736841,6.564473684210527,3.001315789473684,32,"Portland Trail Blazers, Houston Rockets",76,75,2728,571,1238,147,408,364,442,152,328,362,136,45,186,206,1653,0,0,0,1,0,1994-95,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Doc Rivers,15.7,1.7,4.8,0.358,0.7,2.0,0.354,1.0,2.8,0.36,0.432,1.0,1.3,0.732,0.2,1.5,1.7,2.6,1.0,0.3,1.0,2.4,5.1,12.200000000000001,0.4749047619047619,0.42023809523809524,0.2745714285714285,1.7714285714285714,10.32857142857143,6.247619047619048,23.304761904761907,3.357142857142857,1.4285714285714286,15.061904761904762,17.77619047619048,0.2904761904761905,1.4333333333333333,1.7238095238095237,0.0976190476190476,-2.033333333333333,3.0095238095238095,0.9761904761904762,0.6714285714285714,33,"New York Knicks, San Antonio Spurs",63,0,989,108,302,45,127,60,82,15,94,162,65,21,60,150,321,0,1,0,0,0,1994-95,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Donyell Marshall,29.0,4.8,12.2,0.394,1.0,3.4,0.284,3.8,8.8,0.436,0.433,2.0,3.1,0.662,1.9,3.7,5.6,1.5,0.6,1.2,1.6,2.2,12.6,12.566666666666666,0.4635555555555556,0.27366666666666667,0.2582222222222222,7.655555555555556,15.055555555555555,11.333333333333334,8.744444444444445,1.1222222222222222,3.111111111111111,10.577777777777778,23.022222222222222,-0.48888888888888893,0.6111111111111112,0.12222222222222223,0.006111111111111111,-1.5666666666666667,-1.588888888888889,-3.1555555555555554,-0.2888888888888889,21,"Minnesota Timberwolves, Golden State Warriors",72,31,2086,345,876,69,243,147,222,137,268,105,45,88,115,157,906,0,0,0,0,1,1994-95,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Grant Long,32.6,4.2,8.8,0.478,0.1,0.4,0.355,4.1,8.5,0.483,0.485,3.0,4.0,0.751,2.4,5.1,7.5,1.6,1.3,0.4,1.9,3.0,11.6,14.399999999999999,0.5465185185185185,0.04291358024691358,0.45653086419753086,8.239506172839507,18.812345679012346,13.325925925925928,7.927160493827161,2.1876543209876544,0.9753086419753086,15.308641975308642,17.425925925925927,2.3407407407407406,4.098765432098766,6.339506172839506,0.11935802469135802,-1.4012345679012346,0.7604938271604939,-0.6432098765432099,0.9728395061728394,28,"Miami Heat, Atlanta Hawks",81,79,2641,342,716,11,31,244,325,191,415,131,109,34,155,243,939,0,0,1,0,0,1994-95,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Greg Foster,14.7,1.9,4.1,0.472,0.1,0.3,0.304,1.8,3.8,0.485,0.483,1.0,1.4,0.703,1.1,2.2,3.3,0.5,0.2,0.4,0.9,2.3,4.9,10.191025641025643,0.5251282051282051,0.07742307692307693,0.3482692307692308,9.211538461538462,18.579487179487177,13.984615384615385,5.4192307692307695,0.6910256410256411,1.8435897435897437,16.32051282051282,17.4,-0.05641025641025642,0.5564102564102564,0.5,0.04011538461538462,-3.843589743589743,-1.425641025641026,-5.247435897435898,-0.5910256410256409,26,"Chicago Bulls, Minnesota Timberwolves",78,3,1144,150,318,7,23,78,111,85,174,39,15,28,71,183,385,0,0,1,0,0,1994-95,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Greg Kite,7.0,0.3,1.5,0.176,0.0,0.0,0.0,0.3,1.5,0.176,0.176,0.2,0.9,0.2,1.1,0.9,2.0,0.1,0.0,0.0,0.5,1.4,0.7,-3.1090909090909093,0.17754545454545456,0.0,0.5841818181818182,19.29090909090909,15.263636363636364,17.236363636363638,1.8818181818181818,0.0,0.0,22.054545454545455,16.490909090909092,-0.2636363636363636,0.08181818181818182,-0.18181818181818182,-0.16272727272727272,-11.20909090909091,-4.181818181818182,-15.409090909090912,-0.18181818181818182,33,"New York Knicks, Indiana Pacers",11,0,77,3,17,0,0,2,10,12,10,1,0,0,6,15,8,1,0,0,0,0,1994-95,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Howard Eisley,11.3,0.8,2.5,0.328,0.2,0.8,0.243,0.6,1.7,0.365,0.365,0.6,0.8,0.775,0.2,0.7,1.0,1.9,0.4,0.1,1.0,1.7,2.4,5.1,0.38293877551020417,0.3016326530612245,0.2643673469387755,3.0510204081632653,7.7693877551020405,5.475510204081633,29.98775510204082,1.3183673469387753,0.9224489795918368,27.489795918367346,16.546938775510203,-0.40816326530612246,0.13877551020408166,-0.2693877551020408,-0.07461224489795919,-5.330612244897959,-2.048979591836735,-7.448979591836735,-0.44693877551020406,22,"Minnesota Timberwolves, San Antonio Spurs",49,4,552,40,122,9,37,31,40,12,36,95,18,6,50,81,120,0,1,0,0,0,1994-95,0.0,0.0,0.0,0.0,0.0,0.0,0.0
James Blackwell,6.2,0.6,1.0,0.615,0.0,0.0,0.0,0.6,1.0,0.615,0.615,0.2,0.2,0.667,0.2,0.7,0.8,0.8,0.3,0.0,0.4,0.6,1.4,11.846153846153847,0.6330769230769231,0.0,0.20769230769230768,2.5615384615384618,13.46923076923077,8.123076923076923,21.876923076923074,2.5923076923076924,0.0,26.77692307692308,10.815384615384614,0.06923076923076923,0.0,0.06923076923076923,0.09223076923076921,-1.8076923076923077,2.5538461538461537,0.7461538461538461,0.0,26,"Charlotte Hornets, Boston Celtics",13,0,80,8,13,0,0,2,3,2,9,11,4,0,5,8,18,0,1,0,0,0,1994-95,0.0,0.0,0.0,0.0,0.0,0.0,0.0
