name,mpg,fgm_per_g,fga_per_g,fg_pct,fg3m_per_g,fg3a_per_g,fg3_pct,fg2m_per_g,fg2a_per_g,fg2_pct,efg_pct,ftm_per_g,fta_per_g,ft_pct,orb_per_g,drb_per_g,trb_per_g,ast_per_g,stl_per_g,blk_per_g,tov_per_g,pf_per_g,ppg,player_efficiency_rating,true_shooting_percentage,three_point_attempt_rate,free_throw_attempt_rate,offensive_rebound_percentage,defensive_rebound_percentage,total_rebound_percentage,assist_percentage,steal_percentage,block_percentage,turnover_percentage,usage_percentage,offensive_win_shares,defensive_win_shares,win_shares,win_shares_per_48_minutes,offensive_box_plus_minus,defensive_box_plus_minus,box_plus_minus,value_over_replacement_player,age,team,games_played,games_started,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,points,positions_Center,positions_Point Guard,positions_Power Forward,positions_Shooting Guard,positions_Small Forward,season,MVP,DPOY,SMOY,MIP,team_1st,team_2nd,team_3rd
Antonius Cleveland,7.2,0.5,1.2,0.381,0.2,0.2,0.75,0.3,1.0,0.294,0.452,0.2,0.4,0.667,0.2,0.6,0.8,0.1,0.4,0.3,0.4,1.4,1.4,4.723529411764706,0.4365294117647059,0.15523529411764705,0.286,2.6235294117647063,10.600000000000001,6.523529411764706,2.523529411764706,3.111764705882353,3.835294117647059,17.77058823529412,10.799999999999999,-0.07647058823529412,0.07647058823529412,0.0,-0.005941176470588235,-7.535294117647059,2.894117647058824,-4.641176470588236,-0.023529411764705882,23,"Dallas Mavericks, Atlanta Hawks",17,0,123,8,21,3,4,4,6,3,11,2,7,5,7,23,23,0,0,0,1,0,2017-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Avery Bradley,31.2,5.6,13.6,0.414,1.6,4.4,0.369,4.0,9.2,0.436,0.474,1.4,1.8,0.768,0.5,2.0,2.5,2.0,1.1,0.2,2.2,2.0,14.3,9.608695652173912,0.49634782608695655,0.3170434782608696,0.12643478260869567,1.6521739130434783,7.456521739130435,4.517391304347826,10.408695652173913,1.7608695652173914,0.5,13.195652173913043,23.395652173913046,-1.2304347826086957,0.9695652173913044,-0.17391304347826086,-0.0066521739130434784,-2.9695652173913043,-0.9956521739130434,-3.965217391304348,-0.5347826086956522,27,"Detroit Pistons, Los Angeles Clippers",46,46,1433,259,625,75,203,63,82,22,94,94,51,8,101,92,656,0,0,0,1,0,2017-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Blake Griffin,34.0,7.5,17.2,0.438,1.9,5.6,0.345,5.6,11.6,0.482,0.493,4.5,5.7,0.785,1.3,6.1,7.4,5.8,0.7,0.3,2.8,2.4,21.4,19.581034482758618,0.5435172413793103,0.32356896551724146,0.33029310344827584,4.068965517241379,19.810344827586206,11.910344827586206,28.143103448275866,1.0413793103448277,0.8293103448275861,12.627586206896554,28.912068965517243,1.6120689655172413,0.9137931034482759,2.5258620689655173,0.12039655172413793,3.6275862068965514,-0.18448275862068966,3.4,1.3844827586206898,28,"Los Angeles Clippers, Detroit Pistons",58,58,1970,436,996,111,322,259,330,73,355,334,41,18,165,139,1242,0,0,1,0,0,2017-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Boban Marjanović,8.6,2.0,3.8,0.534,0.0,0.0,0.0,2.0,3.8,0.534,0.534,2.0,2.5,0.794,1.2,2.5,3.7,0.6,0.3,0.3,0.9,1.3,6.0,26.215384615384618,0.6175128205128205,0.0,0.6643589743589743,15.961538461538462,31.546153846153846,23.73333333333333,11.066666666666666,1.5076923076923077,2.7923076923076926,15.635897435897435,29.351282051282052,0.45641025641025645,0.3,0.7564102564102564,0.21748717948717947,2.3692307692307693,0.17435897435897438,2.543589743589744,0.20256410256410257,29,"Detroit Pistons, Los Angeles Clippers",39,1,337,79,148,0,0,77,97,48,96,22,10,11,36,51,235,1,0,0,0,0,2017-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brandan Wright,13.6,2.1,3.6,0.578,0.0,0.0,0.0,2.1,3.6,0.578,0.578,0.8,1.2,0.636,1.2,2.2,3.4,0.5,0.5,0.9,0.3,1.1,5.0,19.014285714285712,0.5975714285714285,0.0,0.32110714285714287,9.817857142857145,19.264285714285712,14.442857142857141,5.5928571428571425,1.7357142857142858,6.375,6.364285714285714,14.682142857142859,0.7714285714285715,0.48214285714285715,1.157142857142857,0.16278571428571428,1.1035714285714284,0.975,2.175,0.38571428571428573,30,"Memphis Grizzlies, Houston Rockets",28,1,381,59,102,0,0,21,33,33,62,13,13,26,8,32,139,0,0,1,0,0,2017-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Briante Weber,13.2,1.1,2.4,0.442,0.2,0.6,0.364,0.8,1.8,0.469,0.488,0.4,0.6,0.8,0.4,1.5,1.9,1.2,1.0,0.3,0.8,1.6,2.8,10.572222222222221,0.5361666666666667,0.3217777777777777,0.2108888888888889,3.4277777777777776,13.56111111111111,8.516666666666667,14.06111111111111,3.9777777777777774,2.033333333333333,23.494444444444447,11.61111111111111,0.044444444444444446,0.17222222222222222,0.24444444444444446,0.0926111111111111,-3.627777777777778,3.5999999999999996,-0.027777777777777776,0.044444444444444446,25,"Houston Rockets, Memphis Grizzlies",18,0,237,19,43,4,11,8,10,8,27,22,18,5,15,28,50,0,1,0,0,0,2017-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brice Johnson,5.4,1.1,2.3,0.476,0.0,0.1,0.0,1.1,2.3,0.488,0.476,0.2,0.3,0.6,0.5,1.2,1.7,0.1,0.5,0.3,0.3,0.7,2.4,18.75,0.5455000000000001,0.0455,0.1395,9.55,26.549999999999997,18.1,3.5,5.1,5.300000000000001,14.1,21.450000000000003,-0.05,0.1,0.05,0.098,-2.0999999999999996,2.5999999999999996,0.45000000000000007,0.05,23,"Los Angeles Clippers, Memphis Grizzlies",18,0,98,20,42,0,1,3,5,9,22,2,9,6,5,13,43,0,0,1,0,0,2017-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bruno Caboclo,8.9,0.8,2.6,0.29,0.3,1.4,0.176,0.5,1.2,0.429,0.339,0.4,0.5,0.833,0.6,1.3,1.8,0.3,0.3,0.3,0.3,0.7,2.2,6.566666666666666,0.34249999999999997,0.5975,0.1725,6.333333333333333,16.45,11.333333333333334,6.283333333333334,2.0,3.1666666666666665,9.333333333333334,15.416666666666666,-0.08333333333333333,0.08333333333333333,0.0,-0.03133333333333333,-5.116666666666666,-0.3,-5.516666666666667,-0.08333333333333333,22,"Toronto Raptors, Sacramento Kings",12,0,107,9,31,3,17,5,6,7,15,4,3,4,4,8,26,0,0,0,0,1,2017-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Channing Frye,13.1,2.0,4.0,0.491,0.7,2.2,0.339,1.2,1.8,0.67,0.583,0.3,0.4,0.895,0.2,2.3,2.5,0.7,0.3,0.2,0.4,1.3,5.0,13.271698113207547,0.6000943396226415,0.5411509433962264,0.08967924528301888,1.9811320754716981,19.60377358490566,10.892452830188681,7.839622641509434,1.2962264150943397,1.6622641509433962,8.698113207547172,15.29433962264151,0.6150943396226414,0.43207547169811317,1.0471698113207548,0.10179245283018867,-0.5018867924528302,-0.001886792452830182,-0.5037735849056604,0.2490566037735849,34,"Cleveland Cavaliers, Los Angeles Lakers",53,1,695,104,212,39,115,17,19,12,123,38,18,13,21,69,264,1,0,0,0,0,2017-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Corey Brewer,16.8,2.0,4.4,0.449,0.4,1.5,0.282,1.5,2.9,0.539,0.498,0.9,1.3,0.722,0.6,1.5,2.1,0.9,1.1,0.2,0.7,1.9,5.3,10.225000000000001,0.523,0.30375,0.2905,3.75,10.325,6.975,7.75,3.0250000000000004,0.9500000000000001,13.825000000000001,14.25,0.07499999999999998,0.8500000000000001,0.9249999999999999,0.0735,-3.8250000000000006,1.7750000000000001,-2.05,-0.05000000000000001,31,"Los Angeles Lakers, Oklahoma City Thunder",72,18,1208,142,316,31,110,65,90,43,111,65,79,14,49,139,380,0,0,0,0,1,2017-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0
