name,games_played,player_efficiency_rating,true_shooting_percentage,three_point_attempt_rate,free_throw_attempt_rate,offensive_rebound_percentage,defensive_rebound_percentage,total_rebound_percentage,assist_percentage,steal_percentage,block_percentage,turnover_percentage,usage_percentage,offensive_win_shares,defensive_win_shares,win_shares,win_shares_per_48_minutes,offensive_box_plus_minus,defensive_box_plus_minus,box_plus_minus,value_over_replacement_player
Kareem Abdul-Jabbar,80,21.3,0.608,0.001,0.318,7.8,16.8,12.7,11.5,1.0,2.9,13.5,25.1,5.9,3.1,8.9,0.163,2.8,0.2,3.0,3.3
Alvan Adams,70,16.6,0.513,0.007,0.275,9.5,16.3,12.9,20.3,2.4,1.2,15.2,21.7,1.5,1.8,3.3,0.109,0.7,0.9,1.6,1.3
Mark Aguirre,79,23.5,0.572,0.032,0.352,6.4,12.3,9.4,21.0,1.3,0.4,12.3,33.4,7.0,2.0,9.0,0.149,5.0,-1.2,3.7,4.1
Danny Ainge,71,10.4,0.498,0.061,0.155,3.0,8.3,5.7,18.4,1.7,0.2,15.4,16.2,0.5,1.3,1.8,0.076,-2.2,0.4,-1.8,0.0
J.J. Anderson,48,11.6,0.427,0.023,0.223,13.6,8.0,10.6,9.6,2.2,1.5,12.3,20.8,-0.2,0.3,0.1,0.013,-2.1,-1.0,-3.1,-0.1
Richard Anderson,78,14.6,0.471,0.03,0.235,10.1,21.1,15.5,17.6,1.4,1.1,13.4,22.2,0.3,1.0,1.3,0.044,-0.9,-0.9,-1.9,0.0
Tiny Archibald,46,10.6,0.526,0.065,0.362,1.8,6.3,4.2,21.1,1.6,0.0,19.4,16.3,0.3,1.1,1.4,0.065,-1.7,-0.3,-2.0,0.0
Ken Austin,7,5.6,0.462,0.0,0.0,7.3,4.0,5.7,4.8,1.7,2.0,18.8,22.0,0.0,0.0,0.0,-0.046,-4.7,-0.2,-4.9,0.0
John Bagley,76,12.8,0.485,0.028,0.326,3.1,7.4,5.2,27.9,2.2,0.1,19.7,21.0,-0.4,1.3,0.9,0.025,-0.9,-0.9,-1.8,0.1
James Bailey,73,15.5,0.537,0.002,0.371,9.6,17.4,13.5,9.3,1.3,1.9,14.4,23.6,1.0,1.3,2.3,0.093,-1.1,-0.2,-1.3,0.2
Thurl Bailey,81,12.9,0.539,0.0,0.198,6.4,17.3,12.1,8.4,0.9,3.1,14.1,14.8,1.3,2.3,3.6,0.086,-1.2,0.7,-0.5,0.8
Greg Ballard,82,15.3,0.515,0.014,0.196,6.1,15.0,10.5,16.5,1.7,0.7,11.0,20.5,2.4,3.2,5.6,0.099,0.6,0.5,1.1,2.1
Gene Banks,80,15.4,0.606,0.008,0.361,8.5,15.2,11.9,12.0,1.8,0.5,16.1,15.4,4.5,1.7,6.2,0.115,1.1,0.0,1.2,2.1
Dave Batton,4,6.4,0.5,0.0,0.0,3.5,10.1,6.9,11.8,0.0,5.0,28.6,17.5,-0.1,0.0,0.0,-0.068,-4.4,0.2,-4.2,0.0
Kent Benson,82,14.0,0.584,0.002,0.224,6.9,18.6,12.6,9.2,1.9,1.7,13.8,12.8,2.5,2.2,4.7,0.131,-0.1,1.6,1.5,1.5
Larry Bird,79,24.2,0.552,0.047,0.273,7.0,22.3,14.9,26.2,2.3,1.3,12.1,26.7,7.9,5.6,13.6,0.215,5.6,2.0,7.6,7.3
Otis Birdsong,69,16.8,0.53,0.017,0.278,3.8,5.1,4.5,19.1,1.8,0.5,11.7,26.7,2.4,2.1,4.5,0.1,1.3,-0.7,0.6,1.4
Rolando Blackman,81,19.8,0.596,0.008,0.347,4.8,9.5,7.2,14.2,0.9,0.7,10.0,23.3,8.3,1.5,9.8,0.155,3.6,-1.2,2.4,3.3
Tom Boswell,38,10.2,0.596,0.019,0.404,11.9,13.7,12.9,7.6,1.6,0.0,17.5,11.3,0.4,0.3,0.6,0.115,-3.0,-0.1,-3.1,-0.1
Charles Bradley,8,0.5,0.546,0.0,1.0,0.0,8.7,4.4,16.1,0.0,1.4,44.2,19.3,-0.1,0.0,-0.1,-0.152,-5.2,-0.5,-5.6,-0.1
Mike Bratz,82,12.9,0.483,0.098,0.263,2.9,8.4,5.5,23.9,2.7,0.2,15.8,18.8,0.6,1.3,1.9,0.063,-1.5,0.3,-1.2,0.3
Randy Breuer,57,9.2,0.426,0.0,0.26,12.0,14.1,13.1,5.0,1.2,4.7,15.1,20.8,-0.5,0.8,0.3,0.029,-6.1,0.5,-5.6,-0.4
Ron Brewer,13,8.6,0.496,0.017,0.293,2.4,4.5,3.4,3.8,1.3,1.3,9.7,13.4,0.1,0.1,0.2,0.038,-2.2,-0.3,-2.5,0.0
Ron Brewer,40,9.9,0.474,0.038,0.145,2.4,4.4,3.4,7.2,1.0,1.1,8.3,19.8,0.1,0.1,0.2,0.011,-2.4,-1.8,-4.2,-0.4
Junior Bridgeman,81,14.3,0.508,0.028,0.222,3.9,11.3,7.8,16.7,1.1,0.3,11.0,23.4,2.1,3.0,5.1,0.1,-0.2,-0.6,-0.8,0.7
Michael Brooks,47,14.0,0.518,0.011,0.339,11.5,16.1,13.8,8.1,1.7,0.5,13.2,16.7,1.6,0.8,2.4,0.081,0.4,-0.7,-0.3,0.6
Fred Brown,71,17.1,0.553,0.067,0.17,1.4,4.8,3.1,26.6,2.1,0.1,11.4,22.6,1.8,0.8,2.6,0.111,1.1,-0.4,0.7,0.8
Rickey Brown,68,9.0,0.514,0.0,0.323,9.6,16.8,13.2,5.3,1.2,1.7,18.8,15.5,0.0,0.9,0.9,0.056,-4.4,0.0,-4.4,-0.5
Wallace Bryant,29,9.6,0.4,0.0,0.248,13.2,15.8,14.5,6.2,1.4,2.0,9.8,21.4,-0.4,0.4,0.0,-0.001,-4.1,-1.2,-5.4,-0.3
Quinn Buckner,79,9.4,0.456,0.019,0.229,3.9,8.4,6.2,21.5,3.2,0.1,22.0,15.0,-0.6,1.9,1.3,0.052,-3.7,1.9,-1.8,0.1
