name,games_played,player_efficiency_rating,true_shooting_percentage,three_point_attempt_rate,free_throw_attempt_rate,offensive_rebound_percentage,defensive_rebound_percentage,total_rebound_percentage,assist_percentage,steal_percentage,block_percentage,turnover_percentage,usage_percentage,offensive_win_shares,defensive_win_shares,win_shares,win_shares_per_48_minutes,offensive_box_plus_minus,defensive_box_plus_minus,box_plus_minus,value_over_replacement_player
Quincy Acy,29,15.9,0.632,0.027,0.507,10.3,16.6,13.4,5.2,2.0,3.5,15.6,14.7,0.7,0.4,1.1,0.157,-1.0,1.0,0.1,0.2
Jeff Adrien,52,13.4,0.493,0.012,0.595,10.6,21.2,15.7,8.3,1.3,3.1,13.1,15.6,0.5,0.4,1.0,0.064,-2.1,-0.9,-3.0,-0.2
Arron Afflalo,64,13.0,0.527,0.265,0.246,1.4,10.3,5.8,14.6,0.9,0.4,12.1,22.5,1.5,0.5,2.0,0.042,-1.1,-1.8,-2.9,-0.5
Josh Akognon,3,15.3,0.625,0.5,0.0,0.0,12.1,6.2,19.4,0.0,0.0,0.0,20.3,0.0,0.0,0.0,0.196,-3.1,0.1,-3.0,0.0
Cole Aldrich,30,7.3,0.532,0.0,0.209,6.5,23.7,15.2,4.1,0.7,3.2,23.0,12.5,-0.1,0.3,0.2,0.038,-5.6,0.6,-5.0,-0.2
Cole Aldrich,15,15.7,0.598,0.0,0.297,11.5,30.4,20.7,2.6,0.6,6.3,17.7,12.9,0.2,0.2,0.4,0.109,-1.0,0.5,-0.5,0.1
LaMarcus Aldridge,74,20.4,0.53,0.011,0.264,7.2,20.9,14.0,13.0,1.2,2.5,8.9,26.5,4.8,2.3,7.2,0.124,1.7,-0.4,1.3,2.3
Lavoy Allen,79,11.5,0.474,0.002,0.132,10.5,16.5,13.4,6.7,0.8,2.6,10.3,14.8,0.9,1.6,2.5,0.072,-3.0,-0.3,-3.3,-0.6
Ray Allen,79,14.7,0.599,0.51,0.243,2.6,10.1,6.6,10.2,1.7,0.6,12.5,19.3,3.4,1.9,5.4,0.126,1.1,-0.8,0.3,1.2
Tony Allen,79,13.2,0.489,0.038,0.293,6.6,13.8,10.2,7.6,3.1,1.7,11.5,17.8,1.0,4.1,5.1,0.115,-2.0,2.4,0.4,1.2
Al-Farouq Aminu,76,13.7,0.519,0.04,0.289,7.9,26.2,16.9,7.8,2.4,2.1,17.8,14.6,0.7,2.4,3.1,0.073,-1.3,1.2,-0.1,1.0
Lou Amundson,20,6.3,0.342,0.0,0.526,15.9,17.6,16.7,2.8,2.2,2.9,19.0,16.1,-0.4,0.2,-0.1,-0.038,-6.9,-1.0,-7.9,-0.2
