name,games_played,player_efficiency_rating,true_shooting_percentage,three_point_attempt_rate,free_throw_attempt_rate,offensive_rebound_percentage,defensive_rebound_percentage,total_rebound_percentage,assist_percentage,steal_percentage,block_percentage,turnover_percentage,usage_percentage,offensive_win_shares,defensive_win_shares,win_shares,win_shares_per_48_minutes,offensive_box_plus_minus,defensive_box_plus_minus,box_plus_minus,value_over_replacement_player
Kareem Abdul-Jabbar,79,23.6,0.619,0.002,0.302,7.6,17.6,12.8,10.8,1.1,3.5,12.6,24.6,8.0,2.9,10.9,0.205,4.0,0.5,4.5,4.2
Alvan Adams,80,16.8,0.527,0.003,0.221,7.6,16.7,12.4,21.8,2.2,1.7,18.4,22.0,2.0,4.5,6.5,0.128,0.8,1.7,2.5,2.8
Mark Aguirre,81,20.5,0.535,0.048,0.371,7.3,12.5,9.8,18.2,1.3,0.5,12.4,30.0,5.9,1.0,6.9,0.118,3.6,-1.9,1.7,2.6
Danny Ainge,80,13.2,0.519,0.04,0.135,4.4,6.8,5.6,16.1,2.5,0.2,11.4,16.5,2.8,2.4,5.2,0.121,-1.0,1.2,0.2,1.2
Dwight Anderson,5,10.6,0.571,0.0,0.714,0.0,6.1,3.1,11.5,1.3,0.0,21.4,26.2,0.0,0.0,0.0,0.001,-4.3,-0.5,-4.8,0.0
J.J. Anderson,13,3.9,0.364,0.045,0.136,9.2,16.9,13.2,2.8,1.0,0.0,17.7,23.4,-0.1,0.1,-0.1,-0.082,-5.1,-0.8,-5.9,-0.1
J.J. Anderson,52,14.2,0.535,0.008,0.482,10.5,14.3,12.5,7.8,2.4,0.9,14.6,17.2,1.0,1.4,2.4,0.101,-0.8,0.1,-0.7,0.4
Richard Anderson,78,10.4,0.437,0.044,0.16,9.2,15.6,12.2,12.1,2.1,1.2,16.8,16.9,-0.3,0.8,0.5,0.017,-2.1,-0.5,-2.6,-0.2
Tiny Archibald,66,12.3,0.509,0.043,0.535,1.5,3.9,2.7,28.0,1.0,0.1,19.3,18.3,1.7,1.2,2.9,0.077,0.0,-2.0,-2.0,0.0
John Bagley,68,11.7,0.471,0.038,0.225,1.9,9.3,5.5,25.5,2.7,0.3,22.4,22.4,-1.1,0.8,-0.2,-0.011,-2.3,-0.4,-2.7,-0.2
James Bailey,6,5.0,0.53,0.0,0.111,6.9,6.7,6.8,5.6,0.9,1.2,24.1,19.6,0.0,0.1,0.0,0.018,-4.9,-0.1,-5.0,-0.1
James Bailey,69,16.0,0.544,0.001,0.423,9.9,20.0,14.6,6.0,1.2,1.9,17.5,25.3,0.6,1.4,2.0,0.056,-1.3,-1.2,-2.6,-0.2
Greg Ballard,78,16.8,0.509,0.029,0.183,4.7,15.2,9.9,14.8,2.3,0.5,10.2,22.4,2.8,5.1,7.9,0.133,0.8,1.7,2.5,3.2
Gene Banks,81,16.7,0.579,0.005,0.303,9.2,15.1,12.3,13.7,1.3,0.4,14.1,17.7,5.9,2.0,7.9,0.14,2.2,-0.5,1.7,2.5
Billy Ray Bates,15,9.9,0.428,0.039,0.155,4.0,3.2,3.6,7.9,2.3,0.6,8.0,22.4,-0.2,0.4,0.1,0.023,-2.9,0.4,-2.5,0.0
Billy Ray Bates,4,-7.3,0.148,0.0,0.125,4.3,0.0,2.1,0.0,1.7,0.0,0.0,24.7,-0.2,0.0,-0.2,-0.287,-5.6,-1.2,-6.8,-0.1
Dave Batton,54,10.4,0.448,0.016,0.089,8.8,14.8,11.8,7.6,1.3,1.3,12.4,16.8,-0.2,0.9,0.7,0.062,-2.5,0.7,-1.8,0.0
Kent Benson,21,13.2,0.51,0.005,0.275,9.0,18.1,13.5,10.6,1.1,1.5,14.6,15.4,0.6,0.6,1.1,0.092,-0.5,-0.1,-0.6,0.2
Larry Bird,79,24.1,0.561,0.052,0.282,7.0,24.2,15.7,22.4,2.3,1.3,12.6,25.0,8.4,5.6,14.0,0.225,5.4,2.1,7.5,7.2
Otis Birdsong,62,15.1,0.521,0.007,0.174,3.2,5.7,4.5,19.1,2.1,0.5,11.3,21.1,2.6,2.6,5.2,0.132,0.4,0.6,1.0,1.4
Rolando Blackman,75,17.0,0.548,0.014,0.366,4.9,8.6,6.7,11.1,0.7,0.7,8.9,22.3,5.5,0.1,5.7,0.116,2.5,-2.1,0.4,1.4
Charles Bradley,51,8.7,0.427,0.017,0.511,6.1,9.6,7.9,6.5,2.8,2.8,16.3,19.0,-0.6,0.9,0.2,0.02,-4.1,1.5,-2.6,-0.1
Dudley Bradley,58,12.6,0.562,0.031,0.283,4.2,12.2,8.2,20.2,3.2,0.8,24.8,13.5,0.4,0.7,1.1,0.077,-1.6,2.2,0.6,0.4
Brad Branson,62,16.0,0.475,0.003,0.351,11.0,16.7,13.7,9.1,1.8,2.1,11.2,23.1,0.5,0.5,1.0,0.071,-0.3,-1.3,-1.6,0.1
Mike Bratz,15,7.0,0.409,0.19,0.31,2.3,12.2,7.3,20.8,2.3,0.0,22.7,17.0,-0.2,0.1,-0.1,-0.031,-4.5,-0.1,-4.6,-0.1
Ron Brewer,21,10.8,0.449,0.012,0.208,1.8,5.8,3.7,7.4,1.7,0.6,8.5,21.8,-0.1,0.3,0.2,0.02,-2.4,-0.7,-3.1,-0.2
Ron Brewer,53,11.8,0.486,0.027,0.212,3.7,4.6,4.1,6.6,2.3,0.8,10.5,19.2,0.7,0.6,1.3,0.045,-1.4,-0.6,-2.0,0.0
Junior Bridgeman,70,16.1,0.534,0.015,0.229,2.7,11.4,7.3,17.1,1.0,0.3,11.5,23.7,2.7,2.1,4.8,0.125,0.8,-0.7,0.1,1.0
Allan Bristow,37,10.2,0.494,0.131,0.141,6.8,10.3,8.6,23.2,0.8,0.1,22.8,14.5,0.2,0.0,0.2,0.03,-0.7,-1.3,-2.0,0.0
Jim Brogan,58,13.4,0.472,0.061,0.202,7.5,7.7,7.6,19.7,2.6,1.1,15.6,22.9,0.2,0.2,0.4,0.043,-1.1,-0.5,-1.6,0.1
Michael Brooks,82,15.2,0.526,0.018,0.334,10.3,14.2,12.1,14.2,2.1,0.9,15.7,17.9,3.4,1.3,4.7,0.091,0.9,-0.5,0.4,1.5
