name,games_played,player_efficiency_rating,true_shooting_percentage,three_point_attempt_rate,free_throw_attempt_rate,offensive_rebound_percentage,defensive_rebound_percentage,total_rebound_percentage,assist_percentage,steal_percentage,block_percentage,turnover_percentage,usage_percentage,offensive_win_shares,defensive_win_shares,win_shares,win_shares_per_48_minutes,offensive_box_plus_minus,defensive_box_plus_minus,box_plus_minus,value_over_replacement_player
Kareem Abdul-Jabbar,74,12.9,0.511,0.005,0.25,7.3,14.2,11.0,6.1,1.1,2.9,11.5,20.1,0.9,2.0,2.9,0.082,-1.9,-0.2,-2.1,0.0
Mark Acres,62,8.2,0.507,0.009,0.421,10.9,15.6,13.3,3.7,1.5,0.6,14.5,10.4,0.4,0.5,0.9,0.066,-3.0,-0.4,-3.4,-0.2
Michael Adams,77,17.5,0.567,0.431,0.363,2.5,8.3,5.2,22.2,2.7,0.2,12.5,19.7,5.4,2.9,8.3,0.143,2.7,0.2,2.9,3.4
Mark Aguirre,44,17.3,0.509,0.119,0.294,6.6,10.3,8.5,21.5,0.9,1.1,13.0,30.5,0.7,1.0,1.7,0.052,1.5,-1.9,-0.4,0.6
Mark Aguirre,36,15.1,0.551,0.17,0.338,6.2,9.6,8.0,12.7,0.8,0.4,11.8,23.0,1.7,1.1,2.8,0.126,1.2,-0.3,0.9,0.8
Danny Ainge,45,17.5,0.553,0.263,0.217,3.2,9.8,6.6,23.1,1.9,0.0,11.3,22.4,2.9,0.8,3.8,0.133,2.7,-0.4,2.3,1.5
Danny Ainge,28,18.6,0.554,0.325,0.242,3.5,7.1,5.3,28.1,1.9,0.4,11.0,22.9,2.3,0.6,2.9,0.136,3.1,-0.5,2.7,1.2
Mark Alarie,74,13.3,0.531,0.088,0.202,9.5,15.2,12.2,7.8,1.0,1.1,11.7,18.7,1.2,1.0,2.2,0.093,-1.1,-0.8,-2.0,0.0
Steve Alford,9,7.2,0.295,0.182,0.182,0.0,8.6,4.4,32.0,1.3,0.0,7.8,14.7,0.0,0.0,0.0,-0.026,-4.8,0.4,-4.4,0.0
Steve Alford,57,12.1,0.53,0.169,0.188,1.2,6.8,4.0,12.4,2.3,0.2,11.5,16.7,0.7,0.6,1.4,0.076,-2.0,-0.5,-2.5,-0.1
Randy Allen,7,6.9,0.428,0.053,0.105,7.4,10.2,8.7,0.0,1.1,1.3,9.1,20.9,-0.1,0.0,0.0,-0.035,-5.5,-1.7,-7.2,-0.1
Greg Anderson,82,14.9,0.516,0.003,0.441,11.2,20.2,15.5,3.7,2.0,2.6,14.2,20.6,0.4,3.1,3.4,0.069,-1.1,-0.8,-2.0,0.0
Michael Anderson,36,10.5,0.483,0.04,0.469,6.3,7.1,6.7,26.9,2.8,0.2,28.5,15.7,-0.5,0.6,0.2,0.01,-2.2,-0.2,-2.4,-0.1
Richard Anderson,72,12.0,0.509,0.405,0.109,6.0,17.5,11.6,11.4,1.9,0.6,12.9,14.9,0.9,1.2,2.1,0.093,-0.2,0.2,0.1,0.6
Ron Anderson,82,15.3,0.531,0.01,0.199,7.1,10.3,8.7,7.9,1.3,0.5,9.1,21.9,3.5,0.9,4.4,0.081,0.6,-2.0,-1.3,0.4
Willie Anderson,81,16.6,0.534,0.016,0.225,5.8,11.1,8.4,21.1,2.5,1.4,15.6,23.8,2.1,2.8,4.9,0.085,0.8,0.4,1.3,2.3
John Bagley,68,11.3,0.467,0.112,0.256,2.4,7.6,4.9,33.1,2.1,0.2,22.9,17.3,-0.6,1.0,0.4,0.013,-1.6,-1.1,-2.7,-0.3
Thurl Bailey,82,15.6,0.544,0.004,0.346,5.0,12.3,8.9,8.5,0.8,2.0,12.4,25.5,2.4,4.1,6.5,0.113,0.1,-0.4,-0.3,1.2
Greg Ballard,2,7.1,0.307,0.125,0.5,14.5,38.5,26.1,0.0,0.0,0.0,0.0,25.9,0.0,0.0,0.0,0.021,-6.6,-4.2,-10.8,0.0
Ken Bannister,9,17.9,0.624,0.028,1.472,4.9,22.1,13.6,3.2,2.5,0.9,11.9,20.4,0.3,0.2,0.4,0.15,0.0,0.2,0.2,0.1
Charles Barkley,79,27.0,0.653,0.134,0.661,14.5,21.3,17.9,16.0,2.0,1.3,14.0,24.4,13.2,2.9,16.1,0.25,7.3,0.2,7.5,7.4
John Battle,82,13.5,0.532,0.054,0.379,1.9,7.3,4.6,17.1,1.2,0.3,12.4,20.4,2.2,1.0,3.2,0.092,-0.3,-0.9,-1.1,0.4
Benoit Benjamin,79,17.4,0.593,0.002,0.47,6.8,21.9,14.4,8.7,1.0,4.7,17.8,20.3,2.3,2.9,5.1,0.095,-0.4,0.8,0.3,1.5
Ricky Berry,64,13.1,0.552,0.282,0.293,4.3,10.9,7.5,8.5,1.3,0.9,11.4,21.1,1.6,0.8,2.4,0.083,-0.7,-1.0,-1.7,0.1
Walter Berry,29,11.7,0.501,0.0,0.273,6.2,17.1,11.5,5.6,0.9,1.4,13.4,22.0,-0.1,0.4,0.3,0.027,-3.1,-1.0,-4.1,-0.3
Walter Berry,40,14.4,0.573,0.007,0.296,7.4,13.2,10.3,10.5,1.1,2.6,13.8,17.8,1.1,1.0,2.1,0.125,-0.3,1.1,0.8,0.6
Larry Bird,6,19.8,0.516,0.0,0.183,0.6,21.6,11.2,24.3,1.6,1.6,8.9,27.1,0.3,0.2,0.5,0.129,2.1,1.6,3.7,0.3
Otis Birdsong,13,7.0,0.502,0.083,0.056,4.3,9.4,6.9,11.5,1.4,0.5,24.5,18.8,-0.2,0.1,-0.1,-0.051,-3.6,-1.7,-5.3,-0.1
Uwe Blab,37,10.8,0.54,0.0,0.481,5.9,17.3,11.7,8.2,0.7,3.6,18.2,16.0,0.1,0.2,0.3,0.069,-4.4,1.0,-3.4,-0.1
Rolando Blackman,78,15.9,0.543,0.068,0.296,2.6,7.5,5.1,15.8,1.1,0.4,10.5,23.2,4.2,1.4,5.7,0.092,0.9,-1.4,-0.5,1.1
Muggsy Bogues,79,15.3,0.463,0.031,0.211,3.2,7.4,5.2,46.2,3.0,0.2,21.4,13.6,1.6,1.0,2.6,0.07,0.8,0.3,1.1,1.4
Manute Bol,80,9.8,0.421,0.265,0.192,6.6,19.5,13.1,1.8,0.3,10.8,17.5,9.7,-1.2,2.8,1.7,0.046,-4.2,3.2,-1.0,0.4
Anthony Bowie,18,10.6,0.515,0.035,0.104,6.0,8.1,7.0,9.3,1.9,0.5,12.7,15.3,0.2,0.3,0.5,0.054,-2.3,-1.1,-3.3,-0.2
Sam Bowie,20,13.7,0.49,0.046,0.32,9.2,19.1,14.0,11.4,0.8,4.7,15.9,19.4,0.0,0.5,0.5,0.063,-0.8,1.0,0.2,0.2
Dudley Bradley,38,6.1,0.387,0.36,0.186,2.8,10.4,6.5,11.9,2.9,0.4,13.1,16.3,-0.3,0.3,0.0,0.004,-5.4,0.8,-4.6,-0.2
Adrian Branch,67,15.7,0.509,0.071,0.275,8.2,9.6,8.8,10.8,2.6,0.2,11.6,26.3,0.7,0.8,1.5,0.087,-0.4,-1.0,-1.4,0.1
Randy Breuer,48,13.8,0.496,0.0,0.285,11.3,19.2,15.2,6.2,0.9,4.5,12.6,18.6,0.2,0.7,0.9,0.083,-1.4,0.3,-1.1,0.1
Frank Brickowski,64,15.0,0.563,0.003,0.43,8.5,16.3,12.2,10.4,2.6,1.1,17.5,20.1,1.4,2.2,3.6,0.094,-0.9,0.4,-0.5,0.7
Scott Brooks,82,14.0,0.533,0.412,0.186,1.5,6.2,3.8,28.9,2.4,0.1,13.9,14.1,2.3,0.6,2.9,0.103,1.2,0.0,1.2,1.1
Mike Brown,66,8.4,0.491,0.0,0.524,10.5,16.3,13.6,5.5,1.2,1.0,20.1,15.4,-0.4,1.8,1.4,0.064,-4.0,-0.2,-4.2,-0.6
Tony Brown,14,4.7,0.371,0.2,0.178,8.4,9.4,8.9,7.8,1.6,0.0,12.6,24.5,-0.2,0.1,-0.1,-0.064,-6.5,-2.6,-9.0,-0.2
Tony Brown,29,12.2,0.553,0.096,0.315,6.2,6.0,6.1,10.5,2.1,0.9,10.7,14.1,0.4,0.3,0.7,0.116,-0.6,0.5,-0.1,0.1
Mark Bryant,56,9.1,0.505,0.0,0.279,8.5,15.9,12.1,5.3,1.2,0.5,12.9,15.3,0.4,0.7,1.1,0.063,-3.5,-0.7,-4.2,-0.5
Greg Butler,33,4.7,0.493,0.063,0.417,7.0,15.5,11.1,1.8,0.3,0.8,23.0,20.4,-0.2,0.1,-0.1,-0.034,-7.6,-2.5,-10.1,-0.3
Michael Cage,80,14.7,0.553,0.006,0.421,11.8,22.3,16.9,6.4,1.7,1.2,14.2,13.7,3.7,2.9,6.7,0.126,0.6,-0.1,0.5,1.6
Tony Campbell,63,12.5,0.508,0.061,0.241,8.0,10.2,9.2,8.5,2.3,0.4,14.0,23.3,0.2,0.9,1.1,0.065,-2.7,-0.9,-3.6,-0.3
Antoine Carr,78,12.7,0.541,0.002,0.323,7.6,12.5,10.0,8.6,1.0,2.5,13.2,17.0,1.9,1.4,3.3,0.106,-1.2,0.4,-0.8,0.4
Joe Barry Carroll,64,14.2,0.497,0.0,0.272,6.4,20.4,13.2,8.0,1.7,2.4,13.6,21.5,0.1,2.2,2.3,0.056,-1.5,0.5,-1.0,0.5
