name,games_played,player_efficiency_rating,true_shooting_percentage,three_point_attempt_rate,free_throw_attempt_rate,offensive_rebound_percentage,defensive_rebound_percentage,total_rebound_percentage,assist_percentage,steal_percentage,block_percentage,turnover_percentage,usage_percentage,offensive_win_shares,defensive_win_shares,win_shares,win_shares_per_48_minutes,offensive_box_plus_minus,defensive_box_plus_minus,box_plus_minus,value_over_replacement_player
Kareem Abdul-Jabbar,79,22.9,0.628,0.001,0.327,7.7,18.2,13.5,13.1,1.1,3.3,12.5,24.3,7.6,3.6,11.2,0.204,3.9,1.2,5.1,4.8
Alvan Adams,82,19.8,0.578,0.0,0.309,8.2,18.1,13.3,21.8,2.5,1.3,15.9,23.6,3.5,3.3,6.8,0.152,2.3,1.7,4.0,3.2
Mark Aguirre,80,21.3,0.563,0.054,0.37,7.8,12.5,10.1,15.3,1.1,0.5,12.2,32.2,5.3,1.9,7.2,0.128,3.5,-1.7,1.8,2.6
Danny Ainge,75,14.2,0.57,0.071,0.172,3.4,7.9,5.8,19.9,2.2,0.1,14.9,15.9,3.9,2.8,6.6,0.124,-0.1,0.8,0.7,1.8
Chuck Aleksinas,74,9.1,0.509,0.003,0.223,8.1,20.1,13.6,4.4,0.6,0.8,16.3,15.6,0.1,0.4,0.4,0.019,-3.8,-1.9,-5.6,-1.0
J.J. Anderson,44,8.2,0.441,0.013,0.302,6.7,11.7,9.3,6.2,2.9,1.1,15.9,17.5,-0.6,0.8,0.2,0.025,-5.0,1.1,-3.8,-0.2
Ron Anderson,36,10.7,0.484,0.01,0.256,8.1,10.2,9.2,9.1,0.8,0.7,13.5,19.4,0.0,0.3,0.3,0.032,-1.2,-1.4,-2.6,-0.1
John Bagley,81,16.0,0.524,0.038,0.241,2.4,10.7,6.6,39.4,2.5,0.1,21.3,16.3,2.3,2.3,4.6,0.092,1.3,0.4,1.7,2.2
James Bailey,74,7.9,0.485,0.003,0.309,10.6,20.4,15.4,4.0,1.1,2.4,20.1,15.8,-0.8,1.4,0.6,0.021,-5.5,-0.4,-5.8,-1.3
Thurl Bailey,80,14.7,0.533,0.001,0.226,6.5,15.1,10.9,8.2,0.9,2.3,11.8,20.6,1.6,3.8,5.4,0.104,-0.6,0.5,-0.2,1.2
Greg Ballard,82,14.3,0.513,0.047,0.154,6.1,16.2,11.0,10.9,1.8,0.7,9.2,18.0,2.1,3.9,6.0,0.109,-0.3,0.9,0.6,1.7
Gene Banks,82,14.5,0.642,0.006,0.521,7.4,16.4,12.0,14.0,1.4,0.3,18.8,14.3,3.9,1.8,5.6,0.13,1.0,0.2,1.2,1.7
Ken Bannister,75,7.3,0.481,0.0,0.431,8.7,18.9,13.6,3.9,1.3,1.7,21.0,19.7,-2.2,1.4,-0.8,-0.028,-6.2,-0.9,-7.1,-1.8
Charles Barkley,82,18.3,0.599,0.008,0.511,12.9,20.8,16.9,9.6,1.9,2.0,17.9,20.0,4.2,3.3,7.5,0.154,1.3,0.4,1.7,2.2
Kent Benson,72,12.6,0.545,0.008,0.237,7.4,17.2,12.1,8.0,1.7,1.7,13.4,13.9,1.5,1.9,3.3,0.113,-1.3,1.6,0.2,0.8
Larry Bird,80,26.5,0.585,0.074,0.26,6.0,22.6,14.7,25.7,1.9,1.7,11.2,28.5,10.5,5.2,15.7,0.238,6.8,2.0,8.8,8.7
Otis Birdsong,56,18.1,0.534,0.022,0.268,3.5,5.5,4.5,19.3,2.2,0.2,9.8,26.3,2.8,1.4,4.2,0.109,1.7,-0.5,1.2,1.5
Rolando Blackman,81,17.7,0.566,0.016,0.336,4.2,7.9,6.0,15.1,1.0,0.3,10.3,23.2,5.8,1.4,7.3,0.123,2.2,-1.4,0.9,2.0
Cory Blackwell,60,6.4,0.387,0.008,0.232,8.8,11.4,10.1,7.0,2.2,0.3,14.4,23.2,-1.5,0.5,-0.9,-0.081,-6.0,-1.8,-7.9,-0.8
Sam Bowie,76,15.7,0.578,0.0,0.404,10.5,22.6,16.6,12.2,1.2,5.0,20.8,14.8,2.2,3.5,5.7,0.123,-0.3,2.3,2.0,2.2
Dudley Bradley,73,12.2,0.536,0.214,0.264,3.0,9.2,6.0,18.1,3.7,1.0,20.1,14.1,0.3,2.1,2.4,0.093,-2.3,3.8,1.5,1.1
Mike Bratz,56,12.8,0.502,0.104,0.328,1.5,7.7,4.4,22.1,2.9,0.3,15.9,17.9,0.4,0.4,0.8,0.05,-1.5,-0.1,-1.6,0.1
Randy Breuer,78,13.4,0.554,0.0,0.401,9.5,16.7,13.1,4.9,0.9,4.5,14.5,16.4,1.1,1.9,3.0,0.133,-1.8,1.3,-0.5,0.4
Ron Brewer,9,6.9,0.445,0.0,0.206,1.4,2.7,2.1,9.6,0.6,0.7,9.7,20.3,0.0,0.0,0.0,-0.008,-4.2,-2.5,-6.7,-0.1
Ron Brewer,11,15.5,0.62,0.024,0.214,3.5,4.7,4.1,6.2,1.0,1.2,5.2,16.0,0.6,0.1,0.8,0.15,1.8,-0.8,0.9,0.2
Frank Brickowski,78,10.5,0.533,0.013,0.416,7.9,19.1,13.5,12.9,1.5,0.8,21.7,17.3,-0.3,1.3,1.0,0.042,-3.5,0.3,-3.2,-0.3
Junior Bridgeman,80,14.8,0.516,0.039,0.208,3.1,9.2,6.2,12.5,1.1,0.5,9.7,23.9,2.2,0.9,3.1,0.074,-0.2,-1.2,-1.4,0.3
Rickey Brown,69,7.5,0.439,0.0,0.354,10.4,19.5,15.0,4.0,1.1,1.5,18.7,13.8,-0.6,1.0,0.4,0.024,-4.3,0.1,-4.1,-0.5
Tony Brown,82,10.8,0.503,0.013,0.368,9.6,9.5,9.6,13.4,1.7,0.4,17.7,16.3,0.4,1.4,1.8,0.054,-1.6,-0.1,-1.7,0.1
Wallace Bryant,56,10.3,0.49,0.0,0.297,9.6,22.6,16.0,11.9,1.2,1.6,21.6,10.4,0.3,1.0,1.3,0.073,-1.9,1.2,-0.7,0.3
Quinn Buckner,75,7.5,0.419,0.005,0.259,3.5,7.5,5.6,20.1,3.5,0.1,23.8,13.4,-0.7,1.2,0.5,0.027,-5.2,2.0,-3.1,-0.3
Steve Burtt,47,7.4,0.444,0.005,0.41,2.5,5.3,3.8,6.8,2.3,0.5,12.9,23.9,-0.5,0.1,-0.4,-0.043,-6.0,-1.5,-7.5,-0.6
Don Buse,65,10.5,0.504,0.429,0.148,2.6,4.8,3.7,25.7,1.9,0.1,17.2,11.0,1.0,0.2,1.3,0.064,0.2,-0.1,0.0,0.5
Michael Cage,75,12.5,0.582,0.0,0.344,9.0,17.7,13.5,4.2,1.2,1.1,15.0,13.7,1.8,1.4,3.2,0.096,-1.3,-0.2,-1.5,0.2
Tony Campbell,56,10.3,0.54,0.004,0.267,6.6,8.4,7.4,5.1,2.0,0.3,19.1,22.2,-0.2,0.6,0.4,0.031,-4.3,-0.7,-5.0,-0.5
Rick Carlisle,38,7.2,0.45,0.03,0.254,5.2,7.7,6.5,17.5,0.8,0.0,20.3,21.3,-0.2,0.1,-0.1,-0.021,-5.2,-2.3,-7.5,-0.3
Antoine Carr,62,13.0,0.578,0.016,0.341,7.3,13.8,10.6,9.5,1.2,3.7,20.0,18.6,0.6,1.5,2.1,0.084,-2.6,1.3,-1.3,0.2
Kenny Carr,48,13.4,0.572,0.008,0.452,9.0,23.2,16.1,6.6,1.0,0.8,18.7,18.9,0.7,1.4,2.1,0.091,-1.5,-0.9,-2.4,-0.1
M.L. Carr,47,9.9,0.479,0.154,0.114,6.1,5.8,6.0,7.7,2.5,0.8,13.3,18.5,0.0,0.5,0.4,0.05,-2.5,0.0,-2.5,-0.1
Butch Carter,69,11.5,0.512,0.09,0.282,3.2,5.5,4.3,18.7,2.2,0.2,16.9,20.8,0.1,0.8,0.9,0.032,-1.6,-0.6,-2.2,-0.1
Howard Carter,11,-7.4,0.192,0.13,0.043,1.7,3.5,2.6,7.3,0.7,0.0,25.4,19.9,-0.4,0.0,-0.4,-0.309,-11.0,-4.5,-15.5,-0.2
Harvey Catchings,70,7.8,0.539,0.007,0.597,9.7,17.7,13.8,1.6,0.7,2.9,22.6,9.5,0.1,1.0,1.1,0.05,-4.1,0.4,-3.7,-0.5
Ron Cavenall,53,4.1,0.378,0.0,0.453,9.2,20.7,14.7,3.5,0.9,3.9,30.4,9.4,-1.0,0.7,-0.2,-0.016,-6.4,0.6,-5.8,-0.6
Tom Chambers,81,16.5,0.56,0.017,0.439,6.5,16.5,11.5,11.6,1.2,1.1,14.3,26.0,3.1,2.9,5.9,0.098,0.0,-0.6,-0.6,1.0
Maurice Cheeks,78,17.6,0.619,0.035,0.269,2.4,7.0,4.7,26.8,3.1,0.5,15.8,15.1,6.2,2.8,9.0,0.165,2.2,1.5,3.7,3.8
Carlos Clark,62,8.9,0.482,0.033,0.349,6.0,7.5,6.8,10.3,2.9,0.2,19.3,15.8,-0.2,0.7,0.5,0.044,-3.5,1.3,-2.2,0.0
Don Collins,11,12.9,0.421,0.0,0.265,11.8,11.2,11.5,10.1,3.7,2.5,17.4,21.0,-0.1,0.2,0.0,0.025,-1.1,1.8,0.7,0.1
Steve Colter,78,12.5,0.52,0.155,0.273,3.1,8.4,5.7,21.2,2.4,0.3,17.3,17.5,0.9,1.4,2.3,0.076,-0.8,0.0,-0.8,0.4
Lester Conner,79,13.1,0.508,0.037,0.352,4.0,8.6,6.1,21.2,3.3,0.3,18.0,13.3,1.5,1.3,2.8,0.06,-0.7,1.0,0.3,1.3
Darwin Cook,58,14.3,0.496,0.051,0.119,2.1,7.7,4.9,20.8,3.3,0.5,13.6,21.0,0.3,1.2,1.6,0.071,-1.4,1.2,-0.2,0.5
