name,games_played,player_efficiency_rating,true_shooting_percentage,three_point_attempt_rate,free_throw_attempt_rate,offensive_rebound_percentage,defensive_rebound_percentage,total_rebound_percentage,assist_percentage,steal_percentage,block_percentage,turnover_percentage,usage_percentage,offensive_win_shares,defensive_win_shares,win_shares,win_shares_per_48_minutes,offensive_box_plus_minus,defensive_box_plus_minus,box_plus_minus,value_over_replacement_player
Shareef Abdur-Rahim,6,5.5,0.317,0.0,0.286,14.2,9.1,11.6,11.1,1.0,0.0,6.0,14.7,0.0,0.0,0.0,-0.005,-4.4,-2.5,-6.9,-0.1
Arron Afflalo,75,10.2,0.494,0.199,0.361,4.4,12.5,8.4,8.1,1.8,0.7,10.9,15.2,0.5,1.4,1.9,0.092,-2.6,1.0,-1.5,0.1
Maurice Ager,12,-4.4,0.253,0.296,0.222,1.6,4.4,3.0,7.4,0.0,1.0,9.2,19.8,-0.3,0.0,-0.3,-0.181,-10.1,-3.6,-13.7,-0.2
Maurice Ager,14,7.1,0.443,0.289,0.158,3.9,7.9,5.9,8.4,0.0,0.0,6.9,22.7,-0.1,0.0,-0.1,-0.056,-4.0,-4.8,-8.7,-0.1
Blake Ahearn,12,9.0,0.495,0.596,0.544,0.7,12.4,6.4,17.2,1.8,0.0,18.5,23.2,-0.1,0.1,0.0,-0.006,-3.5,-1.3,-4.8,-0.1
LaMarcus Aldridge,76,18.5,0.523,0.006,0.257,9.8,15.8,12.8,8.8,1.1,2.8,8.9,25.3,3.5,2.8,6.2,0.113,0.6,-0.4,0.2,1.5
Malik Allen,48,10.1,0.489,0.008,0.05,6.4,13.1,9.7,6.8,1.0,2.1,10.7,17.9,-0.2,0.5,0.4,0.023,-3.3,-0.3,-3.6,-0.3
Malik Allen,25,9.1,0.54,0.0,0.182,8.6,14.8,11.8,6.7,0.6,2.2,15.4,11.8,0.3,0.4,0.7,0.096,-3.8,0.5,-3.3,-0.1
Ray Allen,73,16.4,0.584,0.458,0.24,3.6,8.3,6.1,14.6,1.3,0.5,10.4,21.6,5.6,4.1,9.7,0.177,2.9,0.2,3.0,3.3
Tony Allen,75,10.7,0.527,0.147,0.465,3.1,11.0,7.3,13.1,2.4,1.3,18.9,19.6,-0.1,2.8,2.7,0.093,-3.4,1.7,-1.7,0.1
Lance Allred,3,-1.0,0.307,0.0,0.5,0.0,11.8,5.7,0.0,0.0,0.0,0.0,22.1,0.0,0.0,0.0,-0.125,-8.1,-3.0,-11.1,0.0
Morris Almond,9,2.0,0.368,0.267,0.4,0.0,6.2,3.1,10.5,1.3,0.0,10.2,22.5,-0.1,0.0,-0.1,-0.081,-9.1,-2.9,-12.0,-0.1
Rafer Alston,74,13.2,0.492,0.44,0.148,1.3,10.2,5.8,25.2,2.1,0.5,14.0,20.7,1.0,4.0,5.0,0.095,-0.5,1.0,0.5,1.6
Lou Amundson,16,7.4,0.472,0.0,0.438,12.9,9.4,11.1,0.0,0.8,1.2,9.5,14.9,0.0,0.0,0.1,0.043,-6.3,-2.1,-8.5,-0.1
Chris Andersen,5,6.1,0.342,0.0,0.571,6.7,24.6,15.5,0.0,0.0,9.2,10.2,13.3,-0.1,0.1,0.0,0.012,-6.7,0.2,-6.5,0.0
Derek Anderson,28,10.0,0.497,0.416,0.304,2.6,12.6,7.5,17.8,1.6,0.2,15.0,19.3,0.0,0.3,0.3,0.032,-2.6,-0.7,-3.2,-0.1
Carmelo Anthony,77,21.1,0.568,0.111,0.398,7.0,14.9,11.0,16.1,1.7,1.0,12.7,30.2,5.2,3.0,8.2,0.14,2.5,-0.9,1.6,2.5
Joel Anthony,24,8.8,0.521,0.0,0.817,9.0,13.4,11.2,0.9,1.0,5.0,17.2,9.4,0.1,0.4,0.6,0.054,-5.3,-0.3,-5.5,-0.4
Gilbert Arenas,13,18.2,0.529,0.398,0.49,1.6,12.8,7.0,27.4,2.9,0.2,17.1,31.1,0.2,0.4,0.6,0.07,2.3,0.1,2.4,0.5
Trevor Ariza,11,12.7,0.479,0.097,0.484,5.2,18.3,12.0,10.7,2.2,1.9,11.7,17.0,0.0,0.2,0.2,0.085,-1.7,3.1,1.4,0.1
Trevor Ariza,24,17.1,0.594,0.143,0.571,6.7,14.6,10.8,12.0,3.0,1.3,12.0,15.3,0.9,0.7,1.6,0.176,1.0,2.1,3.1,0.6
Darrell Armstrong,50,8.7,0.499,0.627,0.273,3.6,10.6,7.1,20.5,2.7,0.3,25.0,13.7,-0.2,0.5,0.3,0.024,-3.5,0.8,-2.7,-0.1
Hilton Armstrong,65,7.7,0.498,0.0,0.473,10.1,16.0,13.0,4.4,1.1,3.6,24.8,15.1,-0.5,1.0,0.5,0.032,-6.3,0.5,-5.8,-0.7
Carlos Arroyo,62,12.8,0.547,0.241,0.293,0.9,9.0,5.1,26.6,1.1,0.1,16.4,17.0,1.7,1.1,2.8,0.107,-0.5,-0.4,-0.9,0.3
Chucky Atkins,24,8.9,0.449,0.648,0.074,0.9,8.4,4.8,18.7,1.2,0.2,7.4,16.4,0.1,0.2,0.3,0.04,-1.8,-1.1,-3.0,-0.1
James Augustine,25,10.8,0.533,0.0,0.235,12.9,10.4,11.6,2.1,1.7,1.0,13.8,13.4,0.1,0.2,0.3,0.098,-2.5,-0.3,-2.8,0.0
Kelenna Azubuike,81,13.5,0.534,0.332,0.235,6.4,14.0,10.0,6.1,1.3,1.4,8.2,17.2,2.3,1.1,3.4,0.094,0.0,-0.9,-0.8,0.5
Renaldo Balkman,65,11.5,0.492,0.065,0.511,9.6,16.4,12.9,6.5,2.4,2.4,14.0,12.5,0.4,0.9,1.3,0.065,-2.9,1.0,-1.8,0.0
