name,games_played,player_efficiency_rating,true_shooting_percentage,three_point_attempt_rate,free_throw_attempt_rate,offensive_rebound_percentage,defensive_rebound_percentage,total_rebound_percentage,assist_percentage,steal_percentage,block_percentage,turnover_percentage,usage_percentage,offensive_win_shares,defensive_win_shares,win_shares,win_shares_per_48_minutes,offensive_box_plus_minus,defensive_box_plus_minus,box_plus_minus,value_over_replacement_player
Alaa Abdelnaby,12,11.9,0.508,0.018,0.286,8.6,18.3,13.4,9.5,1.9,1.6,17.1,20.5,0.0,0.2,0.1,0.035,-3.3,-0.2,-3.5,-0.1
Alaa Abdelnaby,63,13.4,0.557,0.0,0.24,11.3,18.1,14.8,2.2,0.8,1.2,15.4,20.5,0.7,1.2,1.9,0.079,-2.3,-1.7,-4.0,-0.6
Mahmoud Abdul-Rauf,81,15.6,0.515,0.14,0.165,2.0,6.8,4.4,20.8,1.5,0.2,11.0,25.5,3.0,2.2,5.1,0.091,0.9,-1.1,-0.1,1.3
Mark Acres,6,-0.6,0.304,0.222,0.222,10.5,18.6,14.8,0.0,0.0,0.0,16.8,22.8,-0.1,0.0,-0.1,-0.165,-9.1,-6.7,-15.7,-0.1
Mark Acres,12,9.8,0.628,0.0,0.35,10.8,17.3,14.0,2.8,0.6,1.5,19.2,9.9,0.2,0.1,0.4,0.077,-3.2,-1.1,-4.3,-0.1
Michael Adams,70,15.6,0.543,0.255,0.333,2.3,8.6,5.4,30.6,2.0,0.1,15.5,19.2,3.3,1.2,4.6,0.088,0.9,-0.9,0.0,1.3
Rafael Addison,68,8.4,0.484,0.083,0.17,4.2,8.2,6.2,6.8,1.0,0.6,12.7,18.2,-0.1,1.0,0.9,0.038,-3.9,-0.9,-4.8,-0.8
Mark Aguirre,51,13.7,0.525,0.197,0.306,4.3,12.0,8.0,15.3,0.8,0.4,12.4,22.2,1.1,0.7,1.8,0.082,0.3,-0.5,-0.2,0.5
Danny Ainge,80,14.3,0.596,0.51,0.199,2.6,8.3,5.5,16.5,1.5,0.2,12.5,17.3,4.5,1.8,6.2,0.139,1.8,-0.3,1.4,1.9
Victor Alexander,72,14.3,0.548,0.033,0.243,8.4,18.4,13.4,7.8,0.9,1.9,14.0,20.0,1.6,1.4,3.0,0.083,-1.0,-0.6,-1.6,0.2
Eric Anderson,16,11.3,0.443,0.0,0.722,15.6,19.6,17.7,9.9,3.5,1.5,17.4,28.2,0.0,0.1,0.1,0.091,-7.6,2.0,-5.6,0.0
Kenny Anderson,55,16.6,0.487,0.029,0.273,2.8,9.5,6.1,34.7,2.4,0.3,13.8,23.1,1.9,2.5,4.4,0.106,1.1,0.5,1.6,1.8
Nick Anderson,79,17.3,0.524,0.188,0.304,5.0,13.0,9.2,14.7,2.2,1.2,9.9,24.5,4.0,3.7,7.7,0.126,2.0,0.8,2.8,3.5
Ron Anderson,69,11.8,0.481,0.221,0.164,5.3,10.4,7.9,11.7,1.2,0.2,9.7,21.6,0.0,0.5,0.5,0.019,-1.4,-2.3,-3.7,-0.5
Willie Anderson,38,8.7,0.461,0.043,0.151,1.5,9.8,5.8,20.4,1.3,0.7,18.2,19.0,-0.6,0.5,-0.1,-0.007,-3.9,-0.9,-4.7,-0.4
Greg Anthony,70,13.7,0.469,0.072,0.379,2.8,8.1,5.6,33.3,3.4,0.5,17.5,15.1,1.0,3.6,4.6,0.131,-0.6,3.3,2.7,2.0
B.J. Armstrong,82,14.7,0.57,0.17,0.185,1.2,5.8,3.4,18.6,1.4,0.2,8.6,16.8,5.7,1.7,7.5,0.144,0.8,-0.6,0.2,1.4
Vincent Askew,9,8.9,0.572,0.0,0.882,9.9,6.1,8.0,8.8,1.3,0.8,25.3,16.9,0.0,0.0,0.0,0.027,-2.9,-1.0,-3.9,0.0
Vincent Askew,64,13.4,0.547,0.021,0.459,6.0,10.7,8.3,15.0,1.8,1.1,14.8,16.5,1.4,1.2,2.6,0.12,-0.4,0.4,0.0,0.5
Keith Askins,69,9.3,0.492,0.305,0.188,8.9,15.5,12.1,4.8,1.7,2.1,13.8,12.4,0.4,1.0,1.4,0.072,-2.6,0.7,-1.9,0.0
Stacey Augmon,73,15.2,0.551,0.005,0.388,7.2,8.0,7.6,12.1,2.1,0.5,14.5,21.2,2.5,1.2,3.7,0.084,0.2,-0.6,-0.4,0.8
Isaac Austin,46,11.4,0.491,0.009,0.393,14.6,14.8,14.7,2.9,1.3,2.9,14.9,21.7,0.0,0.4,0.3,0.052,-4.6,-1.4,-6.0,-0.3
Anthony Avent,82,10.2,0.459,0.002,0.214,9.0,17.0,12.9,5.9,1.2,2.1,13.8,19.1,-1.5,1.8,0.3,0.005,-3.8,-1.7,-5.5,-2.0
John Bagley,10,2.0,0.416,0.04,0.24,1.2,6.9,4.1,26.4,1.0,0.0,38.1,20.0,-0.4,0.1,-0.3,-0.159,-7.1,-2.7,-9.8,-0.2
Thurl Bailey,70,12.9,0.516,0.0,0.318,5.0,15.2,10.1,7.9,0.8,2.3,10.6,19.8,0.6,0.6,1.2,0.046,-1.1,-1.4,-2.5,-0.1
Steve Bardo,23,7.7,0.367,0.097,0.274,5.7,18.3,11.4,23.9,2.2,1.1,19.7,20.1,-0.4,0.1,-0.3,-0.084,-4.9,-0.3,-5.1,-0.1
Charles Barkley,76,25.9,0.596,0.16,0.423,9.5,26.3,18.1,21.2,2.0,1.6,12.5,26.9,9.6,4.8,14.4,0.242,6.3,1.4,7.8,7.1
Dana Barros,69,15.0,0.541,0.357,0.124,1.7,8.5,5.0,17.2,2.5,0.2,10.4,18.9,2.1,1.4,3.5,0.134,1.1,0.4,1.5,1.1
Jon Barry,47,9.6,0.453,0.306,0.238,2.1,7.0,4.5,17.8,3.2,0.4,15.6,20.9,-0.5,0.4,-0.1,-0.011,-3.8,-0.3,-4.1,-0.3
John Battle,41,11.1,0.481,0.03,0.36,1.0,5.5,3.3,15.6,0.9,0.6,8.7,22.6,0.1,0.3,0.5,0.047,-3.2,-1.6,-4.8,-0.4
Kenny Battle,3,20.7,0.504,0.077,0.154,27.6,15.5,21.5,10.4,1.7,0.0,12.6,23.8,0.1,0.0,0.1,0.143,2.8,-2.7,0.1,0.0
William Bedford,16,3.0,0.387,0.037,0.444,1.8,14.9,8.7,0.0,0.0,0.9,3.0,22.2,-0.1,0.1,-0.1,-0.05,-9.3,-3.7,-13.0,-0.2
Benoit Benjamin,31,14.7,0.543,0.0,0.411,6.9,22.8,14.7,3.8,1.9,5.2,17.9,22.0,0.0,0.9,0.9,0.093,-3.5,1.3,-2.2,0.0
Benoit Benjamin,28,11.0,0.507,0.0,0.343,8.9,27.1,17.9,4.9,2.3,2.6,22.5,22.4,-0.5,0.5,0.0,0.003,-6.2,0.1,-6.1,-0.3
Tony Bennett,75,9.3,0.496,0.308,0.158,1.6,6.1,3.9,20.9,1.7,0.0,15.2,15.8,0.3,0.4,0.7,0.039,-2.4,-0.7,-3.1,-0.2
David Benoit,82,11.3,0.504,0.166,0.257,8.0,17.8,13.0,3.6,1.3,1.6,12.0,18.8,0.3,2.0,2.3,0.065,-2.4,-0.9,-3.3,-0.6
Rolando Blackman,60,10.6,0.501,0.135,0.167,1.8,5.9,4.0,17.1,0.8,0.5,10.1,19.4,0.9,2.0,2.9,0.097,-1.2,0.6,-0.7,0.5
Alex Blackwell,27,8.2,0.373,0.071,0.19,10.4,13.7,12.0,9.1,1.8,1.1,9.9,19.8,-0.1,0.1,0.0,-0.016,-4.7,-1.0,-5.7,-0.1
Lance Blanks,61,8.4,0.491,0.287,0.213,3.4,9.3,6.4,16.9,1.3,0.5,15.9,13.5,0.0,0.2,0.2,0.013,-2.5,-1.1,-3.7,-0.3
