name,mpg,fgm_per_g,fga_per_g,fg_pct,fg3m_per_g,fg3a_per_g,fg3_pct,fg2m_per_g,fg2a_per_g,fg2_pct,efg_pct,ftm_per_g,fta_per_g,ft_pct,orb_per_g,drb_per_g,trb_per_g,ast_per_g,stl_per_g,blk_per_g,tov_per_g,pf_per_g,ppg,player_efficiency_rating,true_shooting_percentage,three_point_attempt_rate,free_throw_attempt_rate,offensive_rebound_percentage,defensive_rebound_percentage,total_rebound_percentage,assist_percentage,steal_percentage,block_percentage,turnover_percentage,usage_percentage,offensive_win_shares,defensive_win_shares,win_shares,win_shares_per_48_minutes,offensive_box_plus_minus,defensive_box_plus_minus,box_plus_minus,value_over_replacement_player,age,team,games_played,games_started,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,points,positions_Center,positions_Point Guard,positions_Power Forward,positions_Shooting Guard,positions_Small Forward,wins,losses,win_loss_pct,team_pts_per_g,opp_pts_per_g,team_simple_rating_system,season
Steven Adams,26.7,4.5,7.6,0.592,0.0,0.0,0.333,4.5,7.5,0.594,0.593,1.9,3.2,0.582,3.3,6.0,9.3,2.3,0.8,1.1,1.5,1.9,10.9,20.5,0.604,0.006,0.421,14.0,24.0,19.2,13.2,1.5,3.4,14.2,17.3,3.8,2.7,6.5,0.185,1.9,1.1,2.9,2.1,26,Oklahoma City Thunder,63,63,1680,283,478,1,3,117,201,207,376,146,51,67,94,122,684,1,0,0,0,0,44,28,.611,110.4,108.4,2.33,2019-20
Darius Bazley,18.5,2.0,5.2,0.394,0.8,2.3,0.348,1.2,2.9,0.432,0.472,0.7,1.0,0.694,0.5,3.5,4.0,0.7,0.4,0.7,0.7,0.9,5.6,9.6,0.497,0.445,0.196,3.0,20.5,12.0,5.1,1.0,3.1,11.6,15.1,-0.5,1.5,1.0,0.041,-2.1,0.5,-1.6,0.1,19,Oklahoma City Thunder,61,9,1130,125,317,49,141,43,62,30,216,41,23,41,45,55,342,0,0,1,0,0,44,28,.611,110.4,108.4,2.33,2019-20
Deonte Burton,9.1,1.1,3.2,0.344,0.3,1.4,0.189,0.8,1.8,0.458,0.384,0.2,0.4,0.571,0.2,1.3,1.5,0.4,0.2,0.3,0.5,0.9,2.7,4.3,0.396,0.424,0.112,2.2,15.1,8.8,6.8,1.0,2.4,12.7,18.5,-0.9,0.4,-0.5,-0.067,-6.3,-0.5,-6.8,-0.4,26,Oklahoma City Thunder,39,0,356,43,125,10,53,8,14,7,50,17,7,10,19,34,104,0,0,0,0,1,44,28,.611,110.4,108.4,2.33,2019-20
Hamidou Diallo,19.5,2.9,6.4,0.446,0.3,1.2,0.281,2.5,5.2,0.485,0.473,0.8,1.4,0.603,1.0,2.7,3.6,0.8,0.8,0.2,1.1,2.2,6.9,9.3,0.491,0.193,0.213,5.6,14.7,10.3,5.9,2.0,0.9,13.6,18.4,-0.7,1.1,0.4,0.022,-4.2,0.3,-3.9,-0.4,21,Oklahoma City Thunder,46,3,896,132,296,16,57,38,63,44,123,36,37,9,51,101,318,0,0,0,0,1,44,28,.611,110.4,108.4,2.33,2019-20
Luguentz Dort,22.8,2.4,6.1,0.394,0.8,2.8,0.297,1.6,3.3,0.479,0.463,1.2,1.5,0.792,0.7,1.6,2.3,0.8,0.9,0.1,0.6,2.7,6.8,7.6,0.506,0.463,0.243,3.3,7.5,5.5,4.6,1.8,0.4,8.4,14.1,0.1,0.8,0.8,0.049,-4.1,0.4,-3.7,-0.4,20,Oklahoma City Thunder,36,28,820,86,218,30,101,42,53,24,57,27,31,4,22,97,244,0,0,0,0,1,44,28,.611,110.4,108.4,2.33,2019-20
Terrance Ferguson,22.4,1.4,3.9,0.355,0.9,3.0,0.292,0.5,0.9,0.558,0.466,0.3,0.4,0.75,0.4,0.9,1.3,0.9,0.5,0.3,0.6,2.8,3.9,3.7,0.481,0.764,0.091,2.1,4.4,3.3,5.3,1.0,1.2,11.9,9.1,-0.3,0.9,0.6,0.021,-4.8,0.3,-4.5,-0.8,21,Oklahoma City Thunder,56,38,1257,78,220,49,168,15,20,23,51,51,27,17,31,155,220,0,0,0,0,1,44,28,.611,110.4,108.4,2.33,2019-20
Danilo Gallinari,29.6,5.8,13.2,0.438,2.9,7.1,0.405,2.9,6.1,0.476,0.547,4.3,4.8,0.893,0.5,4.6,5.2,1.9,0.7,0.1,1.2,1.2,18.7,19.5,0.612,0.537,0.365,2.1,16.8,9.7,10.3,1.1,0.2,7.4,24.6,4.5,1.9,6.3,0.166,4.1,-0.9,3.3,2.4,31,Oklahoma City Thunder,62,62,1834,358,817,178,439,266,298,34,288,119,42,5,76,75,1160,0,0,1,0,0,44,28,.611,110.4,108.4,2.33,2019-20
Shai Gilgeous-Alexander,34.7,6.8,14.5,0.471,1.2,3.6,0.347,5.6,10.9,0.512,0.514,4.1,5.1,0.807,0.7,5.2,5.9,3.3,1.1,0.7,1.9,1.7,19.0,17.7,0.568,0.247,0.352,2.2,16.1,9.4,15.2,1.6,1.7,10.3,23.7,3.1,3.0,6.1,0.121,1.3,0.4,1.7,2.2,21,Oklahoma City Thunder,70,70,2428,478,1015,87,251,288,357,47,365,232,79,47,134,117,1331,0,0,0,1,0,44,28,.611,110.4,108.4,2.33,2019-20
Devon Hall,7.4,0.5,2.7,0.2,0.4,1.5,0.235,0.2,1.2,0.154,0.267,0.4,0.7,0.5,0.2,0.5,0.6,1.2,0.4,0.1,0.5,0.5,1.8,3.1,0.298,0.567,0.267,2.8,6.6,4.8,21.3,2.4,1.1,13.0,20.9,-0.3,0.1,-0.2,-0.116,-6.0,-0.7,-6.7,-0.1,24,Oklahoma City Thunder,11,0,81,6,30,4,17,4,8,2,5,13,4,1,5,6,20,0,1,0,0,0,44,28,.611,110.4,108.4,2.33,2019-20
Kevin Hervey,5.2,0.7,2.7,0.259,0.3,2.0,0.15,0.4,0.7,0.571,0.315,0.0,0.0,0.0,0.1,1.1,1.2,0.5,0.1,0.1,0.0,0.4,1.7,5.0,0.315,0.741,0.0,2.2,22.7,12.7,13.9,0.9,1.7,0.0,22.8,-0.2,0.1,-0.1,-0.085,-4.0,-1.1,-5.1,0.0,23,Oklahoma City Thunder,10,0,52,7,27,3,20,0,0,1,11,5,1,1,0,4,17,0,0,1,0,0,44,28,.611,110.4,108.4,2.33,2019-20
Mike Muscala,12.2,1.6,4.0,0.407,1.1,3.0,0.378,0.5,1.0,0.5,0.55,0.4,0.5,0.818,0.3,2.0,2.3,0.9,0.2,0.3,0.4,1.2,4.8,12.5,0.569,0.757,0.116,3.2,17.3,10.4,10.1,0.8,1.8,7.9,16.6,0.7,0.6,1.3,0.107,0.1,-0.2,-0.1,0.3,28,Oklahoma City Thunder,47,2,572,77,189,54,143,18,22,16,92,40,9,12,17,58,226,1,0,0,0,0,44,28,.611,110.4,108.4,2.33,2019-20
Abdel Nader,15.8,2.2,4.8,0.468,0.9,2.3,0.375,1.4,2.5,0.556,0.559,0.9,1.2,0.773,0.3,1.6,1.8,0.7,0.4,0.4,0.8,1.4,6.3,11.3,0.591,0.487,0.251,1.8,10.6,6.4,6.4,1.3,2.0,12.8,17.0,0.5,0.9,1.3,0.074,-1.2,0.2,-1.0,0.2,26,Oklahoma City Thunder,55,6,867,123,263,48,128,51,66,14,86,38,23,20,43,78,345,0,0,0,0,1,44,28,.611,110.4,108.4,2.33,2019-20
Nerlens Noel,18.5,3.0,4.4,0.684,0.0,0.0,0.333,3.0,4.4,0.688,0.686,1.3,1.7,0.755,1.5,3.4,4.9,0.9,1.0,1.5,1.1,2.7,7.4,20.4,0.711,0.011,0.394,9.2,19.9,14.7,7.6,2.5,6.9,17.3,14.9,2.6,2.3,4.9,0.209,-0.3,3.4,3.1,1.5,25,Oklahoma City Thunder,61,7,1127,184,269,1,3,80,106,91,209,57,59,91,66,166,449,1,0,0,0,0,44,28,.611,110.4,108.4,2.33,2019-20
Justin Patton,4.8,0.8,2.0,0.4,0.2,0.8,0.25,0.6,1.2,0.5,0.45,0.0,0.0,0.0,0.2,0.8,1.0,0.4,0.0,0.0,0.4,0.8,1.8,4.7,0.45,0.4,0.0,4.7,17.9,11.5,12.6,0.0,0.0,16.7,22.0,-0.1,0.0,0.0,-0.063,-6.8,-3.3,-10.1,0.0,22,Oklahoma City Thunder,5,0,24,4,10,1,4,0,0,1,4,2,0,0,2,4,9,1,0,0,0,0,44,28,.611,110.4,108.4,2.33,2019-20
Chris Paul,31.5,6.2,12.7,0.489,1.6,4.3,0.365,4.6,8.3,0.554,0.552,3.6,4.0,0.907,0.4,4.6,5.0,6.7,1.6,0.2,2.3,2.3,17.6,21.7,0.61,0.343,0.315,1.3,15.7,8.7,34.0,2.4,0.4,13.8,23.3,5.9,3.0,8.9,0.193,3.0,1.4,4.4,3.5,34,Oklahoma City Thunder,70,70,2208,434,887,111,304,253,279,26,323,472,111,11,161,158,1232,0,1,0,0,0,44,28,.611,110.4,108.4,2.33,2019-20
Andre Roberson,12.4,1.1,4.1,0.276,0.4,2.0,0.214,0.7,2.1,0.333,0.328,0.1,0.3,0.5,1.0,2.9,3.9,0.6,0.1,0.4,0.3,1.9,2.9,5.4,0.335,0.483,0.069,9.2,24.7,17.1,6.3,0.6,3.0,6.3,16.1,-0.1,0.1,0.0,-0.017,-5.2,-0.2,-5.4,-0.1,28,Oklahoma City Thunder,7,0,87,8,29,3,14,1,2,7,20,4,1,3,2,13,20,0,0,0,0,1,44,28,.611,110.4,108.4,2.33,2019-20
Isaiah Roby,3.7,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.0,0.0,0.0,0.3,0.3,0.0,-7.7,0.0,0.0,0.0,0.0,19.5,10.0,0.0,0.0,0.0,50.0,8.0,-0.1,0.0,0.0,-0.188,-12.0,-3.4,-15.4,0.0,21,Oklahoma City Thunder,3,0,11,0,1,0,0,0,0,0,2,0,0,0,1,1,0,0,0,1,0,0,44,28,.611,110.4,108.4,2.33,2019-20
Dennis Schröder,30.8,7.0,14.8,0.469,1.9,5.0,0.385,5.0,9.8,0.513,0.534,3.0,3.6,0.839,0.3,3.3,3.6,4.0,0.7,0.2,2.6,2.2,18.9,16.7,0.575,0.337,0.245,1.1,11.6,6.5,21.9,1.1,0.6,13.4,27.2,1.9,1.8,3.6,0.087,1.1,-1.1,-0.1,1.0,26,Oklahoma City Thunder,65,2,1999,453,965,125,325,198,236,19,217,262,45,14,166,146,1229,0,1,0,0,0,44,28,.611,110.4,108.4,2.33,2019-20
