name,mpg,fgm_per_g,fga_per_g,fg_pct,fg3m_per_g,fg3a_per_g,fg3_pct,fg2m_per_g,fg2a_per_g,fg2_pct,efg_pct,ftm_per_g,fta_per_g,ft_pct,orb_per_g,drb_per_g,trb_per_g,ast_per_g,stl_per_g,blk_per_g,tov_per_g,pf_per_g,ppg,player_efficiency_rating,true_shooting_percentage,three_point_attempt_rate,free_throw_attempt_rate,offensive_rebound_percentage,defensive_rebound_percentage,total_rebound_percentage,assist_percentage,steal_percentage,block_percentage,turnover_percentage,usage_percentage,offensive_win_shares,defensive_win_shares,win_shares,win_shares_per_48_minutes,offensive_box_plus_minus,defensive_box_plus_minus,box_plus_minus,value_over_replacement_player,age,team,games_played,games_started,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,points,positions_Center,positions_Point Guard,positions_Power Forward,positions_Shooting Guard,positions_Small Forward,season,MVP,DPOY,SMOY,MIP,team_1st,team_2nd,team_3rd
Aaron Brooks,21.6,3.2,8.1,0.401,1.3,3.4,0.387,1.9,4.6,0.411,0.484,1.2,1.3,0.874,0.6,1.3,1.9,3.2,0.7,0.2,1.6,2.0,9.0,12.302777777777777,0.5205416666666667,0.44681944444444444,0.16418055555555555,3.316666666666667,6.425000000000001,4.8805555555555555,21.966666666666665,1.6597222222222223,0.6000000000000001,15.662499999999998,20.440277777777776,0.6000000000000001,0.45972222222222225,1.0597222222222225,0.06875,-0.18055555555555555,-0.6625,-0.8430555555555556,0.21944444444444444,29,"Houston Rockets, Denver Nuggets",72,12,1557,233,581,96,248,83,95,43,97,233,52,13,117,146,645,0,1,0,0,0,2013-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aaron Gray,9.6,0.7,1.6,0.443,0.0,0.0,0.0,0.7,1.6,0.45,0.443,0.3,0.5,0.55,1.1,1.9,3.0,0.6,0.3,0.2,0.8,1.7,1.8,7.662162162162162,0.47543243243243244,0.015162162162162164,0.3485945945945946,13.475675675675676,22.61081081081081,18.037837837837838,9.81081081081081,1.337837837837838,1.6945945945945944,31.445945945945947,12.816216216216214,-0.1783783783783784,0.3567567567567568,0.0891891891891892,0.015297297297297296,-5.172972972972972,0.31621621621621626,-4.856756756756757,-0.1783783783783784,29,"Toronto Raptors, Sacramento Kings",37,6,355,27,61,0,1,11,20,42,69,22,10,8,31,64,65,1,0,0,0,0,2013-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Adonis Thomas,6.2,1.0,2.3,0.429,0.2,0.8,0.2,0.8,1.5,0.556,0.464,0.2,0.2,1.0,0.0,0.5,0.5,0.5,0.0,0.0,0.2,1.0,2.3,7.233333333333333,0.48066666666666663,0.35533333333333333,0.074,0.0,9.466666666666667,4.733333333333333,13.433333333333332,0.0,0.0,5.566666666666666,18.433333333333334,0.0,0.0,0.0,-0.0006666666666666673,-4.266666666666667,-1.9666666666666668,-6.233333333333334,0.0,20,"Orlando Magic, Philadelphia 76Ers",6,1,37,6,14,1,5,1,1,0,3,3,0,0,1,6,14,0,0,0,0,1,2013-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andre Miller,16.9,1.8,4.0,0.459,0.2,0.4,0.524,1.6,3.6,0.452,0.483,1.0,1.3,0.779,0.5,1.8,2.2,3.4,0.6,0.2,1.1,1.3,4.9,13.979310344827585,0.534,0.08106896551724138,0.3351724137931035,3.144827586206896,11.813793103448276,7.431034482758621,29.710344827586205,1.8310344827586207,0.6586206896551725,19.162068965517243,14.410344827586206,0.7034482758620689,0.39655172413793105,1.1,0.11079310344827586,-0.38275862068965516,1.182758620689655,0.8,0.35172413793103446,37,"Denver Nuggets, Washington Wizards",58,2,982,106,231,11,21,60,77,28,102,197,34,9,61,75,283,0,0,0,1,0,2013-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andrew Bynum,19.8,3.6,8.7,0.418,0.0,0.0,0.0,3.6,8.7,0.418,0.418,1.4,1.9,0.755,2.0,3.5,5.6,1.1,0.2,1.1,1.3,1.2,8.7,15.192307692307695,0.4562307692307692,0.0,0.21553846153846154,11.39230769230769,20.43076923076923,15.85384615384615,9.723076923076922,0.5538461538461538,4.684615384615385,12.046153846153848,24.43846153846153,-0.18461538461538465,0.46923076923076923,0.3692307692307693,0.03807692307692307,-1.4076923076923078,-0.49230769230769234,-1.8999999999999997,0.0,26,"Cleveland Cavaliers, Indiana Pacers",26,19,516,94,225,0,0,37,49,53,92,29,6,29,34,31,225,1,0,0,0,0,2013-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Arinze Onuaku,6.0,0.2,1.0,0.2,0.0,0.0,0.0,0.2,1.0,0.2,0.2,0.2,0.4,0.5,0.4,1.2,1.6,0.6,0.0,0.0,0.2,0.6,0.6,1.2399999999999995,0.1842,0.0,0.3,5.52,23.360000000000003,14.260000000000002,9.719999999999999,0.0,0.0,10.2,9.979999999999999,0.0,0.0,0.0,-0.0812,-5.34,-2.06,-7.4,0.0,26,"New Orleans Pelicans, Cleveland Cavaliers",5,0,30,1,5,0,0,1,2,2,6,3,0,0,1,3,3,0,0,1,0,0,2013-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Austin Daye,6.7,1.1,3.1,0.353,0.5,1.7,0.324,0.5,1.4,0.387,0.441,0.3,0.5,0.6,0.2,1.0,1.2,0.4,0.2,0.2,0.2,0.8,3.0,9.463636363636363,0.419,0.559,0.16481818181818184,4.5181818181818185,16.654545454545453,10.745454545454548,8.372727272727273,1.1454545454545455,1.5909090909090908,5.027272727272727,22.94545454545454,-0.03636363636363637,0.1272727272727273,0.1272727272727273,0.02654545454545455,-3.527272727272728,-1.4909090909090907,-4.954545454545454,-0.03636363636363637,25,"Toronto Raptors, San Antonio Spurs",22,1,148,24,68,12,37,6,10,5,22,8,4,4,5,18,66,0,0,0,0,1,2013-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Beno Udrih,15.7,1.9,4.3,0.438,0.5,1.0,0.452,1.4,3.3,0.434,0.492,0.6,0.7,0.833,0.2,1.2,1.4,2.8,0.6,0.1,1.1,1.2,4.9,13.278048780487808,0.5428536585365854,0.21609756097560975,0.1946341463414634,1.4365853658536585,8.382926829268293,4.8463414634146345,26.241463414634147,1.7560975609756098,0.7439024390243902,19.726829268292686,17.946341463414637,0.32682926829268294,0.2268292682926829,0.5536585365853658,0.07087804878048781,-0.6097560975609756,-0.7292682926829269,-1.4146341463414633,0.0,31,"New York Knicks, Memphis Grizzlies",41,12,643,78,178,19,42,25,30,10,49,116,23,4,47,50,200,0,0,0,1,0,2013-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Byron Mullens,9.2,1.6,3.7,0.442,0.7,2.0,0.371,0.9,1.7,0.526,0.542,0.2,0.4,0.5,0.5,1.5,2.0,0.3,0.3,0.2,0.6,1.4,4.2,11.12,0.5294,0.5633999999999999,0.112,5.76,17.5,11.6,5.5,1.8,1.88,14.42,20.980000000000004,-0.04000000000000001,0.2,0.16,0.041999999999999996,-1.88,-0.7,-2.62,-0.020000000000000004,24,"Los Angeles Clippers, Philadelphia 76Ers",45,0,414,73,165,33,89,10,20,24,68,14,15,11,27,64,189,1,0,0,0,0,2013-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Caron Butler,25.3,3.8,9.6,0.394,1.8,4.4,0.394,2.1,5.2,0.395,0.485,1.1,1.3,0.84,0.4,3.7,4.1,1.5,0.8,0.3,1.1,2.1,10.5,12.203571428571431,0.5152142857142857,0.46725,0.13599999999999998,1.7285714285714289,17.12142857142857,9.310714285714285,9.739285714285716,1.6964285714285714,0.9821428571428573,8.917857142857143,20.282142857142855,0.23214285714285715,0.5785714285714285,0.75,0.05839285714285714,-0.65,-0.8357142857142856,-1.4857142857142855,0.03571428571428571,33,"Milwaukee Bucks, Oklahoma City Thunder",56,13,1419,213,540,98,249,63,75,21,208,82,47,17,60,120,587,0,0,0,0,1,2013-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cartier Martin,14.7,1.9,4.5,0.42,1.0,2.6,0.391,0.9,1.9,0.46,0.532,0.8,1.1,0.738,0.2,1.6,1.9,0.6,0.5,0.1,0.6,1.2,5.6,11.14406779661017,0.5766610169491526,0.575593220338983,0.26464406779661015,1.771186440677966,12.623728813559321,7.247457627118645,5.991525423728815,1.5491525423728814,0.6288135593220338,10.288135593220339,16.76779661016949,0.3694915254237289,0.6389830508474575,1.0084745762711866,0.07518644067796611,-0.8372881355932204,-0.31864406779661025,-1.1457627118644067,0.08983050847457628,29,"Atlanta Hawks, Chicago Bulls",59,6,870,111,264,59,151,48,65,13,97,33,27,7,34,71,329,0,0,0,0,1,2013-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0
