name,mpg,fgm_per_g,fga_per_g,fg_pct,fg3m_per_g,fg3a_per_g,fg3_pct,fg2m_per_g,fg2a_per_g,fg2_pct,efg_pct,ftm_per_g,fta_per_g,ft_pct,orb_per_g,drb_per_g,trb_per_g,ast_per_g,stl_per_g,blk_per_g,tov_per_g,pf_per_g,ppg,player_efficiency_rating,true_shooting_percentage,three_point_attempt_rate,free_throw_attempt_rate,offensive_rebound_percentage,defensive_rebound_percentage,total_rebound_percentage,assist_percentage,steal_percentage,block_percentage,turnover_percentage,usage_percentage,offensive_win_shares,defensive_win_shares,win_shares,win_shares_per_48_minutes,offensive_box_plus_minus,defensive_box_plus_minus,box_plus_minus,value_over_replacement_player,age,team,games_played,games_started,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,points,positions_Center,positions_Point Guard,positions_Power Forward,positions_Shooting Guard,positions_Small Forward,wins,losses,win_loss_pct,team_pts_per_g,opp_pts_per_g,team_simple_rating_system,season
Marcus Liberty,15.4,2.8,6.8,0.421,0.2,0.8,0.298,2.6,6.0,0.436,0.438,0.8,1.2,0.63,1.5,1.4,2.9,0.8,0.6,0.3,0.9,2.0,6.7,10.4,0.458,0.111,0.179,8.6,9.3,8.9,6.8,1.7,0.9,11.4,18.8,-0.1,0.1,-0.1,-0.004,-2.4,-2.1,-4.5,-0.7,22,Denver Nuggets,76,18,1171,216,513,17,57,58,92,117,104,64,48,19,71,153,507,0,0,0,0,1,20,62,.244,119.9,130.8,-10.31,1990-91
Todd Lichti,29.7,5.7,13.0,0.439,0.5,1.6,0.298,5.2,11.4,0.459,0.458,2.0,2.4,0.855,1.7,2.2,3.9,2.5,1.6,0.3,1.1,2.2,14.0,13.6,0.496,0.124,0.183,4.9,7.7,6.1,10.5,2.3,0.5,7.5,18.1,0.9,0.1,1.0,0.055,-1.0,-1.2,-2.2,-0.1,24,Denver Nuggets,29,25,860,166,378,14,47,59,69,49,63,72,46,8,33,65,405,0,0,0,1,0,20,62,.244,119.9,130.8,-10.31,1990-91
Anthony Mason,7.0,0.7,1.3,0.5,0.0,0.0,0.0,0.7,1.3,0.5,0.5,2.0,2.7,0.75,1.0,0.7,1.7,0.0,0.3,0.0,0.0,2.0,3.3,15.7,0.665,0.0,2.0,12.3,10.0,11.2,0.0,2.0,0.0,0.0,12.6,0.1,0.0,0.1,0.22,-0.7,-1.7,-2.4,0.0,24,Denver Nuggets,3,0,21,2,4,0,0,6,8,3,2,0,1,0,0,6,10,0,0,1,0,0,20,62,.244,119.9,130.8,-10.31,1990-91
Craig Neal,12.5,1.4,3.5,0.4,0.3,0.9,0.333,1.1,2.6,0.423,0.443,1.3,2.2,0.591,0.2,1.4,1.6,3.7,0.4,0.0,1.9,2.6,4.4,8.2,0.492,0.257,0.629,1.4,11.7,6.0,33.8,1.4,0.0,29.8,18.0,-0.1,0.0,-0.1,-0.047,-5.0,-3.1,-8.2,-0.2,26,Denver Nuggets,10,0,125,14,35,3,9,13,22,2,14,37,4,0,19,26,44,0,1,0,0,0,20,62,.244,119.9,130.8,-10.31,1990-91
Blair Rasmussen,33.2,5.8,12.6,0.458,0.0,0.1,0.4,5.8,12.6,0.458,0.459,0.9,1.3,0.677,2.4,7.3,9.7,1.0,0.7,1.9,1.2,4.4,12.5,11.7,0.473,0.006,0.105,6.3,22.9,13.8,3.7,0.9,3.0,8.0,15.3,0.6,1.1,1.7,0.036,-3.0,-1.3,-4.3,-1.3,28,Denver Nuggets,70,69,2325,405,885,2,5,63,93,170,508,70,52,132,81,307,875,1,0,0,0,0,20,62,.244,119.9,130.8,-10.31,1990-91
Joe Wolf,21.5,3.2,7.0,0.451,0.0,0.2,0.133,3.1,6.8,0.46,0.453,0.9,1.1,0.831,1.8,3.6,5.4,1.4,0.8,0.4,1.3,3.3,7.3,10.1,0.485,0.029,0.16,7.3,17.3,11.9,8.0,1.6,1.0,14.6,14.4,0.2,0.5,0.7,0.021,-3.2,-0.9,-4.1,-0.9,26,Denver Nuggets,74,38,1593,234,519,2,15,69,83,136,264,107,60,31,95,244,539,1,0,0,0,0,20,62,.244,119.9,130.8,-10.31,1990-91
Orlando Woolridge,34.4,9.2,18.5,0.498,0.0,0.1,0.0,9.2,18.5,0.501,0.498,6.6,8.3,0.797,2.7,4.2,6.8,2.2,1.3,0.4,2.9,2.7,25.1,19.5,0.565,0.004,0.447,6.7,12.6,9.3,9.1,1.6,0.7,11.4,25.7,3.7,0.2,3.9,0.102,2.4,-2.1,0.3,1.1,31,Denver Nuggets,53,50,1823,490,983,0,4,350,439,141,220,119,69,23,152,145,1330,0,0,0,0,1,20,62,.244,119.9,130.8,-10.31,1990-91
Mark Acres,19.3,1.6,3.1,0.509,0.0,0.0,0.333,1.6,3.1,0.512,0.512,1.0,1.5,0.653,2.1,3.2,5.3,0.4,0.4,0.4,0.6,3.2,4.2,9.2,0.551,0.014,0.472,11.3,18.7,14.9,2.5,0.9,1.1,14.0,9.3,1.4,1.1,2.5,0.09,-2.8,-0.2,-3.0,-0.3,28,Orlando Magic,68,0,1313,109,214,1,3,66,101,140,219,25,25,25,42,218,285,1,0,0,0,0,31,51,.378,105.9,109.9,-3.79,1990-91
Nick Anderson,28.2,5.7,12.2,0.467,0.2,0.8,0.293,5.5,11.4,0.479,0.477,2.5,3.7,0.668,1.3,4.2,5.5,1.5,1.1,0.6,1.6,2.1,14.1,15.1,0.51,0.068,0.302,4.9,16.7,10.7,8.5,1.8,1.3,10.4,22.4,1.2,1.9,3.1,0.075,0.0,0.3,0.3,1.1,23,Orlando Magic,70,42,1971,400,857,17,58,173,259,92,294,106,74,44,113,145,990,0,0,0,1,0,31,51,.378,105.9,109.9,-3.79,1990-91
Michael Ansley,13.1,2.1,3.9,0.548,0.0,0.0,0.0,2.1,3.9,0.548,0.548,1.4,1.9,0.717,1.8,2.0,3.8,0.4,0.4,0.1,0.5,1.9,5.7,16.9,0.594,0.0,0.483,14.7,16.8,15.7,4.3,1.5,0.5,9.1,16.3,2.3,0.7,3.1,0.168,0.6,-0.8,-0.2,0.4,23,Orlando Magic,67,1,877,144,263,0,0,91,127,122,131,25,27,7,32,125,379,0,0,0,0,1,31,51,.378,105.9,109.9,-3.79,1990-91
Terry Catledge,28.6,5.7,12.4,0.462,0.0,0.1,0.0,5.7,12.3,0.466,0.462,3.2,5.1,0.624,3.3,3.7,7.0,1.1,0.7,0.2,2.1,2.2,14.6,14.5,0.5,0.008,0.408,12.2,14.4,13.3,6.3,1.1,0.4,12.6,23.8,0.6,0.9,1.6,0.051,-0.4,-2.0,-2.4,-0.2,27,Orlando Magic,51,38,1459,292,632,0,5,161,258,168,187,58,34,9,107,113,745,0,0,1,0,0,31,51,.378,105.9,109.9,-3.79,1990-91
Greg Kite,27.1,2.0,4.1,0.491,0.0,0.0,0.0,2.0,4.1,0.491,0.491,0.8,1.5,0.512,2.3,4.9,7.2,0.7,0.3,1.0,1.2,3.6,4.8,7.4,0.504,0.0,0.364,9.0,20.1,14.4,3.5,0.5,2.2,20.6,9.0,0.0,2.0,2.0,0.043,-3.8,0.3,-3.5,-0.8,29,Orlando Magic,82,82,2225,166,338,0,0,63,123,189,399,59,25,81,102,298,395,1,0,0,0,0,31,51,.378,105.9,109.9,-3.79,1990-91
Mark McNamara,6.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,34.5,16.8,0.0,0.0,0.0,0.0,3.1,0.0,0.0,0.0,-0.019,-6.9,-0.5,-7.4,0.0,31,Orlando Magic,2,0,13,0,1,0,0,0,0,0,4,0,0,0,0,1,0,1,0,0,0,0,31,51,.378,105.9,109.9,-3.79,1990-91
Jerry Reynolds,23.0,4.3,9.9,0.434,0.1,0.4,0.294,4.2,9.5,0.44,0.44,4.2,5.2,0.802,1.1,2.6,3.7,2.5,1.2,0.7,2.2,1.5,12.9,17.8,0.529,0.043,0.528,5.1,12.9,8.8,17.0,2.5,1.8,15.0,25.4,1.7,1.9,3.7,0.096,1.3,1.0,2.3,2.0,28,Orlando Magic,80,9,1843,344,793,10,34,336,419,88,211,203,95,56,172,123,1034,0,0,0,1,0,31,51,.378,105.9,109.9,-3.79,1990-91
Dennis Scott,28.5,6.1,14.4,0.425,1.5,4.1,0.374,4.6,10.4,0.445,0.478,1.9,2.5,0.75,0.8,2.1,2.9,1.6,0.8,0.3,1.5,2.5,15.7,13.0,0.504,0.282,0.172,2.8,8.3,5.5,9.3,1.3,0.6,9.1,24.4,1.4,1.2,2.6,0.054,-0.2,-1.3,-1.5,0.3,22,Orlando Magic,82,73,2336,503,1183,125,334,153,204,62,173,134,62,25,127,203,1284,0,0,0,1,0,31,51,.378,105.9,109.9,-3.79,1990-91
Scott Skiles,34.4,5.8,13.2,0.445,1.2,2.9,0.408,4.7,10.3,0.455,0.489,4.3,4.8,0.902,0.7,2.7,3.4,8.4,1.1,0.1,3.2,2.4,17.2,17.8,0.563,0.219,0.363,2.2,8.8,5.4,36.7,1.6,0.1,17.3,21.8,5.5,1.5,7.0,0.124,2.8,-0.9,1.9,2.7,26,Orlando Magic,79,66,2714,462,1039,93,228,340,377,57,213,660,89,4,252,192,1357,0,1,0,0,0,31,51,.378,105.9,109.9,-3.79,1990-91
Otis Smith,25.1,5.4,12.0,0.451,0.1,0.6,0.196,5.3,11.4,0.465,0.456,2.9,4.0,0.734,2.3,2.8,5.2,2.3,1.1,0.5,1.9,2.5,13.9,17.2,0.505,0.051,0.334,9.9,12.7,11.2,14.5,2.2,1.1,11.9,25.3,1.8,1.7,3.5,0.09,1.4,0.0,1.3,1.6,27,Orlando Magic,75,39,1885,407,902,9,46,221,301,176,213,169,85,35,140,190,1044,0,0,0,0,1,31,51,.378,105.9,109.9,-3.79,1990-91
Jeff Turner,23.7,3.6,7.5,0.487,0.1,0.2,0.4,3.6,7.3,0.489,0.492,1.2,1.6,0.759,1.5,3.6,5.1,1.4,0.4,0.1,1.8,3.3,8.6,9.7,0.524,0.028,0.211,6.8,17.0,11.8,8.5,0.8,0.4,17.8,17.1,0.0,1.1,1.2,0.034,-3.5,-0.7,-4.2,-0.9,28,Orlando Magic,71,43,1683,259,532,6,15,85,112,108,255,97,29,10,126,234,609,0,0,1,0,0,31,51,.378,105.9,109.9,-3.79,1990-91
Sam Vincent,19.9,3.1,7.2,0.431,0.1,0.4,0.158,3.0,6.8,0.446,0.435,2.0,2.4,0.825,0.3,1.8,2.2,4.0,0.6,0.1,1.9,1.5,8.3,13.1,0.5,0.054,0.34,1.8,10.4,6.0,29.8,1.5,0.3,18.3,20.7,0.3,0.6,0.9,0.043,-1.0,-0.9,-1.8,0.0,27,Orlando Magic,49,17,975,152,353,3,19,99,120,17,90,197,30,5,91,74,406,0,1,0,0,0,31,51,.378,105.9,109.9,-3.79,1990-91
Morlon Wiley,10.3,1.3,3.2,0.417,0.2,0.4,0.5,1.1,2.8,0.406,0.444,0.5,0.7,0.68,0.1,0.4,0.5,2.1,0.7,0.0,1.0,1.1,3.3,10.5,0.475,0.111,0.231,1.2,4.2,2.6,29.6,3.3,0.0,22.2,17.8,-0.2,0.3,0.1,0.015,-2.4,0.3,-2.2,0.0,24,Orlando Magic,34,0,350,45,108,6,12,17,25,4,13,73,24,0,34,37,113,0,1,0,0,0,31,51,.378,105.9,109.9,-3.79,1990-91
Mark Aguirre,25.7,5.4,11.7,0.462,0.3,1.0,0.308,5.1,10.7,0.477,0.475,3.1,4.1,0.757,1.7,3.1,4.8,1.8,0.6,0.3,1.6,2.7,14.2,16.7,0.526,0.086,0.349,7.6,13.7,10.7,11.6,1.2,0.6,10.9,25.7,2.8,2.7,5.5,0.132,1.2,0.2,1.4,1.7,31,Detroit Pistons,78,13,2006,420,909,24,78,240,317,134,240,139,47,20,128,209,1104,0,0,0,0,1,50,32,.610,100.1,96.8,3.08,1990-91
William Bedford,9.4,1.8,4.0,0.438,0.1,0.2,0.385,1.7,3.8,0.441,0.448,0.9,1.3,0.705,0.9,1.3,2.2,0.5,0.0,0.6,0.5,1.3,4.5,15.5,0.492,0.054,0.322,11.1,15.5,13.3,9.2,0.2,4.1,10.4,24.1,0.5,0.8,1.3,0.113,-1.1,0.4,-0.7,0.2,27,Detroit Pistons,60,4,562,106,242,5,13,55,78,55,76,32,2,36,32,76,272,1,0,0,0,0,50,32,.610,100.1,96.8,3.08,1990-91
Lance Blanks,5.6,0.7,1.6,0.426,0.1,0.4,0.125,0.6,1.2,0.533,0.443,0.3,0.4,0.714,0.1,0.4,0.5,0.7,0.2,0.1,0.5,0.9,1.7,7.5,0.476,0.262,0.23,2.1,8.6,5.3,17.7,2.2,0.6,21.1,17.5,-0.2,0.3,0.1,0.027,-5.5,1.4,-4.1,-0.1,24,Detroit Pistons,38,0,214,26,61,2,16,10,14,4,16,26,9,2,18,35,64,0,0,0,1,0,50,32,.610,100.1,96.8,3.08,1990-91
Joe Dumars,38.1,7.8,16.2,0.481,0.2,0.6,0.311,7.6,15.6,0.488,0.487,4.6,5.2,0.89,0.8,1.6,2.3,5.5,1.1,0.1,2.4,1.7,20.4,18.0,0.552,0.035,0.323,2.3,4.7,3.5,24.2,1.5,0.1,11.4,24.0,6.8,3.1,9.9,0.155,2.6,0.1,2.7,3.6,27,Detroit Pistons,80,80,3046,622,1292,14,45,371,417,62,125,443,89,7,189,135,1629,0,0,0,1,0,50,32,.610,100.1,96.8,3.08,1990-91
James Edwards,26.4,5.3,11.0,0.484,0.0,0.0,0.5,5.3,11.0,0.484,0.484,3.0,4.1,0.729,1.3,2.6,3.8,0.9,0.2,0.4,1.8,3.5,13.6,12.7,0.533,0.003,0.372,5.4,11.2,8.3,5.6,0.3,1.0,12.0,24.2,1.5,2.0,3.5,0.088,-2.0,-0.8,-2.7,-0.4,35,Detroit Pistons,72,70,1903,383,792,1,2,215,295,91,186,65,12,30,126,249,982,1,0,0,0,0,50,32,.610,100.1,96.8,3.08,1990-91
Scott Hastings,4.2,0.6,1.0,0.571,0.1,0.1,0.75,0.5,0.9,0.542,0.625,0.5,0.5,1.0,0.5,0.5,1.0,0.3,0.0,0.0,0.3,0.9,1.8,15.8,0.712,0.143,0.464,14.1,14.2,14.2,9.3,0.0,0.0,17.2,15.8,0.4,0.1,0.5,0.216,1.1,-0.2,0.9,0.1,30,Detroit Pistons,27,0,113,16,28,3,4,13,13,14,14,7,0,0,7,23,48,0,0,1,0,0,50,32,.610,100.1,96.8,3.08,1990-91
Gerald Henderson,17.0,2.2,5.1,0.427,0.3,0.9,0.333,1.9,4.2,0.448,0.457,0.7,0.9,0.762,0.3,1.3,1.6,2.7,0.5,0.1,1.2,1.9,5.3,10.1,0.487,0.179,0.179,2.3,8.5,5.4,23.3,1.6,0.3,18.2,17.3,0.0,0.5,0.5,0.061,-2.3,0.7,-1.6,0.0,35,Detroit Pistons,23,10,392,50,117,7,21,16,21,8,29,62,12,2,28,43,123,0,1,0,0,0,50,32,.610,100.1,96.8,3.08,1990-91
Vinnie Johnson,29.1,5.0,11.4,0.434,0.1,0.4,0.324,4.8,11.0,0.438,0.44,1.6,2.5,0.646,1.3,2.1,3.4,3.3,0.9,0.2,1.4,2.0,11.7,12.8,0.466,0.036,0.223,5.2,8.2,6.7,17.8,1.6,0.4,10.3,21.0,1.0,2.8,3.8,0.077,-0.9,0.6,-0.2,1.1,34,Detroit Pistons,82,28,2390,406,936,11,34,135,209,110,170,271,75,15,118,166,958,0,0,0,1,0,50,32,.610,100.1,96.8,3.08,1990-91
Bill Laimbeer,32.5,4.5,9.5,0.478,0.5,1.5,0.296,4.1,8.0,0.513,0.502,1.5,1.8,0.837,2.1,6.9,9.0,1.9,0.5,0.7,1.2,3.0,11.0,14.2,0.536,0.161,0.189,7.4,24.2,15.8,8.8,0.7,1.3,10.4,15.5,3.6,4.4,8.0,0.144,0.2,1.3,1.5,2.3,33,Detroit Pistons,82,81,2668,372,778,37,125,123,147,173,564,157,38,56,98,242,904,1,0,0,0,0,50,32,.610,100.1,96.8,3.08,1990-91
John Long,10.2,1.4,3.4,0.412,0.1,0.2,0.333,1.3,3.2,0.418,0.424,1.0,1.0,0.96,0.4,0.9,1.3,0.7,0.4,0.1,0.6,0.7,3.8,11.9,0.5,0.071,0.294,4.0,10.3,7.1,10.5,1.8,0.5,12.7,18.9,0.1,0.3,0.5,0.09,-1.5,1.5,0.0,0.1,34,Detroit Pistons,25,0,256,35,85,2,6,24,25,9,23,18,9,2,14,17,96,0,0,0,1,0,50,32,.610,100.1,96.8,3.08,1990-91
