name,mpg,fgm_per_g,fga_per_g,fg_pct,fg3m_per_g,fg3a_per_g,fg3_pct,fg2m_per_g,fg2a_per_g,fg2_pct,efg_pct,ftm_per_g,fta_per_g,ft_pct,orb_per_g,drb_per_g,trb_per_g,ast_per_g,stl_per_g,blk_per_g,tov_per_g,pf_per_g,ppg,player_efficiency_rating,true_shooting_percentage,three_point_attempt_rate,free_throw_attempt_rate,offensive_rebound_percentage,defensive_rebound_percentage,total_rebound_percentage,assist_percentage,steal_percentage,block_percentage,turnover_percentage,usage_percentage,offensive_win_shares,defensive_win_shares,win_shares,win_shares_per_48_minutes,offensive_box_plus_minus,defensive_box_plus_minus,box_plus_minus,value_over_replacement_player,age,team,games_played,games_started,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,points,positions_Center,positions_Point Guard,positions_Power Forward,positions_Shooting Guard,positions_Small Forward,wins,losses,win_loss_pct,team_pts_per_g,opp_pts_per_g,team_simple_rating_system,season
Shareef Abdur-Rahim,25.2,3.9,8.2,0.474,0.0,0.3,0.15,3.8,7.9,0.484,0.476,2.1,2.9,0.726,1.5,3.5,5.0,1.4,0.7,0.5,1.5,3.0,9.9,13.1,0.524,0.031,0.358,7.0,16.4,11.6,9.2,1.3,1.5,13.3,19.5,1.1,1.7,2.8,0.067,-2.0,-0.5,-2.5,-0.2,30,Sacramento Kings,80,45,2015,310,654,3,20,170,234,122,276,109,53,40,116,243,793,1,0,0,0,0,33,49,.402,101.3,103.1,-1.35,2006-07
Mike Bibby,34.0,5.7,14.2,0.404,2.1,5.9,0.36,3.6,8.4,0.435,0.478,3.5,4.2,0.83,0.5,2.7,3.2,4.7,1.1,0.1,2.4,1.7,17.1,16.0,0.532,0.413,0.298,1.6,9.6,5.5,24.3,1.6,0.2,13.0,24.5,2.9,1.5,4.4,0.076,1.8,-1.4,0.4,1.7,28,Sacramento Kings,82,82,2784,471,1166,173,481,288,347,39,224,388,88,6,197,139,1403,0,1,0,0,0,33,49,.402,101.3,103.1,-1.35,2006-07
Quincy Douby,8.5,1.1,3.0,0.381,0.3,1.2,0.24,0.9,1.8,0.474,0.429,0.3,0.4,0.733,0.3,0.6,0.9,0.4,0.4,0.1,0.4,0.5,2.8,9.0,0.449,0.397,0.119,3.5,8.7,6.0,6.9,2.1,0.9,10.2,18.5,-0.3,0.3,0.0,-0.006,-2.9,-0.9,-3.8,-0.2,22,Sacramento Kings,42,0,359,48,126,12,50,11,15,11,26,15,15,4,15,21,119,0,1,0,0,0,33,49,.402,101.3,103.1,-1.35,2006-07
Francisco García,17.8,2.1,4.8,0.429,0.7,1.9,0.356,1.4,2.9,0.476,0.499,1.2,1.4,0.833,0.7,1.9,2.6,1.1,0.6,0.5,0.9,2.4,6.0,11.7,0.551,0.392,0.3,4.3,12.9,8.5,9.8,1.6,2.3,14.0,15.9,1.1,1.2,2.4,0.08,-1.4,0.4,-1.1,0.3,25,Sacramento Kings,79,5,1410,163,380,53,149,95,114,53,152,87,45,43,70,190,474,0,0,0,0,1,33,49,.402,101.3,103.1,-1.35,2006-07
Kevin Martin,35.2,6.3,13.3,0.473,1.6,4.2,0.381,4.7,9.2,0.515,0.533,6.0,7.1,0.844,0.9,3.4,4.3,2.2,1.2,0.1,1.7,2.3,20.2,20.1,0.614,0.312,0.534,2.8,11.6,7.1,10.9,1.8,0.3,9.3,23.2,8.3,1.9,10.2,0.173,3.2,-0.5,2.8,3.4,23,Sacramento Kings,80,80,2818,505,1067,127,333,481,570,69,273,173,98,11,135,181,1618,0,0,0,1,0,33,49,.402,101.3,103.1,-1.35,2006-07
Brad Miller,28.3,3.6,7.8,0.453,0.1,0.5,0.152,3.5,7.3,0.475,0.459,1.8,2.4,0.772,1.3,5.1,6.4,3.6,0.6,0.6,1.7,2.5,9.0,13.5,0.508,0.067,0.302,5.1,21.7,13.2,20.4,1.1,1.7,16.2,16.8,1.0,1.7,2.7,0.072,-0.7,0.8,0.1,0.9,30,Sacramento Kings,63,56,1783,224,494,5,33,115,149,79,322,224,38,39,108,155,568,1,0,0,0,0,33,49,.402,101.3,103.1,-1.35,2006-07
Vitaly Potapenko,4.3,0.0,1.3,0.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.0,0.0,0.0,0.7,1.0,0.0,-22.1,0.0,0.0,0.0,0.0,18.4,9.0,0.0,0.0,0.0,33.3,20.7,-0.2,0.0,-0.1,-0.534,-22.4,-6.2,-28.6,-0.1,31,Sacramento Kings,3,0,13,0,4,0,0,0,0,0,2,0,0,0,2,3,0,1,0,0,0,0,33,49,.402,101.3,103.1,-1.35,2006-07
Ronnie Price,9.7,1.2,3.0,0.39,0.4,1.1,0.323,0.8,1.8,0.43,0.451,0.6,0.9,0.673,0.3,1.0,1.2,0.8,0.5,0.1,0.6,1.1,3.3,10.5,0.489,0.378,0.32,3.1,11.9,7.4,13.7,2.5,0.5,14.4,18.3,-0.1,0.5,0.4,0.035,-2.4,0.6,-1.8,0.0,23,Sacramento Kings,58,1,563,67,172,21,65,37,55,15,56,48,28,4,33,64,192,0,1,0,0,0,33,49,.402,101.3,103.1,-1.35,2006-07
John Salmons,27.0,3.0,6.5,0.456,0.5,1.4,0.357,2.5,5.1,0.484,0.495,2.0,2.6,0.779,0.6,2.7,3.3,3.2,0.9,0.3,1.5,2.2,8.5,12.7,0.553,0.217,0.395,2.5,12.2,7.3,18.8,1.7,1.0,16.4,15.3,2.0,1.6,3.6,0.081,-0.9,0.4,-0.5,0.8,27,Sacramento Kings,79,19,2135,236,517,40,112,159,204,47,217,254,73,27,119,177,671,0,0,0,1,0,33,49,.402,101.3,103.1,-1.35,2006-07
Maurice Taylor,8.6,0.7,2.3,0.286,0.0,0.0,0.0,0.7,2.3,0.286,0.286,0.7,1.1,0.615,0.8,1.5,2.3,0.4,0.3,0.1,0.5,1.3,2.0,6.3,0.356,0.0,0.464,11.2,21.0,16.0,7.3,2.0,0.7,15.1,17.3,-0.2,0.1,-0.1,-0.03,-6.1,-1.2,-7.3,-0.1,30,Sacramento Kings,12,2,103,8,28,0,0,8,13,10,18,5,4,1,6,16,24,0,0,1,0,0,33,49,.402,101.3,103.1,-1.35,2006-07
Kenny Thomas,22.8,2.4,4.9,0.482,0.0,0.0,0.0,2.4,4.9,0.483,0.482,0.6,1.2,0.513,2.2,3.9,6.1,1.2,0.7,0.3,1.5,2.3,5.3,10.2,0.492,0.003,0.251,10.9,20.6,15.7,8.4,1.5,0.9,21.1,13.6,-0.1,1.4,1.2,0.041,-2.6,-0.2,-2.7,-0.3,29,Sacramento Kings,62,53,1412,146,303,0,1,39,76,134,243,76,43,16,90,141,331,0,0,1,0,0,33,49,.402,101.3,103.1,-1.35,2006-07
Justin Williams,12.8,2.1,3.4,0.614,0.0,0.0,0.0,2.1,3.3,0.621,0.614,0.9,2.4,0.365,2.0,2.5,4.4,0.1,0.2,0.6,0.6,2.0,5.0,17.3,0.566,0.011,0.716,17.6,23.0,20.3,1.0,0.8,3.7,11.5,17.6,0.6,0.4,0.9,0.132,-0.9,-2.1,-2.9,-0.1,22,Sacramento Kings,26,1,333,54,88,0,1,23,63,51,64,2,5,16,15,51,131,1,0,0,0,0,33,49,.402,101.3,103.1,-1.35,2006-07
Corliss Williamson,19.7,3.5,6.8,0.51,0.0,0.0,0.0,3.5,6.8,0.512,0.51,2.2,3.0,0.715,0.9,2.3,3.3,0.6,0.4,0.2,1.4,2.7,9.1,12.7,0.559,0.004,0.447,5.4,14.2,9.7,5.2,1.1,0.9,14.9,21.9,0.6,0.9,1.5,0.054,-2.8,-1.3,-4.1,-0.7,33,Sacramento Kings,68,1,1337,236,463,0,2,148,207,63,158,39,29,15,97,183,620,0,0,1,0,0,33,49,.402,101.3,103.1,-1.35,2006-07
Metta World Peace,37.7,6.5,14.9,0.44,1.3,3.7,0.358,5.2,11.1,0.468,0.485,4.4,5.9,0.74,1.5,5.0,6.5,3.4,2.1,0.6,2.1,2.9,18.8,18.5,0.538,0.25,0.399,4.4,16.0,10.1,15.6,2.9,1.3,10.7,23.3,3.6,3.1,6.7,0.122,1.9,0.9,2.8,3.2,27,Sacramento Kings,70,65,2641,458,1040,93,260,307,415,102,352,235,149,43,146,205,1316,0,0,0,0,1,33,49,.402,101.3,103.1,-1.35,2006-07
