name,mpg,fgm_per_g,fga_per_g,fg_pct,fg3m_per_g,fg3a_per_g,fg3_pct,fg2m_per_g,fg2a_per_g,fg2_pct,efg_pct,ftm_per_g,fta_per_g,ft_pct,orb_per_g,drb_per_g,trb_per_g,ast_per_g,stl_per_g,blk_per_g,tov_per_g,pf_per_g,ppg,player_efficiency_rating,true_shooting_percentage,three_point_attempt_rate,free_throw_attempt_rate,offensive_rebound_percentage,defensive_rebound_percentage,total_rebound_percentage,assist_percentage,steal_percentage,block_percentage,turnover_percentage,usage_percentage,offensive_win_shares,defensive_win_shares,win_shares,win_shares_per_48_minutes,offensive_box_plus_minus,defensive_box_plus_minus,box_plus_minus,value_over_replacement_player,age,team,games_played,games_started,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,points,positions_Center,positions_Point Guard,positions_Power Forward,positions_Shooting Guard,positions_Small Forward,season,MVP,DPOY,SMOY,MIP,team_1st,team_2nd,team_3rd
A.J. Lawson,7.2,1.5,2.9,0.5,0.7,1.7,0.4,0.8,1.3,0.632,0.614,0.1,0.5,0.25,0.4,1.0,1.4,0.1,0.1,0.0,0.2,0.7,3.7,14.893333333333334,0.608,0.5422666666666667,0.1736,6.066666666666666,18.126666666666665,12.126666666666667,2.8,0.84,0.0,5.6933333333333325,21.12,0.09333333333333334,0.09333333333333334,0.09333333333333334,0.07833333333333334,-1.5533333333333335,-2.393333333333333,-3.946666666666666,-0.09333333333333334,22,"Minnesota Timberwolves, Dallas Mavericks",15,0,108,22,44,10,25,2,8,6,15,2,2,0,3,11,56,0,0,0,1,0,2022-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bones Hyland,19.4,4.1,10.2,0.399,2.1,5.6,0.371,2.0,4.6,0.434,0.502,1.5,1.8,0.843,0.4,2.1,2.4,3.1,0.7,0.3,1.5,1.7,11.8,14.974999999999998,0.5345000000000001,0.5512500000000001,0.17825,2.125,11.875,7.1000000000000005,23.400000000000002,1.775,1.2249999999999999,11.700000000000001,28.0,0.125,0.675,0.8,0.061750000000000006,0.39999999999999997,-1.2249999999999999,-0.8250000000000001,0.25,22,"Denver Nuggets, Los Angeles Clippers",56,1,1085,228,571,117,315,86,102,20,115,172,39,15,82,96,659,0,1,0,0,0,2022-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bruno Fernando,10.4,1.5,2.9,0.527,0.0,0.1,0.0,1.5,2.8,0.546,0.527,0.9,1.3,0.7,1.4,2.1,3.5,0.8,0.2,0.9,0.6,1.9,3.9,16.920512820512823,0.573923076923077,0.04115384615384615,0.44079487179487176,14.607692307692309,22.94871794871795,18.72820512820513,9.97948717948718,0.635897435897436,7.86923076923077,15.85897435897436,17.602564102564102,0.3974358974358974,0.317948717948718,0.6564102564102564,0.10587179487179486,-2.758974358974359,0.3820512820512821,-2.3769230769230765,0.0,24,"Houston Rockets, Atlanta Hawks",39,4,405,59,112,0,4,35,50,54,83,31,6,34,25,74,153,1,0,0,0,0,2022-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cam Reddish,24.8,3.5,7.8,0.446,1.1,3.6,0.313,2.4,4.2,0.56,0.518,1.6,1.9,0.853,0.5,1.8,2.2,1.4,1.0,0.4,1.2,1.8,9.7,10.6,0.5605,0.45600000000000007,0.24099999999999996,2.0,7.8,4.9,7.95,1.9,1.35,11.6,17.0,0.15,0.35,0.5,0.048,-2.6,-0.7,-3.3,-0.15,23,"New York Knicks, Portland Trail Blazers",40,20,990,139,312,45,144,64,75,18,70,57,39,14,47,72,387,0,0,0,0,1,2022-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cameron Johnson,28.5,5.3,11.3,0.47,2.5,6.1,0.404,2.9,5.2,0.548,0.579,2.4,2.9,0.842,0.8,3.6,4.4,1.9,1.2,0.3,0.9,2.0,15.5,17.10238095238095,0.6176904761904761,0.5398571428571428,0.24933333333333332,3.2023809523809526,13.935714285714285,8.63809523809524,9.554761904761905,1.9976190476190478,1.061904761904762,6.469047619047619,20.492857142857144,1.0785714285714285,0.7380952380952381,1.8166666666666667,0.14314285714285716,2.1285714285714286,0.6,2.7285714285714286,0.719047619047619,26,"Phoenix Suns, Brooklyn Nets",42,41,1199,223,474,103,255,101,120,34,151,78,50,14,37,83,650,0,0,1,0,0,2022-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D'Angelo Russell,32.5,6.3,13.4,0.469,2.7,6.9,0.396,3.5,6.5,0.548,0.572,2.5,3.0,0.829,0.5,2.5,3.0,6.2,1.0,0.4,2.6,2.0,17.8,16.339436619718313,0.6054366197183099,0.5164507042253521,0.2280845070422535,1.7281690140845072,8.5,5.176056338028169,27.430985915492958,1.4323943661971832,1.0718309859154929,15.116901408450703,22.75211267605634,1.9647887323943662,1.236619718309859,3.2014084507042253,0.10659154929577465,2.187323943661972,-0.7,1.4873239436619718,1.208450704225352,26,"Minnesota Timberwolves, Los Angeles Lakers",71,71,2304,445,948,194,490,179,216,35,180,437,70,29,186,140,1263,0,1,0,0,0,2022-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Damian Jones,11.6,1.3,2.1,0.64,0.2,0.4,0.588,1.1,1.7,0.652,0.698,0.5,0.7,0.759,1.0,2.0,3.0,0.4,0.2,0.5,0.6,1.3,3.5,13.151219512195123,0.7024146341463414,0.176,0.37556097560975615,10.095121951219511,18.741463414634147,14.521951219512195,3.7804878048780486,0.8000000000000002,4.270731707317073,18.485365853658532,11.392682926829268,0.33902439024390246,0.25365853658536586,0.5853658536585366,0.11839024390243903,-2.182926829268293,0.46829268292682924,-1.7682926829268293,0.0,27,"Los Angeles Lakers, Utah Jazz",41,1,477,55,86,10,17,22,29,42,80,15,8,21,23,55,142,1,0,0,0,0,2022-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Danny Green,12.5,2.0,4.5,0.449,1.5,3.4,0.432,0.5,1.1,0.5,0.612,0.1,0.1,1.0,0.3,1.0,1.3,0.5,0.5,0.3,0.9,1.5,5.5,11.436363636363637,0.6031818181818182,0.7531818181818182,0.018909090909090907,2.5,9.218181818181819,5.845454545454545,6.181818181818182,2.190909090909091,2.109090909090909,17.036363636363635,19.245454545454546,0.045454545454545456,0.14545454545454548,0.11818181818181818,0.06627272727272727,-1.7909090909090912,0.2636363636363636,-1.5272727272727276,0.045454545454545456,35,"Memphis Grizzlies, Cleveland Cavaliers",11,0,138,22,49,16,37,1,1,3,11,6,6,3,10,16,61,0,0,0,1,0,2022-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dario Šarić,14.1,2.2,4.9,0.458,0.8,2.0,0.391,1.4,2.8,0.506,0.54,1.1,1.3,0.829,0.9,2.7,3.6,1.3,0.4,0.1,1.0,1.7,6.4,13.563157894736843,0.581842105263158,0.4150175438596491,0.27366666666666667,7.02280701754386,21.40877192982456,14.098245614035088,12.6,1.2000000000000002,0.7649122807017544,15.049122807017545,19.226315789473684,0.33508771929824566,0.5596491228070175,0.8298245614035088,0.09973684210526317,-1.4578947368421051,0.12456140350877193,-1.368421052631579,0.03508771929824561,28,"Phoenix Suns, Oklahoma City Thunder",57,12,806,127,277,45,115,63,76,53,154,74,20,7,55,99,362,0,0,1,0,0,2022-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Darius Bazley,14.3,1.9,4.3,0.454,0.5,1.2,0.377,1.5,3.0,0.485,0.508,0.9,1.6,0.543,0.8,2.4,3.2,0.9,0.5,0.8,0.6,1.0,5.2,13.323255813953491,0.5233720930232558,0.29069767441860467,0.3766511627906976,6.053488372093024,18.64186046511628,12.239534883720928,8.723255813953488,1.730232558139535,5.206976744186046,11.313953488372093,16.806976744186045,0.08372093023255814,0.686046511627907,0.7697674418604652,0.07688372093023256,-2.1093023255813956,1.2069767441860464,-0.9023255813953488,0.08372093023255814,22,"Oklahoma City Thunder, Phoenix Suns",43,1,616,83,183,20,53,38,70,34,104,38,22,34,27,44,224,1,0,0,0,0,2022-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0
