name,mpg,fgm_per_g,fga_per_g,fg_pct,fg3m_per_g,fg3a_per_g,fg3_pct,fg2m_per_g,fg2a_per_g,fg2_pct,efg_pct,ftm_per_g,fta_per_g,ft_pct,orb_per_g,drb_per_g,trb_per_g,ast_per_g,stl_per_g,blk_per_g,tov_per_g,pf_per_g,ppg,player_efficiency_rating,true_shooting_percentage,three_point_attempt_rate,free_throw_attempt_rate,offensive_rebound_percentage,defensive_rebound_percentage,total_rebound_percentage,assist_percentage,steal_percentage,block_percentage,turnover_percentage,usage_percentage,offensive_win_shares,defensive_win_shares,win_shares,win_shares_per_48_minutes,offensive_box_plus_minus,defensive_box_plus_minus,box_plus_minus,value_over_replacement_player,age,team,games_played,games_started,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,points,positions_Center,positions_Point Guard,positions_Power Forward,positions_Shooting Guard,positions_Small Forward,season,MVP,DPOY,SMOY,MIP,team_1st,team_2nd,team_3rd
Alex English,30.8,7.1,14.3,0.497,0.0,0.1,0.333,7.1,14.2,0.498,0.498,2.7,3.4,0.789,3.4,4.3,7.8,2.9,0.9,0.8,2.7,2.6,16.9,17.946153846153845,0.5365384615384615,0.004923076923076923,0.232,11.276923076923078,14.93076923076923,13.053846153846154,13.869230769230768,1.4307692307692308,1.3846153846153846,14.661538461538461,23.246153846153845,1.9384615384615382,1.1153846153846154,2.9846153846153847,0.10630769230769233,1.6,-1.176923076923077,0.4230769230769231,0.8076923076923077,26,"Indiana Pacers, Denver Nuggets",78,0,2401,553,1113,2,6,210,266,269,336,224,73,62,214,206,1318,0,0,0,0,1,1979-80,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Billy Paultz,26.1,3.9,8.0,0.486,0.0,0.0,0.0,3.9,8.0,0.487,0.486,1.3,2.2,0.599,2.2,4.8,7.0,2.2,0.8,1.0,1.4,2.5,9.1,13.863095238095237,0.5061428571428572,0.0016785714285714288,0.2703690476190476,9.204761904761906,19.820238095238096,14.508333333333335,10.798809523809526,1.4357142857142857,2.032142857142857,13.233333333333333,15.276190476190473,1.1154761904761905,0.967857142857143,2.0714285714285716,0.08814285714285715,0.11547619047619047,0.19166666666666668,0.3511904761904762,0.6916666666666667,31,"San Antonio Spurs, Houston Rockets",84,0,2193,327,673,0,1,109,182,187,399,188,69,84,115,213,763,1,0,0,0,0,1979-80,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bingo Smith,27.2,4.9,11.4,0.432,0.3,1.0,0.284,4.6,10.4,0.447,0.445,1.3,1.5,0.87,1.2,2.1,3.3,1.3,0.8,0.2,1.0,2.7,11.4,11.338461538461539,0.47474358974358977,0.09053846153846153,0.12894871794871796,4.461538461538462,8.723076923076922,6.576923076923077,6.582051282051282,1.358974358974359,0.441025641025641,7.997435897435897,19.423076923076923,1.3461538461538463,0.45897435897435895,1.8051282051282054,0.04594871794871795,-1.7435897435897436,-1.5076923076923077,-3.2512820512820513,-0.5487179487179487,33,Cleveland Cavaliers,78,0,2123,385,891,23,81,100,115,94,165,100,62,17,81,209,893,0,0,0,1,0,1979-80,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bob Lanier,33.8,7.4,13.8,0.537,0.0,0.1,0.167,7.4,13.7,0.54,0.538,4.4,5.6,0.782,2.4,6.3,8.8,2.9,1.2,1.4,2.6,3.2,19.2,20.38253968253968,0.5913492063492063,0.006936507936507936,0.42149206349206353,7.522222222222222,19.82857142857143,13.728571428571426,12.204761904761904,1.6539682539682539,2.2587301587301587,13.515873015873016,21.55238095238095,2.604761904761905,1.1825396825396826,3.7873015873015876,0.172,2.6,0.6841269841269841,3.284126984126984,1.434920634920635,31,"Detroit Pistons, Milwaukee Bucks",63,0,2131,466,867,1,6,277,354,152,400,184,74,89,162,200,1210,1,0,0,0,0,1979-80,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brad Davis,14.9,1.9,3.5,0.556,0.0,0.1,0.0,1.9,3.4,0.565,0.556,0.7,0.9,0.813,0.2,0.7,0.9,2.8,0.7,0.1,0.8,1.6,4.6,12.63888888888889,0.5588888888888889,0.013,0.31316666666666665,1.588888888888889,5.361111111111111,3.483333333333333,24.16111111111111,2.477777777777778,0.21666666666666667,18.061111111111114,12.911111111111111,0.43333333333333335,0.0,0.43333333333333335,0.09100000000000001,-1.1888888888888889,-0.08888888888888889,-1.25,0.14444444444444446,24,"Indiana Pacers, Utah Jazz",18,0,268,35,63,0,1,13,16,4,13,50,13,1,14,28,83,0,1,0,0,0,1979-80,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Butch Lee,3.9,0.4,1.7,0.25,0.0,0.0,0.0,0.4,1.7,0.25,0.25,0.4,0.6,0.75,0.5,0.3,0.8,0.9,0.1,0.0,0.7,0.1,1.3,8.885714285714286,0.37928571428571434,0.0,0.4422142857142857,14.799999999999999,10.135714285714286,12.492857142857142,29.857142857142858,1.1785714285714286,0.0,28.264285714285716,28.364285714285717,-0.12142857142857144,0.0,-0.042857142857142864,-0.10735714285714285,-3.992857142857143,-0.6857142857142857,-4.757142857142857,-0.021428571428571432,23,"Cleveland Cavaliers, Los Angeles Lakers",14,0,55,6,24,0,0,6,8,7,4,12,1,0,10,2,18,0,1,0,0,0,1979-80,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Calvin Natt,36.6,8.0,16.6,0.479,0.0,0.1,0.333,7.9,16.5,0.48,0.48,3.9,5.4,0.73,3.1,5.8,8.9,2.2,1.3,0.4,2.5,2.6,19.9,17.150000000000002,0.5238461538461539,0.007282051282051283,0.32316666666666666,8.8,16.623076923076923,12.711538461538462,9.257692307692306,1.6038461538461537,0.6961538461538461,11.764102564102563,23.387179487179484,1.8756410256410259,2.191025641025641,3.9987179487179483,0.12105128205128206,1.273076923076923,-0.7282051282051282,0.47692307692307695,0.9358974358974359,23,"New Jersey Nets, Portland Trail Blazers",78,0,2857,622,1298,3,9,306,419,239,452,169,102,34,198,205,1553,0,0,0,0,1,1979-80,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Don Ford,13.7,1.8,3.8,0.478,0.0,0.0,0.333,1.8,3.7,0.48,0.48,0.6,0.7,0.849,0.6,1.9,2.5,0.9,0.3,0.3,0.7,1.8,4.2,9.191780821917808,0.5303287671232878,0.009726027397260273,0.20320547945205478,4.815068493150685,14.265753424657536,9.717808219178082,7.602739726027397,0.9863013698630136,1.156164383561644,15.817808219178083,13.108219178082193,0.27123287671232876,0.5424657534246575,0.8136986301369864,0.07242465753424658,-2.3547945205479452,0.07123287671232877,-2.212328767123288,-0.04246575342465753,27,"Los Angeles Lakers, Cleveland Cavaliers",73,0,999,131,274,1,3,45,53,44,141,65,22,21,51,131,308,0,0,0,0,1,1979-80,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dwight Jones,19.6,3.5,6.8,0.508,0.0,0.0,0.0,3.5,6.8,0.508,0.508,2.0,2.7,0.726,1.5,3.4,5.0,1.4,0.4,0.6,1.6,2.8,8.9,13.878378378378379,0.5490675675675676,0.0,0.39109459459459456,9.278378378378378,19.09189189189189,14.228378378378377,9.797297297297296,0.914864864864865,1.5729729729729731,16.695945945945947,20.281081081081084,0.9594594594594594,0.8445945945945947,1.804054054054054,0.08524324324324326,-1.2378378378378379,-0.6675675675675676,-1.9054054054054055,0.20135135135135138,27,"Houston Rockets, Chicago Bulls",74,0,1448,257,506,0,0,146,201,114,254,101,28,42,122,207,660,0,0,1,0,0,1979-80,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Eric Money,25.4,4.5,9.0,0.5,0.0,0.0,0.0,4.5,9.0,0.5,0.5,1.4,1.7,0.783,0.5,1.2,1.7,4.2,0.9,0.2,2.5,2.4,10.3,10.981967213114753,0.526016393442623,0.0,0.18944262295081965,2.2065573770491804,4.990163934426229,3.598360655737705,22.331147540983608,1.4426229508196722,0.42950819672131146,20.89344262295082,18.840983606557376,0.521311475409836,0.1901639344262295,0.701639344262295,0.014196721311475409,-1.9557377049180327,-1.7606557377049181,-3.636065573770492,-0.4704918032786885,24,"Philadelphia 76Ers, Detroit Pistons",61,0,1549,273,546,0,0,83,106,31,73,254,53,11,155,146,629,0,1,0,0,0,1979-80,0.0,0.0,0.0,0.0,0.0,0.0,0.0
George McGinnis,30.2,5.5,12.1,0.451,0.0,0.2,0.133,5.5,11.9,0.457,0.453,3.7,6.7,0.553,3.0,6.5,9.6,4.6,1.4,0.3,3.8,4.2,14.7,15.139726027397261,0.4866986301369863,0.017369863013698632,0.554,10.25205479452055,22.95068493150685,16.43972602739726,21.319178082191783,2.0849315068493155,0.5232876712328768,20.278082191780825,24.424657534246574,-0.43150684931506844,1.393150684931507,0.9616438356164384,0.041287671232876716,-1.1534246575342464,-0.08356164383561641,-1.236986301369863,0.3082191780821918,29,"Denver Nuggets, Indiana Pacers",73,0,2208,400,886,2,15,270,488,222,477,333,101,23,281,303,1072,0,0,1,0,0,1979-80,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jerome Whitehead,11.1,1.2,2.3,0.509,0.0,0.0,0.0,1.2,2.3,0.509,0.509,0.2,0.7,0.286,1.1,2.2,3.3,0.5,0.2,0.3,0.7,1.9,2.5,8.144,0.48084000000000005,0.0,0.30144,11.26,22.704,17.12,5.867999999999999,0.7120000000000001,1.72,21.868000000000002,12.655999999999999,-0.21200000000000002,0.228,0.015999999999999997,0.011479999999999997,-4.096,-0.7880000000000001,-4.8839999999999995,-0.29200000000000004,23,Utah Jazz,50,0,553,58,114,0,0,10,35,56,111,24,8,17,36,97,126,1,0,0,0,0,1979-80,0.0,0.0,0.0,0.0,0.0,0.0,0.0
