name,mpg,fgm_per_g,fga_per_g,fg_pct,fg3m_per_g,fg3a_per_g,fg3_pct,fg2m_per_g,fg2a_per_g,fg2_pct,efg_pct,ftm_per_g,fta_per_g,ft_pct,orb_per_g,drb_per_g,trb_per_g,ast_per_g,stl_per_g,blk_per_g,tov_per_g,pf_per_g,ppg,player_efficiency_rating,true_shooting_percentage,three_point_attempt_rate,free_throw_attempt_rate,offensive_rebound_percentage,defensive_rebound_percentage,total_rebound_percentage,assist_percentage,steal_percentage,block_percentage,turnover_percentage,usage_percentage,offensive_win_shares,defensive_win_shares,win_shares,win_shares_per_48_minutes,offensive_box_plus_minus,defensive_box_plus_minus,box_plus_minus,value_over_replacement_player,age,team,games_played,games_started,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,points,positions_Center,positions_Point Guard,positions_Power Forward,positions_Shooting Guard,positions_Small Forward,wins,losses,win_loss_pct,team_pts_per_g,opp_pts_per_g,team_simple_rating_system,season
Mahmoud Abdul-Rauf,28.4,5.5,12.3,0.445,1.3,3.3,0.382,4.2,9.0,0.468,0.496,1.5,1.8,0.846,0.2,1.4,1.6,2.5,0.7,0.1,1.6,2.3,13.7,13.2,0.524,0.266,0.147,0.9,5.9,3.3,15.8,1.4,0.2,10.8,23.2,2.0,0.7,2.7,0.06,-0.8,-1.8,-2.6,-0.4,27,Sacramento Kings,75,51,2131,411,924,94,246,115,136,16,106,189,56,6,119,174,1031,0,1,0,0,0,34,48,.415,96.4,99.8,-3.64,1996-97
Duane Causwell,12.6,1.0,2.0,0.511,0.0,0.1,0.667,1.0,2.0,0.505,0.521,0.4,0.8,0.541,1.2,1.5,2.8,0.4,0.3,0.8,0.7,2.8,2.6,8.9,0.535,0.032,0.394,11.3,14.2,12.7,5.1,1.4,4.9,23.6,11.1,0.1,0.6,0.7,0.06,-5.2,1.6,-3.6,-0.2,28,Sacramento Kings,46,8,581,48,94,2,3,20,37,57,70,20,15,38,34,131,118,1,0,0,0,0,34,48,.415,96.4,99.8,-3.64,1996-97
Tyus Edney,19.7,2.1,5.6,0.384,0.1,0.6,0.19,2.0,5.0,0.407,0.394,2.5,3.1,0.823,0.5,1.1,1.6,3.2,0.9,0.0,1.6,1.4,6.9,12.7,0.499,0.107,0.55,2.9,6.8,4.8,25.4,2.3,0.1,18.7,19.5,0.7,0.8,1.5,0.054,-1.6,-0.8,-2.4,-0.1,23,Sacramento Kings,70,20,1376,150,391,8,42,177,215,34,79,226,60,2,112,98,485,0,1,0,0,0,34,48,.415,96.4,99.8,-3.64,1996-97
Kevin Gamble,15.4,2.0,4.6,0.43,0.9,1.8,0.482,1.1,2.8,0.397,0.524,0.1,0.2,0.7,0.2,1.5,1.7,1.2,0.3,0.3,0.4,1.2,5.0,11.6,0.529,0.392,0.035,1.6,11.6,6.5,12.9,1.2,1.3,8.5,14.9,1.1,0.6,1.6,0.082,-0.2,-0.1,-0.3,0.4,31,Sacramento Kings,62,2,953,123,286,54,112,7,10,13,94,77,21,17,27,76,307,0,0,0,0,1,34,48,.415,96.4,99.8,-3.64,1996-97
Brian Grant,25.3,3.8,8.6,0.44,0.0,0.0,0.0,3.8,8.6,0.44,0.44,2.9,3.8,0.778,2.0,3.9,5.9,1.2,0.8,1.0,1.8,3.1,10.5,14.5,0.511,0.0,0.435,9.3,18.1,13.6,7.6,1.7,3.1,15.1,21.5,0.3,0.7,1.0,0.075,-2.2,-0.4,-2.6,-0.1,24,Sacramento Kings,24,15,607,91,207,0,0,70,90,49,93,28,19,25,44,75,252,0,0,1,0,0,34,48,.415,96.4,99.8,-3.64,1996-97
Jeff Grayer,12.6,1.5,3.3,0.458,0.2,0.4,0.364,1.4,2.9,0.472,0.482,0.4,0.8,0.55,0.8,0.7,1.5,1.0,0.3,0.3,0.6,1.7,3.6,10.0,0.496,0.133,0.241,7.7,6.3,7.0,12.5,1.3,1.7,14.0,15.2,0.2,0.1,0.3,0.049,-2.4,-0.7,-3.1,-0.1,31,Sacramento Kings,25,0,316,38,83,4,11,11,20,21,17,25,8,7,15,42,91,0,0,0,1,0,34,48,.415,96.4,99.8,-3.64,1996-97
Bobby Hurley,12.9,0.9,2.6,0.368,0.3,0.9,0.311,0.7,1.6,0.4,0.424,0.8,1.1,0.698,0.2,0.6,0.8,3.0,0.6,0.1,1.1,1.1,2.9,10.4,0.482,0.36,0.424,1.6,5.4,3.5,33.8,2.3,0.4,27.1,14.4,0.1,0.3,0.4,0.031,-2.1,-1.1,-3.2,-0.2,25,Sacramento Kings,49,12,632,46,125,14,45,37,53,9,29,146,27,3,55,53,143,0,1,0,0,0,34,48,.415,96.4,99.8,-3.64,1996-97
Billy Owens,30.2,4.5,9.7,0.467,0.4,1.1,0.347,4.2,8.6,0.482,0.487,1.5,2.2,0.697,2.0,3.9,5.9,2.8,0.9,0.4,2.0,2.8,11.0,13.6,0.514,0.113,0.227,7.8,15.2,11.5,15.5,1.6,0.9,15.9,18.8,1.2,1.7,2.8,0.069,-0.3,-0.2,-0.5,0.7,27,Sacramento Kings,66,56,1995,299,640,25,72,101,145,134,258,187,62,25,133,187,724,0,0,0,0,1,34,48,.415,96.4,99.8,-3.64,1996-97
Olden Polynice,35.3,5.4,11.8,0.457,0.0,0.1,0.0,5.4,11.7,0.46,0.457,1.7,3.1,0.562,3.3,6.1,9.4,2.2,0.6,1.0,2.0,3.6,12.5,13.1,0.476,0.006,0.26,10.9,20.4,15.6,10.2,0.8,2.1,13.4,19.3,0.6,2.7,3.3,0.055,-1.8,-1.0,-2.8,-0.6,32,Sacramento Kings,82,82,2893,442,967,0,6,141,251,272,500,178,46,80,166,298,1025,1,0,0,0,0,34,48,.415,96.4,99.8,-3.64,1996-97
Mitch Richmond,38.6,8.9,19.5,0.454,2.5,5.9,0.428,6.3,13.6,0.466,0.519,5.6,6.6,0.861,0.7,3.2,3.9,4.2,1.5,0.3,2.9,2.6,25.9,21.6,0.578,0.302,0.337,2.2,9.8,6.0,20.6,2.0,0.6,11.6,29.4,8.7,2.1,10.8,0.166,5.2,-0.6,4.6,5.2,31,Sacramento Kings,81,81,3125,717,1578,204,477,457,531,59,260,338,118,24,237,211,2095,0,0,0,1,0,34,48,.415,96.4,99.8,-3.64,1996-97
