name,mpg,fgm_per_g,fga_per_g,fg_pct,fg3m_per_g,fg3a_per_g,fg3_pct,fg2m_per_g,fg2a_per_g,fg2_pct,efg_pct,ftm_per_g,fta_per_g,ft_pct,orb_per_g,drb_per_g,trb_per_g,ast_per_g,stl_per_g,blk_per_g,tov_per_g,pf_per_g,ppg,player_efficiency_rating,true_shooting_percentage,three_point_attempt_rate,free_throw_attempt_rate,offensive_rebound_percentage,defensive_rebound_percentage,total_rebound_percentage,assist_percentage,steal_percentage,block_percentage,turnover_percentage,usage_percentage,offensive_win_shares,defensive_win_shares,win_shares,win_shares_per_48_minutes,offensive_box_plus_minus,defensive_box_plus_minus,box_plus_minus,value_over_replacement_player,age,team,games_played,games_started,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,points,positions_Center,positions_Point Guard,positions_Power Forward,positions_Shooting Guard,positions_Small Forward,wins,losses,win_loss_pct,team_pts_per_g,opp_pts_per_g,team_simple_rating_system,season
Kareem Abdul-Jabbar,32.3,9.1,15.5,0.588,0.0,0.0,0.0,9.1,15.5,0.589,0.588,3.5,4.7,0.749,2.1,5.4,7.5,2.5,0.8,2.2,2.5,2.8,21.8,23.6,0.619,0.002,0.302,7.6,17.6,12.8,10.8,1.1,3.5,12.6,24.6,8.0,2.9,10.9,0.205,4.0,0.5,4.5,4.2,35,Los Angeles Lakers,79,79,2554,722,1228,0,2,278,371,167,425,200,61,170,200,220,1722,1,0,0,0,0,58,24,.707,115.0,109.5,5.06,1982-83
Michael Cooper,26.2,3.2,6.1,0.535,0.1,0.3,0.238,3.2,5.8,0.548,0.54,1.2,1.6,0.785,1.0,2.3,3.3,3.8,1.4,0.6,1.6,2.5,7.8,13.5,0.577,0.042,0.262,4.4,9.5,7.1,16.7,2.5,1.2,18.8,12.5,3.1,2.1,5.2,0.116,0.4,1.5,1.9,2.1,26,Los Angeles Lakers,82,3,2148,266,497,5,21,102,130,82,192,315,115,50,128,208,639,0,0,0,1,0,58,24,.707,115.0,109.5,5.06,1982-83
Clay Johnson,9.3,1.1,2.8,0.393,0.0,0.0,0.0,1.1,2.8,0.398,0.393,0.8,1.0,0.792,0.8,0.6,1.4,0.5,0.5,0.1,0.5,1.3,3.0,9.4,0.461,0.015,0.356,10.4,6.9,8.5,6.1,2.3,0.5,13.8,16.0,0.2,0.3,0.6,0.061,-2.6,-0.8,-3.4,-0.2,26,Los Angeles Lakers,48,0,447,53,135,0,2,38,48,40,29,24,22,4,25,62,144,0,0,0,1,0,58,24,.707,115.0,109.5,5.06,1982-83
Magic Johnson,36.8,6.5,11.8,0.548,0.0,0.3,0.0,6.5,11.5,0.56,0.548,3.8,4.8,0.8,2.7,5.9,8.6,10.5,2.2,0.6,3.8,2.5,16.8,23.0,0.603,0.023,0.407,8.5,17.1,13.0,34.4,2.8,0.9,21.5,19.0,8.8,3.8,12.5,0.207,5.4,1.8,7.2,6.8,23,Los Angeles Lakers,79,79,2907,511,933,0,21,304,380,214,469,829,176,47,301,200,1326,0,0,0,1,0,58,24,.707,115.0,109.5,5.06,1982-83
Eddie Jordan,9.5,1.1,3.8,0.303,0.1,0.5,0.188,1.1,3.3,0.319,0.314,0.3,0.5,0.647,0.2,0.5,0.7,2.3,0.9,0.0,1.5,1.5,2.7,5.2,0.337,0.121,0.129,2.8,5.7,4.3,27.2,4.3,0.2,27.9,23.0,-1.2,0.4,-0.8,-0.113,-6.6,-0.5,-7.0,-0.5,28,Los Angeles Lakers,35,0,333,40,132,3,16,11,17,8,18,80,31,1,54,52,94,0,1,0,0,0,58,24,.707,115.0,109.5,5.06,1982-83
Mark Landsberger,9.1,1.1,2.6,0.422,0.0,0.0,0.0,1.1,2.6,0.422,0.422,0.3,0.6,0.48,1.4,1.9,3.3,0.3,0.2,0.1,0.5,1.2,2.5,10.2,0.434,0.0,0.245,17.9,21.7,19.9,3.8,1.0,0.6,15.0,14.8,0.1,0.4,0.4,0.061,-2.4,-2.5,-4.8,-0.3,27,Los Angeles Lakers,39,4,356,43,102,0,0,12,25,55,73,12,8,4,20,48,98,0,0,1,0,0,58,24,.707,115.0,109.5,5.06,1982-83
Bob McAdoo,21.7,6.2,12.0,0.52,0.0,0.0,0.0,6.2,11.9,0.52,0.52,2.5,3.5,0.73,1.6,3.6,5.3,0.8,0.9,0.9,1.4,3.3,15.0,20.6,0.555,0.002,0.29,8.7,17.8,13.4,5.3,1.8,2.1,9.7,27.2,2.3,1.2,3.5,0.167,0.7,-0.9,-0.2,0.5,31,Los Angeles Lakers,47,1,1019,292,562,0,1,119,163,76,171,39,40,40,68,153,703,1,0,0,0,0,58,24,.707,115.0,109.5,5.06,1982-83
Mike McGee,9.8,1.8,4.2,0.423,0.0,0.2,0.143,1.7,4.0,0.436,0.426,0.4,0.6,0.739,0.8,0.5,1.4,0.7,0.3,0.1,0.7,1.3,4.0,9.4,0.451,0.043,0.141,10.0,5.6,7.7,8.3,1.3,0.7,13.5,20.7,0.0,0.2,0.2,0.023,-2.9,-2.3,-5.1,-0.3,23,Los Angeles Lakers,39,7,381,69,163,1,7,17,23,33,20,26,11,5,27,50,156,0,0,0,0,1,58,24,.707,115.0,109.5,5.06,1982-83
Norm Nixon,34.3,6.7,14.2,0.475,0.0,0.2,0.0,6.7,14.1,0.48,0.475,1.6,2.1,0.744,0.8,1.8,2.6,7.2,1.3,0.1,3.0,2.2,15.1,13.9,0.498,0.012,0.15,2.6,5.6,4.2,25.8,1.8,0.1,16.5,20.9,2.5,1.4,3.9,0.069,-0.2,-1.8,-1.9,0.0,27,Los Angeles Lakers,79,79,2711,533,1123,0,13,125,168,61,144,566,104,4,237,176,1191,0,1,0,0,0,58,24,.707,115.0,109.5,5.06,1982-83
Kurt Rambis,23.2,3.0,5.3,0.569,0.0,0.0,0.0,3.0,5.3,0.572,0.569,1.5,2.1,0.687,2.1,4.7,6.8,1.2,1.3,0.8,1.9,3.0,7.5,14.1,0.601,0.005,0.402,10.5,21.5,16.3,5.7,2.7,1.9,23.0,13.8,1.6,2.8,4.3,0.116,-0.8,1.1,0.2,1.0,24,Los Angeles Lakers,78,77,1806,235,413,0,2,114,166,164,367,90,105,63,145,233,584,0,0,1,0,0,58,24,.707,115.0,109.5,5.06,1982-83
Jamaal Wilkes,31.9,8.6,16.1,0.53,0.0,0.1,0.0,8.6,16.1,0.533,0.53,2.5,3.4,0.757,1.8,2.5,4.3,2.3,0.8,0.2,1.9,2.8,19.6,17.6,0.558,0.005,0.208,6.6,8.2,7.4,9.7,1.2,0.4,9.6,24.1,6.1,1.3,7.4,0.139,1.6,-2.1,-0.5,1.0,29,Los Angeles Lakers,80,80,2552,684,1290,0,6,203,268,146,197,182,65,17,150,221,1571,0,0,0,0,1,58,24,.707,115.0,109.5,5.06,1982-83
James Worthy,25.6,5.8,10.0,0.579,0.0,0.1,0.25,5.8,10.0,0.581,0.58,1.8,2.9,0.624,2.0,3.1,5.2,1.7,1.2,0.8,2.3,2.9,13.4,17.4,0.594,0.005,0.286,9.2,13.0,11.2,8.6,2.1,1.7,17.0,21.0,3.0,2.1,5.1,0.125,1.0,-0.1,0.8,1.4,21,Los Angeles Lakers,77,1,1970,447,772,1,4,138,221,157,242,132,91,64,178,221,1033,0,0,0,0,1,58,24,.707,115.0,109.5,5.06,1982-83
Alvan Adams,30.6,6.0,12.3,0.486,0.0,0.0,0.333,6.0,12.2,0.487,0.487,2.3,2.7,0.829,2.0,4.8,6.9,4.7,1.4,0.9,3.0,3.6,14.2,16.8,0.527,0.003,0.221,7.6,16.7,12.4,21.8,2.2,1.7,18.4,22.0,2.0,4.5,6.5,0.128,0.8,1.7,2.5,2.8,28,Phoenix Suns,80,75,2447,477,981,1,3,180,217,161,387,376,114,74,242,287,1135,1,0,0,0,0,53,29,.646,107.0,102.0,4.61,1982-83
Walter Davis,31.1,8.3,16.1,0.516,0.1,0.3,0.304,8.2,15.8,0.52,0.519,2.3,2.8,0.818,0.8,1.7,2.5,5.0,1.5,0.2,2.4,2.3,19.0,19.1,0.548,0.018,0.175,2.9,5.7,4.4,25.1,2.2,0.3,11.9,25.8,4.9,3.2,8.1,0.156,2.3,0.0,2.3,2.7,28,Phoenix Suns,80,79,2491,665,1289,7,23,184,225,63,134,397,117,12,188,186,1521,0,0,0,1,0,53,29,.646,107.0,102.0,4.61,1982-83
Johnny High,14.1,1.2,2.6,0.461,0.0,0.1,0.2,1.2,2.6,0.467,0.463,0.8,1.7,0.463,0.5,1.3,1.8,1.9,1.0,0.4,1.3,2.5,3.2,8.6,0.477,0.023,0.627,4.5,9.6,7.2,16.3,3.5,1.6,27.7,13.5,-1.0,2.2,1.2,0.051,-4.0,3.3,-0.7,0.4,25,Phoenix Suns,82,2,1155,100,217,1,5,63,136,45,105,153,85,34,106,205,264,0,0,0,1,0,53,29,.646,107.0,102.0,4.61,1982-83
Dennis Johnson,33.1,5.2,11.2,0.462,0.1,0.4,0.161,5.1,10.8,0.473,0.465,3.8,4.8,0.791,1.2,3.2,4.4,5.0,1.3,0.5,2.6,2.6,14.2,14.8,0.534,0.036,0.429,4.2,10.1,7.2,20.4,1.8,0.9,16.6,19.6,3.0,3.6,6.6,0.125,0.3,0.6,0.9,1.9,28,Phoenix Suns,77,74,2551,398,861,5,31,292,369,92,243,388,97,39,204,204,1093,0,1,0,0,0,53,29,.646,107.0,102.0,4.61,1982-83
Joel Kramer,8.5,0.8,1.9,0.423,0.0,0.0,0.0,0.8,1.9,0.427,0.423,0.3,0.3,0.875,0.8,0.9,1.6,0.7,0.3,0.1,0.4,1.2,1.9,8.8,0.459,0.01,0.154,10.3,10.9,10.6,10.0,1.5,0.7,16.5,11.9,0.2,0.6,0.8,0.085,-2.2,0.6,-1.6,0.0,27,Phoenix Suns,54,4,458,44,104,0,1,14,16,41,47,37,15,6,22,63,102,1,0,0,0,0,53,29,.646,107.0,102.0,4.61,1982-83
Maurice Lucas,33.6,6.4,13.6,0.474,0.0,0.0,0.333,6.4,13.5,0.474,0.474,3.6,4.6,0.781,2.6,7.8,10.4,2.8,0.7,0.6,2.9,3.6,16.5,16.1,0.528,0.003,0.341,9.0,24.5,17.1,11.9,1.0,0.9,15.5,22.5,2.4,4.7,7.1,0.132,-0.2,0.0,-0.3,1.1,30,Phoenix Suns,77,71,2586,495,1045,1,3,278,356,201,598,219,56,43,221,274,1269,0,0,1,0,0,53,29,.646,107.0,102.0,4.61,1982-83
Kyle Macy,22.4,4.0,7.7,0.517,0.3,0.9,0.303,3.7,6.8,0.547,0.535,1.6,1.8,0.872,0.5,1.5,2.0,3.4,0.8,0.1,1.1,1.6,9.9,16.1,0.578,0.12,0.233,2.6,7.1,5.0,21.0,1.6,0.2,11.4,17.5,4.3,2.2,6.4,0.168,1.5,0.4,1.9,1.8,25,Phoenix Suns,82,9,1836,328,634,23,76,129,148,41,124,278,64,8,90,130,808,0,1,0,0,0,53,29,.646,107.0,102.0,4.61,1982-83
Larry Nance,35.5,7.2,13.0,0.55,0.0,0.0,0.333,7.2,13.0,0.551,0.551,2.4,3.5,0.672,2.9,5.7,8.7,2.4,1.2,2.6,2.3,3.1,16.7,18.7,0.573,0.003,0.268,9.5,17.1,13.5,9.7,1.6,4.2,13.7,19.4,4.8,5.6,10.5,0.172,1.7,1.8,3.5,4.0,23,Phoenix Suns,82,82,2914,588,1069,1,3,193,287,239,471,197,99,217,190,254,1370,0,0,1,0,0,53,29,.646,107.0,102.0,4.61,1982-83
Charles Pittman,6.1,0.7,1.4,0.475,0.0,0.0,0.0,0.7,1.4,0.487,0.475,0.9,1.3,0.676,0.5,0.6,1.1,0.3,0.1,0.3,0.8,1.5,2.3,6.8,0.56,0.025,0.925,8.8,11.2,10.1,5.2,0.6,2.3,28.1,18.8,-0.1,0.2,0.1,0.032,-5.6,-0.2,-5.8,-0.2,24,Phoenix Suns,28,0,170,19,40,0,1,25,37,13,18,7,2,7,22,41,63,0,0,1,0,0,53,29,.646,107.0,102.0,4.61,1982-83
Alvin Scott,14.1,1.5,3.2,0.479,0.0,0.0,0.0,1.5,3.2,0.482,0.479,1.0,1.4,0.736,0.7,2.0,2.8,1.2,0.6,0.4,0.8,1.6,4.1,11.8,0.535,0.008,0.425,6.1,15.2,10.9,10.8,2.0,1.5,17.2,13.3,0.9,2.0,2.9,0.121,-1.2,1.8,0.6,0.8,27,Phoenix Suns,81,9,1139,124,259,0,2,81,110,60,164,97,48,31,64,133,329,0,0,0,0,1,53,29,.646,107.0,102.0,4.61,1982-83
David Thirdkill,10.6,1.5,3.5,0.435,0.0,0.1,0.143,1.5,3.3,0.448,0.438,0.9,1.6,0.577,0.6,0.9,1.5,0.7,0.4,0.1,1.0,1.9,4.0,7.5,0.475,0.041,0.459,6.2,8.9,7.6,9.1,1.7,0.4,19.0,19.8,-0.4,0.7,0.3,0.023,-5.0,-0.4,-5.5,-0.5,22,Phoenix Suns,49,2,521,74,170,1,7,45,78,28,44,36,19,4,48,93,194,0,0,0,0,1,53,29,.646,107.0,102.0,4.61,1982-83
Rory White,9.6,2.0,3.6,0.543,0.0,0.0,0.0,2.0,3.6,0.545,0.543,1.1,1.7,0.642,0.7,0.9,1.6,0.5,0.2,0.0,0.8,0.8,5.0,14.7,0.575,0.004,0.466,8.7,9.8,9.3,6.9,1.2,0.2,15.3,21.7,0.8,0.7,1.5,0.118,0.3,-1.3,-1.1,0.2,23,Phoenix Suns,65,0,626,127,234,0,1,70,109,47,58,30,16,2,51,54,324,0,0,0,0,1,53,29,.646,107.0,102.0,4.61,1982-83
Mark Aguirre,34.4,9.5,19.6,0.483,0.2,0.9,0.211,9.3,18.7,0.496,0.488,5.3,7.3,0.728,2.4,3.9,6.3,4.1,1.0,0.3,3.2,3.0,24.4,20.5,0.535,0.048,0.371,7.3,12.5,9.8,18.2,1.3,0.5,12.4,30.0,5.9,1.0,6.9,0.118,3.6,-1.9,1.7,2.6,23,Dallas Mavericks,81,75,2784,767,1589,16,76,429,589,191,317,332,80,26,261,247,1979,0,0,0,0,1,38,44,.463,112.7,113.1,-0.70,1982-83
Rolando Blackman,31.3,6.8,13.9,0.492,0.0,0.2,0.2,6.8,13.7,0.497,0.494,4.0,5.1,0.78,1.4,2.5,3.9,2.5,0.5,0.4,1.6,1.5,17.7,17.0,0.548,0.014,0.366,4.9,8.6,6.7,11.1,0.7,0.7,8.9,22.3,5.5,0.1,5.7,0.116,2.5,-2.1,0.4,1.4,23,Dallas Mavericks,75,62,2349,513,1042,3,15,297,381,108,185,185,37,29,118,116,1326,0,0,0,1,0,38,44,.463,112.7,113.1,-0.70,1982-83
Allan Bristow,10.0,1.2,2.7,0.444,0.2,0.4,0.462,1.0,2.3,0.442,0.475,0.3,0.4,0.714,0.6,0.9,1.6,1.9,0.2,0.0,0.8,1.2,2.8,10.2,0.494,0.131,0.141,6.8,10.3,8.6,23.2,0.8,0.1,22.8,14.5,0.2,0.0,0.2,0.03,-0.7,-1.3,-2.0,0.0,31,Dallas Mavericks,37,0,371,44,99,6,13,10,14,24,35,70,6,1,31,46,104,0,0,0,0,1,38,44,.463,112.7,113.1,-0.70,1982-83
Pat Cummings,28.6,5.3,10.8,0.493,0.0,0.0,0.0,5.3,10.8,0.494,0.493,1.8,2.4,0.755,2.8,5.5,8.2,1.8,0.7,0.4,2.0,3.7,12.5,14.6,0.526,0.001,0.223,10.3,21.0,15.5,8.4,1.1,0.8,14.4,19.2,2.5,1.5,4.0,0.084,-0.4,-1.4,-1.7,0.2,26,Dallas Mavericks,81,71,2317,433,878,0,1,148,196,225,443,144,57,35,162,296,1014,1,0,0,0,0,38,44,.463,112.7,113.1,-0.70,1982-83
Brad Davis,29.4,4.5,7.9,0.572,0.1,0.5,0.256,4.4,7.4,0.595,0.58,2.4,2.8,0.845,0.4,2.1,2.5,7.2,1.0,0.1,1.8,2.2,11.6,17.9,0.631,0.068,0.35,1.5,7.7,4.6,31.3,1.6,0.3,16.5,14.8,6.8,0.5,7.3,0.152,2.8,-0.8,2.0,2.3,27,Dallas Mavericks,79,78,2323,359,628,11,43,186,220,34,164,565,80,11,143,176,915,0,1,0,0,0,38,44,.463,112.7,113.1,-0.70,1982-83
Bill Garnett,18.8,2.3,4.3,0.533,0.0,0.0,0.0,2.3,4.2,0.538,0.533,1.7,2.3,0.741,1.9,3.5,5.4,1.4,0.6,0.9,1.1,3.3,6.3,15.0,0.593,0.009,0.545,10.6,20.6,15.5,9.0,1.6,2.7,17.0,13.4,2.6,1.3,3.9,0.133,-0.2,0.9,0.7,1.0,22,Dallas Mavericks,75,13,1411,170,319,0,3,129,174,141,265,103,48,70,81,245,469,1,0,0,0,0,38,44,.463,112.7,113.1,-0.70,1982-83
Scott Lloyd,13.7,1.3,3.3,0.38,0.0,0.1,0.0,1.3,3.3,0.388,0.38,0.7,1.1,0.647,1.3,1.8,3.1,1.4,0.4,0.4,0.4,1.6,3.3,11.1,0.426,0.02,0.34,9.8,14.4,12.0,12.2,1.4,1.6,9.5,12.2,0.2,0.1,0.3,0.068,-1.1,0.0,-1.0,0.1,30,Dallas Mavericks,15,0,206,19,50,0,1,11,17,19,27,21,6,6,6,24,49,1,0,0,0,0,38,44,.463,112.7,113.1,-0.70,1982-83
Kurt Nimphius,18.7,2.1,4.4,0.49,0.0,0.0,1.0,2.1,4.4,0.489,0.492,1.0,1.7,0.55,1.9,3.0,5.0,1.4,0.3,1.4,0.8,3.5,5.3,12.5,0.511,0.003,0.394,11.0,17.9,14.4,9.3,0.7,4.0,13.7,12.6,1.8,1.1,2.9,0.093,-1.5,0.8,-0.7,0.5,24,Dallas Mavericks,81,12,1515,174,355,1,1,77,140,157,247,115,24,111,66,287,426,1,0,0,0,0,38,44,.463,112.7,113.1,-0.70,1982-83
Kelvin Ransey,21.1,4.5,9.8,0.46,0.0,0.2,0.125,4.5,9.6,0.467,0.461,2.0,2.6,0.764,0.6,1.4,1.9,3.7,0.8,0.1,1.7,1.4,11.1,15.7,0.504,0.021,0.267,2.9,7.0,4.9,24.3,1.7,0.1,13.4,23.7,1.9,0.3,2.2,0.066,0.8,-1.8,-1.0,0.4,24,Dallas Mavericks,76,4,1607,343,746,2,16,152,199,44,103,280,58,4,129,109,840,0,1,0,0,0,38,44,.463,112.7,113.1,-0.70,1982-83
Jim Spanarkel,15.0,1.9,4.1,0.462,0.0,0.2,0.2,1.9,3.9,0.476,0.467,1.8,2.4,0.779,0.6,1.2,1.8,1.6,0.6,0.1,1.1,1.2,5.7,12.2,0.551,0.051,0.574,4.0,8.7,6.3,13.4,1.7,0.2,18.2,16.5,0.8,0.2,1.0,0.064,-0.8,-0.8,-1.5,0.1,25,Dallas Mavericks,48,4,722,91,197,2,10,88,113,27,57,78,27,3,55,59,272,0,0,0,1,0,38,44,.463,112.7,113.1,-0.70,1982-83
Corny Thompson,11.8,1.0,3.1,0.314,0.0,0.0,0.0,1.0,3.1,0.314,0.314,0.8,1.0,0.783,0.9,1.8,2.7,0.8,0.3,0.2,0.7,2.1,2.8,6.0,0.388,0.0,0.336,8.3,16.7,12.4,7.7,1.1,0.7,16.5,14.3,-0.4,0.3,-0.1,-0.01,-4.8,-1.1,-5.9,-0.5,22,Dallas Mavericks,44,2,520,43,137,0,0,36,46,41,79,34,12,7,31,92,122,0,0,1,0,0,38,44,.463,112.7,113.1,-0.70,1982-83
Elston Turner,14.9,1.6,4.0,0.403,0.0,0.1,0.667,1.6,4.0,0.4,0.408,0.3,0.5,0.667,1.2,1.4,2.6,1.5,0.8,0.0,1.0,1.3,3.6,9.0,0.426,0.013,0.126,8.2,10.5,9.3,12.2,2.5,0.0,19.0,14.0,-0.3,0.5,0.1,0.006,-2.2,-0.1,-2.2,-0.1,23,Dallas Mavericks,59,16,879,96,238,2,3,20,30,68,84,88,47,0,59,75,214,0,0,0,0,1,38,44,.463,112.7,113.1,-0.70,1982-83
Jay Vincent,33.7,7.7,15.7,0.489,0.0,0.0,0.0,7.7,15.7,0.49,0.489,3.3,4.2,0.784,2.7,4.6,7.3,2.6,0.9,0.6,2.3,3.6,18.7,17.1,0.532,0.002,0.27,8.4,15.1,11.7,11.1,1.2,0.9,11.7,23.4,4.8,1.2,6.0,0.105,1.3,-1.5,-0.2,1.2,23,Dallas Mavericks,81,73,2726,622,1272,0,3,269,343,217,375,212,70,45,188,295,1513,0,0,1,0,0,38,44,.463,112.7,113.1,-0.70,1982-83
Danny Ainge,25.6,4.5,9.0,0.496,0.1,0.4,0.172,4.4,8.6,0.509,0.499,0.9,1.2,0.742,1.0,1.6,2.7,3.1,1.4,0.1,1.2,3.2,9.9,13.2,0.519,0.04,0.135,4.4,6.8,5.6,16.1,2.5,0.2,11.4,16.5,2.8,2.4,5.2,0.121,-1.0,1.2,0.2,1.2,23,Boston Celtics,80,76,2048,357,720,5,29,72,97,83,131,251,109,6,98,259,791,0,0,0,1,0,56,26,.683,112.1,106.7,5.34,1982-83
Tiny Archibald,27.4,3.6,8.4,0.425,0.1,0.4,0.208,3.5,8.0,0.435,0.429,3.3,4.5,0.743,0.4,1.0,1.4,6.2,0.6,0.1,2.5,1.7,10.5,12.3,0.509,0.043,0.535,1.5,3.9,2.7,28.0,1.0,0.1,19.3,18.3,1.7,1.2,2.9,0.077,0.0,-2.0,-2.0,0.0,34,Boston Celtics,66,19,1811,235,553,5,24,220,296,25,66,409,38,4,163,110,695,0,1,0,0,0,56,26,.683,112.1,106.7,5.34,1982-83
Larry Bird,37.7,9.5,18.7,0.504,0.3,1.0,0.286,9.2,17.8,0.516,0.512,4.4,5.3,0.84,2.4,8.6,11.0,5.8,1.9,0.9,3.0,2.5,23.6,24.1,0.561,0.052,0.282,7.0,24.2,15.7,22.4,2.3,1.3,12.6,25.0,8.4,5.6,14.0,0.225,5.4,2.1,7.5,7.2,26,Boston Celtics,79,79,2982,747,1481,22,77,351,418,193,677,458,148,71,240,197,1867,0,0,1,0,0,56,26,.683,112.1,106.7,5.34,1982-83
Charles Bradley,10.4,1.4,3.5,0.392,0.0,0.1,0.0,1.4,3.4,0.399,0.392,0.9,1.8,0.511,0.6,0.9,1.5,0.5,0.6,0.5,0.8,1.6,3.6,8.7,0.427,0.017,0.511,6.1,9.6,7.9,6.5,2.8,2.8,16.3,19.0,-0.6,0.9,0.2,0.02,-4.1,1.5,-2.6,-0.1,23,Boston Celtics,51,5,532,69,176,0,3,46,90,30,48,28,32,27,42,84,184,0,0,0,1,0,56,26,.683,112.1,106.7,5.34,1982-83
Quinn Buckner,21.7,3.4,7.8,0.442,0.0,0.1,0.0,3.4,7.7,0.445,0.442,1.0,1.6,0.632,0.9,1.7,2.6,3.8,1.5,0.1,2.2,2.7,7.9,11.5,0.465,0.007,0.209,4.3,8.5,6.4,22.6,3.2,0.2,20.6,19.3,-0.7,2.2,1.6,0.048,-2.6,1.1,-1.4,0.2,28,Boston Celtics,72,56,1565,248,561,0,4,74,117,62,125,275,108,5,159,195,570,0,0,0,1,0,56,26,.683,112.1,106.7,5.34,1982-83
