name,mpg,fgm_per_g,fga_per_g,fg_pct,fg3m_per_g,fg3a_per_g,fg3_pct,fg2m_per_g,fg2a_per_g,fg2_pct,efg_pct,ftm_per_g,fta_per_g,ft_pct,orb_per_g,drb_per_g,trb_per_g,ast_per_g,stl_per_g,blk_per_g,tov_per_g,pf_per_g,ppg,player_efficiency_rating,true_shooting_percentage,three_point_attempt_rate,free_throw_attempt_rate,offensive_rebound_percentage,defensive_rebound_percentage,total_rebound_percentage,assist_percentage,steal_percentage,block_percentage,turnover_percentage,usage_percentage,offensive_win_shares,defensive_win_shares,win_shares,win_shares_per_48_minutes,offensive_box_plus_minus,defensive_box_plus_minus,box_plus_minus,value_over_replacement_player,age,team,games_played,games_started,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,points,positions_Center,positions_Point Guard,positions_Power Forward,positions_Shooting Guard,positions_Small Forward,season,MVP,DPOY,SMOY,MIP,team_1st,team_2nd,team_3rd
Anthony Johnson,9.6,1.0,2.9,0.349,0.0,0.1,0.2,1.0,2.8,0.354,0.352,0.4,0.6,0.697,0.2,0.6,0.8,1.5,0.4,0.1,0.6,1.2,2.5,8.20377358490566,0.390566037735849,0.0330188679245283,0.21733962264150944,2.4150943396226414,7.471698113207547,4.916981132075471,25.433962264150942,2.249056603773585,0.7716981132075471,16.81320754716981,17.966037735849056,-0.2943396226415095,0.19433962264150945,-0.10000000000000002,-0.019339622641509437,-4.220754716981132,-0.10188679245283017,-4.375471698113207,-0.1528301886792453,26,"Atlanta Hawks, Cleveland Cavaliers",53,0,511,53,152,1,5,23,33,10,34,78,23,6,34,62,130,0,1,0,0,0,2000-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Anthony Miller,2.8,0.3,0.5,0.5,0.0,0.0,0.0,0.3,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.3,0.3,0.5,0.8,0.25,0.0,0.0,0.0,18.7,9.3,0.0,0.0,0.0,16.65,11.15,0.0,0.0,0.0,-0.07375,-7.275,-2.275,-9.6,0.0,29,"Atlanta Hawks, Houston Rockets, Philadelphia 76Ers",4,0,11,1,2,0,0,0,0,0,2,0,0,0,1,1,2,0,0,1,0,0,2000-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bill Curley,9.6,1.3,2.4,0.532,0.1,0.1,0.5,1.2,2.3,0.533,0.543,0.6,1.0,0.632,1.1,0.8,1.9,0.2,0.4,0.5,0.8,2.3,3.2,7.0,0.51875,0.07975,0.5117499999999999,8.7,7.8,8.325,2.1,2.125,3.6,22.95,17.275,0.125,0.075,0.2,-0.027500000000000004,-7.05,-0.2,-7.25,-0.1,28,"Dallas Mavericks, Golden State Warriors",20,2,192,25,47,1,2,12,19,21,16,3,7,9,16,45,63,0,0,1,0,0,2000-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brevin Knight,27.5,2.6,7.0,0.375,0.0,0.2,0.1,2.6,6.8,0.382,0.376,1.0,1.2,0.818,0.4,2.7,3.2,5.9,1.9,0.1,1.7,2.9,6.3,12.175471698113208,0.40486792452830195,0.024830188679245285,0.1951509433962264,1.7320754716981135,10.958490566037737,6.350943396226414,33.92075471698113,3.5773584905660383,0.2679245283018868,19.177358490566036,14.926415094339623,0.07735849056603773,1.430188679245283,1.4962264150943396,0.049811320754716976,-3.1943396226415093,1.6000000000000003,-1.5943396226415094,0.2660377358490566,25,"Cleveland Cavaliers, Atlanta Hawks",53,43,1457,139,371,1,10,54,66,23,145,311,101,4,91,155,333,0,1,0,0,0,2000-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Calvin Booth,17.0,2.2,4.6,0.476,0.0,0.0,0.0,2.2,4.6,0.476,0.476,1.0,1.4,0.679,1.4,3.1,4.5,0.8,0.5,2.0,1.0,2.7,5.3,15.845454545454546,0.5054545454545455,0.0,0.30209090909090913,9.472727272727273,21.21818181818182,15.3,7.127272727272727,1.5909090909090908,8.60909090909091,15.718181818181819,16.227272727272727,0.20909090909090908,0.8181818181818182,1.0272727272727273,0.10181818181818181,-2.0272727272727273,2.581818181818182,0.5818181818181818,0.32727272727272727,24,"Washington Wizards, Dallas Mavericks",55,29,933,120,252,0,0,53,78,77,169,42,29,111,53,146,293,1,0,0,0,0,2000-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cedric Ceballos,14.0,2.5,5.7,0.441,0.6,1.8,0.301,2.0,3.9,0.506,0.489,0.9,1.1,0.86,0.9,1.8,2.7,0.5,0.4,0.2,0.8,1.5,6.5,15.294999999999998,0.5253500000000001,0.32405,0.18689999999999998,6.964999999999999,14.8625,10.897499999999999,6.9275,1.53,0.9625,11.4425,23.4175,0.37,0.47000000000000003,0.8400000000000001,0.11339999999999999,0.035,-0.5349999999999999,-0.46749999999999997,0.1675,31,"Detroit Pistons, Miami Heat",40,0,559,101,229,22,73,37,43,34,72,20,16,7,32,61,261,0,0,0,0,1,2000-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cherokee Parks,16.2,2.1,4.2,0.489,0.0,0.1,0.0,2.1,4.1,0.5,0.489,0.5,0.7,0.705,1.1,2.4,3.5,0.7,0.4,0.6,0.6,1.9,4.6,12.6,0.5104000000000001,0.02,0.1806,7.919999999999999,16.9,12.459999999999999,7.28,1.3,2.48,12.479999999999999,14.540000000000001,0.66,0.68,1.34,0.0852,-1.66,0.32,-1.44,0.1,28,"Washington Wizards, Los Angeles Clippers",65,31,1054,134,274,0,6,31,44,71,158,46,25,36,41,122,299,1,0,0,0,0,2000-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chris Childs,24.1,1.8,4.4,0.403,0.4,1.4,0.302,1.3,3.0,0.45,0.451,0.8,0.9,0.845,0.3,2.3,2.6,4.6,0.8,0.2,2.0,3.1,4.7,8.998701298701299,0.4945194805194806,0.31636363636363635,0.21172727272727268,1.5363636363636364,11.16753246753247,6.467532467532467,29.844155844155843,1.768831168831169,0.6025974025974027,29.846753246753245,13.409090909090908,-0.035064935064935056,1.361038961038961,1.3922077922077922,0.05442857142857142,-3.4714285714285715,0.7948051948051947,-2.6766233766233767,-0.10129870129870129,33,"New York Knicks, Toronto Raptors",77,5,1859,135,335,32,106,60,71,24,178,355,59,15,156,242,362,0,1,0,0,0,2000-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Christian Laettner,21.3,3.6,7.1,0.503,0.1,0.2,0.308,3.5,6.9,0.507,0.506,2.2,2.6,0.833,1.5,3.2,4.7,1.6,0.9,0.6,1.8,3.1,9.3,16.988461538461536,0.5642564102564103,0.020217948717948717,0.3440641025641026,8.398717948717948,16.608974358974358,12.539743589743589,12.544871794871796,2.2,2.035897435897436,17.22948717948718,21.064102564102566,1.267948717948718,1.0435897435897437,2.3115384615384618,0.12694871794871795,-0.14743589743589744,0.8512820512820514,0.6717948717948719,0.5679487179487179,31,"Dallas Mavericks, Washington Wizards",78,48,1663,277,551,4,13,170,204,118,247,124,71,46,137,242,728,1,0,0,0,0,2000-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chucky Brown,13.0,1.5,3.7,0.421,0.0,0.1,0.0,1.5,3.5,0.435,0.421,0.8,1.3,0.647,0.3,1.8,2.1,0.4,0.3,0.3,0.3,1.4,3.9,9.784615384615385,0.46430769230769237,0.03307692307692308,0.36153846153846153,2.6153846153846154,15.784615384615384,9.053846153846154,5.361538461538462,1.4076923076923078,1.5384615384615385,6.8307692307692305,15.484615384615385,0.02307692307692308,0.1769230769230769,0.2,0.05030769230769231,-2.9153846153846152,-0.5153846153846153,-3.430769230769231,-0.07692307692307693,32,"Golden State Warriors, Cleveland Cavaliers",26,2,339,40,95,0,3,22,34,8,46,11,9,7,8,37,102,0,0,0,0,1,2000-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
