name,mpg,fgm_per_g,fga_per_g,fg_pct,fg3m_per_g,fg3a_per_g,fg3_pct,fg2m_per_g,fg2a_per_g,fg2_pct,efg_pct,ftm_per_g,fta_per_g,ft_pct,orb_per_g,drb_per_g,trb_per_g,ast_per_g,stl_per_g,blk_per_g,tov_per_g,pf_per_g,ppg,player_efficiency_rating,true_shooting_percentage,three_point_attempt_rate,free_throw_attempt_rate,offensive_rebound_percentage,defensive_rebound_percentage,total_rebound_percentage,assist_percentage,steal_percentage,block_percentage,turnover_percentage,usage_percentage,offensive_win_shares,defensive_win_shares,win_shares,win_shares_per_48_minutes,offensive_box_plus_minus,defensive_box_plus_minus,box_plus_minus,value_over_replacement_player,age,team,games_played,games_started,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,points,positions_Center,positions_Point Guard,positions_Power Forward,positions_Shooting Guard,positions_Small Forward,wins,losses,win_loss_pct,team_pts_per_g,opp_pts_per_g,team_simple_rating_system,season
Kyle Singler,12.0,1.1,2.6,0.41,0.2,1.2,0.189,0.8,1.4,0.587,0.452,0.4,0.5,0.765,0.3,1.3,1.5,0.3,0.2,0.2,0.3,0.9,2.8,5.9,0.486,0.446,0.205,2.3,11.5,6.9,3.2,0.9,1.0,10.8,11.2,0.0,0.3,0.3,0.034,-4.1,-0.2,-4.3,-0.2,28,Oklahoma City Thunder,32,2,385,34,83,7,37,13,17,8,40,9,7,5,11,29,88,0,0,0,0,1,47,35,.573,106.6,105.8,1.14,2016-17
Russell Westbrook,34.6,10.2,24.0,0.425,2.5,7.2,0.343,7.7,16.8,0.459,0.476,8.8,10.4,0.845,1.7,9.0,10.7,10.4,1.6,0.4,5.4,2.3,31.6,30.6,0.554,0.3,0.433,5.4,28.8,17.1,57.3,2.3,0.9,15.9,41.7,8.5,4.6,13.1,0.224,8.7,2.4,11.1,9.3,28,Oklahoma City Thunder,81,81,2802,824,1941,200,583,710,840,137,727,840,132,31,438,190,2558,0,1,0,0,0,47,35,.573,106.6,105.8,1.14,2016-17
Arron Afflalo,25.9,3.0,6.9,0.44,1.0,2.5,0.411,2.0,4.4,0.457,0.514,1.4,1.5,0.892,0.1,1.9,2.0,1.3,0.3,0.1,0.7,1.7,8.4,8.9,0.559,0.36,0.221,0.7,8.4,4.6,7.4,0.7,0.3,8.4,14.4,1.2,0.2,1.4,0.043,-2.1,-1.5,-3.6,-0.7,31,Sacramento Kings,61,45,1580,185,420,62,151,83,93,9,116,78,21,6,42,104,515,0,0,0,1,0,32,50,.390,102.8,106.7,-3.29,2016-17
Willie Cauley-Stein,18.9,3.4,6.4,0.53,0.0,0.0,0.0,3.4,6.4,0.532,0.53,1.3,2.0,0.669,1.1,3.4,4.5,1.1,0.7,0.6,0.9,2.0,8.1,16.3,0.558,0.004,0.314,7.0,20.4,13.8,9.4,1.9,2.8,11.2,19.7,1.4,1.5,2.9,0.1,-1.2,0.2,-1.0,0.3,23,Sacramento Kings,75,21,1421,255,481,0,2,101,151,85,254,80,53,44,69,147,611,1,0,0,0,0,32,50,.390,102.8,106.7,-3.29,2016-17
Darren Collison,30.3,5.0,10.5,0.476,1.1,2.6,0.417,3.9,7.9,0.495,0.527,2.2,2.5,0.86,0.3,1.9,2.2,4.6,1.0,0.1,1.7,1.8,13.2,15.3,0.57,0.245,0.239,1.3,7.1,4.3,24.5,1.6,0.4,12.6,19.8,3.1,0.8,3.9,0.091,0.3,-1.2,-0.9,0.6,29,Sacramento Kings,68,64,2063,340,714,73,175,147,171,23,129,312,67,9,114,119,900,0,1,0,0,0,32,50,.390,102.8,106.7,-3.29,2016-17
Jordan Farmar,17.5,2.0,6.0,0.333,2.0,4.5,0.444,0.0,1.5,0.0,0.5,0.0,0.0,0.0,0.5,1.0,1.5,4.5,1.0,0.0,1.5,0.5,6.0,14.4,0.5,0.75,0.0,3.3,6.5,5.0,38.6,2.9,0.0,20.0,19.4,0.0,0.0,0.0,0.063,2.8,-0.7,2.1,0.0,30,Sacramento Kings,2,0,35,4,12,4,9,0,0,1,2,9,2,0,3,1,12,0,1,0,0,0,32,50,.390,102.8,106.7,-3.29,2016-17
Rudy Gay,33.8,6.7,14.7,0.455,1.4,3.8,0.372,5.3,11.0,0.483,0.502,3.9,4.6,0.855,1.2,5.2,6.3,2.8,1.5,0.9,2.5,2.6,18.7,17.9,0.559,0.256,0.312,4.0,17.5,10.8,14.1,2.2,2.3,12.8,25.8,0.8,1.0,1.8,0.087,1.4,0.5,1.9,1.0,30,Sacramento Kings,30,30,1013,201,442,42,113,118,138,35,155,83,44,26,74,79,562,0,0,0,0,1,32,50,.390,102.8,106.7,-3.29,2016-17
Kosta Koufos,20.0,3.0,5.5,0.551,0.0,0.0,0.0,3.0,5.5,0.552,0.551,0.5,0.9,0.613,1.7,4.0,5.7,0.7,0.5,0.7,0.9,2.4,6.6,13.8,0.56,0.003,0.158,9.7,23.0,16.4,5.3,1.3,3.1,12.7,15.3,1.2,1.4,2.6,0.089,-2.1,-0.4,-2.5,-0.2,27,Sacramento Kings,71,62,1419,216,392,0,1,38,62,118,285,47,36,48,61,172,470,1,0,0,0,0,32,50,.390,102.8,106.7,-3.29,2016-17
Skal Labissière,18.5,3.5,6.6,0.537,0.1,0.2,0.375,3.5,6.4,0.543,0.544,1.6,2.2,0.703,1.5,3.4,4.9,0.8,0.5,0.4,1.1,1.9,8.8,16.8,0.577,0.037,0.339,9.7,20.7,15.3,7.5,1.3,1.9,12.9,21.3,0.7,0.5,1.3,0.099,-0.9,-1.4,-2.3,0.0,20,Sacramento Kings,33,12,612,117,218,3,8,52,74,51,111,27,16,13,37,64,289,0,0,1,0,0,32,50,.390,102.8,106.7,-3.29,2016-17
Ty Lawson,25.1,3.4,7.6,0.454,0.5,1.7,0.288,2.9,5.9,0.502,0.487,2.5,3.1,0.797,0.6,2.0,2.6,4.8,1.1,0.1,1.9,1.7,9.9,15.4,0.551,0.226,0.416,3.0,8.9,6.0,29.9,2.2,0.3,17.3,19.5,2.2,1.0,3.2,0.088,-0.2,-0.8,-1.0,0.4,29,Sacramento Kings,69,24,1732,237,522,34,118,173,217,44,135,334,74,6,129,119,681,0,1,0,0,0,32,50,.390,102.8,106.7,-3.29,2016-17
Ben McLemore,19.3,3.0,6.9,0.43,1.1,2.8,0.382,1.9,4.1,0.462,0.507,1.1,1.5,0.753,0.3,1.8,2.1,0.8,0.5,0.1,1.0,1.8,8.1,9.8,0.538,0.406,0.222,1.9,10.7,6.3,6.9,1.2,0.5,11.9,20.1,-0.1,0.5,0.4,0.015,-2.5,-1.7,-4.2,-0.6,23,Sacramento Kings,61,27,1176,180,419,65,170,70,93,19,110,51,29,6,62,108,495,0,0,0,1,0,32,50,.390,102.8,106.7,-3.29,2016-17
Georgios Papagiannis,16.1,2.5,4.6,0.549,0.0,0.1,0.0,2.5,4.5,0.56,0.549,0.5,0.6,0.857,1.1,2.8,3.9,0.9,0.1,0.8,1.1,2.0,5.6,12.7,0.573,0.02,0.137,7.9,20.0,14.0,9.0,0.4,4.4,18.2,16.9,0.1,0.3,0.4,0.057,-3.1,-0.6,-3.8,-0.2,19,Sacramento Kings,22,0,355,56,102,0,2,12,14,24,62,20,3,17,24,44,124,1,0,0,0,0,32,50,.390,102.8,106.7,-3.29,2016-17
Malachi Richardson,9.0,1.3,3.1,0.412,0.4,1.3,0.286,0.9,1.8,0.5,0.471,0.7,0.9,0.789,0.1,0.9,1.0,0.5,0.2,0.0,0.4,1.0,3.6,9.6,0.517,0.412,0.279,1.8,11.5,6.7,8.7,1.3,0.5,9.5,19.3,0.0,0.1,0.1,0.028,-3.4,-1.4,-4.8,-0.1,21,Sacramento Kings,22,0,198,28,68,8,28,15,19,3,20,11,5,1,8,23,79,0,0,0,1,0,32,50,.390,102.8,106.7,-3.29,2016-17
Garrett Temple,26.6,2.8,6.6,0.424,1.3,3.4,0.373,1.6,3.3,0.476,0.519,0.9,1.1,0.784,0.5,2.3,2.8,2.6,1.3,0.4,1.2,2.2,7.8,11.2,0.545,0.509,0.171,2.2,10.1,6.2,14.4,2.5,1.5,14.4,14.2,0.9,1.3,2.2,0.061,-1.5,0.8,-0.8,0.5,30,Sacramento Kings,65,20,1728,183,432,82,220,58,74,32,152,168,84,28,78,141,506,0,0,0,1,0,32,50,.390,102.8,106.7,-3.29,2016-17
Anthony Tolliver,22.7,2.4,5.4,0.442,1.4,3.5,0.391,1.0,1.9,0.537,0.57,0.9,1.3,0.744,0.8,2.9,3.6,1.2,0.5,0.3,0.9,1.7,7.1,11.1,0.595,0.655,0.234,4.0,14.4,9.3,7.7,1.2,1.2,12.6,13.6,1.5,0.8,2.3,0.075,-0.1,-0.8,-1.0,0.4,31,Sacramento Kings,65,9,1477,155,351,90,230,61,82,51,186,77,34,20,56,109,461,0,0,1,0,0,32,50,.390,102.8,106.7,-3.29,2016-17
Alexis Ajinça,15.0,2.3,4.6,0.5,0.0,0.1,0.0,2.3,4.5,0.511,0.5,0.7,1.0,0.725,1.2,3.4,4.5,0.3,0.5,0.6,0.8,2.0,5.3,12.9,0.529,0.022,0.225,8.3,23.8,16.0,3.1,1.7,3.1,13.7,17.2,0.0,0.9,1.0,0.08,-4.0,0.7,-3.3,-0.2,28,New Orleans Pelicans,39,15,584,89,178,0,4,29,40,46,131,12,20,22,31,77,207,1,0,0,0,0,34,48,.415,104.3,106.4,-1.69,2016-17
Ömer Aşık,15.5,1.0,2.1,0.477,0.0,0.0,0.0,1.0,2.1,0.477,0.477,0.7,1.3,0.59,1.5,3.7,5.3,0.5,0.2,0.3,0.5,1.6,2.7,9.8,0.517,0.0,0.6,10.4,25.3,17.8,4.2,0.5,1.7,14.6,8.8,0.4,0.6,1.0,0.1,-3.6,-0.1,-3.7,-0.2,30,New Orleans Pelicans,31,19,482,31,65,0,0,23,39,48,115,15,5,10,14,51,85,1,0,0,0,0,34,48,.415,104.3,106.4,-1.69,2016-17
Jordan Crawford,23.3,5.5,11.5,0.482,1.9,5.0,0.389,3.6,6.5,0.553,0.567,1.1,1.4,0.769,0.2,1.6,1.8,3.0,0.6,0.1,1.3,1.6,14.1,17.6,0.582,0.436,0.119,0.9,7.2,4.1,22.7,1.2,0.4,9.8,25.5,0.6,0.3,0.9,0.102,2.2,-0.9,1.3,0.4,28,New Orleans Pelicans,19,0,442,105,218,37,95,20,26,4,30,57,11,2,25,30,267,0,0,0,1,0,34,48,.415,104.3,106.4,-1.69,2016-17
Dante Cunningham,25.0,2.6,5.4,0.485,1.1,2.7,0.392,1.6,2.7,0.579,0.584,0.2,0.4,0.593,0.8,3.3,4.2,0.6,0.6,0.4,0.4,1.5,6.6,10.2,0.586,0.504,0.075,3.6,14.2,8.9,3.2,1.2,1.4,7.0,10.7,1.4,1.6,3.0,0.088,-1.9,0.3,-1.6,0.2,29,New Orleans Pelicans,66,35,1649,174,359,71,181,16,27,56,221,37,39,28,28,100,435,0,0,1,0,0,34,48,.415,104.3,106.4,-1.69,2016-17
Anthony Davis,36.1,10.3,20.3,0.505,0.5,1.8,0.299,9.7,18.6,0.524,0.518,6.9,8.6,0.802,2.3,9.5,11.8,2.1,1.3,2.2,2.4,2.2,28.0,27.5,0.58,0.088,0.424,6.7,27.9,17.2,11.1,1.7,5.1,9.1,32.6,5.9,5.1,11.0,0.195,4.4,1.4,5.9,5.4,23,New Orleans Pelicans,75,75,2708,770,1526,40,134,519,647,172,712,157,94,167,181,168,2099,1,0,0,0,0,34,48,.415,104.3,106.4,-1.69,2016-17
Cheick Diallo,11.7,2.1,4.5,0.474,0.0,0.0,0.0,2.1,4.5,0.474,0.474,0.9,1.2,0.714,1.4,2.9,4.3,0.2,0.2,0.4,0.4,1.0,5.1,16.8,0.51,0.0,0.276,12.1,26.7,19.4,3.2,1.0,2.9,7.6,20.5,0.2,0.3,0.5,0.111,-1.8,-1.9,-3.7,-0.1,20,New Orleans Pelicans,17,0,199,36,76,0,0,15,21,23,50,4,4,7,7,17,87,0,0,1,0,0,34,48,.415,104.3,106.4,-1.69,2016-17
Tim Frazier,23.5,2.5,6.2,0.403,0.6,2.0,0.313,1.9,4.2,0.446,0.453,1.5,2.0,0.76,0.5,2.1,2.7,5.2,0.9,0.1,1.6,2.0,7.1,12.4,0.504,0.317,0.319,2.3,9.7,6.0,31.4,1.8,0.3,18.0,16.3,1.0,1.4,2.4,0.075,-2.5,-0.2,-2.7,-0.3,26,New Orleans Pelicans,65,35,1525,163,404,40,128,98,129,34,139,335,56,6,101,133,464,0,1,0,0,0,34,48,.415,104.3,106.4,-1.69,2016-17
Solomon Hill,29.7,2.3,6.0,0.383,1.2,3.4,0.348,1.1,2.6,0.428,0.481,1.3,1.6,0.805,0.6,3.2,3.8,1.8,0.9,0.4,1.0,2.3,7.0,8.0,0.527,0.565,0.268,2.3,11.4,6.8,8.1,1.5,1.1,13.3,11.5,0.4,2.3,2.7,0.055,-3.5,0.8,-2.7,-0.4,25,New Orleans Pelicans,80,71,2374,183,478,94,270,103,128,51,256,141,72,32,82,182,563,0,0,0,0,1,34,48,.415,104.3,106.4,-1.69,2016-17
Jrue Holiday,32.7,6.0,13.3,0.454,1.5,4.2,0.356,4.6,9.1,0.498,0.51,1.8,2.5,0.708,0.7,3.3,3.9,7.3,1.5,0.7,2.9,2.0,15.4,17.1,0.532,0.315,0.188,2.2,10.6,6.4,35.9,2.2,1.6,16.7,23.5,1.3,2.6,3.8,0.084,1.0,0.2,1.3,1.8,26,New Orleans Pelicans,67,61,2190,405,893,100,281,119,168,46,218,488,100,44,194,133,1029,0,1,0,0,0,34,48,.415,104.3,106.4,-1.69,2016-17
Jarrett Jack,16.5,1.0,1.5,0.667,0.0,0.5,0.0,1.0,1.0,1.0,0.667,1.0,1.0,1.0,0.0,0.0,0.0,2.5,1.0,0.0,1.5,2.0,3.0,7.7,0.773,0.333,0.667,0.0,0.0,0.0,20.3,3.0,0.0,43.6,9.2,0.0,0.0,0.0,0.06,-4.8,3.4,-1.4,0.0,33,New Orleans Pelicans,2,0,33,2,3,0,1,2,2,0,0,5,2,0,3,4,6,0,1,0,0,0,34,48,.415,104.3,106.4,-1.69,2016-17
E'Twaun Moore,24.9,3.9,8.5,0.457,1.1,2.8,0.37,2.8,5.6,0.501,0.519,0.8,1.0,0.77,0.5,1.6,2.1,2.2,0.7,0.4,0.8,1.8,9.6,12.1,0.537,0.336,0.12,1.9,6.9,4.4,13.8,1.3,1.4,8.7,17.4,1.2,1.5,2.7,0.07,-1.7,0.1,-1.6,0.2,27,New Orleans Pelicans,73,22,1820,283,619,77,208,57,74,33,119,164,50,32,62,131,700,0,0,0,1,0,34,48,.415,104.3,106.4,-1.69,2016-17
Donatas Motiejūnas,14.1,1.7,4.1,0.413,0.3,1.4,0.234,1.4,2.7,0.505,0.453,0.7,1.4,0.51,0.8,2.2,3.0,0.9,0.5,0.3,0.9,1.6,4.4,9.1,0.47,0.341,0.355,5.7,16.6,11.1,9.7,1.8,1.9,16.3,17.6,-0.5,0.6,0.2,0.016,-4.5,0.3,-4.3,-0.3,26,New Orleans Pelicans,34,0,479,57,138,11,47,25,49,26,75,32,18,11,31,55,150,0,0,1,0,0,34,48,.415,104.3,106.4,-1.69,2016-17
Reggie Williams,13.2,1.3,3.8,0.348,0.8,1.8,0.455,0.5,2.0,0.25,0.457,1.0,1.2,0.857,0.3,0.7,1.0,0.7,0.5,0.0,0.0,0.3,4.5,11.7,0.518,0.478,0.304,2.7,5.4,4.0,7.2,1.9,0.0,0.0,14.6,0.1,0.1,0.2,0.098,-0.4,-0.4,-0.8,0.0,30,New Orleans Pelicans,6,0,79,8,23,5,11,6,7,2,4,4,3,0,0,2,27,0,0,0,0,1,34,48,.415,104.3,106.4,-1.69,2016-17
Cole Aldrich,8.6,0.7,1.4,0.523,0.0,0.0,0.0,0.7,1.4,0.523,0.523,0.2,0.4,0.682,0.8,1.7,2.5,0.4,0.4,0.4,0.3,1.4,1.7,12.7,0.549,0.0,0.256,11.0,23.9,17.4,6.4,2.4,3.7,15.1,9.4,0.6,0.7,1.3,0.116,-2.3,1.5,-0.8,0.2,28,Minnesota Timberwolves,62,0,531,45,86,0,0,15,22,51,107,25,25,23,17,85,105,1,0,0,0,0,31,51,.378,105.6,106.7,-0.64,2016-17
Nemanja Bjelica,18.3,2.3,5.5,0.424,0.9,2.7,0.316,1.5,2.8,0.531,0.503,0.7,0.9,0.738,0.9,2.9,3.8,1.2,0.6,0.3,0.9,2.4,6.2,11.0,0.526,0.497,0.171,5.5,18.6,12.0,9.6,1.7,1.4,13.4,16.4,0.6,0.9,1.5,0.059,-1.8,0.2,-1.6,0.1,28,Minnesota Timberwolves,65,1,1190,151,356,56,177,45,61,57,187,79,40,20,59,154,403,0,0,1,0,0,31,51,.378,105.6,106.7,-0.64,2016-17
Gorgui Dieng,32.4,4.0,8.1,0.502,0.2,0.5,0.372,3.9,7.5,0.511,0.514,1.7,2.0,0.814,2.3,5.6,7.9,1.9,1.1,1.2,1.3,3.1,10.0,14.2,0.555,0.065,0.253,8.1,20.5,14.2,8.6,1.7,3.1,12.7,14.0,3.2,2.5,5.7,0.103,-0.8,0.6,-0.1,1.3,27,Minnesota Timberwolves,82,82,2653,332,661,16,43,136,167,188,459,158,88,95,107,254,816,0,0,1,0,0,31,51,.378,105.6,106.7,-0.64,2016-17
Kris Dunn,17.1,1.5,4.0,0.377,0.3,0.9,0.288,1.2,3.1,0.404,0.411,0.5,0.8,0.61,0.3,1.8,2.1,2.4,1.0,0.5,1.1,2.3,3.8,8.1,0.432,0.233,0.188,2.1,12.6,7.3,19.4,3.0,2.3,20.8,14.2,-1.2,1.3,0.1,0.004,-4.5,1.8,-2.8,-0.3,22,Minnesota Timberwolves,78,7,1333,118,313,21,73,36,59,24,142,188,78,36,89,178,293,0,1,0,0,0,31,51,.378,105.6,106.7,-0.64,2016-17
Jordan Hill,6.7,0.7,1.9,0.385,0.0,0.0,0.0,0.7,1.9,0.385,0.385,0.3,0.3,1.0,1.1,0.9,2.0,0.0,0.1,0.0,0.6,1.3,1.7,5.5,0.432,0.0,0.154,19.6,15.1,17.4,0.0,1.1,0.0,22.4,16.8,-0.1,0.0,0.0,-0.033,-7.1,-5.2,-12.3,-0.1,29,Minnesota Timberwolves,7,0,47,5,13,0,0,2,2,8,6,0,1,0,4,9,12,1,0,0,0,0,31,51,.378,105.6,106.7,-0.64,2016-17
Tyus Jones,12.9,1.3,3.0,0.414,0.4,1.2,0.356,0.8,1.8,0.454,0.486,0.6,0.7,0.767,0.2,1.0,1.1,2.6,0.8,0.1,0.6,0.8,3.5,13.8,0.523,0.403,0.238,1.5,8.7,5.0,28.0,3.1,0.6,16.0,13.6,1.0,0.6,1.5,0.096,-0.6,0.7,0.2,0.4,20,Minnesota Timberwolves,60,0,774,75,181,26,73,33,43,10,57,156,48,5,38,50,209,0,1,0,0,0,31,51,.378,105.6,106.7,-0.64,2016-17
Zach LaVine,37.2,6.9,15.1,0.459,2.6,6.6,0.387,4.4,8.5,0.515,0.544,2.5,3.0,0.836,0.4,3.0,3.4,3.0,0.9,0.2,1.8,2.2,18.9,14.6,0.576,0.437,0.197,1.2,9.5,5.3,12.6,1.2,0.5,9.9,21.7,2.6,0.4,3.0,0.082,1.5,-1.4,0.1,0.9,21,Minnesota Timberwolves,47,47,1749,326,710,120,310,117,140,19,141,139,41,10,85,104,889,0,0,0,1,0,31,51,.378,105.6,106.7,-0.64,2016-17
John Lucas III,2.2,0.2,0.8,0.25,0.0,0.2,0.0,0.2,0.6,0.333,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.4,0.0,0.0,0.0,0.4,9.1,0.25,0.25,0.0,0.0,0.0,0.0,12.5,9.2,0.0,0.0,16.1,0.0,0.0,0.0,-0.033,-4.0,7.1,3.1,0.0,34,Minnesota Timberwolves,5,0,11,1,4,0,1,0,0,0,0,1,2,0,0,0,2,0,1,0,0,0,31,51,.378,105.6,106.7,-0.64,2016-17
Shabazz Muhammad,19.4,3.7,7.7,0.482,0.6,1.9,0.338,3.1,5.8,0.528,0.523,1.9,2.4,0.774,1.1,1.7,2.8,0.4,0.3,0.1,0.7,1.1,9.9,14.9,0.566,0.242,0.318,6.4,10.6,8.5,3.7,0.7,0.3,7.6,21.5,2.5,0.2,2.7,0.086,0.5,-2.9,-2.4,-0.1,24,Minnesota Timberwolves,78,1,1516,288,598,49,145,147,190,84,136,35,22,6,56,86,772,0,0,0,0,1,31,51,.378,105.6,106.7,-0.64,2016-17
Adreian Payne,7.5,1.3,3.0,0.426,0.2,0.8,0.2,1.1,2.2,0.513,0.454,0.8,1.1,0.737,0.5,1.3,1.8,0.4,0.4,0.4,0.4,1.8,3.5,14.4,0.505,0.278,0.352,7.7,21.0,14.3,8.0,3.0,4.4,11.4,23.1,0.0,0.2,0.2,0.086,-3.8,1.5,-2.3,0.0,25,Minnesota Timberwolves,18,0,135,23,54,3,15,14,19,9,24,7,8,7,8,32,63,0,0,1,0,0,31,51,.378,105.6,106.7,-0.64,2016-17
