name,mpg,fgm_per_g,fga_per_g,fg_pct,fg3m_per_g,fg3a_per_g,fg3_pct,fg2m_per_g,fg2a_per_g,fg2_pct,efg_pct,ftm_per_g,fta_per_g,ft_pct,orb_per_g,drb_per_g,trb_per_g,ast_per_g,stl_per_g,blk_per_g,tov_per_g,pf_per_g,ppg,player_efficiency_rating,true_shooting_percentage,three_point_attempt_rate,free_throw_attempt_rate,offensive_rebound_percentage,defensive_rebound_percentage,total_rebound_percentage,assist_percentage,steal_percentage,block_percentage,turnover_percentage,usage_percentage,offensive_win_shares,defensive_win_shares,win_shares,win_shares_per_48_minutes,offensive_box_plus_minus,defensive_box_plus_minus,box_plus_minus,value_over_replacement_player,age,team,games_played,games_started,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,points,positions_Center,positions_Point Guard,positions_Power Forward,positions_Shooting Guard,positions_Small Forward,wins,losses,win_loss_pct,team_pts_per_g,opp_pts_per_g,team_simple_rating_system,season
Kareem Abdul-Jabbar,37.2,10.5,18.2,0.574,0.0,0.0,0.0,10.5,18.2,0.574,0.574,5.3,6.9,0.766,2.5,7.8,10.3,3.4,0.7,2.9,3.1,3.1,26.2,25.5,0.616,0.001,0.379,7.6,21.5,15.0,13.6,0.9,4.0,12.8,26.3,9.6,4.6,14.3,0.23,4.7,1.4,6.1,6.1,33,Los Angeles Lakers,80,0,2976,836,1457,0,1,423,552,197,624,272,59,228,249,244,2095,1,0,0,0,0,54,28,.659,111.2,107.3,3.27,1980-81
Jim Brewer,14.2,1.3,2.5,0.513,0.0,0.0,0.0,1.3,2.5,0.518,0.513,0.2,0.5,0.375,1.6,2.0,3.6,0.7,0.6,0.7,0.6,2.0,2.8,10.6,0.506,0.01,0.203,13.2,14.2,13.8,5.8,1.8,2.8,18.3,9.5,0.7,1.5,2.2,0.097,-1.6,1.1,-0.5,0.4,29,Los Angeles Lakers,78,0,1107,101,197,0,2,15,40,127,154,55,43,58,48,158,217,0,0,1,0,0,54,28,.659,111.2,107.3,3.27,1980-81
Butch Carter,12.4,2.1,4.6,0.462,0.1,0.2,0.3,2.1,4.4,0.468,0.468,1.3,1.8,0.737,0.6,0.6,1.2,1.0,0.4,0.0,0.9,1.8,5.6,10.7,0.521,0.04,0.385,5.8,4.7,5.2,9.9,1.6,0.1,14.8,20.2,0.5,0.5,0.9,0.067,-2.8,-1.3,-4.1,-0.4,22,Los Angeles Lakers,54,0,672,114,247,3,10,70,95,34,31,52,23,1,50,99,301,0,0,0,0,1,54,28,.659,111.2,107.3,3.27,1980-81
Jim Chones,31.2,4.6,9.2,0.503,0.0,0.0,0.0,4.6,9.1,0.506,0.503,1.5,2.4,0.653,2.2,5.8,8.0,1.9,0.5,1.2,1.9,4.0,10.8,11.8,0.528,0.005,0.257,8.1,19.1,13.9,7.4,0.7,2.0,16.0,15.6,1.5,3.2,4.7,0.088,-2.0,-0.1,-2.1,-0.1,31,Los Angeles Lakers,82,0,2562,378,751,0,4,126,193,180,477,153,39,96,159,324,882,0,0,1,0,0,54,28,.659,111.2,107.3,3.27,1980-81
Michael Cooper,32.4,4.0,8.1,0.491,0.0,0.2,0.211,3.9,7.8,0.499,0.494,1.4,1.8,0.785,1.5,2.7,4.1,4.1,1.6,1.0,2.0,3.1,9.4,12.2,0.53,0.029,0.228,5.3,8.4,6.9,15.2,2.4,1.6,18.6,13.5,2.0,3.0,5.0,0.092,-0.6,1.5,0.9,1.9,24,Los Angeles Lakers,81,0,2625,321,654,4,19,117,149,121,215,332,133,78,164,249,763,0,0,0,1,0,54,28,.659,111.2,107.3,3.27,1980-81
Alan Hardy,5.0,1.0,2.7,0.373,0.0,0.0,0.0,1.0,2.7,0.373,0.373,0.3,0.5,0.7,0.4,0.5,0.9,0.1,0.0,0.4,0.5,0.6,2.3,7.5,0.402,0.0,0.169,8.3,10.1,9.3,3.6,0.4,4.3,14.8,26.9,-0.3,0.1,-0.2,-0.072,-5.1,-1.2,-6.3,-0.2,23,Los Angeles Lakers,22,0,111,22,59,0,0,7,10,8,11,3,1,9,11,13,51,0,0,0,1,0,54,28,.659,111.2,107.3,3.27,1980-81
Brad Holland,7.2,1.1,2.7,0.423,0.0,0.1,0.333,1.1,2.6,0.426,0.428,0.9,1.2,0.714,0.2,0.5,0.7,0.6,0.5,0.0,0.8,1.1,3.2,9.8,0.49,0.027,0.441,3.5,6.9,5.3,9.8,3.3,0.2,19.0,22.3,-0.2,0.4,0.1,0.024,-4.8,0.2,-4.6,-0.2,24,Los Angeles Lakers,41,0,295,47,111,1,3,35,49,9,20,23,21,1,31,44,130,0,0,0,1,0,54,28,.659,111.2,107.3,3.27,1980-81
Tony Jackson,7.0,0.5,1.5,0.333,0.0,0.0,0.0,0.5,1.5,0.333,0.333,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.5,1.0,12.9,0.333,0.0,0.0,0.0,14.6,7.7,16.2,6.7,0.0,0.0,8.6,0.0,0.0,0.0,0.124,-4.3,0.6,-3.6,0.0,23,Los Angeles Lakers,2,0,14,1,3,0,0,0,0,0,2,2,2,0,0,1,2,0,1,0,0,0,54,28,.659,111.2,107.3,3.27,1980-81
Magic Johnson,37.1,8.4,15.9,0.532,0.1,0.5,0.176,8.4,15.4,0.542,0.534,4.6,6.1,0.76,2.7,5.9,8.6,8.6,3.4,0.7,3.9,2.7,21.6,25.7,0.582,0.029,0.383,8.5,16.4,12.7,31.8,4.3,1.0,17.2,24.3,3.8,2.6,6.4,0.225,5.6,3.3,8.8,3.8,21,Los Angeles Lakers,37,0,1371,312,587,3,17,171,225,101,219,317,127,27,143,100,798,0,0,0,1,0,54,28,.659,111.2,107.3,3.27,1980-81
Mark Landsberger,15.7,2.4,4.7,0.502,0.0,0.0,0.0,2.4,4.7,0.503,0.502,0.9,1.7,0.534,2.2,3.3,5.5,0.4,0.3,0.1,0.9,2.0,5.7,12.5,0.516,0.003,0.355,16.1,21.2,18.8,3.1,0.8,0.3,14.7,16.4,0.9,1.3,2.2,0.099,-1.5,-2.5,-4.0,-0.5,25,Los Angeles Lakers,69,0,1086,164,327,0,1,62,116,152,225,27,19,6,65,135,390,0,0,1,0,0,54,28,.659,111.2,107.3,3.27,1980-81
