name,mpg,fgm_per_g,fga_per_g,fg_pct,fg3m_per_g,fg3a_per_g,fg3_pct,fg2m_per_g,fg2a_per_g,fg2_pct,efg_pct,ftm_per_g,fta_per_g,ft_pct,orb_per_g,drb_per_g,trb_per_g,ast_per_g,stl_per_g,blk_per_g,tov_per_g,pf_per_g,ppg,player_efficiency_rating,true_shooting_percentage,three_point_attempt_rate,free_throw_attempt_rate,offensive_rebound_percentage,defensive_rebound_percentage,total_rebound_percentage,assist_percentage,steal_percentage,block_percentage,turnover_percentage,usage_percentage,offensive_win_shares,defensive_win_shares,win_shares,win_shares_per_48_minutes,offensive_box_plus_minus,defensive_box_plus_minus,box_plus_minus,value_over_replacement_player,age,team,games_played,games_started,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,points,positions_Center,positions_Point Guard,positions_Power Forward,positions_Shooting Guard,positions_Small Forward,wins,losses,win_loss_pct,team_pts_per_g,opp_pts_per_g,team_simple_rating_system,season
Daniel Oturu,9.0,1.0,2.0,0.5,0.0,0.3,0.0,1.0,1.7,0.6,0.5,1.0,1.7,0.6,0.3,1.3,1.7,0.0,0.0,0.7,0.0,0.3,3.0,13.4,0.549,0.167,0.833,3.8,17.0,10.0,0.0,0.0,7.2,0.0,13.0,0.0,0.0,0.1,0.121,-2.7,-2.5,-5.2,0.0,22,Toronto Raptors,3,0,27,3,6,0,1,3,5,1,4,0,0,2,0,1,9,1,0,0,0,0,48,34,.585,109.4,107.1,2.38,2021-22
Pascal Siakam,37.9,8.8,17.8,0.494,1.1,3.2,0.344,7.7,14.5,0.527,0.525,4.2,5.6,0.749,1.9,6.6,8.5,5.3,1.3,0.6,2.7,3.3,22.8,20.3,0.565,0.181,0.314,5.1,20.1,12.2,23.0,1.6,1.6,11.6,25.8,4.9,3.2,8.1,0.151,2.7,0.8,3.5,3.6,27,Toronto Raptors,68,68,2578,596,1207,75,218,284,379,128,452,360,85,42,181,225,1551,0,0,1,0,0,48,34,.585,109.4,107.1,2.38,2021-22
Gary Trent Jr.,35.0,6.4,15.5,0.414,3.0,7.8,0.383,3.4,7.7,0.445,0.511,2.5,2.9,0.853,0.4,2.4,2.7,2.0,1.7,0.3,1.0,2.1,18.3,14.7,0.546,0.502,0.188,1.1,7.7,4.2,8.8,2.5,0.8,5.8,21.8,3.1,2.5,5.6,0.11,-0.1,0.3,0.2,1.3,23,Toronto Raptors,70,69,2448,450,1086,209,545,174,204,26,165,141,122,19,73,144,1283,0,0,0,1,0,48,34,.585,109.4,107.1,2.38,2021-22
Fred VanVleet,37.9,6.8,16.9,0.403,3.7,9.9,0.377,3.1,7.0,0.44,0.513,3.0,3.4,0.874,0.7,3.8,4.4,6.7,1.7,0.5,2.6,2.5,20.3,17.3,0.552,0.585,0.202,1.8,11.4,6.4,26.7,2.3,1.4,12.5,23.7,3.9,2.8,6.7,0.131,3.1,0.5,3.6,3.5,27,Toronto Raptors,65,65,2462,442,1097,242,642,194,222,44,245,434,111,35,170,162,1320,0,1,0,0,0,48,34,.585,109.4,107.1,2.38,2021-22
Yuta Watanabe,11.7,1.5,3.6,0.406,0.7,2.1,0.342,0.8,1.6,0.492,0.504,0.6,1.1,0.6,0.5,1.9,2.4,0.6,0.3,0.4,0.5,1.0,4.3,11.5,0.524,0.572,0.29,4.2,19.0,11.2,6.6,1.2,3.5,10.9,16.8,0.1,0.6,0.7,0.075,-1.9,0.0,-2.0,0.0,27,Toronto Raptors,38,4,445,56,138,27,79,24,40,18,74,21,11,16,19,38,163,0,0,0,0,1,48,34,.585,109.4,107.1,2.38,2021-22
D.J. Wilson,13.5,2.8,3.8,0.733,0.0,0.5,0.0,2.8,3.3,0.846,0.733,2.0,2.5,0.8,0.3,3.8,4.0,1.3,1.3,0.3,0.5,1.5,7.5,27.9,0.773,0.133,0.667,1.9,31.8,16.1,14.6,4.6,1.8,9.3,17.0,0.2,0.1,0.4,0.328,1.8,3.2,5.0,0.1,25,Toronto Raptors,4,1,54,11,15,0,2,8,10,1,15,5,5,1,2,6,30,0,0,1,0,0,48,34,.585,109.4,107.1,2.38,2021-22
Steven Adams,26.3,2.8,5.1,0.547,0.0,0.0,0.0,2.8,5.0,0.548,0.547,1.4,2.6,0.543,4.6,5.4,10.0,3.4,0.9,0.8,1.5,2.0,6.9,17.6,0.56,0.003,0.518,17.9,22.0,19.9,16.1,1.6,2.7,19.6,12.0,3.8,3.0,6.8,0.163,1.0,1.0,2.0,2.0,28,Memphis Grizzlies,76,75,1999,210,384,0,1,108,199,349,411,256,65,60,115,153,528,1,0,0,0,0,56,26,.683,115.6,109.9,5.37,2021-22
Santi Aldama,11.3,1.7,4.1,0.402,0.2,1.5,0.125,1.5,2.6,0.56,0.424,0.6,1.0,0.625,1.0,1.7,2.7,0.7,0.2,0.3,0.5,1.1,4.1,10.2,0.452,0.364,0.242,9.4,16.1,12.6,7.7,0.8,2.5,9.9,18.4,-0.1,0.4,0.3,0.044,-4.2,-1.5,-5.7,-0.3,21,Memphis Grizzlies,32,0,360,53,132,6,48,20,32,33,54,21,6,10,16,36,132,0,0,1,0,0,56,26,.683,115.6,109.9,5.37,2021-22
Kyle Anderson,21.5,3.0,6.8,0.446,0.5,1.6,0.33,2.5,5.2,0.481,0.484,1.0,1.5,0.638,1.0,4.3,5.3,2.7,1.1,0.7,1.0,1.6,7.6,14.4,0.506,0.232,0.224,4.8,21.6,13.0,16.2,2.5,2.7,12.1,16.2,1.0,2.5,3.5,0.113,-0.9,2.1,1.2,1.2,28,Memphis Grizzlies,69,11,1484,209,469,36,109,67,105,69,299,183,77,45,71,108,521,0,0,1,0,0,56,26,.683,115.6,109.9,5.37,2021-22
Desmond Bane,29.8,6.7,14.5,0.461,3.0,6.9,0.436,3.7,7.6,0.484,0.565,1.8,2.0,0.903,0.6,3.8,4.4,2.7,1.2,0.4,1.5,2.6,18.2,17.6,0.592,0.475,0.141,2.1,13.6,7.7,13.5,1.9,1.1,8.7,23.1,4.5,2.7,7.2,0.153,2.5,0.3,2.7,2.7,23,Memphis Grizzlies,76,76,2266,508,1101,228,523,140,155,46,288,208,92,29,111,196,1384,0,0,0,1,0,56,26,.683,115.6,109.9,5.37,2021-22
Dillon Brooks,27.7,7.1,16.4,0.432,1.4,4.7,0.309,5.7,11.8,0.48,0.475,2.8,3.3,0.849,0.9,2.3,3.2,2.8,1.1,0.3,1.6,3.3,18.4,15.5,0.515,0.283,0.202,3.4,8.8,6.0,15.4,1.9,0.8,8.0,28.8,0.7,0.9,1.6,0.087,-1.0,-0.8,-1.8,0.0,26,Memphis Grizzlies,32,31,885,227,526,46,149,90,106,29,73,88,36,8,50,105,590,0,0,0,0,1,56,26,.683,115.6,109.9,5.37,2021-22
Shaq Buchanan,5.0,0.5,2.0,0.25,0.0,1.0,0.0,0.5,1.0,0.5,0.25,0.0,0.0,0.0,0.5,0.5,1.0,1.0,0.5,0.0,1.0,0.5,1.0,0.6,0.25,0.5,0.0,10.2,10.7,10.5,24.9,4.8,0.0,33.3,24.6,-0.1,0.0,0.0,-0.23,-11.0,0.3,-10.7,0.0,25,Memphis Grizzlies,2,0,10,1,4,0,2,0,0,1,1,2,1,0,2,1,2,0,0,0,1,0,56,26,.683,115.6,109.9,5.37,2021-22
Brandon Clarke,19.5,4.5,7.0,0.644,0.1,0.3,0.227,4.4,6.6,0.666,0.65,1.3,2.0,0.654,2.1,3.2,5.3,1.3,0.6,1.1,0.5,1.9,10.4,23.7,0.66,0.049,0.291,11.1,17.8,14.4,10.3,1.5,4.9,6.3,17.7,4.4,1.9,6.3,0.241,3.1,1.1,4.2,2.0,25,Memphis Grizzlies,64,1,1246,288,447,5,22,85,130,135,207,86,39,68,34,122,666,0,0,1,0,0,56,26,.683,115.6,109.9,5.37,2021-22
Jarrett Culver,9.1,1.4,3.6,0.378,0.3,1.3,0.255,1.1,2.4,0.443,0.422,0.4,0.9,0.471,0.4,0.9,1.3,0.9,0.5,0.1,0.5,1.1,3.5,8.7,0.433,0.348,0.252,3.9,11.1,7.4,13.0,2.8,1.3,11.8,20.6,-0.4,0.5,0.1,0.012,-5.7,0.3,-5.4,-0.3,22,Memphis Grizzlies,37,0,338,51,135,12,47,16,34,13,35,33,20,5,20,42,130,0,0,0,1,0,56,26,.683,115.6,109.9,5.37,2021-22
Jaren Jackson Jr.,27.3,5.5,13.3,0.415,1.6,5.1,0.319,3.9,8.1,0.476,0.477,3.6,4.4,0.823,1.5,4.3,5.8,1.1,0.9,2.3,1.7,3.5,16.3,17.0,0.535,0.387,0.333,5.7,16.9,11.2,5.8,1.6,7.4,9.9,25.4,1.7,3.7,5.4,0.121,-0.9,0.8,-0.1,1.0,22,Memphis Grizzlies,78,78,2126,430,1036,128,401,284,345,119,335,86,73,177,130,272,1272,0,0,1,0,0,56,26,.683,115.6,109.9,5.37,2021-22
DaQuan Jeffries,3.0,0.3,0.7,0.5,0.0,0.3,0.0,0.3,0.3,1.0,0.5,0.0,0.0,0.0,0.0,0.7,0.7,0.3,0.0,0.0,0.0,0.3,0.7,8.4,0.5,0.5,0.0,0.0,23.8,11.6,14.0,0.0,0.0,0.0,9.1,0.0,0.0,0.0,0.099,-5.8,0.9,-4.9,0.0,24,Memphis Grizzlies,3,0,9,1,2,0,1,0,0,0,2,1,0,0,0,1,2,0,0,0,1,0,56,26,.683,115.6,109.9,5.37,2021-22
Tyus Jones,21.2,3.4,7.6,0.451,1.1,2.8,0.39,2.3,4.8,0.487,0.524,0.7,0.9,0.818,0.2,2.2,2.4,4.4,0.9,0.0,0.6,0.4,8.7,16.5,0.544,0.371,0.12,1.1,11.0,5.9,28.2,2.0,0.1,7.3,16.6,3.4,1.6,5.1,0.158,1.2,0.5,1.7,1.4,25,Memphis Grizzlies,73,23,1549,249,552,80,205,54,66,17,159,324,66,2,46,32,632,0,1,0,0,0,56,26,.683,115.6,109.9,5.37,2021-22
John Konchar,17.9,1.9,3.6,0.515,0.7,1.8,0.413,1.2,1.9,0.61,0.615,0.4,0.7,0.551,1.2,3.4,4.6,1.5,0.6,0.3,0.4,1.3,4.8,14.0,0.615,0.481,0.187,6.9,20.1,13.3,10.6,1.7,1.5,9.3,9.9,2.4,1.8,4.2,0.155,0.2,1.3,1.5,1.2,25,Memphis Grizzlies,72,7,1292,135,262,52,126,27,49,87,242,109,45,22,29,90,349,0,0,0,1,0,56,26,.683,115.6,109.9,5.37,2021-22
Dakota Mathias,2.7,0.3,1.0,0.333,0.3,1.0,0.333,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.3,0.3,0.2,0.2,0.0,0.0,0.2,1.0,11.0,0.5,1.0,0.0,0.0,13.4,6.5,8.0,3.0,0.0,0.0,15.4,0.0,0.0,0.0,0.114,-1.4,1.7,0.3,0.0,26,Memphis Grizzlies,6,0,16,2,6,2,6,0,0,0,2,1,1,0,0,1,6,0,0,0,1,0,56,26,.683,115.6,109.9,5.37,2021-22
De'Anthony Melton,22.7,3.8,9.5,0.404,1.9,5.1,0.374,1.9,4.4,0.44,0.504,1.2,1.6,0.75,0.9,3.6,4.5,2.7,1.4,0.5,1.5,1.8,10.8,15.2,0.529,0.535,0.173,4.0,17.1,10.4,16.0,3.0,2.1,13.0,21.3,0.9,2.8,3.7,0.107,0.3,1.6,1.9,1.6,23,Memphis Grizzlies,73,15,1657,281,695,139,372,90,120,64,264,194,104,39,112,128,791,0,0,0,1,0,56,26,.683,115.6,109.9,5.37,2021-22
Sam Merrill,9.7,1.3,4.0,0.333,1.2,3.8,0.304,0.2,0.2,1.0,0.479,0.3,0.7,0.5,0.2,1.0,1.2,0.7,0.0,0.0,0.3,0.5,4.2,7.5,0.485,0.958,0.167,1.8,11.1,6.3,9.0,0.0,0.0,7.2,19.6,0.0,0.0,0.0,0.029,-2.2,-3.4,-5.6,-0.1,25,Memphis Grizzlies,6,0,58,8,24,7,23,2,4,1,6,4,0,0,2,3,25,0,0,0,1,0,56,26,.683,115.6,109.9,5.37,2021-22
Ja Morant,33.1,10.2,20.6,0.493,1.5,4.5,0.344,8.6,16.2,0.534,0.53,5.5,7.3,0.761,1.4,4.4,5.7,6.7,1.2,0.4,3.4,1.5,27.4,24.4,0.575,0.218,0.353,4.2,14.1,9.0,34.1,1.7,1.0,12.6,33.7,4.6,2.1,6.7,0.171,6.2,-0.1,6.1,3.9,22,Memphis Grizzlies,57,57,1889,580,1177,88,256,316,415,77,248,384,66,22,196,86,1564,0,1,0,0,0,56,26,.683,115.6,109.9,5.37,2021-22
Yves Pons,5.9,0.4,1.3,0.313,0.3,0.8,0.333,0.2,0.6,0.286,0.406,0.0,0.2,0.0,0.4,0.6,1.0,0.1,0.1,0.3,0.1,0.5,1.1,5.9,0.385,0.563,0.125,7.2,10.6,8.8,1.7,0.7,5.0,5.6,10.3,0.0,0.1,0.0,0.03,-4.9,-1.7,-6.6,-0.1,22,Memphis Grizzlies,12,0,71,5,16,3,9,0,2,5,7,1,1,4,1,6,13,0,0,0,0,1,56,26,.683,115.6,109.9,5.37,2021-22
Tyrell Terry,1.5,0.5,0.5,1.0,0.0,0.0,0.0,0.5,0.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.7,0.0,0.0,0.0,0.222,-3.4,2.5,-1.0,0.0,21,Memphis Grizzlies,2,0,3,1,1,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,56,26,.683,115.6,109.9,5.37,2021-22
Jon Teske,2.7,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.7,0.0,0.0,0.7,0.7,0.3,0.3,0.0,0.0,0.3,0.0,1.5,0.0,0.0,2.0,0.0,26.8,13.1,13.8,6.0,0.0,0.0,9.6,0.0,0.0,0.0,-0.08,-8.5,3.7,-4.8,0.0,24,Memphis Grizzlies,3,0,8,0,1,0,0,0,2,0,2,1,1,0,0,1,0,1,0,0,0,0,56,26,.683,115.6,109.9,5.37,2021-22
Killian Tillie,12.8,1.2,3.5,0.339,0.8,2.4,0.314,0.4,1.1,0.39,0.445,0.1,0.2,0.625,0.6,1.1,1.7,0.6,0.6,0.4,0.4,1.6,3.3,7.6,0.452,0.677,0.063,4.7,9.1,6.8,5.9,2.4,2.9,9.1,12.8,-0.1,0.6,0.6,0.058,-3.8,1.1,-2.7,-0.1,23,Memphis Grizzlies,36,3,461,43,127,27,86,5,8,21,39,22,23,15,13,58,118,1,0,0,0,0,56,26,.683,115.6,109.9,5.37,2021-22
Xavier Tillman Sr.,13.2,1.8,4.1,0.454,0.2,0.9,0.204,1.7,3.2,0.527,0.477,0.9,1.3,0.648,1.2,1.8,3.0,1.2,0.9,0.3,0.6,1.2,4.8,15.1,0.51,0.227,0.329,9.6,14.5,12.0,11.6,3.3,1.9,12.1,16.4,0.6,1.2,1.8,0.121,-1.1,1.8,0.7,0.5,23,Memphis Grizzlies,53,2,701,98,216,10,49,46,71,66,95,62,49,15,34,63,252,0,0,1,0,0,56,26,.683,115.6,109.9,5.37,2021-22
Ziaire Williams,21.7,3.1,6.8,0.45,1.2,3.9,0.314,1.9,2.9,0.632,0.54,0.7,0.9,0.782,0.4,1.7,2.1,1.0,0.6,0.2,0.7,1.8,8.1,9.7,0.559,0.571,0.13,2.0,8.2,5.0,6.3,1.2,0.8,8.4,14.9,1.1,1.1,2.2,0.08,-2.4,-0.6,-3.0,-0.3,20,Memphis Grizzlies,62,31,1346,191,424,76,242,43,55,26,103,65,35,12,41,113,501,0,0,0,0,1,56,26,.683,115.6,109.9,5.37,2021-22
Bam Adebayo,32.6,7.3,13.0,0.557,0.0,0.1,0.0,7.3,12.9,0.562,0.557,4.6,6.1,0.753,2.4,7.6,10.1,3.4,1.4,0.8,2.6,3.1,19.1,21.8,0.608,0.008,0.466,8.7,26.1,17.5,17.5,2.2,2.6,14.4,25.0,3.6,3.5,7.2,0.188,1.7,2.1,3.8,2.7,24,Miami Heat,56,56,1825,406,729,0,6,256,340,137,427,190,80,44,148,171,1068,1,0,0,0,0,53,29,.646,110.0,105.6,4.23,2021-22
Jimmy Butler,33.9,7.0,14.5,0.48,0.5,2.0,0.233,6.5,12.5,0.52,0.496,6.9,8.0,0.87,1.8,4.1,5.9,5.5,1.6,0.5,2.1,1.5,21.4,23.6,0.592,0.14,0.549,6.1,13.5,9.9,26.4,2.4,1.5,10.5,26.5,6.2,2.9,9.2,0.228,4.5,1.9,6.3,4.0,32,Miami Heat,57,57,1931,398,829,27,116,396,455,102,234,312,94,27,121,88,1219,0,0,0,0,1,53,29,.646,110.0,105.6,4.23,2021-22
Dewayne Dedmon,15.9,2.4,4.3,0.566,0.3,0.7,0.404,2.2,3.6,0.597,0.598,1.1,1.5,0.75,1.6,4.2,5.8,0.7,0.4,0.6,1.0,2.6,6.3,15.9,0.632,0.162,0.345,11.4,29.4,20.6,6.7,1.1,4.2,17.3,16.9,1.5,2.0,3.5,0.157,-2.2,1.1,-1.0,0.3,32,Miami Heat,67,15,1065,164,290,19,47,75,100,105,281,47,24,42,70,174,422,1,0,0,0,0,53,29,.646,110.0,105.6,4.23,2021-22
Marcus Garrett,10.7,0.4,1.8,0.238,0.1,0.3,0.25,0.3,1.4,0.235,0.262,0.2,0.4,0.4,0.8,1.2,1.9,0.6,0.4,0.3,0.2,1.3,1.1,4.7,0.28,0.19,0.238,8.1,12.2,10.2,7.0,2.0,2.5,7.9,8.8,-0.1,0.2,0.1,0.032,-6.4,1.0,-5.4,-0.1,23,Miami Heat,12,0,128,5,21,1,4,2,5,9,14,7,5,3,2,16,13,0,0,0,1,0,53,29,.646,110.0,105.6,4.23,2021-22
Kyle Guy,9.8,1.4,3.4,0.4,0.7,2.1,0.35,0.6,1.3,0.48,0.508,0.4,0.6,0.667,0.2,0.7,0.9,0.9,0.4,0.1,0.7,0.6,3.9,9.5,0.526,0.615,0.185,2.5,7.8,5.2,13.5,1.9,0.6,15.6,19.9,-0.1,0.2,0.1,0.035,-3.1,-0.3,-3.4,-0.1,24,Miami Heat,19,0,186,26,65,14,40,8,12,4,13,17,7,1,13,12,74,0,0,0,1,0,53,29,.646,110.0,105.6,4.23,2021-22
Udonis Haslem,6.4,1.1,2.4,0.452,0.1,0.3,0.25,1.0,2.1,0.481,0.468,0.2,0.2,1.0,0.3,1.6,1.9,0.3,0.1,0.1,0.4,1.2,2.5,8.6,0.495,0.129,0.097,5.6,28.2,17.1,7.4,0.6,1.3,13.4,20.0,-0.1,0.1,0.1,0.033,-6.4,-0.7,-7.1,-0.1,41,Miami Heat,13,0,83,14,31,1,4,3,3,4,21,4,1,1,5,15,32,1,0,0,0,0,53,29,.646,110.0,105.6,4.23,2021-22
Tyler Herro,32.6,7.6,17.0,0.447,2.7,6.7,0.399,4.9,10.3,0.477,0.525,2.9,3.3,0.868,0.5,4.5,5.0,4.0,0.7,0.1,2.6,1.4,20.7,16.2,0.561,0.391,0.195,1.7,15.4,8.7,20.9,1.0,0.4,12.5,28.8,1.3,2.4,3.8,0.084,1.6,-0.9,0.7,1.5,22,Miami Heat,66,10,2151,501,1122,175,439,190,219,32,297,263,44,8,174,95,1367,0,0,0,1,0,53,29,.646,110.0,105.6,4.23,2021-22
Haywood Highsmith,8.6,0.8,2.4,0.348,0.5,1.5,0.321,0.4,0.9,0.389,0.446,0.1,0.3,0.4,0.5,0.8,1.4,0.3,0.1,0.2,0.2,0.7,2.3,7.0,0.446,0.609,0.109,7.1,10.9,9.0,5.1,0.6,1.9,5.9,14.0,0.0,0.2,0.1,0.041,-3.3,-1.3,-4.6,-0.1,25,Miami Heat,19,1,163,16,46,9,28,2,5,10,16,6,2,3,3,13,43,0,0,0,0,1,53,29,.646,110.0,105.6,4.23,2021-22
