name,mpg,fgm_per_g,fga_per_g,fg_pct,fg3m_per_g,fg3a_per_g,fg3_pct,fg2m_per_g,fg2a_per_g,fg2_pct,efg_pct,ftm_per_g,fta_per_g,ft_pct,orb_per_g,drb_per_g,trb_per_g,ast_per_g,stl_per_g,blk_per_g,tov_per_g,pf_per_g,ppg,player_efficiency_rating,true_shooting_percentage,three_point_attempt_rate,free_throw_attempt_rate,offensive_rebound_percentage,defensive_rebound_percentage,total_rebound_percentage,assist_percentage,steal_percentage,block_percentage,turnover_percentage,usage_percentage,offensive_win_shares,defensive_win_shares,win_shares,win_shares_per_48_minutes,offensive_box_plus_minus,defensive_box_plus_minus,box_plus_minus,value_over_replacement_player,age,team,games_played,games_started,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,points,positions_Center,positions_Point Guard,positions_Power Forward,positions_Shooting Guard,positions_Small Forward,wins,losses,win_loss_pct,team_pts_per_g,opp_pts_per_g,team_simple_rating_system,season
Hassan Adams,4.3,0.3,1.1,0.308,0.0,0.0,0.0,0.3,1.1,0.308,0.308,0.3,0.5,0.5,0.1,0.5,0.6,0.1,0.1,0.1,0.3,0.3,0.9,0.4,0.352,0.0,0.462,2.3,13.4,7.9,2.8,1.0,1.5,20.4,17.4,-0.2,0.0,-0.2,-0.144,-7.5,-1.9,-9.4,-0.1,24,Toronto Raptors,12,0,52,4,13,0,0,3,6,1,6,1,1,1,4,4,11,0,0,0,1,0,33,49,.402,99.0,101.9,-2.54,2008-09
Andrea Bargnani,31.4,5.5,12.3,0.45,1.5,3.7,0.409,4.0,8.6,0.468,0.512,2.8,3.4,0.831,0.9,4.4,5.3,1.2,0.4,1.2,1.7,3.1,15.4,14.6,0.559,0.304,0.278,3.4,16.4,10.0,6.4,0.7,3.1,11.2,22.7,1.8,2.0,3.9,0.076,-0.1,-0.7,-0.8,0.7,23,Toronto Raptors,78,59,2453,431,958,119,291,221,266,70,346,94,34,97,135,242,1202,0,0,1,0,0,33,49,.402,99.0,101.9,-2.54,2008-09
Chris Bosh,38.0,8.0,16.4,0.487,0.2,0.6,0.245,7.8,15.8,0.497,0.492,6.5,8.0,0.817,2.8,7.2,10.0,2.5,0.9,1.0,2.3,2.5,22.7,22.1,0.569,0.039,0.489,8.7,22.1,15.5,11.6,1.2,2.0,10.2,26.9,6.6,3.1,9.7,0.159,3.0,-0.4,2.7,3.5,24,Toronto Raptors,77,77,2928,615,1263,12,49,504,617,215,556,191,67,77,174,189,1746,1,0,0,0,0,33,49,.402,99.0,101.9,-2.54,2008-09
José Calderón,34.3,4.7,9.5,0.497,1.2,3.0,0.406,3.5,6.5,0.538,0.561,2.2,2.3,0.981,0.2,2.6,2.9,8.9,1.1,0.1,2.1,1.7,12.8,18.8,0.613,0.314,0.239,0.8,8.9,4.9,41.0,1.7,0.2,16.7,16.9,6.2,1.3,7.5,0.154,3.2,-0.4,2.8,2.8,27,Toronto Raptors,68,68,2333,320,644,82,202,151,154,16,178,607,74,7,143,114,873,0,1,0,0,0,33,49,.402,99.0,101.9,-2.54,2008-09
Joey Graham,19.8,3.0,6.2,0.481,0.0,0.2,0.188,2.9,5.9,0.491,0.484,1.7,2.1,0.825,1.2,2.5,3.7,0.6,0.4,0.2,0.9,2.4,7.7,11.9,0.542,0.033,0.333,7.3,14.9,11.1,5.0,1.2,0.6,11.9,18.7,1.1,1.1,2.2,0.068,-2.6,-0.9,-3.5,-0.6,26,Toronto Raptors,78,10,1541,231,480,3,16,132,160,95,197,48,35,12,74,191,597,0,0,0,0,1,33,49,.402,99.0,101.9,-2.54,2008-09
Kris Humphries,9.1,1.3,3.1,0.422,0.0,0.0,0.0,1.3,3.1,0.422,0.422,1.3,1.7,0.792,0.8,1.6,2.4,0.3,0.3,0.2,0.3,1.1,3.9,16.3,0.513,0.0,0.533,10.7,20.2,15.5,6.0,1.6,1.8,6.7,20.7,0.4,0.3,0.7,0.125,-0.9,-0.7,-1.7,0.0,23,Toronto Raptors,29,0,265,38,90,0,0,38,48,24,46,10,8,6,8,31,114,0,0,0,0,1,33,49,.402,99.0,101.9,-2.54,2008-09
Nathan Jawai,3.2,0.2,0.7,0.25,0.0,0.0,0.0,0.2,0.7,0.25,0.25,0.0,0.0,0.0,0.2,0.2,0.3,0.0,0.0,0.0,0.3,0.5,0.3,-7.6,0.25,0.0,0.0,6.2,6.1,6.2,0.0,0.0,0.0,33.3,14.6,-0.1,0.0,-0.1,-0.233,-13.5,-4.7,-18.3,-0.1,22,Toronto Raptors,6,0,19,1,4,0,0,0,0,1,1,0,0,0,2,3,2,0,0,1,0,0,33,49,.402,99.0,101.9,-2.54,2008-09
Jason Kapono,22.9,3.3,7.6,0.432,1.2,2.9,0.428,2.0,4.7,0.435,0.513,0.4,0.5,0.81,0.3,1.7,2.0,1.3,0.3,0.0,0.9,1.8,8.2,8.9,0.525,0.379,0.07,1.7,8.7,5.2,9.1,0.6,0.1,10.1,17.4,0.3,0.5,0.8,0.021,-1.9,-1.4,-3.2,-0.6,27,Toronto Raptors,80,12,1831,261,604,98,229,34,42,26,137,105,22,3,70,144,654,0,0,0,1,0,33,49,.402,99.0,101.9,-2.54,2008-09
Anthony Parker,33.0,4.0,9.4,0.426,1.2,3.0,0.39,2.8,6.4,0.442,0.488,1.5,1.8,0.834,0.6,3.4,4.0,3.4,1.3,0.2,1.4,1.8,10.7,12.1,0.524,0.32,0.192,2.0,12.0,7.1,15.7,2.0,0.4,12.2,16.3,1.4,2.0,3.4,0.063,-1.1,0.4,-0.7,0.8,33,Toronto Raptors,80,71,2637,321,754,94,241,121,145,45,272,269,100,15,114,145,857,0,0,0,1,0,33,49,.402,99.0,101.9,-2.54,2008-09
Roko Ukić,12.4,1.7,4.5,0.38,0.2,0.9,0.177,1.6,3.6,0.427,0.397,0.6,0.8,0.733,0.4,0.7,1.0,2.1,0.4,0.0,0.8,1.1,4.2,9.8,0.43,0.191,0.185,3.6,6.3,4.9,27.2,1.8,0.2,14.6,21.3,-0.8,0.4,-0.4,-0.019,-3.2,-1.4,-4.6,-0.6,24,Toronto Raptors,72,0,890,123,324,11,62,44,60,27,48,153,30,2,60,77,301,0,1,0,0,0,33,49,.402,99.0,101.9,-2.54,2008-09
