name,mpg,fgm_per_g,fga_per_g,fg_pct,fg3m_per_g,fg3a_per_g,fg3_pct,fg2m_per_g,fg2a_per_g,fg2_pct,efg_pct,ftm_per_g,fta_per_g,ft_pct,orb_per_g,drb_per_g,trb_per_g,ast_per_g,stl_per_g,blk_per_g,tov_per_g,pf_per_g,ppg,player_efficiency_rating,true_shooting_percentage,three_point_attempt_rate,free_throw_attempt_rate,offensive_rebound_percentage,defensive_rebound_percentage,total_rebound_percentage,assist_percentage,steal_percentage,block_percentage,turnover_percentage,usage_percentage,offensive_win_shares,defensive_win_shares,win_shares,win_shares_per_48_minutes,offensive_box_plus_minus,defensive_box_plus_minus,box_plus_minus,value_over_replacement_player,age,team,games_played,games_started,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,points,positions_Center,positions_Point Guard,positions_Power Forward,positions_Shooting Guard,positions_Small Forward,season,MVP,DPOY,SMOY,MIP,team_1st,team_2nd,team_3rd
Ron Brewer,18.7,3.4,7.6,0.444,0.1,0.3,0.214,3.3,7.3,0.452,0.448,1.0,1.3,0.776,0.4,0.8,1.2,0.9,0.5,0.4,0.8,1.2,7.8,9.581132075471698,0.4793962264150944,0.03284905660377359,0.18130188679245282,2.4,4.4245283018867925,3.4,6.366037735849056,1.0735849056603775,1.149056603773585,8.643396226415096,18.230188679245284,0.09999999999999999,0.09999999999999999,0.19999999999999998,0.01762264150943396,-2.350943396226415,-1.4320754716981132,-3.7830188679245285,-0.3018867924528302,28,"Golden State Warriors, San Antonio Spurs",53,8,992,179,403,3,14,52,67,22,41,50,24,21,40,64,413,0,0,0,1,0,1983-84,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rory White,10.3,2.2,4.7,0.471,0.0,0.0,0.0,2.2,4.7,0.471,0.471,0.7,1.3,0.553,1.0,1.0,2.1,0.4,0.4,0.1,0.7,0.9,5.2,12.194444444444445,0.47161111111111115,0.0,0.24377777777777776,11.816666666666668,11.06111111111111,11.43888888888889,4.6000000000000005,1.7111111111111112,0.5333333333333334,12.377777777777778,23.211111111111112,0.10000000000000002,0.20555555555555555,0.2833333333333333,0.026277777777777775,-1.9500000000000002,-1.1111111111111112,-3.0611111111111113,0.0,24,"Phoenix Suns, Milwaukee Bucks",36,2,372,80,170,0,0,26,47,37,37,15,15,3,24,31,186,0,0,0,0,1,1983-84,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sam Williams,18.6,2.6,5.6,0.473,0.0,0.0,0.0,2.6,5.6,0.474,0.473,1.2,1.8,0.657,1.6,2.8,4.4,0.8,0.9,1.4,1.3,2.7,6.5,13.427272727272728,0.5064545454545455,0.0018181818181818184,0.3226363636363636,9.627272727272727,16.9,13.363636363636363,6.072727272727273,2.4272727272727272,4.172727272727273,16.490909090909092,17.200000000000003,0.09090909090909091,2.2818181818181817,2.3727272727272726,0.09245454545454546,-2.518181818181818,1.709090909090909,-0.8090909090909091,0.37272727272727274,24,"Golden State Warriors, Philadelphia 76Ers",77,12,1434,204,431,0,1,92,140,121,218,62,68,106,99,209,500,0,0,1,0,0,1983-84,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Steve Johnson,18.4,3.7,6.7,0.559,0.0,0.0,0.0,3.7,6.7,0.559,0.559,2.0,3.5,0.575,2.0,3.2,5.2,1.0,0.5,0.9,2.0,3.8,9.5,14.817283950617284,0.5768888888888888,0.0,0.5325432098765432,12.25925925925926,20.064197530864195,16.1,8.25679012345679,1.1382716049382717,2.617283950617284,19.732098765432102,22.719753086419754,0.23827160493827157,1.008641975308642,1.2469135802469136,0.07844444444444444,-2.6382716049382715,0.11728395061728394,-2.4592592592592593,-0.07654320987654321,26,"Kansas City Kings, Chicago Bulls",81,21,1487,302,540,0,0,165,287,162,256,81,37,69,164,307,769,1,0,0,0,0,1983-84,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wes Matthews,19.4,3.1,6.6,0.466,0.1,0.4,0.125,3.0,6.2,0.488,0.469,1.4,1.8,0.75,0.4,1.0,1.4,4.2,0.8,0.2,2.0,2.3,7.5,12.73,0.5159,0.05820000000000001,0.3172,2.04,5.5600000000000005,3.87,31.560000000000002,2.04,0.45999999999999996,21.36,20.27,-0.08,0.24000000000000005,0.16,0.0601,-2.03,-0.54,-2.54,-0.04,24,"Atlanta Hawks, Philadelphia 76Ers",20,5,388,61,131,1,8,27,36,7,20,83,16,3,40,45,150,0,1,0,0,0,1983-84,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kareem Abdul-Jabbar,32.8,9.0,15.5,0.578,0.0,0.0,0.0,9.0,15.5,0.579,0.578,3.6,4.9,0.723,2.1,5.2,7.3,2.6,0.7,1.8,2.8,2.6,21.5,21.3,0.608,0.001,0.318,7.8,16.8,12.7,11.5,1.0,2.9,13.5,25.1,5.9,3.1,8.9,0.163,2.8,0.2,3.0,3.3,36,Los Angeles Lakers,80,80,2622,716,1238,0,1,285,394,169,418,211,55,143,221,211,1717,1,0,0,0,0,1983-84,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Alvan Adams,20.7,3.8,8.3,0.462,0.0,0.1,0.0,3.8,8.3,0.465,0.462,1.9,2.3,0.825,1.7,2.9,4.6,3.1,1.0,0.4,1.7,2.8,9.6,16.6,0.513,0.007,0.275,9.5,16.3,12.9,20.3,2.4,1.2,15.2,21.7,1.5,1.8,3.3,0.109,0.7,0.9,1.6,1.3,29,Phoenix Suns,70,13,1452,269,582,0,4,132,160,118,201,219,73,31,117,195,670,1,0,0,0,0,1983-84,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mark Aguirre,36.7,11.7,22.3,0.524,0.2,0.7,0.268,11.5,21.6,0.532,0.528,5.9,7.9,0.749,2.0,3.9,5.9,4.5,1.0,0.3,3.6,3.1,29.5,23.5,0.572,0.032,0.352,6.4,12.3,9.4,21.0,1.3,0.4,12.3,33.4,7.0,2.0,9.0,0.149,5.0,-1.2,3.7,4.1,24,Dallas Mavericks,79,79,2900,925,1765,15,56,465,621,161,308,358,80,22,285,246,2330,0,0,0,0,1,1983-84,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Danny Ainge,16.3,2.3,5.1,0.46,0.1,0.3,0.273,2.3,4.8,0.472,0.468,0.6,0.8,0.821,0.4,1.2,1.6,2.3,0.6,0.1,1.0,2.0,5.4,10.4,0.498,0.061,0.155,3.0,8.3,5.7,18.4,1.7,0.2,15.4,16.2,0.5,1.3,1.8,0.076,-2.2,0.4,-1.8,0.0,24,Boston Celtics,71,3,1154,166,361,6,22,46,56,29,87,162,41,4,70,143,384,0,0,0,1,0,1983-84,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J.J. Anderson,6.5,1.1,2.7,0.423,0.0,0.1,0.0,1.1,2.6,0.433,0.423,0.3,0.6,0.414,0.8,0.5,1.3,0.5,0.3,0.2,0.4,0.6,2.5,11.6,0.427,0.023,0.223,13.6,8.0,10.6,9.6,2.2,1.5,12.3,20.8,-0.2,0.3,0.1,0.013,-2.1,-1.0,-3.1,-0.1,23,Utah Jazz,48,0,311,55,130,0,3,12,29,38,25,22,15,9,20,28,122,0,0,0,0,1,1983-84,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Richard Anderson,17.7,3.5,8.2,0.426,0.0,0.2,0.158,3.4,7.9,0.435,0.429,1.5,1.9,0.773,1.7,3.5,5.2,2.5,0.6,0.4,1.4,2.3,8.5,14.6,0.471,0.03,0.235,10.1,21.1,15.5,17.6,1.4,1.1,13.4,22.2,0.3,1.0,1.3,0.044,-0.9,-0.9,-1.9,0.0,23,Denver Nuggets,78,17,1380,272,638,3,19,116,150,136,270,193,46,28,109,183,663,0,0,1,0,0,1983-84,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tiny Archibald,22.6,3.0,6.1,0.487,0.1,0.4,0.222,2.9,5.7,0.506,0.495,1.4,2.2,0.634,0.3,1.3,1.7,3.5,0.7,0.0,1.7,1.7,7.4,10.6,0.526,0.065,0.362,1.8,6.3,4.2,21.1,1.6,0.0,19.4,16.3,0.3,1.1,1.4,0.065,-1.7,-0.3,-2.0,0.0,35,Milwaukee Bucks,46,46,1038,136,279,4,18,64,101,16,60,160,33,0,78,78,340,0,1,0,0,0,1983-84,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ken Austin,4.0,0.9,1.9,0.462,0.0,0.0,0.0,0.9,1.9,0.462,0.462,0.0,0.0,0.0,0.3,0.1,0.4,0.1,0.1,0.1,0.4,1.0,1.7,5.6,0.462,0.0,0.0,7.3,4.0,5.7,4.8,1.7,2.0,18.8,22.0,0.0,0.0,0.0,-0.046,-4.7,-0.2,-4.9,0.0,22,Detroit Pistons,7,0,28,6,13,0,0,0,0,2,1,1,1,1,3,7,12,0,0,0,0,1,1983-84,0.0,0.0,0.0,0.0,0.0,0.0,0.0
John Bagley,22.5,3.4,8.0,0.423,0.0,0.2,0.118,3.4,7.8,0.432,0.425,2.1,2.6,0.793,0.6,1.4,2.1,4.4,1.0,0.1,2.2,1.5,8.9,12.8,0.485,0.028,0.326,3.1,7.4,5.2,27.9,2.2,0.1,19.7,21.0,-0.4,1.3,0.9,0.025,-0.9,-0.9,-1.8,0.1,23,Cleveland Cavaliers,76,19,1712,257,607,2,17,157,198,49,107,333,78,4,170,113,673,0,1,0,0,0,1983-84,0.0,0.0,0.0,0.0,0.0,0.0,0.0
James Bailey,16.1,3.5,7.1,0.491,0.0,0.0,0.0,3.5,7.1,0.492,0.491,1.9,2.6,0.719,1.4,2.6,4.0,1.1,0.5,0.5,1.4,2.7,8.8,15.5,0.537,0.002,0.371,9.6,17.4,13.5,9.3,1.3,1.9,14.4,23.6,1.0,1.3,2.3,0.093,-1.1,-0.2,-1.3,0.2,26,Houston Rockets,73,0,1174,254,517,0,1,138,192,104,190,79,33,40,101,197,646,0,0,1,0,0,1983-84,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Thurl Bailey,24.8,3.7,7.3,0.512,0.0,0.0,0.0,3.7,7.3,0.512,0.512,1.1,1.4,0.752,1.4,4.3,5.7,1.6,0.5,1.5,1.3,2.4,8.5,12.9,0.539,0.0,0.198,6.4,17.3,12.1,8.4,0.9,3.1,14.1,14.8,1.3,2.3,3.6,0.086,-1.2,0.7,-0.5,0.8,22,Utah Jazz,81,54,2009,302,590,0,0,88,117,115,349,129,38,122,105,193,692,0,0,1,0,0,1983-84,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Greg Ballard,32.9,6.2,12.9,0.481,0.0,0.2,0.133,6.2,12.8,0.486,0.482,2.0,2.5,0.798,1.7,4.2,6.0,3.5,1.1,0.4,1.7,2.6,14.5,15.3,0.515,0.014,0.196,6.1,15.0,10.5,16.5,1.7,0.7,11.0,20.5,2.4,3.2,5.6,0.099,0.6,0.5,1.1,2.1,29,Washington Bullets,82,82,2701,510,1061,2,15,166,208,140,348,290,94,35,142,214,1188,0,0,0,0,1,1983-84,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gene Banks,32.5,5.3,9.3,0.568,0.0,0.1,0.167,5.3,9.3,0.571,0.568,2.5,3.4,0.741,2.6,4.7,7.3,3.2,1.3,0.3,2.1,3.2,13.1,15.4,0.606,0.008,0.361,8.5,15.2,11.9,12.0,1.8,0.5,16.1,15.4,4.5,1.7,6.2,0.115,1.1,0.0,1.2,2.1,24,San Antonio Spurs,80,66,2600,424,747,1,6,200,270,204,378,254,105,23,166,256,1049,0,0,1,0,0,1983-84,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dave Batton,7.8,1.3,2.5,0.5,0.0,0.0,0.0,1.3,2.5,0.5,0.5,0.0,0.0,0.0,0.3,0.8,1.0,0.8,0.0,0.8,1.0,1.3,2.5,6.4,0.5,0.0,0.0,3.5,10.1,6.9,11.8,0.0,5.0,28.6,17.5,-0.1,0.0,0.0,-0.068,-4.4,0.2,-4.2,0.0,27,San Antonio Spurs,4,0,31,5,10,0,0,0,0,1,3,3,0,3,4,5,10,1,0,0,0,0,1983-84,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kent Benson,21.1,3.0,5.5,0.55,0.0,0.0,0.0,3.0,5.5,0.551,0.55,1.0,1.2,0.822,1.4,3.6,5.0,1.6,0.9,0.6,1.0,2.8,7.1,14.0,0.584,0.002,0.224,6.9,18.6,12.6,9.2,1.9,1.7,13.8,12.8,2.5,2.2,4.7,0.131,-0.1,1.6,1.5,1.5,29,Detroit Pistons,82,58,1734,248,451,0,1,83,101,117,292,130,71,53,79,230,579,1,0,0,0,0,1983-84,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Larry Bird,38.3,9.6,19.5,0.492,0.2,0.9,0.247,9.4,18.6,0.504,0.497,4.7,5.3,0.888,2.3,7.8,10.1,6.6,1.8,0.9,3.0,2.5,24.2,24.2,0.552,0.047,0.273,7.0,22.3,14.9,26.2,2.3,1.3,12.1,26.7,7.9,5.6,13.6,0.215,5.6,2.0,7.6,7.3,27,Boston Celtics,79,77,3028,758,1542,18,73,374,421,181,615,520,144,69,237,197,1908,0,0,1,0,0,1983-84,1.0,0.0,0.0,0.0,1.0,0.0,0.0
Otis Birdsong,31.4,8.4,16.6,0.508,0.1,0.3,0.25,8.4,16.3,0.513,0.51,2.8,4.6,0.608,1.1,1.4,2.5,3.9,1.2,0.2,2.5,2.6,19.8,16.8,0.53,0.017,0.278,3.8,5.1,4.5,19.1,1.8,0.5,11.7,26.7,2.4,2.1,4.5,0.1,1.3,-0.7,0.6,1.4,28,New Jersey Nets,69,57,2168,583,1147,5,20,194,319,74,96,266,86,17,170,180,1365,0,0,0,1,0,1983-84,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rolando Blackman,37.3,8.9,16.3,0.546,0.0,0.1,0.091,8.9,16.2,0.55,0.547,4.6,5.7,0.812,1.5,3.1,4.6,3.6,0.7,0.5,2.1,1.6,22.4,19.8,0.596,0.008,0.347,4.8,9.5,7.2,14.2,0.9,0.7,10.0,23.3,8.3,1.5,9.8,0.155,3.6,-1.2,2.4,3.3,24,Dallas Mavericks,81,81,3025,721,1320,1,11,372,458,124,249,288,56,37,169,127,1815,0,0,0,1,0,1983-84,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tom Boswell,6.9,0.7,1.4,0.538,0.0,0.0,1.0,0.7,1.3,0.529,0.548,0.4,0.6,0.762,0.7,0.9,1.7,0.4,0.2,0.0,0.3,1.5,1.9,10.2,0.596,0.019,0.404,11.9,13.7,12.9,7.6,1.6,0.0,17.5,11.3,0.4,0.3,0.6,0.115,-3.0,-0.1,-3.1,-0.1,30,Utah Jazz,38,0,261,28,52,1,1,16,21,28,36,16,9,0,13,58,73,0,0,1,0,0,1983-84,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charles Bradley,4.9,0.4,0.9,0.429,0.0,0.0,0.0,0.4,0.9,0.429,0.429,0.6,0.9,0.714,0.0,0.4,0.4,0.6,0.0,0.1,1.0,0.8,1.4,0.5,0.546,0.0,1.0,0.0,8.7,4.4,16.1,0.0,1.4,44.2,19.3,-0.1,0.0,-0.1,-0.152,-5.2,-0.5,-5.6,-0.1,24,Seattle Supersonics,8,0,39,3,7,0,0,5,7,0,3,5,0,1,8,6,11,0,0,0,1,0,1983-84,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mike Bratz,17.4,2.6,6.4,0.409,0.2,0.6,0.294,2.4,5.7,0.421,0.423,1.5,1.7,0.876,0.5,1.2,1.7,3.1,1.0,0.1,1.3,1.9,6.8,12.9,0.483,0.098,0.263,2.9,8.4,5.5,23.9,2.7,0.2,15.8,18.8,0.6,1.3,1.9,0.063,-1.5,0.3,-1.2,0.3,28,Golden State Warriors,82,0,1428,213,521,15,51,120,137,41,102,252,84,6,109,155,561,0,1,0,0,0,1983-84,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Randy Breuer,8.3,1.2,3.1,0.384,0.0,0.0,0.0,1.2,3.1,0.384,0.384,0.6,0.8,0.696,0.8,1.1,1.9,0.3,0.2,0.7,0.6,1.7,2.9,9.2,0.426,0.0,0.26,12.0,14.1,13.1,5.0,1.2,4.7,15.1,20.8,-0.5,0.8,0.3,0.029,-6.1,0.5,-5.6,-0.4,23,Milwaukee Bucks,57,8,472,68,177,0,0,32,46,48,61,17,11,38,35,98,168,1,0,0,0,0,1983-84,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Junior Bridgeman,30.0,6.3,13.5,0.465,0.1,0.4,0.194,6.2,13.1,0.473,0.468,2.4,3.0,0.807,1.0,3.1,4.1,3.3,0.7,0.2,1.8,2.8,15.1,14.3,0.508,0.028,0.222,3.9,11.3,7.8,16.7,1.1,0.3,11.0,23.4,2.1,3.0,5.1,0.1,-0.2,-0.6,-0.8,0.7,30,Milwaukee Bucks,81,10,2431,509,1094,6,31,196,243,80,252,265,53,14,148,224,1220,0,0,0,0,1,1983-84,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Michael Brooks,29.9,4.5,9.5,0.479,0.0,0.1,0.0,4.5,9.4,0.484,0.479,2.2,3.2,0.689,3.0,4.3,7.3,1.9,1.1,0.3,1.7,2.7,11.3,14.0,0.518,0.011,0.339,11.5,16.1,13.8,8.1,1.7,0.5,13.2,16.7,1.6,0.8,2.4,0.081,0.4,-0.7,-0.3,0.6,25,0,47,30,1405,213,445,0,5,104,151,142,200,88,50,14,78,125,530,0,0,0,0,1,1983-84,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fred Brown,15.9,3.6,7.1,0.51,0.1,0.5,0.265,3.5,6.6,0.528,0.519,1.1,1.2,0.895,0.2,0.7,0.9,2.7,0.7,0.0,1.0,1.2,8.5,17.1,0.553,0.067,0.17,1.4,4.8,3.1,26.6,2.1,0.1,11.4,22.6,1.8,0.8,2.6,0.111,1.1,-0.4,0.7,0.8,35,Seattle Supersonics,71,1,1129,258,506,9,34,77,86,14,48,194,49,2,70,84,602,0,0,0,1,0,1983-84,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rickey Brown,11.5,1.4,3.0,0.468,0.0,0.0,0.0,1.4,3.0,0.468,0.468,0.7,1.0,0.738,1.0,1.7,2.7,0.4,0.3,0.3,0.8,2.4,3.5,9.0,0.514,0.0,0.323,9.6,16.8,13.2,5.3,1.2,1.7,18.8,15.5,0.0,0.9,0.9,0.056,-4.4,0.0,-4.4,-0.5,25,Atlanta Hawks,68,3,785,94,201,0,0,48,65,67,114,29,18,23,53,161,236,1,0,0,0,0,1983-84,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wallace Bryant,10.9,1.8,4.6,0.391,0.0,0.0,0.0,1.8,4.6,0.391,0.391,0.5,1.1,0.424,1.3,1.5,2.8,0.4,0.3,0.4,0.6,1.7,4.1,9.6,0.4,0.0,0.248,13.2,15.8,14.5,6.2,1.4,2.0,9.8,21.4,-0.4,0.4,0.0,-0.001,-4.1,-1.2,-5.4,-0.3,24,Chicago Bulls,29,0,317,52,133,0,0,14,33,37,43,13,9,11,16,48,118,1,0,0,0,0,1983-84,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Quinn Buckner,15.8,1.7,4.1,0.427,0.0,0.1,0.0,1.7,4.0,0.435,0.427,0.6,0.9,0.649,0.5,1.2,1.7,2.7,1.1,0.0,1.3,2.4,4.1,9.4,0.456,0.019,0.229,3.9,8.4,6.2,21.5,3.2,0.1,22.0,15.0,-0.6,1.9,1.3,0.052,-3.7,1.9,-1.8,0.1,29,Boston Celtics,79,0,1249,138,323,0,6,48,74,41,96,214,84,3,100,187,324,0,1,0,0,0,1983-84,0.0,0.0,0.0,0.0,0.0,0.0,0.0
