name,mpg,fgm_per_g,fga_per_g,fg_pct,fg3m_per_g,fg3a_per_g,fg3_pct,fg2m_per_g,fg2a_per_g,fg2_pct,efg_pct,ftm_per_g,fta_per_g,ft_pct,orb_per_g,drb_per_g,trb_per_g,ast_per_g,stl_per_g,blk_per_g,tov_per_g,pf_per_g,ppg,player_efficiency_rating,true_shooting_percentage,three_point_attempt_rate,free_throw_attempt_rate,offensive_rebound_percentage,defensive_rebound_percentage,total_rebound_percentage,assist_percentage,steal_percentage,block_percentage,turnover_percentage,usage_percentage,offensive_win_shares,defensive_win_shares,win_shares,win_shares_per_48_minutes,offensive_box_plus_minus,defensive_box_plus_minus,box_plus_minus,value_over_replacement_player,age,team,games_played,games_started,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,points,positions_Center,positions_Point Guard,positions_Power Forward,positions_Shooting Guard,positions_Small Forward,season,MVP,DPOY,SMOY,MIP,team_1st,team_2nd,team_3rd
Aaron Williams,16.5,1.9,3.7,0.517,0.0,0.0,0.0,1.9,3.7,0.517,0.517,0.8,1.2,0.69,1.3,2.4,3.8,0.4,0.4,0.4,0.6,2.9,4.6,10.741666666666665,0.55675,0.0,0.326625,8.733333333333334,17.15,12.841666666666669,3.1999999999999997,1.3208333333333335,2.1875,14.125,13.391666666666667,0.5666666666666668,0.5249999999999999,1.0916666666666666,0.08695833333333332,-3.8375,-0.24999999999999997,-4.0874999999999995,-0.17083333333333336,34,"Toronto Raptors, New Orleans/Oklahoma City Hornets",48,5,791,91,176,0,0,40,58,64,117,17,17,21,30,138,222,1,0,0,0,0,2005-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andre Barrett,14.8,2.0,5.5,0.365,0.1,0.7,0.143,1.9,4.7,0.4,0.375,0.5,0.6,0.75,0.5,0.8,1.3,2.7,0.5,0.0,0.8,0.7,4.6,11.326315789473684,0.40231578947368424,0.13494736842105262,0.12836842105263158,3.789473684210526,7.168421052631579,5.484210526315789,29.04736842105263,1.7894736842105263,0.0,12.042105263157893,20.34736842105263,-0.17894736842105266,0.0,-0.17894736842105266,-0.014473684210526317,-1.6473684210526314,-1.952631578947368,-3.5999999999999996,-0.08947368421052633,23,"Phoenix Suns, Toronto Raptors",19,0,282,38,104,2,14,9,12,9,16,52,10,0,15,13,87,0,1,0,0,0,2005-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Antonio Davis,21.4,1.9,4.3,0.432,0.0,0.0,0.0,1.9,4.3,0.434,0.432,1.2,1.8,0.642,2.0,2.7,4.7,0.5,0.5,0.2,1.2,2.8,4.9,8.354545454545455,0.47845454545454547,0.004909090909090909,0.4314545454545455,11.490909090909092,15.554545454545455,13.545454545454545,3.436363636363636,1.2909090909090908,0.890909090909091,18.41818181818182,13.4,-0.018181818181818184,0.24545454545454543,0.32727272727272727,0.017636363636363638,-3.1727272727272733,-1.009090909090909,-4.281818181818181,-0.34545454545454546,37,"New York Knicks, Toronto Raptors",44,39,940,82,190,0,1,52,81,90,118,21,23,10,51,125,216,0,0,1,0,0,2005-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Boštjan Nachbar,13.9,1.5,4.3,0.346,0.5,2.0,0.268,1.0,2.4,0.412,0.407,0.8,1.2,0.682,0.2,1.4,1.7,0.8,0.4,0.1,0.7,1.8,4.4,7.177777777777777,0.4464166666666667,0.4532777777777777,0.2777777777777778,2.2305555555555556,12.072222222222223,7.016666666666667,8.899999999999999,1.7000000000000002,0.6944444444444444,11.766666666666667,18.644444444444442,-0.23888888888888887,0.30833333333333335,0.0,0.006277777777777777,-4.663888888888889,-0.38055555555555554,-5.113888888888889,-0.16944444444444443,25,"New Orleans/Oklahoma City Hornets, New Jersey Nets",36,13,502,54,156,19,71,30,44,8,52,27,16,5,24,65,157,0,0,1,0,0,2005-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brian Skinner,14.5,1.3,2.5,0.513,0.0,0.0,0.0,1.3,2.5,0.513,0.513,0.4,0.9,0.482,1.2,2.3,3.5,0.5,0.4,0.7,0.7,1.8,2.9,10.592307692307692,0.5240615384615385,0.0,0.3610923076923077,9.255384615384616,19.2,14.215384615384615,5.21076923076923,1.383076923076923,3.4,19.19692307692308,11.18153846153846,0.07538461538461538,0.5169230769230769,0.5923076923076923,0.06575384615384615,-2.9984615384615387,0.7107692307692308,-2.2876923076923075,-0.06615384615384613,29,"Sacramento Kings, Portland Trail Blazers",65,5,944,82,160,0,0,27,56,76,152,30,25,43,45,119,191,0,0,1,0,0,2005-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Carlos Arroyo,15.5,2.2,4.9,0.444,0.1,0.3,0.35,2.1,4.6,0.45,0.454,1.4,1.8,0.774,0.4,1.3,1.7,3.0,0.5,0.1,1.1,1.5,5.8,14.709090909090907,0.48068831168831166,0.04676623376623377,0.3647922077922078,3.7181818181818183,9.585714285714285,6.654545454545454,33.86493506493506,1.764935064935065,0.2948051948051948,17.38051948051948,19.893506493506493,0.6506493506493507,0.5948051948051948,1.2454545454545456,0.09863636363636365,-0.6974025974025975,-0.2753246753246753,-0.9727272727272728,0.17532467532467533,26,"Detroit Pistons, Orlando Magic",77,0,1194,168,378,7,20,106,137,33,97,232,38,4,83,119,449,0,1,0,0,0,2005-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charles Smith,9.5,1.4,3.3,0.417,0.7,1.7,0.395,0.7,1.5,0.441,0.521,0.2,0.4,0.625,0.1,0.6,0.7,0.4,0.2,0.3,0.2,1.3,3.6,10.55909090909091,0.5125909090909091,0.5427727272727273,0.10786363636363637,1.6227272727272726,7.254545454545454,4.390909090909091,7.3500000000000005,1.240909090909091,2.1,4.868181818181818,18.104545454545452,0.2863636363636364,0.0,0.2863636363636364,0.03977272727272728,-1.4954545454545454,-1.3227272727272728,-2.8181818181818183,0.0,30,"Portland Trail Blazers, Denver Nuggets",22,4,210,30,72,15,38,5,8,3,13,9,5,6,4,28,80,0,0,0,1,0,2005-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chris Wilcox,19.9,3.3,5.8,0.571,0.0,0.0,0.0,3.3,5.8,0.574,0.571,1.5,2.0,0.732,1.5,3.8,5.3,0.7,0.4,0.4,0.9,2.4,8.1,15.911688311688309,0.5879870129870131,0.0074805194805194816,0.3442207792207792,8.989610389610391,22.14025974025974,15.714285714285714,5.266233766233766,1.1623376623376624,1.9103896103896103,12.994805194805194,16.954545454545453,1.3532467532467534,0.6987012987012987,2.051948051948052,0.13180519480519481,-0.5545454545454545,0.0831168831168831,-0.5090909090909091,0.2883116883116883,23,"Los Angeles Clippers, Seattle Supersonics",77,24,1529,257,450,0,2,112,153,118,292,52,33,34,72,183,626,1,0,0,0,0,2005-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chucky Atkins,24.1,3.2,8.1,0.394,1.4,3.9,0.354,1.8,4.2,0.431,0.479,1.8,2.3,0.791,0.3,1.4,1.7,2.8,0.6,0.0,1.2,2.1,9.5,12.640845070422536,0.5216197183098591,0.4847887323943662,0.2706619718309859,1.712676056338028,6.8366197183098585,4.215492957746478,19.98169014084507,1.36056338028169,0.060563380281690136,12.164788732394367,19.961971830985917,1.1873239436619718,0.8056338028169014,1.9929577464788732,0.09536619718309858,-0.176056338028169,-0.8788732394366197,-0.9943661971830987,0.24225352112676055,31,"Washington Wizards, Memphis Grizzlies",71,41,1713,226,573,97,274,129,163,23,97,198,43,2,87,152,678,0,0,0,1,0,2005-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Darko Miličić,13.9,2.2,4.3,0.509,0.0,0.0,0.0,2.2,4.2,0.513,0.509,0.5,0.9,0.56,0.8,1.9,2.7,0.7,0.3,1.4,0.9,1.7,4.8,13.481818181818182,0.5151818181818182,0.027727272727272725,0.224,7.581818181818182,16.37272727272727,12.00909090909091,9.545454545454545,1.0909090909090908,7.8,20.918181818181818,18.48181818181818,0.07272727272727272,0.6272727272727273,0.6,0.05418181818181817,-3.8454545454545452,2.5727272727272728,-1.2181818181818183,0.21818181818181817,20,"Detroit Pistons, Orlando Magic",55,1,767,119,234,0,2,28,50,44,107,41,14,77,51,92,266,1,0,0,0,0,2005-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Derek Anderson,24.3,2.5,7.0,0.356,0.9,3.1,0.299,1.6,3.9,0.402,0.422,2.2,2.6,0.838,0.5,2.8,3.3,2.3,0.5,0.1,1.3,2.3,8.1,10.467441860465117,0.4874186046511629,0.45546511627906977,0.35246511627906973,2.4465116279069763,13.190697674418606,7.9720930232558125,15.565116279069766,1.1325581395348838,0.4395348837209302,12.679069767441861,17.92790697674419,0.24651162790697678,0.5395348837209303,0.786046511627907,0.07169767441860465,-1.469767441860465,-0.04883720930232553,-1.5186046511627906,0.08604651162790697,31,"Houston Rockets, Miami Heat",43,11,1047,108,303,40,134,93,111,21,122,101,23,6,54,98,349,0,0,0,1,0,2005-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
