name,mpg,fgm_per_g,fga_per_g,fg_pct,fg3m_per_g,fg3a_per_g,fg3_pct,fg2m_per_g,fg2a_per_g,fg2_pct,efg_pct,ftm_per_g,fta_per_g,ft_pct,orb_per_g,drb_per_g,trb_per_g,ast_per_g,stl_per_g,blk_per_g,tov_per_g,pf_per_g,ppg,player_efficiency_rating,true_shooting_percentage,three_point_attempt_rate,free_throw_attempt_rate,offensive_rebound_percentage,defensive_rebound_percentage,total_rebound_percentage,assist_percentage,steal_percentage,block_percentage,turnover_percentage,usage_percentage,offensive_win_shares,defensive_win_shares,win_shares,win_shares_per_48_minutes,offensive_box_plus_minus,defensive_box_plus_minus,box_plus_minus,value_over_replacement_player,age,team,games_played,games_started,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,points,positions_Center,positions_Point Guard,positions_Power Forward,positions_Shooting Guard,positions_Small Forward,wins,losses,win_loss_pct,team_pts_per_g,opp_pts_per_g,team_simple_rating_system,season
Lamont Strothers,4.3,1.0,3.0,0.333,0.0,0.5,0.0,1.0,2.5,0.4,0.333,0.5,1.0,0.5,0.3,0.0,0.3,0.3,0.3,0.3,0.5,0.5,2.5,6.0,0.363,0.167,0.333,6.4,0.0,3.2,9.2,2.9,3.7,12.7,37.8,-0.1,0.0,-0.1,-0.158,-9.5,-2.8,-12.3,0.0,23,Portland Trail Blazers,4,0,17,4,12,0,2,2,4,1,0,1,1,1,2,2,10,0,0,0,1,0,57,25,.695,111.4,104.1,6.94,1991-92
Ennis Whatley,9.1,0.9,2.2,0.412,0.0,0.2,0.0,0.9,2.0,0.447,0.412,1.2,1.3,0.871,0.3,0.7,0.9,1.5,0.6,0.1,0.6,0.5,3.0,14.0,0.534,0.078,0.608,3.1,7.8,5.5,21.0,3.2,0.9,17.8,15.3,0.3,0.3,0.6,0.134,-0.5,2.5,2.0,0.2,29,Portland Trail Blazers,23,0,209,21,51,0,4,27,31,6,15,34,14,3,14,12,69,0,1,0,0,0,57,25,.695,111.4,104.1,6.94,1991-92
Buck Williams,31.5,4.3,7.0,0.604,0.0,0.0,0.0,4.3,7.0,0.605,0.604,2.8,3.7,0.754,3.3,5.6,8.8,1.4,0.8,0.5,1.6,3.1,11.3,15.0,0.651,0.002,0.52,11.3,19.2,15.3,5.8,1.2,1.0,15.8,13.3,5.4,3.8,9.2,0.175,0.7,0.5,1.2,2.0,31,Portland Trail Blazers,80,80,2519,340,563,0,1,221,293,260,444,108,62,41,130,244,901,0,0,1,0,0,57,25,.695,111.4,104.1,6.94,1991-92
Mahmoud Abdul-Rauf,19.0,4.4,10.4,0.421,0.4,1.2,0.33,4.0,9.3,0.433,0.44,1.2,1.3,0.87,0.3,1.1,1.4,2.4,0.5,0.0,1.4,1.6,10.3,12.6,0.469,0.111,0.128,1.5,6.8,4.0,21.0,1.4,0.2,11.6,26.7,-0.2,0.8,0.6,0.018,-1.2,-1.9,-3.1,-0.4,22,Denver Nuggets,81,11,1538,356,845,31,94,94,108,22,92,192,44,4,117,130,837,0,1,0,0,0,24,58,.293,99.7,107.6,-7.59,1991-92
Greg Anderson,34.1,4.7,10.4,0.456,0.0,0.0,0.0,4.7,10.4,0.458,0.456,2.0,3.3,0.623,4.1,7.4,11.5,1.0,1.1,0.8,2.5,3.2,11.5,12.6,0.486,0.005,0.314,12.3,24.7,18.2,4.1,1.5,1.4,17.1,17.1,-0.6,3.6,3.0,0.052,-2.4,-1.1,-3.4,-1.0,27,Denver Nuggets,82,82,2793,389,854,0,4,167,268,337,604,78,88,65,201,263,945,0,0,1,0,0,24,58,.293,99.7,107.6,-7.59,1991-92
Kevin Brooks,7.3,1.2,2.6,0.443,0.1,0.3,0.182,1.1,2.3,0.477,0.454,0.5,0.6,0.81,0.4,0.7,1.1,0.3,0.2,0.1,0.5,0.5,2.8,10.2,0.494,0.113,0.216,4.9,11.0,7.8,6.1,1.4,0.5,14.5,18.7,0.0,0.2,0.1,0.025,-2.4,-1.3,-3.8,-0.1,22,Denver Nuggets,37,0,270,43,97,2,11,17,21,13,26,11,8,2,18,19,105,0,0,0,0,1,24,58,.293,99.7,107.6,-7.59,1991-92
Anthony Cook,5.2,0.7,1.1,0.6,0.0,0.0,0.0,0.7,1.1,0.6,0.6,0.2,0.3,0.667,0.6,1.0,1.5,0.1,0.2,0.2,0.1,0.5,1.5,15.8,0.615,0.0,0.24,11.5,20.9,15.9,2.5,2.1,2.1,9.8,10.8,0.2,0.2,0.4,0.155,0.7,0.7,1.5,0.1,24,Denver Nuggets,22,0,115,15,25,0,0,4,6,13,21,2,5,4,3,10,34,0,0,1,0,0,24,58,.293,99.7,107.6,-7.59,1991-92
Walter Davis,16.1,4.0,8.8,0.459,0.1,0.3,0.313,3.9,8.4,0.465,0.465,1.8,2.0,0.872,0.4,1.1,1.5,1.5,0.6,0.0,1.0,1.5,9.9,16.6,0.514,0.04,0.233,2.8,7.7,5.1,16.0,1.9,0.1,9.2,26.8,1.0,0.5,1.5,0.095,0.7,-0.7,0.1,0.4,37,Denver Nuggets,46,0,741,185,403,5,16,82,94,20,50,68,29,1,45,69,457,0,0,0,0,1,24,58,.293,99.7,107.6,-7.59,1991-92
Winston Garland,28.3,4.3,9.6,0.444,0.1,0.4,0.321,4.2,9.3,0.449,0.45,2.2,2.6,0.859,0.9,1.6,2.4,5.3,1.3,0.3,2.2,2.6,10.8,13.3,0.505,0.037,0.265,3.1,6.4,4.6,27.6,2.2,0.6,17.3,18.6,1.3,1.6,2.9,0.063,-0.8,-0.5,-1.3,0.4,27,Denver Nuggets,78,67,2209,333,750,9,28,171,199,67,123,411,98,22,175,206,846,0,1,0,0,0,24,58,.293,99.7,107.6,-7.59,1991-92
Scott Hastings,10.5,0.4,1.3,0.34,0.0,0.2,0.0,0.4,1.0,0.415,0.34,0.6,0.7,0.857,0.8,1.7,2.5,0.7,0.3,0.4,0.6,1.4,1.5,7.1,0.465,0.18,0.56,7.3,18.5,12.5,7.9,1.2,2.2,26.1,8.1,-0.1,0.4,0.3,0.04,-4.5,0.5,-3.9,-0.2,31,Denver Nuggets,40,4,421,17,50,0,9,24,28,30,68,26,10,15,22,56,58,1,0,0,0,0,24,58,.293,99.7,107.6,-7.59,1991-92
Marcus Liberty,20.4,3.7,8.3,0.443,0.2,0.7,0.34,3.4,7.6,0.452,0.457,1.7,2.4,0.728,1.9,2.2,4.1,0.8,0.9,0.4,1.2,2.2,9.3,14.1,0.498,0.081,0.29,9.6,12.3,10.9,5.9,2.1,1.2,11.4,21.0,1.0,1.5,2.4,0.076,-0.9,-0.8,-1.7,0.1,23,Denver Nuggets,75,13,1527,275,621,17,50,131,180,144,164,58,66,29,90,165,698,0,0,0,0,1,24,58,.293,99.7,107.6,-7.59,1991-92
Todd Lichti,17.3,2.5,5.5,0.46,0.0,0.1,0.111,2.5,5.4,0.469,0.461,1.5,1.7,0.839,0.5,1.2,1.7,1.1,0.6,0.2,1.1,1.9,6.6,10.4,0.521,0.024,0.314,3.1,8.0,5.4,9.3,1.8,0.6,14.4,17.3,0.5,0.8,1.3,0.053,-3.4,-0.3,-3.8,-0.5,25,Denver Nuggets,68,10,1176,173,376,1,9,99,118,36,82,74,43,12,72,131,446,0,0,0,1,0,24,58,.293,99.7,107.6,-7.59,1991-92
Mark Macon,30.3,4.4,11.7,0.375,0.1,0.4,0.133,4.3,11.3,0.383,0.377,1.8,2.4,0.73,1.1,1.8,2.9,2.2,2.0,0.2,2.0,3.2,10.6,8.3,0.415,0.034,0.208,3.5,6.9,5.1,10.7,3.3,0.4,13.8,19.8,-3.1,2.3,-0.8,-0.016,-5.2,0.8,-4.4,-1.4,22,Denver Nuggets,76,67,2304,333,889,4,30,135,185,80,140,168,154,14,155,242,805,0,0,0,1,0,24,58,.293,99.7,107.6,-7.59,1991-92
Dikembe Mutombo,38.3,6.0,12.2,0.493,0.0,0.0,0.0,6.0,12.2,0.493,0.493,4.5,7.0,0.642,4.5,7.8,12.3,2.2,0.6,3.0,3.5,3.8,16.6,16.5,0.54,0.0,0.575,11.9,23.3,17.3,8.6,0.8,4.8,18.8,20.1,1.3,3.6,4.8,0.086,-0.6,0.6,0.0,1.4,25,Denver Nuggets,71,71,2716,428,869,0,0,321,500,316,554,156,43,210,252,273,1177,1,0,0,0,0,24,58,.293,99.7,107.6,-7.59,1991-92
Reggie Williams,32.4,7.4,15.8,0.471,0.7,1.9,0.359,6.7,13.8,0.486,0.493,2.7,3.3,0.803,1.8,3.2,5.0,2.9,1.8,0.8,2.1,3.3,18.2,18.1,0.528,0.122,0.211,5.6,11.3,8.3,15.0,2.7,1.6,11.0,24.3,3.7,2.9,6.6,0.121,2.1,1.1,3.2,3.4,27,Denver Nuggets,81,80,2623,601,1277,56,156,216,269,145,260,235,148,68,173,270,1474,0,0,0,0,1,24,58,.293,99.7,107.6,-7.59,1991-92
Joe Wolf,17.3,1.5,4.1,0.361,0.0,0.2,0.091,1.5,4.0,0.372,0.363,0.8,1.0,0.803,1.4,2.1,3.6,0.9,0.5,0.2,0.9,1.9,3.8,7.2,0.415,0.04,0.238,8.5,14.1,11.1,7.1,1.3,0.7,16.4,12.8,-0.7,0.9,0.3,0.01,-4.1,-0.4,-4.4,-0.7,27,Denver Nuggets,67,0,1160,100,277,1,11,53,66,97,143,61,32,14,60,124,254,1,0,0,0,0,24,58,.293,99.7,107.6,-7.59,1991-92
Mark Acres,13.6,1.1,2.2,0.517,0.0,0.0,0.333,1.1,2.2,0.52,0.52,0.8,1.0,0.761,1.4,2.3,3.7,0.3,0.4,0.2,0.5,2.1,3.1,10.1,0.576,0.02,0.444,11.4,19.2,15.2,3.2,1.3,1.0,15.5,9.6,1.1,0.8,1.9,0.097,-2.7,-0.2,-2.9,-0.2,29,Orlando Magic,68,6,926,78,151,1,3,51,67,97,155,22,25,15,33,140,208,1,0,0,0,0,21,61,.256,101.6,108.5,-6.52,1991-92
Nick Anderson,36.7,8.0,17.4,0.463,0.5,1.4,0.353,7.5,16.0,0.472,0.477,3.4,5.1,0.667,1.6,4.8,6.4,2.7,1.6,0.6,2.1,2.2,19.9,16.4,0.509,0.082,0.291,4.8,14.9,9.7,12.4,2.2,0.9,9.7,24.5,1.6,2.0,3.6,0.078,1.1,0.0,1.2,1.8,24,Orlando Magic,60,59,2203,482,1042,30,85,202,303,98,286,163,97,33,126,132,1196,0,0,0,1,0,21,61,.256,101.6,108.5,-6.52,1991-92
Anthony Bowie,33.1,6.0,12.2,0.493,0.3,0.8,0.386,5.7,11.3,0.501,0.506,2.3,2.6,0.86,1.3,3.4,4.7,3.1,1.1,0.7,2.1,1.9,14.6,14.7,0.547,0.07,0.215,4.4,11.7,8.0,14.9,1.6,1.4,13.4,19.3,1.8,1.1,2.9,0.082,0.7,0.1,0.8,1.2,28,Orlando Magic,52,26,1721,312,633,17,44,117,136,70,175,163,55,38,107,101,758,0,0,0,1,0,21,61,.256,101.6,108.5,-6.52,1991-92
Terry Catledge,31.2,5.9,11.8,0.496,0.0,0.1,0.0,5.9,11.8,0.498,0.496,3.1,4.4,0.694,3.3,3.7,7.0,1.4,0.7,0.2,1.8,2.5,14.8,15.2,0.537,0.004,0.375,11.5,13.8,12.6,7.1,1.2,0.4,11.4,20.7,3.2,1.4,4.6,0.091,0.6,-1.6,-1.0,0.6,28,Orlando Magic,78,67,2430,457,922,0,4,240,346,257,292,109,58,16,138,196,1154,0,0,1,0,0,21,61,.256,101.6,108.5,-6.52,1991-92
Chris Corchiani,14.5,1.5,3.8,0.399,0.2,0.7,0.27,1.3,3.1,0.429,0.425,1.8,2.0,0.875,0.4,1.2,1.5,2.8,0.9,0.0,1.5,1.8,5.0,12.1,0.534,0.192,0.539,2.6,9.3,5.9,26.7,3.0,0.2,23.7,17.5,0.2,0.6,0.9,0.056,-2.5,0.7,-1.8,0.0,23,Orlando Magic,51,1,741,77,193,10,37,91,104,18,60,141,45,2,74,94,255,0,1,0,0,0,21,61,.256,101.6,108.5,-6.52,1991-92
Bison Dele,18.9,3.6,6.8,0.528,0.0,0.0,0.0,3.6,6.8,0.528,0.528,2.0,3.0,0.669,2.4,3.3,5.7,0.7,0.9,1.1,1.8,2.9,9.1,17.1,0.565,0.0,0.438,13.8,19.9,16.8,5.8,2.2,3.6,18.2,21.7,0.6,1.2,1.8,0.097,-1.4,0.5,-0.9,0.3,22,Orlando Magic,48,2,905,171,324,0,0,95,142,115,157,33,41,53,86,139,437,0,0,1,0,0,21,61,.256,101.6,108.5,-6.52,1991-92
Greg Kite,20.5,1.3,3.0,0.437,0.0,0.0,0.0,1.3,3.0,0.439,0.437,0.6,0.9,0.588,2.2,3.4,5.6,0.6,0.4,0.8,0.8,2.9,3.2,7.7,0.465,0.005,0.316,11.5,19.1,15.2,3.9,1.0,2.4,19.9,8.6,0.1,1.3,1.4,0.045,-3.9,0.4,-3.5,-0.6,30,Orlando Magic,72,44,1479,94,215,0,1,40,68,156,246,44,30,57,61,212,228,1,0,0,0,0,21,61,.256,101.6,108.5,-6.52,1991-92
Jerry Reynolds,25.2,4.3,11.3,0.38,0.1,0.5,0.125,4.2,10.7,0.393,0.383,3.4,4.1,0.836,1.0,2.2,3.2,3.3,1.4,0.4,2.1,1.5,12.1,13.9,0.462,0.046,0.365,4.4,10.1,7.2,20.1,2.7,0.9,13.8,25.0,-0.4,1.0,0.6,0.025,-0.9,-0.1,-1.0,0.3,29,Orlando Magic,46,16,1159,197,518,3,24,158,189,47,102,151,63,17,96,69,555,0,0,0,1,0,21,61,.256,101.6,108.5,-6.52,1991-92
Stanley Roberts,20.3,4.3,8.1,0.529,0.0,0.0,0.0,4.3,8.1,0.53,0.529,1.8,3.6,0.515,2.1,4.1,6.1,0.7,0.4,1.5,1.4,4.0,10.4,16.3,0.538,0.002,0.439,11.0,22.9,16.8,5.8,1.0,4.5,12.8,22.7,0.8,1.4,2.1,0.092,-1.9,0.5,-1.4,0.2,21,Orlando Magic,55,34,1118,236,446,0,1,101,196,113,223,39,22,83,78,221,573,1,0,0,0,0,21,61,.256,101.6,108.5,-6.52,1991-92
Dennis Scott,33.8,7.4,18.4,0.402,1.6,4.9,0.326,5.8,13.4,0.43,0.446,3.6,3.9,0.901,0.8,2.9,3.7,1.9,1.1,0.5,1.7,2.7,19.9,14.4,0.496,0.269,0.215,2.5,9.8,6.1,9.6,1.6,0.9,7.9,26.9,0.4,0.4,0.7,0.059,0.5,-0.9,-0.4,0.2,23,Orlando Magic,18,15,608,133,331,29,89,64,71,14,52,35,20,9,31,49,359,0,0,0,0,1,21,61,.256,101.6,108.5,-6.52,1991-92
Scott Skiles,31.7,4.8,11.6,0.414,1.2,3.3,0.364,3.6,8.2,0.434,0.466,3.3,3.7,0.895,0.5,2.2,2.7,7.3,1.0,0.1,3.1,2.5,14.1,14.4,0.534,0.288,0.319,1.7,8.0,4.7,34.4,1.5,0.1,19.1,21.4,2.2,1.0,3.2,0.065,0.9,-1.7,-0.8,0.7,27,Orlando Magic,75,63,2377,359,868,91,250,248,277,36,166,544,74,5,233,188,1057,0,1,0,0,0,21,61,.256,101.6,108.5,-6.52,1991-92
Otis Smith,15.9,2.1,5.8,0.365,0.1,0.4,0.381,2.0,5.4,0.364,0.377,1.3,1.7,0.769,0.7,1.4,2.1,1.0,0.7,0.2,1.1,1.5,5.6,8.1,0.433,0.066,0.286,5.0,9.9,7.4,9.5,2.0,0.9,14.8,19.9,-1.0,0.6,-0.4,-0.023,-3.9,-0.5,-4.4,-0.5,28,Orlando Magic,55,5,877,116,318,8,21,70,91,40,76,57,36,13,62,85,310,0,0,0,1,0,21,61,.256,101.6,108.5,-6.52,1991-92
Jeff Turner,21.2,3.0,6.7,0.451,0.0,0.1,0.125,3.0,6.5,0.456,0.452,1.1,1.5,0.693,0.8,2.5,3.3,1.2,0.3,0.2,1.4,3.1,7.1,7.2,0.483,0.016,0.228,4.2,13.3,8.6,8.6,0.7,0.6,16.2,17.1,-1.0,0.8,-0.2,-0.005,-4.9,-1.0,-5.9,-1.6,29,Orlando Magic,75,42,1591,225,499,1,8,79,114,62,184,92,24,16,106,229,530,0,0,0,0,1,21,61,.256,101.6,108.5,-6.52,1991-92
Sam Vincent,22.7,3.8,8.9,0.43,0.0,0.3,0.077,3.8,8.6,0.443,0.431,2.8,3.3,0.846,0.5,2.1,2.6,3.8,0.9,0.1,1.8,1.4,10.5,14.6,0.506,0.037,0.372,2.3,10.6,6.4,25.8,1.9,0.3,15.1,22.4,0.5,0.6,1.1,0.059,0.1,-0.5,-0.4,0.4,28,Orlando Magic,39,18,885,150,349,1,13,110,130,19,82,148,35,4,72,55,411,0,1,0,0,0,21,61,.256,101.6,108.5,-6.52,1991-92
Michael Adams,35.8,6.2,15.8,0.393,1.6,4.9,0.324,4.6,10.9,0.425,0.444,4.0,4.6,0.869,0.7,3.2,4.0,7.6,1.9,0.1,2.7,2.1,18.1,17.1,0.506,0.313,0.292,2.2,10.1,6.1,31.5,2.5,0.2,13.2,24.2,2.6,2.6,5.3,0.09,2.1,-0.3,1.8,2.6,29,Washington Bullets,78,78,2795,485,1233,125,386,313,360,58,252,594,145,9,212,162,1408,0,1,0,0,0,25,57,.305,102.4,106.8,-4.35,1991-92
Ledell Eackles,22.5,5.5,11.7,0.468,0.1,0.5,0.2,5.4,11.1,0.481,0.472,2.1,2.9,0.743,0.6,2.1,2.7,1.9,0.7,0.1,1.2,2.2,13.2,15.3,0.509,0.046,0.246,2.9,10.7,6.7,14.1,1.6,0.3,8.2,26.4,0.9,1.1,2.0,0.065,-0.8,-1.2,-2.0,0.0,25,Washington Bullets,65,25,1463,355,759,7,35,139,187,39,139,125,47,7,75,145,856,0,0,0,1,0,25,57,.305,102.4,106.8,-4.35,1991-92
Pervis Ellison,38.0,8.3,15.4,0.539,0.0,0.0,0.333,8.3,15.3,0.54,0.54,3.4,4.7,0.728,3.3,7.9,11.2,2.9,0.9,2.7,3.0,3.4,20.0,19.9,0.574,0.003,0.308,9.3,23.4,16.1,12.0,1.2,4.3,14.5,22.6,3.2,3.7,6.9,0.131,1.6,1.2,2.8,3.0,24,Washington Bullets,66,64,2511,547,1014,1,3,227,312,217,523,190,62,177,196,222,1322,1,0,0,0,0,25,57,.305,102.4,106.8,-4.35,1991-92
A.J. English,20.6,4.5,10.4,0.433,0.1,0.4,0.176,4.4,10.0,0.443,0.436,1.8,2.2,0.841,0.9,1.2,2.1,1.8,0.4,0.1,1.1,2.0,10.9,12.5,0.48,0.04,0.208,4.8,6.3,5.5,13.7,0.9,0.3,8.8,25.6,0.1,0.7,0.9,0.025,-1.6,-2.2,-3.8,-0.8,24,Washington Bullets,81,6,1665,366,846,6,34,148,176,74,94,143,32,9,89,160,886,0,0,0,1,0,25,57,.305,102.4,106.8,-4.35,1991-92
Greg Foster,11.2,1.8,3.9,0.461,0.0,0.0,0.0,1.8,3.9,0.464,0.461,0.7,1.0,0.714,0.9,2.1,3.0,0.7,0.1,0.2,0.7,1.7,4.3,11.2,0.496,0.005,0.254,8.4,20.9,14.5,9.3,0.5,1.3,14.4,19.3,-0.1,0.5,0.5,0.043,-3.8,-1.0,-4.9,-0.4,23,Washington Bullets,49,3,548,89,193,0,1,35,49,43,102,35,6,12,36,83,213,0,0,1,0,0,25,57,.305,102.4,106.8,-4.35,1991-92
Harvey Grant,37.3,7.6,16.0,0.478,0.0,0.1,0.125,7.6,15.8,0.481,0.479,2.8,3.4,0.8,2.5,4.3,6.8,2.7,1.2,0.4,1.7,2.8,18.0,15.3,0.516,0.008,0.215,7.0,12.9,9.9,11.1,1.5,0.7,8.9,21.7,2.3,2.0,4.3,0.087,0.4,-0.8,-0.4,1.0,26,Washington Bullets,64,60,2388,489,1022,1,8,176,220,157,275,170,74,27,109,178,1155,0,0,0,0,1,25,57,.305,102.4,106.8,-4.35,1991-92
Tom Hammonds,26.6,5.3,10.8,0.488,0.0,0.0,0.0,5.3,10.8,0.489,0.488,1.4,2.2,0.61,1.3,3.7,5.0,1.0,0.6,0.4,1.6,3.2,11.9,11.2,0.504,0.003,0.205,5.3,15.5,10.3,5.6,1.1,0.8,11.7,21.2,-0.3,0.9,0.6,0.027,-3.0,-1.0,-3.9,-0.5,24,Washington Bullets,37,19,984,195,400,0,1,50,82,49,136,36,22,13,58,118,440,0,0,1,0,0,25,57,.305,102.4,106.8,-4.35,1991-92
Charles Jones,18.2,0.4,1.2,0.367,0.0,0.0,0.0,0.4,1.2,0.367,0.367,0.3,0.5,0.5,1.4,2.8,4.2,0.8,0.6,1.2,0.5,2.9,1.1,6.8,0.4,0.0,0.444,8.2,17.4,12.7,5.5,1.5,4.1,26.6,4.5,0.0,1.8,1.8,0.063,-4.8,2.2,-2.6,-0.2,34,Washington Bullets,75,32,1365,33,90,0,0,20,40,105,212,62,43,92,39,214,86,1,0,0,0,0,25,57,.305,102.4,106.8,-4.35,1991-92
