name,mpg,fgm_per_g,fga_per_g,fg_pct,fg3m_per_g,fg3a_per_g,fg3_pct,fg2m_per_g,fg2a_per_g,fg2_pct,efg_pct,ftm_per_g,fta_per_g,ft_pct,orb_per_g,drb_per_g,trb_per_g,ast_per_g,stl_per_g,blk_per_g,tov_per_g,pf_per_g,ppg,team
Kareem Abdul-Jabbar,28.9,6.0,11.3,.532,0.0,0.0,.000,6.0,11.3,.532,.532,2.6,3.4,.762,1.5,4.5,6.0,1.7,0.6,1.2,2.0,2.7,14.6,LAL
Mark Acres,14.6,1.4,2.6,.532,0.0,0.0,,1.4,2.6,.532,.532,0.9,1.4,.640,1.3,2.1,3.4,0.5,0.4,0.3,0.7,2.5,3.6,BOS
Alvan Adams,20.1,3.1,6.2,.496,0.0,0.0,.500,3.0,6.1,.496,.497,1.3,1.6,.844,1.4,3.0,4.5,2.2,1.0,0.5,1.7,3.0,7.5,PHO
Michael Adams,33.9,5.1,11.3,.449,1.7,4.6,.367,3.4,6.7,.505,.524,2.0,2.4,.834,0.5,2.2,2.7,6.1,2.0,0.2,1.8,1.7,13.9,DEN
Mark Aguirre,33.9,9.7,20.4,.475,0.7,2.2,.302,9.0,18.2,.496,.491,5.0,6.5,.770,2.4,3.3,5.6,3.6,0.9,0.7,2.6,2.9,25.1,DAL
Danny Ainge,37.3,6.0,12.1,.491,1.8,4.4,.415,4.1,7.7,.534,.566,2.0,2.2,.878,0.7,2.3,3.1,6.2,1.4,0.2,1.9,2.5,15.7,BOS
Mark Alarie,12.2,2.3,4.8,.480,0.1,0.3,.222,2.2,4.5,.496,.487,0.6,0.8,.714,1.1,1.4,2.5,0.6,0.2,0.2,0.8,1.7,5.2,WSB
Steve Alford,7.0,0.8,2.0,.382,0.0,0.3,.125,0.7,1.7,.426,.391,0.6,0.6,.941,0.1,0.7,0.8,0.8,0.6,0.1,0.4,0.8,2.1,DAL
Greg Anderson,24.2,4.6,9.2,.501,0.0,0.1,.200,4.6,9.2,.503,.502,2.4,4.0,.604,2.0,4.3,6.3,1.0,0.7,1.5,1.7,2.8,11.7,SAS
Richard Anderson,18.2,2.3,5.9,.390,0.6,2.0,.320,1.7,3.9,.426,.444,0.8,1.0,.753,1.2,2.9,4.1,1.5,0.7,0.2,0.8,1.9,6.1,TOT
Richard Anderson,4.4,0.9,2.2,.423,0.5,1.3,.400,0.4,0.9,.455,.538,0.3,0.4,.800,0.8,0.7,1.4,0.3,0.1,0.0,0.1,0.3,2.7,HOU
Richard Anderson,20.9,2.6,6.7,.387,0.7,2.2,.311,1.9,4.5,.424,.438,0.9,1.2,.750,1.3,3.3,4.6,1.7,0.8,0.3,1.0,2.1,6.7,POR
Ron Anderson,14.8,2.9,5.9,.498,0.0,0.0,.000,2.9,5.9,.500,.498,1.5,1.9,.766,1.2,1.7,2.9,1.1,0.6,0.1,1.0,1.3,7.3,IND
Joe Arlauckas,9.4,1.6,4.8,.326,0.0,0.0,,1.6,4.8,.326,.326,0.7,0.9,.750,0.7,0.8,1.4,0.9,0.3,0.4,0.4,1.8,3.8,SAC
Vincent Askew,16.7,1.6,5.3,.297,0.0,0.0,,1.6,5.3,.297,.297,0.6,0.8,.727,0.4,1.1,1.6,2.4,0.7,0.4,0.9,0.9,3.7,PHI
John Bagley,33.8,4.8,10.9,.439,0.6,2.0,.292,4.2,9.0,.471,.465,1.8,2.2,.822,0.7,2.4,3.1,5.8,1.3,0.1,2.5,2.0,12.0,NJN
James Bailey,13.4,1.7,3.7,.452,0.0,0.1,.000,1.7,3.6,.460,.452,1.1,1.4,.787,1.1,2.1,3.2,0.6,0.3,0.4,1.1,2.8,4.4,PHO
Thurl Bailey,34.2,7.7,15.7,.492,0.0,0.0,.333,7.7,15.6,.493,.493,4.1,5.0,.826,1.6,4.8,6.5,1.9,0.6,1.5,2.3,2.3,19.6,UTA
Charles Barkley,39.6,9.4,16.0,.587,0.6,2.0,.280,8.9,14.1,.630,.604,8.9,11.9,.751,4.8,7.1,11.9,3.2,1.3,1.3,3.8,3.5,28.3,PHI
John Battle,18.3,4.1,9.1,.454,0.2,0.6,.390,3.9,8.5,.458,.467,2.1,2.8,.750,0.4,1.3,1.7,2.4,0.5,0.1,1.1,1.3,10.6,ATL
William Bedford,7.8,1.2,2.7,.436,0.0,0.0,,1.2,2.7,.436,.436,0.3,0.6,.565,0.7,1.0,1.7,0.1,0.2,0.4,0.5,1.2,2.7,DET
Benoit Benjamin,32.9,5.2,10.5,.491,0.0,0.1,.000,5.2,10.4,.496,.491,2.7,3.9,.706,1.7,6.3,8.0,2.6,0.8,3.4,3.4,3.1,13.0,LAC
Kent Benson,6.0,1.0,1.0,1.000,0.0,0.0,,1.0,1.0,1.000,1.000,0.5,1.0,.500,0.0,0.5,0.5,0.0,0.5,0.5,1.0,1.0,2.5,CLE
Walter Berry,26.3,7.4,13.2,.563,0.0,0.0,,7.4,13.2,.563,.563,2.6,4.4,.600,2.4,3.0,5.4,1.5,0.8,0.9,2.2,2.8,17.4,SAS
Larry Bird,39.0,11.6,22.0,.527,1.3,3.1,.414,10.3,18.9,.546,.556,5.5,6.0,.916,1.4,7.8,9.3,6.1,1.6,0.8,2.8,2.1,29.9,BOS
Otis Birdsong,28.1,5.0,11.0,.458,0.1,0.4,.360,4.9,10.6,.461,.464,0.7,1.4,.511,1.1,1.4,2.5,3.3,0.8,0.2,1.9,2.1,10.9,NJN
Uwe Blab,9.0,0.8,1.8,.439,0.0,0.0,,0.8,1.8,.439,.439,0.6,0.9,.708,0.7,1.1,1.8,0.5,0.1,0.4,0.7,1.5,2.2,DAL
