name,mpg,fgm_per_g,fga_per_g,fg_pct,fg3m_per_g,fg3a_per_g,fg3_pct,fg2m_per_g,fg2a_per_g,fg2_pct,efg_pct,ftm_per_g,fta_per_g,ft_pct,orb_per_g,drb_per_g,trb_per_g,ast_per_g,stl_per_g,blk_per_g,tov_per_g,pf_per_g,ppg,team
Jeff Adrien,7.9,0.9,2.0,.438,0.0,0.0,,0.9,2.0,.438,.438,0.9,1.5,.583,0.6,2.1,2.8,0.1,0.0,0.3,0.3,1.6,2.6,HOU
Arron Afflalo,33.6,5.3,11.3,.471,1.4,3.6,.398,3.9,7.7,.504,.534,3.2,4.0,.798,0.6,2.5,3.2,2.4,0.6,0.2,1.4,2.2,15.2,DEN
Blake Ahearn,7.5,1.0,3.5,.286,0.5,2.3,.222,0.5,1.3,.400,.357,0.0,0.0,,0.0,0.5,0.5,0.3,0.0,0.0,1.3,1.0,2.5,UTA
Solomon Alabi,8.7,0.9,2.6,.361,0.0,0.0,,0.9,2.6,.361,.361,0.5,0.6,.875,1.1,2.3,3.4,0.2,0.1,0.6,0.4,0.8,2.4,TOR
Cole Aldrich,6.7,0.8,1.6,.524,0.0,0.0,,0.8,1.6,.524,.524,0.5,0.5,.929,0.5,1.3,1.8,0.1,0.3,0.6,0.3,0.8,2.2,OKC
LaMarcus Aldridge,36.3,8.8,17.1,.512,0.0,0.2,.182,8.7,16.9,.516,.513,4.1,5.0,.814,2.7,5.3,8.0,2.4,0.9,0.8,2.0,2.8,21.7,POR
Lavoy Allen,15.2,1.9,4.1,.473,0.0,0.0,,1.9,4.1,.473,.473,0.3,0.3,.786,1.1,3.0,4.2,0.8,0.3,0.4,0.5,1.8,4.1,PHI
Ray Allen,34.0,4.9,10.7,.458,2.3,5.1,.453,2.6,5.6,.463,.566,2.1,2.3,.915,0.3,2.8,3.1,2.4,1.1,0.2,1.5,1.8,14.2,BOS
Tony Allen,26.3,3.6,7.7,.469,0.1,0.4,.308,3.5,7.3,.479,.478,2.4,3.0,.800,1.7,2.3,4.0,1.4,1.8,0.6,1.6,2.4,9.8,MEM
Morris Almond,16.8,1.5,4.3,.353,0.3,0.8,.333,1.3,3.5,.357,.382,0.3,0.8,.333,0.3,1.8,2.0,0.5,1.8,0.0,0.3,1.5,3.5,WAS
