name,mpg,fgm_per_g,fga_per_g,fg_pct,fg3m_per_g,fg3a_per_g,fg3_pct,fg2m_per_g,fg2a_per_g,fg2_pct,efg_pct,ftm_per_g,fta_per_g,ft_pct,orb_per_g,drb_per_g,trb_per_g,ast_per_g,stl_per_g,blk_per_g,tov_per_g,pf_per_g,ppg,team
Quincy Acy,18.9,2.2,4.9,.459,0.3,0.9,.300,2.0,4.0,.494,.486,1.1,1.4,.784,1.2,3.3,4.4,1.0,0.4,0.3,0.9,2.2,5.9,NYK
Jordan Adams,8.3,1.2,2.9,.407,0.3,0.8,.400,0.8,2.0,.410,.465,0.5,0.8,.609,0.3,0.6,0.9,0.5,0.5,0.2,0.5,0.8,3.1,MEM
Steven Adams,25.3,3.1,5.7,.544,0.0,0.0,.000,3.1,5.7,.547,.544,1.5,2.9,.502,2.8,4.6,7.5,0.9,0.5,1.2,1.4,3.2,7.7,OKC
Jeff Adrien,12.6,1.1,2.6,.432,0.0,0.0,,1.1,2.6,.432,.432,1.3,2.2,.579,1.4,3.2,4.5,0.9,0.2,0.5,0.5,1.8,3.5,MIN
Arron Afflalo,32.1,4.8,11.3,.424,1.5,4.3,.354,3.3,7.1,.466,.491,2.1,2.5,.843,0.3,2.8,3.2,1.7,0.5,0.1,1.5,2.1,13.3,TOT
Arron Afflalo,33.0,5.3,12.4,.428,1.5,4.6,.337,3.8,7.8,.481,.490,2.4,2.8,.841,0.4,3.0,3.4,1.9,0.6,0.1,1.6,2.0,14.5,DEN
Arron Afflalo,30.1,3.8,9.1,.414,1.4,3.6,.400,2.3,5.5,.423,.493,1.6,1.9,.851,0.2,2.4,2.7,1.1,0.4,0.1,1.3,2.4,10.6,POR
Alexis Ajinça,14.1,2.7,4.8,.550,0.0,0.0,,2.7,4.8,.550,.550,1.2,1.5,.818,1.5,3.1,4.6,0.7,0.3,0.8,1.0,2.2,6.5,NOP
Furkan Aldemir,13.2,1.0,1.9,.513,0.0,0.1,.000,1.0,1.8,.548,.513,0.3,0.7,.481,1.9,2.4,4.3,0.7,0.4,0.4,0.4,2.3,2.3,PHI
Cole Aldrich,16.0,2.4,4.9,.478,0.0,0.0,,2.4,4.9,.478,.478,0.8,1.0,.781,1.7,3.9,5.5,1.2,0.6,1.1,1.0,2.0,5.5,NYK
LaMarcus Aldridge,35.4,9.3,19.9,.466,0.5,1.5,.352,8.8,18.5,.475,.479,4.3,5.1,.845,2.5,7.7,10.2,1.7,0.7,1.0,1.7,1.8,23.4,POR
Lavoy Allen,17.0,2.2,4.7,.472,0.0,0.0,,2.2,4.7,.472,.472,0.5,0.7,.702,2.0,3.2,5.1,1.2,0.2,0.7,0.6,1.6,5.0,IND
Tony Allen,26.2,3.6,7.2,.495,0.2,0.5,.345,3.4,6.8,.505,.505,1.3,2.0,.627,1.6,2.8,4.4,1.4,2.0,0.5,1.4,2.6,8.6,MEM
Al-Farouq Aminu,18.5,2.0,4.8,.412,0.5,1.7,.274,1.5,3.1,.485,.459,1.1,1.6,.712,1.5,3.1,4.6,0.8,0.9,0.8,0.7,1.9,5.6,DAL
Lou Amundson,17.7,2.1,4.8,.427,0.0,0.0,.000,2.1,4.8,.429,.427,0.8,1.6,.471,1.8,3.3,5.1,1.3,0.4,1.0,1.2,2.4,4.9,TOT
Lou Amundson,6.6,0.3,1.0,.333,0.0,0.0,,0.3,1.0,.333,.333,0.3,0.4,.600,0.4,1.3,1.7,0.4,0.1,0.0,0.4,0.9,0.9,CLE
Lou Amundson,20.9,2.6,5.9,.432,0.0,0.0,.000,2.6,5.9,.434,.432,0.9,2.0,.463,2.2,3.9,6.0,1.6,0.5,1.3,1.4,2.8,6.0,NYK
Chris Andersen,18.9,2.0,3.5,.580,0.1,0.2,.308,1.9,3.2,.598,.589,1.3,1.9,.667,1.3,3.7,5.0,0.7,0.4,1.0,0.7,1.5,5.3,MIA
Alan Anderson,23.6,2.6,5.9,.443,1.0,2.8,.348,1.6,3.1,.530,.526,1.1,1.4,.812,0.4,2.3,2.8,1.1,0.8,0.1,0.8,2.0,7.4,BRK
Kyle Anderson,10.8,0.9,2.7,.348,0.1,0.3,.273,0.8,2.4,.359,.365,0.3,0.4,.643,0.2,2.0,2.2,0.8,0.5,0.2,0.3,0.8,2.2,SAS
Ryan Anderson,27.5,4.8,12.0,.399,2.0,5.9,.340,2.8,6.1,.457,.483,2.1,2.5,.854,1.8,3.1,4.8,0.9,0.5,0.3,1.0,1.9,13.7,NOP
Giannis Antetokounmpo,31.4,4.7,9.6,.491,0.1,0.5,.159,4.6,9.1,.511,.496,3.2,4.3,.741,1.2,5.5,6.7,2.6,0.9,1.0,2.1,3.1,12.7,MIL
Carmelo Anthony,35.7,9.0,20.2,.444,1.5,4.5,.341,7.4,15.7,.474,.482,4.7,5.9,.797,1.8,4.8,6.6,3.1,1.0,0.4,2.2,2.2,24.2,NYK
Joel Anthony,8.3,0.7,1.3,.581,0.0,0.0,,0.7,1.3,.581,.581,0.3,0.4,.682,0.7,1.2,1.9,0.1,0.2,1.0,0.2,1.1,1.8,DET
,,,,,,,,,,,,,,,,,,,,,,,,
Pero Antić,16.5,1.7,4.7,.365,0.8,2.7,.301,0.9,2.0,.455,.453,1.4,2.0,.715,0.9,2.1,3.0,0.8,0.3,0.2,0.8,2.1,5.7,ATL
Trevor Ariza,35.7,4.5,11.1,.402,2.4,6.8,.350,2.1,4.3,.485,.509,1.5,1.7,.853,0.9,4.7,5.6,2.5,1.9,0.2,1.7,2.3,12.8,HOU
Darrell Arthur,17.0,2.7,6.6,.404,0.4,1.9,.236,2.2,4.7,.471,.438,0.8,1.0,.780,0.9,2.0,2.9,1.0,0.8,0.4,0.8,2.5,6.6,DEN
Ömer Aşık,26.1,2.8,5.4,.517,0.0,0.0,,2.8,5.4,.517,.517,1.7,3.0,.582,3.2,6.6,9.8,0.9,0.4,0.7,1.3,1.9,7.3,NOP
D.J. Augustin,24.0,3.1,7.9,.399,1.0,3.0,.337,2.1,4.9,.436,.463,2.2,2.5,.868,0.2,1.7,2.0,4.3,0.6,0.0,1.8,1.1,9.5,TOT
D.J. Augustin,23.8,3.5,8.5,.410,0.9,2.8,.327,2.6,5.8,.450,.463,2.7,3.1,.870,0.2,1.6,1.9,4.9,0.6,0.0,2.0,1.1,10.6,DET
D.J. Augustin,24.2,2.5,6.6,.371,1.2,3.4,.354,1.3,3.2,.389,.462,1.1,1.3,.861,0.3,1.9,2.2,3.1,0.6,0.0,1.3,1.1,7.3,OKC
Jeff Ayres,7.5,1.1,1.9,.579,0.0,0.0,,1.1,1.9,.579,.579,0.5,0.7,.750,0.7,1.6,2.3,0.3,0.2,0.2,0.5,1.2,2.7,SAS
