name,mpg,fgm_per_g,fga_per_g,fg_pct,fg3m_per_g,fg3a_per_g,fg3_pct,fg2m_per_g,fg2a_per_g,fg2_pct,efg_pct,ftm_per_g,fta_per_g,ft_pct,orb_per_g,drb_per_g,trb_per_g,ast_per_g,stl_per_g,blk_per_g,tov_per_g,pf_per_g,ppg,team
Shareef Abdur-Rahim,8.5,0.5,2.3,.214,0.0,0.0,,0.5,2.3,.214,.214,0.7,0.7,1.000,1.0,0.7,1.7,0.7,0.2,0.0,0.2,1.5,1.7,SAC
Arron Afflalo,12.9,1.3,3.2,.411,0.1,0.6,.208,1.2,2.6,.461,.432,0.9,1.2,.782,0.5,1.3,1.8,0.7,0.4,0.1,0.5,1.1,3.7,DET
Maurice Ager,6.3,0.8,2.5,.323,0.1,0.7,.158,0.7,1.8,.391,.346,0.2,0.5,.500,0.2,0.3,0.5,0.3,0.0,0.0,0.2,0.7,2.0,TOT
Maurice Ager,6.4,0.4,2.3,.185,0.0,0.7,.000,0.4,1.6,.263,.185,0.4,0.5,.833,0.1,0.3,0.3,0.3,0.0,0.1,0.3,0.9,1.3,DAL
Maurice Ager,6.3,1.1,2.7,.421,0.2,0.8,.273,0.9,1.9,.481,.461,0.1,0.4,.167,0.2,0.4,0.6,0.3,0.0,0.0,0.2,0.4,2.6,NJN
Blake Ahearn,14.8,1.3,4.8,.263,0.8,2.8,.294,0.4,1.9,.217,.351,2.5,2.6,.968,0.1,1.5,1.6,1.6,0.5,0.0,1.3,1.7,5.8,MIA
LaMarcus Aldridge,34.9,7.4,15.3,.484,0.0,0.1,.143,7.4,15.2,.486,.484,3.0,3.9,.762,2.9,4.7,7.6,1.6,0.7,1.2,1.7,3.2,17.8,POR
Malik Allen,15.0,2.2,4.5,.480,0.0,0.0,.500,2.1,4.5,.480,.482,0.3,0.3,.920,0.9,1.8,2.7,0.6,0.3,0.4,0.6,2.0,4.6,TOT
Malik Allen,15.9,2.6,5.4,.475,0.0,0.0,.500,2.6,5.4,.475,.477,0.3,0.3,.923,0.9,1.8,2.7,0.6,0.3,0.4,0.7,1.9,5.4,NJN
Malik Allen,13.3,1.3,2.6,.500,0.0,0.0,,1.3,2.6,.500,.500,0.4,0.5,.917,1.0,1.8,2.7,0.6,0.2,0.4,0.5,2.4,3.1,DAL
Ray Allen,35.9,6.0,13.5,.445,2.5,6.2,.398,3.5,7.3,.485,.537,2.9,3.2,.907,1.0,2.6,3.7,3.1,0.9,0.2,1.7,2.0,17.4,BOS
Tony Allen,18.3,2.3,5.2,.434,0.2,0.8,.316,2.0,4.4,.455,.458,1.8,2.4,.762,0.5,1.8,2.2,1.5,0.8,0.3,1.5,2.2,6.6,BOS
Lance Allred,3.3,0.3,1.3,.250,0.0,0.0,,0.3,1.3,.250,.250,0.3,0.7,.500,0.0,0.3,0.3,0.0,0.0,0.0,0.0,0.3,1.0,CLE
Morris Almond,4.3,0.4,1.7,.267,0.1,0.4,.250,0.3,1.2,.273,.300,0.4,0.7,.667,0.0,0.2,0.2,0.3,0.1,0.0,0.2,0.6,1.4,UTA
Rafer Alston,34.1,4.9,12.5,.394,1.9,5.5,.351,3.0,7.0,.427,.471,1.3,1.9,.715,0.4,3.1,3.5,5.3,1.3,0.2,2.2,1.9,13.1,HOU
Lou Amundson,4.0,0.5,1.0,.500,0.0,0.0,,0.5,1.0,.500,.500,0.1,0.4,.286,0.4,0.3,0.8,0.0,0.1,0.1,0.1,0.8,1.1,PHI
Chris Andersen,6.8,0.4,1.4,.286,0.0,0.0,,0.4,1.4,.286,.286,0.4,0.8,.500,0.4,1.4,1.8,0.0,0.0,0.8,0.2,1.2,1.2,NOH
Derek Anderson,14.1,1.7,4.5,.376,0.7,1.9,.365,1.0,2.6,.384,.452,1.0,1.4,.737,0.3,1.5,1.9,1.6,0.4,0.0,0.9,1.8,5.0,CHA
Carmelo Anthony,36.4,9.5,19.2,.492,0.8,2.1,.354,8.7,17.1,.509,.511,6.0,7.7,.786,2.3,5.1,7.4,3.4,1.3,0.5,3.3,3.3,25.7,DEN
Joel Anthony,20.8,1.2,2.5,.467,0.0,0.0,,1.2,2.5,.467,.467,1.2,2.0,.592,1.6,2.3,3.9,0.1,0.4,1.3,0.7,2.3,3.5,MIA
Gilbert Arenas,32.7,6.0,15.1,.398,1.7,6.0,.282,4.3,9.1,.475,.454,5.7,7.4,.771,0.5,3.5,3.9,5.1,1.8,0.1,3.8,2.3,19.4,WAS
Trevor Ariza,15.6,2.0,3.9,.507,0.1,0.5,.278,1.8,3.4,.542,.526,1.4,2.1,.653,0.9,2.2,3.1,1.3,0.9,0.3,0.7,1.3,5.5,TOT
Trevor Ariza,10.5,1.3,2.8,.452,0.0,0.3,.000,1.3,2.5,.500,.452,0.7,1.4,.533,0.5,1.7,2.2,0.7,0.5,0.3,0.5,0.8,3.3,ORL
Trevor Ariza,18.0,2.3,4.4,.524,0.2,0.6,.333,2.1,3.8,.556,.548,1.7,2.5,.683,1.0,2.5,3.5,1.5,1.1,0.3,0.8,1.5,6.5,LAL
Darrell Armstrong,11.0,0.8,2.2,.364,0.5,1.4,.333,0.3,0.8,.415,.468,0.4,0.6,.667,0.3,1.0,1.3,1.5,0.6,0.0,0.8,1.1,2.5,NJN
Hilton Armstrong,11.3,1.0,2.3,.453,0.0,0.0,,1.0,2.3,.453,.453,0.7,1.1,.629,1.0,1.5,2.5,0.4,0.2,0.5,0.9,2.0,2.7,NOH
,,,,,,,,,,,,,,,,,,,,,,,,
Carlos Arroyo,20.5,2.5,5.6,.451,0.5,1.4,.345,2.1,4.3,.485,.493,1.4,1.6,.853,0.2,1.7,1.8,3.5,0.4,0.0,1.2,1.4,6.9,ORL
Chucky Atkins,14.7,1.8,5.1,.344,1.0,3.3,.316,0.7,1.8,.395,.447,0.2,0.4,.444,0.1,1.2,1.3,2.0,0.4,0.0,0.4,1.1,4.7,DEN
James Augustine,6.0,0.7,1.4,.529,0.0,0.0,,0.7,1.4,.529,.529,0.2,0.3,.500,0.6,0.6,1.2,0.1,0.2,0.1,0.2,0.7,1.6,ORL
Kelenna Azubuike,21.4,3.2,7.2,.445,0.9,2.4,.364,2.3,4.8,.485,.505,1.2,1.7,.717,1.3,2.7,4.0,0.9,0.6,0.4,0.7,2.0,8.5,GSW
Renaldo Balkman,14.6,1.4,2.9,.489,0.0,0.2,.083,1.4,2.7,.517,.492,0.6,1.5,.432,1.3,2.0,3.3,0.6,0.7,0.5,0.6,2.0,3.4,NYK
Marcus Banks,15.8,2.4,5.3,.450,1.1,2.8,.392,1.3,2.5,.517,.555,0.8,1.0,.771,0.1,1.1,1.3,1.7,0.4,0.4,1.0,1.8,6.6,TOT
Marcus Banks,12.9,1.8,4.5,.404,1.0,2.7,.385,0.8,1.8,.432,.518,0.5,0.7,.750,0.1,0.7,0.8,1.0,0.3,0.3,0.7,1.6,5.2,PHO
Marcus Banks,21.6,3.5,6.8,.512,1.3,3.1,.405,2.3,3.8,.600,.604,1.3,1.6,.789,0.1,2.0,2.1,3.0,0.5,0.4,1.8,2.3,9.5,MIA
Leandro Barbosa,29.5,5.8,12.5,.462,2.0,5.1,.389,3.8,7.3,.514,.543,2.1,2.6,.822,0.5,2.3,2.8,2.6,0.9,0.2,1.4,2.4,15.6,PHO
J.J. Barea,10.5,1.6,3.9,.418,0.5,1.2,.389,1.1,2.6,.431,.479,0.6,0.8,.800,0.1,1.0,1.1,1.3,0.3,0.0,0.8,1.1,4.3,DAL
Andrea Bargnani,23.9,3.6,9.3,.386,1.2,3.3,.345,2.4,5.9,.409,.448,1.8,2.2,.840,0.6,3.1,3.7,1.1,0.3,0.5,1.1,2.7,10.2,TOR
Matt Barnes,19.4,2.6,6.1,.423,0.7,2.5,.293,1.8,3.6,.513,.483,0.8,1.1,.747,1.3,3.2,4.4,1.9,0.7,0.5,1.2,2.2,6.7,GSW
Andre Barrett,6.3,0.5,1.3,.400,0.3,0.8,.333,0.3,0.5,.500,.500,0.3,0.5,.500,0.0,0.3,0.3,1.8,0.0,0.0,0.3,0.3,1.5,LAC
Earl Barron,19.3,2.9,7.1,.404,0.0,0.3,.077,2.8,6.8,.417,.405,1.3,1.9,.701,1.5,2.8,4.3,0.6,0.4,0.2,1.0,2.5,7.1,MIA
Brent Barry,17.9,2.5,5.2,.481,1.5,3.6,.429,0.9,1.5,.604,.631,0.6,0.6,.950,0.4,1.4,1.8,1.7,0.5,0.1,0.6,1.4,7.1,SAS
Brandon Bass,19.7,3.1,6.2,.499,0.0,0.1,.000,3.1,6.2,.503,.499,2.1,2.5,.822,1.5,2.9,4.4,0.7,0.3,0.6,1.0,1.9,8.3,DAL
Maceo Baston,6.9,1.1,1.7,.680,0.0,0.0,,1.1,1.7,.680,.680,0.5,0.7,.700,0.6,1.1,1.7,0.2,0.1,0.3,0.3,1.3,2.7,TOR
Shane Battier,36.3,3.3,7.7,.428,1.7,4.6,.377,1.6,3.1,.504,.540,0.9,1.3,.743,1.6,3.5,5.1,1.9,1.0,1.1,1.0,2.5,9.3,HOU
Marco Belinelli,7.3,1.1,2.8,.387,0.5,1.2,.390,0.6,1.6,.385,.473,0.2,0.3,.778,0.1,0.3,0.4,0.5,0.2,0.0,0.4,0.5,2.9,GSW
Charlie Bell,23.9,2.7,7.1,.381,1.1,3.2,.341,1.6,4.0,.413,.457,1.0,1.3,.805,0.5,2.0,2.5,3.1,0.8,0.0,1.1,1.8,7.6,MIL
Raja Bell,35.3,4.2,10.0,.421,2.3,5.9,.401,1.9,4.2,.449,.538,1.1,1.2,.868,0.6,3.0,3.7,2.2,0.7,0.4,0.9,2.9,11.9,PHO
Mike Bibby,32.8,5.2,12.6,.411,1.9,5.2,.375,3.2,7.4,.437,.488,1.6,2.1,.780,0.3,3.0,3.3,6.0,1.1,0.1,2.5,2.0,13.9,TOT
Mike Bibby,31.5,5.2,12.8,.406,1.6,4.1,.393,3.6,8.7,.412,.469,1.5,2.1,.742,0.7,3.0,3.7,5.0,1.3,0.1,2.5,2.3,13.5,SAC
Mike Bibby,33.3,5.2,12.5,.414,2.1,5.7,.369,3.1,6.8,.451,.498,1.7,2.1,.797,0.2,3.0,3.2,6.5,1.1,0.1,2.5,1.9,14.1,ATL
,,,,,,,,,,,,,,,,,,,,,,,,
Andris Biedriņš,27.3,4.5,7.1,.626,0.0,0.0,,4.5,7.1,.626,.626,1.5,2.5,.620,3.4,6.4,9.8,1.0,0.7,1.2,1.1,3.4,10.5,GSW
Chauncey Billups,32.3,5.0,11.2,.448,1.8,4.4,.401,3.3,6.9,.479,.526,5.1,5.6,.918,0.5,2.2,2.7,6.8,1.3,0.2,2.1,1.7,17.0,DET
Steve Blake,29.9,3.2,7.9,.408,1.5,3.7,.406,1.7,4.2,.409,.502,0.6,0.8,.766,0.4,2.0,2.4,5.1,0.7,0.0,1.4,1.6,8.5,POR
Andray Blatche,20.4,3.1,6.5,.474,0.0,0.2,.231,3.1,6.4,.480,.477,1.3,1.9,.695,2.0,3.2,5.2,1.1,0.6,1.4,1.4,3.1,7.5,WAS
Mark Blount,22.3,3.4,7.5,.462,0.2,0.6,.386,3.2,6.8,.469,.479,1.3,2.0,.638,1.0,2.8,3.8,0.6,0.5,0.5,1.0,1.9,8.4,MIA
Keith Bogans,26.8,2.9,7.2,.410,1.8,5.0,.362,1.1,2.2,.520,.536,1.0,1.3,.736,0.5,2.7,3.2,1.3,0.7,0.1,0.6,2.0,8.7,ORL
Andrew Bogut,34.9,6.0,11.7,.511,0.0,0.1,.000,6.0,11.6,.515,.511,2.4,4.1,.587,3.1,6.6,9.8,2.6,0.8,1.7,2.2,3.3,14.3,MIL
