name,mpg,fgm_per_g,fga_per_g,fg_pct,fg3m_per_g,fg3a_per_g,fg3_pct,fg2m_per_g,fg2a_per_g,fg2_pct,efg_pct,ftm_per_g,fta_per_g,ft_pct,orb_per_g,drb_per_g,trb_per_g,ast_per_g,stl_per_g,blk_per_g,tov_per_g,pf_per_g,ppg,team
Mark Acres,21.1,1.7,3.6,.484,0.0,0.1,.750,1.7,3.5,.480,.489,1.0,1.5,.692,1.9,3.5,5.4,0.8,0.5,0.3,0.9,3.1,4.5,ORL
Michael Adams,34.1,5.0,12.5,.402,2.0,5.5,.366,3.0,7.1,.431,.482,3.4,4.0,.850,0.6,2.2,2.8,6.3,1.5,0.0,1.8,1.7,15.5,DEN
Mark Aguirre,25.7,5.6,11.5,.488,0.4,1.2,.333,5.2,10.3,.506,.505,2.5,3.3,.756,1.5,2.4,3.9,1.9,0.4,0.2,1.6,2.6,14.1,DET
Danny Ainge,36.4,6.7,15.4,.438,1.4,3.9,.374,5.3,11.5,.460,.485,3.0,3.6,.831,0.9,3.4,4.3,6.0,1.5,0.2,2.5,3.2,17.9,SAC
Mark Alarie,23.1,4.5,9.6,.473,0.1,0.6,.204,4.4,9.0,.490,.479,1.3,1.6,.812,1.8,2.7,4.6,1.7,0.7,0.5,1.2,2.7,10.5,WSB
Steve Alford,7.4,1.5,3.4,.457,0.2,0.5,.318,1.4,2.8,.483,.482,0.9,0.9,.946,0.0,0.6,0.6,1.0,0.4,0.1,0.4,0.5,4.1,DAL
Randy Allen,11.8,1.7,3.8,.444,0.0,0.1,.000,1.7,3.7,.457,.444,0.4,0.7,.535,0.8,1.4,2.2,0.4,0.3,0.3,0.4,1.6,3.7,SAC
Greg Anderson,21.5,3.7,7.2,.507,0.0,0.0,,3.7,7.2,.507,.507,1.5,2.8,.535,1.9,4.4,6.2,0.4,0.5,0.9,1.3,2.9,8.8,MIL
Nick Anderson,22.0,4.6,9.3,.494,0.0,0.2,.059,4.6,9.1,.504,.495,2.3,3.3,.705,1.3,2.6,3.9,1.5,0.9,0.4,1.7,1.7,11.5,ORL
Richard Anderson,11.2,1.6,3.9,.417,0.7,1.9,.370,0.9,2.1,.459,.505,0.3,0.4,.783,0.6,1.7,2.4,1.0,0.4,0.2,0.5,1.2,4.3,CHH
Ron Anderson,26.8,4.9,10.8,.451,0.0,0.3,.143,4.8,10.5,.459,.452,2.1,2.5,.838,1.0,2.7,3.8,1.8,0.9,0.2,1.0,1.8,11.9,PHI
Willie Anderson,34.0,6.5,13.2,.492,0.1,0.3,.269,6.4,12.9,.497,.495,2.6,3.5,.748,1.4,3.1,4.5,4.4,1.4,0.7,2.4,3.1,15.7,SAS
Michael Ansley,17.0,3.2,6.5,.497,0.0,0.0,,3.2,6.5,.497,.497,2.3,3.2,.722,2.6,2.4,5.0,0.6,0.3,0.2,0.7,2.1,8.7,ORL
B.J. Armstrong,15.9,2.3,4.8,.485,0.0,0.1,.500,2.3,4.8,.484,.489,0.9,1.0,.885,0.2,1.0,1.3,2.5,0.6,0.1,1.0,1.3,5.6,CHI
John Bagley,20.3,1.9,4.0,.459,0.0,0.3,.056,1.8,3.7,.495,.461,0.5,0.7,.744,0.5,1.2,1.6,5.5,0.7,0.1,1.7,1.4,4.3,BOS
Thurl Bailey,31.5,5.7,11.9,.481,0.0,0.1,.000,5.7,11.8,.485,.481,2.7,3.5,.779,1.4,3.6,5.0,1.7,0.4,1.2,1.7,2.1,14.2,UTA
Ken Bannister,11.3,1.5,3.1,.478,0.0,0.0,.000,1.5,3.1,.481,.478,1.0,2.1,.473,0.8,1.4,2.2,0.3,0.3,0.1,0.8,1.8,4.0,LAC
Charles Barkley,39.1,8.9,14.9,.600,0.3,1.2,.217,8.7,13.7,.632,.608,7.1,9.4,.749,4.6,6.9,11.5,3.9,1.9,0.6,3.1,3.2,25.2,PHI
Dana Barros,20.1,3.7,9.1,.405,1.2,2.9,.399,2.5,6.2,.408,.470,1.1,1.4,.809,0.4,1.2,1.6,2.5,0.7,0.0,1.5,1.2,9.7,SEA
John Battle,24.6,4.6,9.1,.506,0.0,0.2,.154,4.6,8.9,.514,.507,1.7,2.3,.756,0.5,1.2,1.7,2.6,0.5,0.1,1.5,1.9,10.9,ATL
,,,,,,,,,,,,,,,,,,,,,,,,
Kenny Battle,12.4,1.6,2.9,.547,0.0,0.1,.250,1.6,2.8,.554,.550,0.9,1.4,.671,0.7,1.4,2.1,0.6,0.6,0.2,0.5,1.6,4.1,PHO
William Bedford,5.9,1.3,3.0,.432,0.0,0.1,.167,1.3,2.8,.445,.436,0.2,0.5,.409,0.4,1.0,1.4,0.1,0.1,0.4,0.5,0.9,2.8,DET
Benoit Benjamin,32.6,5.1,9.7,.526,0.0,0.0,.000,5.1,9.7,.527,.526,3.3,4.5,.732,2.2,7.1,9.3,2.2,0.8,2.6,2.6,3.1,13.5,LAC
Winston Bennett,18.0,2.5,5.2,.479,0.0,0.0,,2.5,5.2,.479,.479,1.2,1.7,.667,1.5,1.9,3.4,1.0,0.4,0.2,1.1,2.4,6.1,CLE
Larry Bird,39.3,9.6,20.2,.473,0.9,2.6,.333,8.7,17.6,.494,.495,4.3,4.6,.930,1.2,8.3,9.5,7.5,1.4,0.8,3.2,2.3,24.3,BOS
Uwe Blab,11.3,0.8,2.1,.398,0.0,0.0,,0.8,2.1,.398,.398,0.4,0.8,.541,0.6,1.7,2.3,0.5,0.0,0.5,0.7,2.2,2.1,TOT
Uwe Blab,12.0,0.8,2.2,.379,0.0,0.0,,0.8,2.2,.379,.379,0.4,0.8,.548,0.7,1.8,2.5,0.6,0.0,0.6,0.8,2.3,2.1,GSW
Uwe Blab,7.1,0.9,1.6,.545,0.0,0.0,,0.9,1.6,.545,.545,0.4,0.9,.500,0.1,1.1,1.3,0.1,0.0,0.0,0.7,1.3,2.1,SAS
Rolando Blackman,36.7,7.8,15.7,.498,0.2,0.5,.302,7.7,15.2,.505,.504,3.6,4.3,.844,1.1,2.4,3.5,3.6,1.0,0.3,2.2,1.6,19.4,DAL
Mookie Blaylock,25.3,4.2,11.4,.371,0.4,1.6,.225,3.9,9.8,.395,.387,1.3,1.6,.778,0.8,2.0,2.8,4.2,1.6,0.3,2.2,2.2,10.1,NJN
Muggsy Bogues,33.9,4.0,8.2,.491,0.1,0.3,.192,4.0,7.9,.503,.495,1.3,1.7,.791,0.6,2.0,2.6,10.7,2.0,0.0,1.8,2.1,9.4,CHH
Manute Bol,17.5,0.7,2.3,.331,0.1,0.6,.188,0.6,1.6,.388,.358,0.3,0.7,.510,0.4,3.2,3.7,0.5,0.2,3.2,0.7,2.6,1.9,GSW
Anthony Bowie,13.9,1.8,4.4,.406,0.1,0.3,.286,1.7,4.1,.415,.416,0.6,0.8,.741,0.5,1.2,1.8,1.5,0.6,0.1,0.9,1.2,4.3,HOU
Sam Bowie,32.5,5.1,12.3,.416,0.1,0.5,.323,5.0,11.8,.420,.422,4.3,5.6,.776,3.0,7.1,10.1,1.3,0.6,1.8,1.8,3.1,14.7,NJN
Adrian Branch,8.3,2.3,5.5,.410,0.1,0.1,1.000,2.2,5.5,.400,.418,1.3,2.0,.636,0.7,1.1,1.8,0.4,0.5,0.0,0.7,1.3,5.9,MIN
Randy Breuer,23.2,3.7,8.6,.428,0.0,0.0,.000,3.7,8.6,.429,.428,1.6,2.4,.653,1.9,3.2,5.1,1.2,0.5,1.3,1.2,2.4,8.9,TOT
Randy Breuer,18.5,2.9,6.2,.462,0.0,0.0,,2.9,6.2,.462,.462,1.1,1.7,.627,1.4,2.8,4.2,0.4,0.3,1.1,0.9,2.1,6.8,MIL
Randy Breuer,26.0,4.2,10.0,.416,0.0,0.0,.000,4.2,10.0,.417,.416,1.8,2.8,.662,2.2,3.5,5.7,1.6,0.6,1.5,1.3,2.6,10.2,MIN
Frank Brickowski,18.4,2.7,5.0,.545,0.0,0.0,.000,2.7,4.9,.548,.545,1.2,1.8,.674,1.1,3.1,4.2,1.3,0.8,0.5,1.2,2.9,6.6,SAS
Scott Brooks,13.5,1.7,3.8,.431,0.4,1.1,.392,1.2,2.7,.447,.487,0.7,0.8,.877,0.2,0.7,0.9,2.9,0.7,0.0,0.5,1.5,4.4,PHI
Chucky Brown,17.9,2.8,6.0,.470,0.0,0.1,.000,2.8,5.9,.477,.470,1.7,2.2,.762,1.1,2.0,3.1,0.7,0.4,0.3,0.9,2.0,7.3,CLE
Mike Brown,17.0,2.2,4.2,.515,0.0,0.0,.500,2.1,4.2,.515,.516,1.9,2.4,.789,1.4,3.2,4.5,0.6,0.4,0.3,1.1,2.3,6.2,UTA
Raymond Brown,3.5,0.5,1.8,.286,0.0,0.0,,0.5,1.8,.286,.286,0.0,0.1,.000,0.6,0.3,0.9,0.3,0.0,0.0,0.4,0.7,1.0,UTA
Tony Brown,10.4,1.4,3.4,.427,0.1,0.3,.250,1.4,3.0,.446,.439,0.6,0.9,.679,0.6,0.5,1.2,0.7,0.5,0.1,0.8,1.3,3.6,MIL
,,,,,,,,,,,,,,,,,,,,,,,,
Stanley Brundy,8.0,0.9,1.9,.500,0.0,0.0,,0.9,1.9,.500,.500,0.4,1.1,.389,0.9,0.7,1.6,0.2,0.4,0.3,0.4,1.5,2.3,NJN
Mark Bryant,9.7,1.2,2.6,.458,0.0,0.0,,1.2,2.6,.458,.458,0.5,0.9,.560,0.9,1.6,2.5,0.2,0.3,0.2,0.4,1.6,2.9,POR
Torgeir Bryn,3.3,0.0,0.7,.000,0.0,0.0,,0.0,0.7,.000,.000,1.3,2.0,.667,0.0,0.7,0.7,0.0,0.7,0.3,0.3,1.7,1.3,LAC
Steve Bucknall,4.2,0.5,1.8,.273,0.0,0.1,.000,0.5,1.8,.281,.273,0.3,0.3,.833,0.3,0.1,0.4,0.6,0.1,0.1,0.6,0.6,1.3,LAL
Greg Butler,2.5,0.2,0.9,.250,0.0,0.0,,0.2,0.9,.250,.250,0.0,0.2,.000,0.2,0.5,0.7,0.1,0.0,0.0,0.2,0.6,0.5,NYK
Michael Cage,31.6,4.0,7.9,.504,0.0,0.0,,4.0,7.9,.504,.504,1.8,2.6,.698,3.7,6.3,10.0,0.9,1.0,0.5,1.1,2.8,9.7,SEA
Adrian Caldwell,6.5,0.8,1.5,.553,0.0,0.0,,0.8,1.5,.553,.553,0.3,0.5,.464,0.7,1.4,2.1,0.1,0.2,0.4,0.6,1.4,1.9,HOU
Tony Campbell,38.6,8.8,19.3,.457,0.1,0.7,.167,8.7,18.6,.468,.460,5.5,6.9,.787,2.5,3.0,5.5,2.6,1.4,0.4,3.1,3.2,23.2,MIN
Rick Carlisle,4.2,0.2,1.4,.143,0.0,0.6,.000,0.2,0.8,.250,.143,0.0,0.0,,0.0,0.0,0.0,1.0,0.2,0.2,0.8,1.4,0.4,NJN
Antoine Carr,22.4,4.6,9.4,.494,0.0,0.1,.000,4.6,9.3,.499,.494,3.1,3.9,.795,1.5,2.7,4.2,1.5,0.4,0.9,1.6,3.2,12.3,TOT
Antoine Carr,18.3,2.9,5.6,.516,0.0,0.1,.000,2.9,5.5,.525,.516,1.8,2.3,.775,1.1,2.3,3.4,1.2,0.3,0.8,1.2,2.9,7.6,ATL
Antoine Carr,28.0,6.9,14.3,.482,0.0,0.1,.000,6.9,14.2,.485,.482,4.8,5.9,.806,2.0,3.3,5.2,2.0,0.5,1.0,2.2,3.6,18.6,SAC
Joe Barry Carroll,22.6,4.1,10.0,.411,0.0,0.0,.000,4.1,10.0,.412,.411,1.8,2.3,.774,1.8,4.1,5.8,1.3,0.6,1.5,1.9,2.5,10.0,TOT
Joe Barry Carroll,21.8,3.5,8.8,.393,0.0,0.0,.000,3.5,8.8,.395,.393,1.8,2.3,.794,1.8,3.7,5.4,0.9,0.4,1.2,1.4,2.7,8.8,NJN
Joe Barry Carroll,24.0,5.1,11.8,.432,0.0,0.0,,5.1,11.8,.432,.432,1.7,2.3,.743,1.7,4.7,6.4,1.8,0.9,2.0,2.6,2.3,11.9,DEN
Bill Cartwright,30.4,4.1,8.4,.488,0.0,0.0,,4.1,8.4,.488,.488,3.2,3.9,.811,1.9,4.6,6.5,2.0,0.5,0.5,1.7,3.4,11.4,CHI
Terry Catledge,33.3,7.4,15.6,.474,0.0,0.1,.250,7.4,15.5,.476,.475,4.6,6.6,.702,3.7,3.9,7.6,1.0,0.5,0.2,2.4,2.7,19.4,ORL
Tom Chambers,37.6,10.0,20.0,.501,0.3,1.1,.279,9.7,18.9,.513,.508,6.9,8.0,.861,1.5,5.6,7.0,2.3,1.1,0.6,2.7,3.2,27.2,PHO
