name,mpg,fgm_per_g,fga_per_g,fg_pct,fg3m_per_g,fg3a_per_g,fg3_pct,fg2m_per_g,fg2a_per_g,fg2_pct,efg_pct,ftm_per_g,fta_per_g,ft_pct,orb_per_g,drb_per_g,trb_per_g,ast_per_g,stl_per_g,blk_per_g,tov_per_g,pf_per_g,ppg,team
Shareef Abdur-Rahim,27.2,4.6,8.8,.525,0.1,0.3,.227,4.5,8.5,.536,.529,3.0,3.9,.784,1.5,3.5,5.0,2.1,0.7,0.6,1.5,3.2,12.3,SAC
Alex Acker,7.0,0.8,3.2,.250,0.2,1.0,.200,0.6,2.2,.273,.281,0.0,0.0,,0.2,0.8,1.0,0.8,0.2,0.0,0.8,0.8,1.8,DET
Malik Allen,13.0,2.2,4.6,.490,0.0,0.0,1.000,2.2,4.6,.488,.492,0.4,0.7,.605,0.8,1.8,2.6,0.4,0.3,0.3,0.6,1.7,4.9,CHI
Ray Allen,38.7,8.7,19.2,.454,3.4,8.4,.412,5.3,10.9,.486,.544,4.2,4.6,.903,0.9,3.3,4.3,3.7,1.3,0.2,2.4,1.9,25.1,SEA
Tony Allen,19.2,2.5,5.4,.471,0.2,0.7,.324,2.3,4.7,.492,.491,2.0,2.6,.746,0.6,1.5,2.2,1.3,1.0,0.4,1.3,2.5,7.2,BOS
Rafer Alston,38.6,4.4,11.7,.379,1.6,5.0,.327,2.8,6.8,.418,.449,1.6,2.3,.692,0.6,3.5,4.0,6.7,1.6,0.2,2.5,3.1,12.1,HOU
Chris Andersen,17.8,1.8,3.1,.571,0.0,0.0,,1.8,3.1,.571,.571,1.5,3.2,.476,1.9,2.9,4.8,0.2,0.3,1.3,0.8,2.6,5.0,NOK
Alan Anderson,15.7,2.1,5.0,.414,0.7,1.6,.414,1.4,3.4,.415,.481,0.9,1.1,.805,0.6,1.3,1.9,0.9,0.3,0.1,0.9,1.3,5.8,CHA
Derek Anderson,24.3,2.5,7.0,.356,0.9,3.1,.299,1.6,3.9,.402,.422,2.2,2.6,.838,0.5,2.8,3.3,2.3,0.5,0.1,1.3,2.3,8.1,TOT
Derek Anderson,29.1,3.4,8.7,.393,1.0,3.4,.284,2.5,5.3,.462,.448,3.1,3.7,.836,0.6,3.6,4.2,2.7,0.8,0.2,1.9,2.5,10.8,HOU
Derek Anderson,20.2,1.7,5.7,.308,0.9,2.9,.313,0.8,2.7,.302,.388,1.4,1.7,.842,0.4,2.2,2.6,2.1,0.3,0.1,0.7,2.1,5.8,MIA
Shandon Anderson,13.3,1.1,2.6,.429,0.1,0.4,.263,1.0,2.2,.458,.448,0.3,0.4,.722,0.4,1.3,1.7,0.6,0.4,0.1,0.5,1.6,2.6,MIA
Martynas Andriuškevičius,1.5,0.0,0.2,.000,0.0,0.0,,0.0,0.2,.000,.000,0.0,0.0,,0.2,0.5,0.7,0.0,0.3,0.0,0.0,0.2,0.0,CLE
Carmelo Anthony,36.8,9.5,19.7,.481,0.5,1.9,.243,9.0,17.8,.506,.493,7.2,8.9,.808,1.5,3.4,4.9,2.7,1.1,0.5,2.7,2.9,26.5,DEN
Rafael Araújo,11.6,1.0,2.8,.366,0.0,0.0,.000,1.0,2.8,.368,.366,0.3,0.5,.536,0.8,1.9,2.8,0.3,0.5,0.1,0.8,2.0,2.3,TOR
Gilbert Arenas,42.3,9.3,20.9,.447,2.5,6.8,.369,6.8,14.1,.485,.507,8.2,10.0,.820,0.7,2.8,3.5,6.1,2.0,0.3,3.7,3.6,29.3,WAS
Trevor Ariza,17.5,1.6,4.0,.412,0.0,0.1,.200,1.6,3.9,.416,.414,1.4,2.2,.606,1.4,2.5,3.8,1.1,1.0,0.2,1.1,1.8,4.6,TOT
Trevor Ariza,19.7,1.7,4.1,.418,0.0,0.1,.333,1.7,4.0,.420,.421,1.2,2.1,.545,1.4,2.4,3.8,1.3,1.2,0.3,1.3,2.2,4.6,NYK
Trevor Ariza,13.8,1.5,3.8,.400,0.0,0.1,.000,1.5,3.7,.410,.400,1.7,2.4,.700,1.4,2.5,3.9,0.7,0.7,0.1,0.8,1.0,4.7,ORL
Darrell Armstrong,10.0,0.7,2.1,.336,0.2,0.8,.229,0.5,1.3,.400,.379,0.5,0.7,.786,0.3,1.0,1.3,1.4,0.4,0.0,0.9,1.1,2.1,DAL
Carlos Arroyo,15.5,2.2,4.9,.444,0.1,0.3,.350,2.1,4.6,.450,.454,1.4,1.8,.774,0.4,1.3,1.7,3.0,0.5,0.1,1.1,1.5,5.8,TOT
Carlos Arroyo,12.0,1.1,3.1,.363,0.0,0.1,.333,1.1,3.0,.364,.369,0.8,1.2,.724,0.5,0.9,1.4,3.1,0.4,0.1,0.9,1.5,3.2,DET
Carlos Arroyo,22.0,4.1,8.2,.502,0.2,0.5,.357,3.9,7.7,.512,.514,2.4,2.9,.810,0.3,1.9,2.2,2.9,0.7,0.0,1.4,1.6,10.8,ORL
Chucky Atkins,24.1,3.2,8.1,.394,1.4,3.9,.354,1.8,4.2,.431,.479,1.8,2.3,.791,0.3,1.4,1.7,2.8,0.6,0.0,1.2,2.1,9.5,TOT
Chucky Atkins,19.7,2.4,6.2,.379,1.2,3.3,.359,1.2,2.9,.402,.474,0.8,1.1,.710,0.4,1.2,1.6,2.5,0.5,0.0,1.1,2.1,6.7,WAS
Chucky Atkins,27.0,3.7,9.3,.401,1.5,4.2,.352,2.2,5.0,.442,.481,2.5,3.1,.811,0.3,1.5,1.7,3.0,0.7,0.0,1.3,2.2,11.4,MEM
Stacey Augmon,10.7,0.7,2.0,.342,0.0,0.0,,0.7,2.0,.342,.342,0.6,0.8,.700,0.5,1.0,1.5,0.6,0.3,0.2,0.3,1.1,2.0,ORL
Vin Baker,10.6,0.9,1.9,.467,0.0,0.0,,0.9,1.9,.467,.467,1.6,2.3,.722,0.3,2.1,2.4,0.5,0.5,0.5,1.1,1.6,3.4,LAC
Marcus Banks,25.8,3.8,8.1,.468,0.4,1.1,.349,3.4,7.0,.486,.491,2.0,2.5,.803,0.4,1.9,2.3,3.8,0.9,0.2,2.1,2.8,10.0,TOT
Marcus Banks,14.9,1.8,4.4,.413,0.3,1.1,.316,1.5,3.4,.443,.450,1.5,1.7,.900,0.2,0.8,1.1,1.8,0.4,0.0,1.3,2.1,5.5,BOS
Marcus Banks,30.7,4.7,9.7,.479,0.4,1.1,.364,4.3,8.6,.494,.500,2.3,2.9,.778,0.5,2.4,2.9,4.7,1.2,0.3,2.4,3.1,12.0,MIN
Leandro Barbosa,27.9,4.8,9.9,.481,1.5,3.4,.444,3.3,6.5,.501,.558,1.9,2.6,.755,0.5,2.1,2.6,2.8,0.8,0.1,1.6,2.5,13.1,PHO
Matt Barnes,11.3,1.3,2.5,.500,0.1,0.3,.200,1.2,2.2,.536,.511,0.6,0.8,.681,0.9,1.3,2.2,0.5,0.4,0.1,0.5,1.8,3.1,TOT
Matt Barnes,15.5,1.8,5.0,.367,0.2,0.7,.250,1.7,4.3,.385,.383,0.5,0.7,.750,1.2,2.8,4.0,1.0,0.7,0.0,1.0,1.3,4.3,NYK
Matt Barnes,10.8,1.2,2.2,.536,0.0,0.2,.182,1.1,2.0,.576,.545,0.6,0.9,.674,0.8,1.1,1.9,0.4,0.3,0.1,0.5,1.8,3.0,PHI
Andre Barrett,14.8,2.0,5.5,.365,0.1,0.7,.143,1.9,4.7,.400,.375,0.5,0.6,.750,0.5,0.8,1.3,2.7,0.5,0.0,0.8,0.7,4.6,TOT
Andre Barrett,10.5,1.5,3.5,.429,0.0,0.5,.000,1.5,3.0,.500,.429,1.5,1.5,1.000,0.5,1.0,1.5,1.0,0.0,0.0,0.5,0.5,4.5,PHO
Andre Barrett,15.4,2.1,5.7,.361,0.1,0.8,.154,1.9,4.9,.393,.371,0.4,0.5,.667,0.5,0.8,1.3,2.9,0.6,0.0,0.8,0.7,4.6,TOR
Earl Barron,5.6,0.6,2.0,.313,0.0,0.0,,0.6,2.0,.313,.313,0.4,0.5,.750,0.3,1.0,1.3,0.0,0.0,0.0,0.6,1.3,1.6,MIA
Brent Barry,17.0,2.1,4.7,.452,1.1,2.7,.396,1.0,1.9,.531,.568,0.5,0.8,.661,0.4,1.8,2.1,1.7,0.5,0.4,0.7,1.3,5.8,SAS
Jon Barry,17.1,1.3,3.3,.385,0.6,1.6,.375,0.7,1.7,.394,.477,1.2,1.5,.828,0.1,1.5,1.6,1.3,0.7,0.1,1.1,1.3,4.3,HOU
Eddie Basden,7.4,0.8,1.9,.405,0.1,0.4,.143,0.7,1.6,.467,.419,0.4,0.5,.800,0.4,1.1,1.5,0.4,0.5,0.1,0.5,0.9,2.1,CHI
Brandon Bass,9.2,1.0,2.4,.400,0.0,0.0,,1.0,2.4,.400,.400,0.4,0.7,.632,0.6,1.7,2.3,0.1,0.1,0.2,0.4,0.6,2.3,NOK
Esteban Batista,8.7,0.6,1.4,.425,0.0,0.0,.000,0.6,1.4,.430,.425,0.6,0.9,.623,1.1,1.5,2.5,0.1,0.3,0.2,0.7,1.9,1.8,ATL
Tony Battie,27.0,3.4,6.7,.507,0.0,0.1,.000,3.4,6.7,.513,.507,1.1,1.6,.664,1.8,3.8,5.6,0.6,0.6,0.8,1.1,3.0,7.9,ORL
Shane Battier,35.0,3.7,7.7,.488,0.8,2.0,.394,2.9,5.6,.522,.540,1.8,2.6,.707,2.0,3.3,5.3,1.7,1.1,1.4,1.1,2.8,10.1,MEM
Lonny Baxter,9.8,1.1,2.5,.433,0.0,0.0,,1.1,2.5,.433,.433,0.7,0.9,.800,1.1,1.8,2.9,0.1,0.3,0.2,0.5,1.4,2.9,TOT
Lonny Baxter,12.2,1.4,3.1,.458,0.0,0.0,,1.4,3.1,.458,.458,0.7,0.8,.842,1.7,2.0,3.7,0.1,0.4,0.3,0.6,2.1,3.6,HOU
Lonny Baxter,6.6,0.7,1.8,.375,0.0,0.0,,0.7,1.8,.375,.375,0.7,0.9,.750,0.4,1.4,1.8,0.1,0.1,0.1,0.4,0.4,2.0,CHA
Charlie Bell,21.7,3.1,6.9,.439,1.2,2.8,.423,1.8,4.1,.450,.526,1.1,1.5,.708,0.4,1.7,2.0,2.2,1.0,0.1,0.7,2.1,8.4,MIL
Raja Bell,37.5,5.4,11.8,.457,2.5,5.6,.442,2.9,6.1,.471,.563,1.5,1.8,.788,0.6,2.6,3.2,2.6,1.0,0.3,1.1,3.1,14.7,PHO
Jonathan Bender,10.5,2.0,2.5,.800,0.0,0.0,,2.0,2.5,.800,.800,1.0,1.0,1.000,0.0,2.0,2.0,1.0,0.0,0.5,0.0,1.0,5.0,IND
Mike Bibby,38.6,7.3,16.9,.432,2.3,6.1,.386,4.9,10.8,.458,.501,4.2,4.9,.849,0.4,2.6,2.9,5.4,1.0,0.1,2.4,2.1,21.1,SAC
Andris Biedriņš,14.7,1.7,2.7,.638,0.0,0.0,,1.7,2.7,.638,.638,0.3,1.1,.306,1.8,2.3,4.2,0.4,0.3,0.7,0.5,2.8,3.8,GSW
Chauncey Billups,36.1,5.2,12.5,.418,2.3,5.2,.433,3.0,7.2,.407,.509,5.7,6.4,.894,0.5,2.6,3.1,8.6,0.9,0.1,2.1,2.0,18.5,DET
Steve Blake,26.2,3.0,6.9,.438,1.1,2.7,.413,1.9,4.2,.455,.519,1.1,1.3,.791,0.4,1.8,2.1,4.5,0.6,0.1,1.2,1.6,8.2,POR
Andray Blatche,6.0,0.9,2.3,.388,0.1,0.4,.231,0.8,1.9,.426,.410,0.3,0.4,.833,0.4,0.9,1.3,0.3,0.2,0.2,0.4,1.2,2.2,WAS
Mark Blount,27.7,4.6,9.1,.508,0.0,0.0,,4.6,9.1,.508,.508,2.1,2.7,.757,1.2,3.3,4.5,1.2,0.5,0.9,2.4,3.1,11.3,TOT
Mark Blount,27.8,5.0,9.7,.511,0.0,0.0,,5.0,9.7,.511,.511,2.5,3.3,.764,0.9,3.2,4.2,1.7,0.4,0.9,3.1,2.7,12.4,BOS
Mark Blount,27.5,4.3,8.4,.506,0.0,0.0,,4.3,8.4,.506,.506,1.7,2.3,.747,1.4,3.4,4.8,0.8,0.6,1.0,1.8,3.5,10.2,MIN
Keith Bogans,26.6,3.0,7.6,.395,0.9,2.8,.325,2.1,4.8,.436,.455,1.8,2.6,.683,0.8,2.8,3.5,1.8,1.0,0.1,1.3,2.3,8.6,TOT
Keith Bogans,21.7,2.9,7.4,.396,0.8,2.5,.337,2.1,4.9,.426,.453,2.1,2.7,.762,0.7,2.0,2.7,1.2,1.0,0.1,1.1,2.0,8.7,CHA
Keith Bogans,32.2,3.1,7.8,.395,1.0,3.1,.314,2.1,4.7,.448,.457,1.4,2.5,.580,0.8,3.7,4.5,2.5,1.0,0.2,1.5,2.7,8.5,HOU
Andrew Bogut,28.6,3.9,7.4,.533,0.0,0.0,.000,3.9,7.4,.536,.533,1.5,2.4,.629,2.3,4.7,7.0,2.3,0.6,0.8,1.5,3.2,9.4,MIL
Matt Bonner,21.9,2.7,6.0,.448,1.3,3.1,.420,1.4,2.9,.478,.557,0.8,1.0,.829,1.1,2.5,3.6,0.7,0.6,0.4,0.4,2.8,7.5,TOR
Calvin Booth,7.6,0.6,1.4,.426,0.0,0.1,.500,0.6,1.4,.422,.436,0.2,0.3,.556,0.6,1.0,1.6,0.4,0.3,0.3,0.2,1.3,1.4,WAS
Carlos Boozer,31.1,6.6,12.1,.549,0.0,0.0,,6.6,12.1,.549,.549,3.0,4.2,.723,2.2,6.4,8.6,2.7,0.9,0.2,2.1,3.2,16.3,UTA
Chris Bosh,39.3,7.8,15.5,.505,0.0,0.2,.000,7.8,15.3,.511,.505,6.8,8.3,.816,2.9,6.3,9.2,2.6,0.7,1.1,2.2,3.0,22.5,TOR
Bruce Bowen,33.6,2.8,6.5,.433,1.3,3.0,.424,1.6,3.5,.440,.530,0.6,1.0,.607,0.4,3.5,3.9,1.5,1.0,0.4,0.8,2.3,7.5,SAS
Ryan Bowen,9.6,0.5,1.8,.298,0.0,0.3,.136,0.5,1.5,.333,.310,0.2,0.2,.786,0.5,0.8,1.3,0.4,0.3,0.1,0.2,1.3,1.3,HOU
Earl Boykins,25.7,4.5,11.0,.410,1.0,3.0,.346,3.5,8.0,.434,.457,2.5,2.9,.874,0.4,1.0,1.4,3.8,0.8,0.1,1.4,1.2,12.6,DEN
Michael Bradley,8.0,0.7,1.7,.405,0.0,0.1,.200,0.7,1.6,.419,.411,0.0,0.1,.667,0.9,1.5,2.3,0.4,0.1,0.2,0.4,0.8,1.5,PHI
Elton Brand,39.2,9.6,18.2,.527,0.0,0.0,.333,9.6,18.1,.527,.527,5.6,7.2,.775,3.0,7.0,10.0,2.6,1.0,2.5,2.2,2.9,24.7,LAC
Primož Brezec,27.4,5.2,10.0,.517,0.0,0.0,.000,5.2,10.0,.518,.517,2.1,2.8,.732,2.3,3.3,5.6,0.6,0.2,0.4,1.1,2.9,12.4,CHA
Devin Brown,21.1,2.6,6.5,.393,0.5,1.5,.331,2.1,5.0,.411,.430,2.0,2.6,.745,0.9,1.7,2.6,1.3,0.5,0.2,1.2,1.9,7.5,UTA
Kwame Brown,27.5,2.8,5.4,.526,0.0,0.0,.000,2.8,5.4,.527,.526,1.8,3.3,.545,2.5,4.0,6.6,1.0,0.4,0.6,1.4,2.7,7.4,LAL
P.J. Brown,31.7,3.6,7.8,.461,0.0,0.0,,3.6,7.8,.461,.461,1.9,2.2,.827,2.4,4.9,7.3,1.2,0.6,0.7,1.2,2.9,9.0,NOK
Rick Brunson,9.1,0.8,2.0,.389,0.2,0.5,.385,0.6,1.5,.390,.435,0.3,0.4,.583,0.0,0.8,0.8,1.3,0.3,0.0,0.8,0.8,2.0,TOT
Rick Brunson,7.8,1.3,2.0,.625,0.0,0.3,.000,1.3,1.8,.714,.625,0.0,0.0,,0.0,0.5,0.5,0.5,0.0,0.0,0.8,0.3,2.5,SEA
Rick Brunson,9.3,0.7,2.0,.348,0.2,0.5,.417,0.5,1.5,.324,.402,0.3,0.5,.583,0.0,0.8,0.9,1.4,0.3,0.0,0.8,0.9,1.9,HOU
Kobe Bryant,41.0,12.2,27.2,.450,2.3,6.5,.347,10.0,20.7,.482,.491,8.7,10.2,.850,0.9,4.4,5.3,4.5,1.8,0.4,3.1,2.9,35.4,LAL
Greg Buckner,24.1,2.5,5.7,.434,1.2,3.3,.354,1.3,2.4,.546,.537,0.6,0.8,.782,0.4,2.4,2.9,1.7,1.2,0.3,0.7,2.5,6.7,DEN
Pat Burke,8.2,1.5,3.0,.496,0.0,0.2,.286,1.5,2.9,.508,.504,0.3,0.5,.619,0.5,1.2,1.7,0.4,0.1,0.3,0.8,1.5,3.4,PHO
Antonio Burks,10.0,0.9,2.5,.354,0.0,0.1,.167,0.9,2.4,.362,.358,0.2,0.4,.435,0.1,0.6,0.6,1.3,0.4,0.0,0.6,0.8,2.0,MEM
Kevin Burleson,8.7,0.6,2.3,.250,0.3,1.4,.185,0.3,0.9,.353,.307,0.4,0.4,.941,0.1,0.6,0.7,1.2,0.7,0.1,0.6,1.6,1.8,CHA
Caron Butler,36.1,6.6,14.5,.455,0.5,1.6,.342,6.0,12.9,.469,.474,3.9,4.4,.870,1.5,4.7,6.2,2.5,1.7,0.2,2.3,3.2,17.6,WAS
Jackie Butler,13.5,2.1,3.9,.544,0.0,0.0,,2.1,3.9,.544,.544,1.1,1.4,.753,1.2,2.1,3.3,0.5,0.3,0.6,1.1,2.3,5.3,NYK
Rasual Butler,23.7,3.3,8.0,.406,1.2,3.1,.380,2.1,4.9,.422,.479,1.0,1.4,.693,0.6,2.3,2.9,0.5,0.4,0.6,0.8,1.8,8.7,NOK
Andrew Bynum,7.3,0.7,1.8,.402,0.0,0.0,,0.7,1.8,.402,.402,0.2,0.6,.296,0.7,1.0,1.7,0.2,0.1,0.5,0.4,1.2,1.6,LAL
Will Bynum,10.8,1.4,3.5,.404,0.1,0.6,.222,1.3,2.9,.442,.423,0.7,1.1,.625,0.2,0.6,0.8,1.3,0.5,0.0,0.9,0.7,3.6,GSW
Žarko Čabarkapa,8.3,1.1,2.9,.385,0.1,0.3,.250,1.0,2.5,.403,.399,1.0,1.4,.714,0.6,1.2,1.8,0.3,0.2,0.1,0.6,1.4,3.3,GSW
José Calderón,23.2,2.1,4.9,.423,0.1,0.7,.163,2.0,4.2,.465,.434,1.2,1.4,.848,0.5,1.7,2.2,4.5,0.7,0.1,1.6,1.5,5.5,TOR
Marcus Camby,33.2,5.4,11.6,.465,0.0,0.2,.091,5.4,11.4,.472,.466,2.0,2.8,.712,2.4,9.6,11.9,2.1,1.4,3.3,1.6,2.8,12.8,DEN
Brian Cardinal,11.2,1.3,3.1,.414,0.4,0.8,.448,0.9,2.3,.402,.473,0.5,0.8,.704,0.3,1.2,1.5,0.9,0.6,0.0,0.8,1.8,3.4,MEM
Matt Carroll,16.3,2.5,6.1,.403,0.9,2.4,.389,1.5,3.7,.412,.479,1.8,2.2,.821,0.4,1.6,2.0,0.4,0.6,0.1,0.6,1.5,7.6,CHA
Anthony Carter,13.1,1.2,3.0,.387,0.1,0.3,.267,1.1,2.7,.402,.401,0.9,1.2,.727,0.2,1.2,1.4,2.2,0.5,0.2,0.9,1.6,3.3,MIN
Vince Carter,36.8,8.3,19.2,.430,1.6,4.6,.341,6.7,14.6,.459,.471,6.1,7.6,.799,1.7,4.1,5.8,4.3,1.2,0.7,2.7,3.0,24.2,NJN
Sam Cassell,34.0,6.3,14.3,.443,0.9,2.4,.368,5.4,11.8,.459,.475,3.7,4.3,.863,0.5,3.2,3.7,6.3,0.9,0.1,2.2,2.9,17.2,LAC
Kelvin Cato,12.3,1.3,3.1,.429,0.0,0.0,,1.3,3.1,.429,.429,1.0,1.3,.743,0.7,1.9,2.6,0.1,0.2,0.4,0.7,1.9,3.6,TOT
Kelvin Cato,13.0,1.3,3.1,.431,0.0,0.0,,1.3,3.1,.431,.431,1.1,1.5,.743,0.8,1.9,2.7,0.1,0.3,0.4,0.7,2.1,3.8,ORL
Kelvin Cato,8.5,1.3,3.0,.417,0.0,0.0,,1.3,3.0,.417,.417,0.0,0.0,,0.3,1.5,1.8,0.5,0.0,0.5,0.5,1.0,2.5,DET
Tyson Chandler,26.8,2.0,3.6,.565,0.0,0.0,.000,2.0,3.6,.567,.565,1.2,2.4,.503,3.4,5.7,9.0,1.0,0.5,1.3,1.6,3.8,5.3,CHI
Calbert Cheaney,10.7,1.0,2.6,.389,0.0,0.2,.000,1.0,2.4,.420,.389,0.2,0.2,1.000,0.5,1.0,1.5,0.5,0.3,0.0,0.4,0.9,2.2,GSW
Josh Childress,30.4,3.8,6.8,.552,0.4,0.9,.492,3.3,5.9,.560,.583,2.1,2.7,.766,1.8,3.4,5.2,1.8,1.2,0.5,1.4,2.5,10.0,ATL
Doug Christie,26.4,1.3,3.7,.346,0.0,0.1,.000,1.3,3.6,.360,.346,1.1,1.7,.667,0.3,1.6,1.9,2.0,1.3,0.1,0.9,1.4,3.7,DAL
Speedy Claxton,28.4,4.3,10.4,.413,0.2,0.9,.270,4.0,9.5,.426,.425,3.5,4.5,.769,0.5,2.2,2.7,4.8,1.5,0.1,2.2,2.5,12.3,NOK
Mateen Cleaves,8.5,0.9,2.6,.352,0.1,0.6,.250,0.8,2.0,.382,.380,0.7,0.9,.792,0.1,0.4,0.5,1.6,0.1,0.1,0.5,1.1,2.7,SEA
Jarron Collins,21.9,1.6,3.5,.461,0.0,0.0,,1.6,3.5,.461,.461,2.0,2.8,.717,1.7,2.5,4.2,1.2,0.5,0.3,0.8,3.2,5.3,UTA
Jason Collins,26.7,1.5,3.7,.397,0.0,0.2,.250,1.4,3.5,.404,.403,0.6,1.2,.512,1.3,3.5,4.8,1.0,0.6,0.6,0.9,3.5,3.6,NJN
Nick Collison,21.9,3.1,6.0,.525,0.0,0.0,.000,3.1,5.9,.529,.525,1.2,1.7,.699,2.2,3.4,5.6,1.1,0.3,0.5,1.2,3.2,7.5,SEA
Brian Cook,19.0,3.2,6.3,.511,0.4,1.0,.429,2.8,5.3,.527,.546,1.0,1.2,.832,1.1,2.3,3.4,0.9,0.5,0.4,0.8,2.5,7.9,LAL
Jamal Crawford,32.3,4.6,11.1,.416,1.3,3.7,.345,3.4,7.4,.452,.474,3.7,4.5,.826,0.5,2.7,3.1,3.8,1.1,0.2,2.2,1.9,14.3,NYK
Austin Croshere,23.0,2.6,5.7,.463,1.1,2.8,.386,1.6,2.9,.538,.558,1.8,2.0,.882,1.2,4.1,5.3,1.2,0.4,0.1,1.0,2.1,8.2,IND
Eddy Curry,25.9,4.7,8.3,.563,0.0,0.0,,4.7,8.3,.563,.563,4.3,6.8,.632,2.0,4.0,6.0,0.3,0.4,0.8,2.5,3.3,13.6,NYK
Samuel Dalembert,26.7,3.0,5.6,.531,0.0,0.0,.000,3.0,5.6,.533,.531,1.4,2.0,.705,2.4,5.8,8.2,0.4,0.5,2.4,1.6,3.7,7.3,PHI
Erick Dampier,23.6,2.1,4.2,.493,0.0,0.0,,2.1,4.2,.493,.493,1.5,2.6,.591,3.3,4.5,7.8,0.6,0.3,1.3,1.4,3.2,5.7,DAL
