name,mpg,fgm_per_g,fga_per_g,fg_pct,fg3m_per_g,fg3a_per_g,fg3_pct,fg2m_per_g,fg2a_per_g,fg2_pct,efg_pct,ftm_per_g,fta_per_g,ft_pct,orb_per_g,drb_per_g,trb_per_g,ast_per_g,stl_per_g,blk_per_g,tov_per_g,pf_per_g,ppg,team
Tariq Abdul-Wahad,25.9,4.5,10.6,.424,0.0,0.4,.130,4.4,10.2,.435,.426,2.4,3.2,.756,1.7,3.1,4.8,1.6,1.0,0.5,1.7,2.4,11.4,TOT
Tariq Abdul-Wahad,26.2,4.8,11.2,.433,0.0,0.5,.095,4.8,10.7,.447,.435,2.5,3.3,.762,1.7,3.5,5.2,1.6,1.2,0.3,1.9,2.5,12.2,ORL
Tariq Abdul-Wahad,24.9,3.4,8.7,.389,0.1,0.1,.500,3.3,8.6,.388,.393,2.1,2.8,.738,1.6,1.9,3.5,1.7,0.4,0.8,1.3,2.1,8.9,DEN
Shareef Abdur-Rahim,39.3,7.2,15.6,.465,0.4,1.2,.302,6.9,14.4,.478,.477,5.4,6.7,.809,2.7,7.4,10.1,3.3,1.1,1.1,3.0,3.0,20.3,VAN
Cory Alexander,11.3,1.0,3.4,.286,0.3,1.2,.257,0.7,2.2,.302,.332,0.6,0.8,.773,0.3,1.2,1.4,2.0,0.8,0.1,1.0,1.3,2.8,DEN
Ray Allen,37.4,7.8,17.2,.455,2.1,5.0,.423,5.7,12.2,.468,.516,4.3,4.9,.887,1.0,3.4,4.4,3.8,1.3,0.2,2.2,2.3,22.1,MIL
Rafer Alston,13.4,1.0,3.5,.284,0.1,0.5,.214,0.9,3.0,.296,.300,0.1,0.1,.750,0.2,0.7,0.9,2.6,0.4,0.0,1.1,1.1,2.2,MIL
John Amaechi,21.1,3.8,8.8,.437,0.0,0.1,.167,3.8,8.7,.439,.438,2.8,3.6,.766,0.8,2.6,3.3,1.2,0.4,0.5,1.7,2.0,10.5,ORL
Derek Anderson,34.4,5.9,13.4,.438,0.9,2.8,.309,5.0,10.7,.472,.470,4.2,4.8,.877,1.3,2.8,4.0,3.4,1.4,0.2,2.6,2.3,16.9,LAC
Kenny Anderson,31.6,5.3,12.0,.440,1.0,2.7,.386,4.3,9.3,.456,.483,2.4,3.1,.775,0.7,2.1,2.7,5.1,1.7,0.1,1.6,2.8,14.0,BOS
Nick Anderson,29.1,4.3,10.9,.391,1.8,5.5,.332,2.4,5.3,.452,.476,0.5,1.1,.487,1.2,3.6,4.7,1.7,1.3,0.2,1.3,1.6,10.8,SAC
Shandon Anderson,32.9,4.5,9.5,.473,1.0,2.7,.351,3.5,6.7,.523,.524,2.4,3.1,.767,1.1,3.6,4.7,2.9,1.2,0.4,2.4,2.2,12.3,HOU
Chris Anstey,13.8,2.2,5.0,.442,0.0,0.1,.167,2.2,4.9,.447,.444,1.6,2.0,.789,1.2,2.6,3.8,0.9,0.4,0.3,1.1,2.5,6.0,CHI
Greg Anthony,18.9,2.1,5.1,.406,1.1,2.8,.378,1.0,2.2,.443,.512,1.1,1.4,.772,0.2,1.4,1.6,2.5,0.7,0.1,1.0,1.7,6.3,POR
B.J. Armstrong,21.6,3.1,6.9,.446,0.5,1.1,.448,2.6,5.8,.446,.481,0.8,0.9,.880,0.1,1.7,1.7,2.9,0.3,0.0,1.5,1.3,7.4,CHI
Darrell Armstrong,31.6,5.9,13.6,.433,1.7,4.9,.340,4.2,8.7,.485,.494,2.7,3.0,.911,0.8,2.5,3.3,6.1,2.1,0.1,3.0,1.7,16.2,ORL
Chucky Atkins,19.8,3.8,9.0,.424,0.7,2.0,.350,3.1,7.0,.445,.462,1.2,1.6,.729,0.2,1.3,1.5,3.7,0.6,0.0,1.7,1.7,9.5,ORL
Stacey Augmon,11.7,1.4,3.0,.474,0.0,0.0,.000,1.4,2.9,.480,.474,0.6,0.9,.673,0.7,1.3,2.0,0.9,0.5,0.2,0.6,1.2,3.4,POR
Isaac Austin,19.9,2.6,6.0,.429,0.0,0.1,.250,2.5,5.9,.431,.430,1.6,2.3,.686,1.1,3.7,4.8,1.3,0.3,0.6,1.8,2.2,6.7,WAS
Anthony Avent,7.7,0.6,2.0,.302,0.0,0.0,,0.6,2.0,.302,.302,0.5,0.7,.719,0.5,1.0,1.5,0.2,0.3,0.3,0.5,1.3,1.7,LAC
William Avery,8.2,0.9,3.1,.309,0.3,1.1,.286,0.6,2.0,.322,.359,0.4,0.6,.667,0.1,0.5,0.7,1.5,0.2,0.0,0.7,1.0,2.6,MIN
Toby Bailey,9.8,1.3,3.0,.414,0.0,0.2,.200,1.2,2.8,.431,.421,1.0,1.4,.692,0.6,1.0,1.6,0.7,0.3,0.1,0.5,1.2,3.5,PHO
Vin Baker,36.1,6.5,14.3,.455,0.0,0.1,.250,6.5,14.2,.457,.456,3.6,5.2,.682,2.9,4.8,7.7,1.9,0.6,0.8,2.7,3.6,16.6,SEA
Charles Barkley,31.0,5.3,11.1,.477,0.3,1.3,.231,5.0,9.8,.510,.491,3.6,5.5,.645,3.6,6.9,10.5,3.2,0.7,0.2,2.2,2.4,14.5,HOU
Dana Barros,15.8,2.7,6.0,.451,0.8,2.0,.410,1.9,4.0,.471,.518,0.9,1.1,.868,0.2,1.2,1.4,1.8,0.4,0.1,0.9,1.1,7.2,BOS
Brent Barry,34.1,4.1,8.8,.463,2.1,5.0,.411,2.0,3.9,.529,.579,1.6,2.0,.809,0.6,4.0,4.7,3.6,1.3,0.4,1.8,2.9,11.8,SEA
Drew Barry,9.9,0.9,2.1,.455,0.4,1.1,.389,0.5,0.9,.533,.561,0.3,0.3,.800,0.0,0.8,0.8,2.1,0.1,0.0,0.8,1.4,2.6,TOT
Drew Barry,10.6,1.1,2.3,.500,0.4,1.1,.333,0.8,1.1,.667,.583,0.1,0.3,.500,0.0,1.0,1.0,2.1,0.3,0.0,0.8,1.8,2.8,GSW
Drew Barry,9.3,0.8,1.9,.400,0.5,1.1,.444,0.3,0.8,.333,.533,0.4,0.4,1.000,0.0,0.5,0.5,2.0,0.0,0.0,0.9,1.1,2.4,ATL
Jon Barry,20.7,2.6,5.6,.465,1.1,2.5,.429,1.5,3.1,.495,.561,1.7,1.9,.922,0.6,2.0,2.6,2.4,1.2,0.1,1.4,1.7,8.0,SAC
Tony Battie,18.4,2.7,5.6,.477,0.0,0.1,.125,2.7,5.5,.483,.478,1.2,1.8,.675,1.9,3.1,5.0,0.8,0.6,0.9,0.8,3.0,6.6,BOS
Jonathan Bender,5.4,1.0,2.9,.329,0.1,0.5,.167,0.9,2.4,.362,.343,0.7,1.0,.667,0.2,0.7,0.9,0.1,0.0,0.2,0.3,0.8,2.7,IND
Benoit Benjamin,2.7,0.3,1.0,.333,0.0,0.0,,0.3,1.0,.333,.333,0.0,0.0,,0.0,0.3,0.3,0.0,0.0,0.3,0.0,0.3,0.7,CLE
Corey Benjamin,18.0,3.0,7.3,.414,0.6,1.9,.348,2.4,5.4,.437,.459,1.0,1.7,.598,0.4,1.4,1.8,1.1,0.6,0.5,1.5,2.5,7.7,CHI
Mario Bennett,3.0,0.0,3.0,.000,0.0,0.0,,0.0,3.0,.000,.000,0.0,0.0,,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,LAC
Travis Best,20.6,3.3,6.8,.483,0.4,1.1,.376,2.9,5.7,.504,.514,1.9,2.3,.821,0.2,1.5,1.7,3.3,0.9,0.1,1.3,2.5,8.9,IND
Mike Bibby,38.5,5.6,12.6,.445,0.9,2.6,.363,4.7,10.0,.466,.483,2.4,3.0,.780,0.9,2.8,3.7,8.1,1.6,0.2,3.0,2.1,14.5,VAN
Chauncey Billups,23.5,2.6,7.8,.337,0.5,3.2,.171,2.1,4.6,.450,.371,2.8,3.4,.841,0.6,2.0,2.6,3.0,0.8,0.2,1.8,2.1,8.6,DEN
Mookie Blaylock,33.7,4.5,11.5,.391,1.4,4.1,.336,3.1,7.3,.422,.451,0.9,1.3,.705,0.8,2.9,3.7,6.7,2.0,0.3,2.0,1.7,11.3,GSW
Corie Blount,11.7,1.2,2.3,.494,0.0,0.1,.000,1.2,2.3,.506,.494,0.5,0.9,.576,1.4,1.6,3.0,0.3,0.4,0.2,0.7,2.1,2.8,PHO
Muggsy Bogues,21.6,2.0,4.5,.439,0.2,0.6,.333,1.8,3.8,.456,.462,1.0,1.1,.908,0.3,1.4,1.7,3.7,0.8,0.1,0.7,1.5,5.1,TOR
Etdrick Bohannon,9.1,0.5,1.0,.538,0.0,0.0,,0.5,1.0,.538,.538,1.2,1.8,.625,1.0,1.4,2.4,0.4,0.2,0.5,0.8,1.9,2.2,TOT
Etdrick Bohannon,2.5,0.0,0.0,,0.0,0.0,,0.0,0.0,,,1.5,2.0,.750,0.5,0.0,0.5,0.0,0.0,0.0,1.0,0.5,1.5,NYK
Etdrick Bohannon,10.3,0.6,1.2,.538,0.0,0.0,,0.6,1.2,.538,.538,1.1,1.8,.600,1.1,1.6,2.7,0.5,0.2,0.5,0.7,2.2,2.4,LAC
Calvin Booth,13.0,1.5,4.2,.348,0.0,0.0,,1.5,4.2,.348,.348,0.9,1.3,.714,1.4,1.5,2.9,0.6,0.3,1.3,0.5,2.1,3.8,WAS
Lazaro Borrell,9.8,1.6,3.7,.444,0.0,0.2,.000,1.6,3.5,.467,.444,0.4,0.6,.545,0.8,1.5,2.4,0.6,0.4,0.2,0.4,0.5,3.6,SEA
Cal Bowdler,9.2,1.1,2.5,.426,0.0,0.0,.000,1.1,2.5,.430,.426,0.5,0.8,.632,0.5,1.4,1.8,0.3,0.3,0.2,0.5,1.0,2.7,ATL
Bruce Bowen,12.7,1.0,2.8,.371,0.4,0.8,.466,0.7,2.0,.331,.441,0.4,0.6,.581,0.4,1.0,1.4,0.5,0.3,0.2,0.3,1.7,2.8,TOT
Bruce Bowen,7.4,0.6,1.7,.356,0.0,0.0,.500,0.6,1.7,.352,.363,0.1,0.3,.500,0.3,0.5,0.9,0.4,0.2,0.1,0.1,0.9,1.4,PHI
Bruce Bowen,21.0,1.7,4.5,.380,1.0,2.1,.464,0.7,2.4,.308,.488,0.7,1.1,.613,0.5,1.7,2.2,0.7,0.5,0.4,0.5,3.0,5.1,MIA
Ryan Bowen,11.3,0.9,2.3,.393,0.0,0.2,.111,0.9,2.1,.417,.397,0.7,1.0,.717,1.4,0.8,2.2,0.4,0.8,0.3,0.3,1.8,2.5,DEN
