name,mpg,fgm_per_g,fga_per_g,fg_pct,fg3m_per_g,fg3a_per_g,fg3_pct,fg2m_per_g,fg2a_per_g,fg2_pct,efg_pct,ftm_per_g,fta_per_g,ft_pct,orb_per_g,drb_per_g,trb_per_g,ast_per_g,stl_per_g,blk_per_g,tov_per_g,pf_per_g,ppg,team
Kareem Abdul-Jabbar,33.3,9.2,15.3,.599,0.0,0.0,.000,9.2,15.3,.600,.599,3.7,5.0,.732,2.1,5.8,7.9,3.2,0.8,2.1,2.5,3.0,22.0,LAL
Alvan Adams,26.0,5.8,11.2,.520,0.0,0.0,,5.8,11.2,.520,.520,3.0,3.5,.883,1.9,4.2,6.1,3.8,1.4,0.6,2.4,3.1,14.7,PHO
Mark Aguirre,33.7,9.9,19.6,.506,0.3,1.1,.318,9.6,18.6,.517,.515,5.5,7.3,.759,2.4,3.6,6.0,3.1,0.8,0.3,3.2,3.1,25.7,DAL
Danny Ainge,34.2,5.6,10.6,.529,0.2,0.7,.268,5.4,9.8,.549,.539,1.6,1.8,.868,1.0,2.6,3.6,5.3,1.6,0.1,2.0,3.0,12.9,BOS
Chuck Aleksinas,15.1,2.2,4.6,.478,0.0,0.0,.000,2.2,4.5,.479,.478,0.7,1.0,.733,1.2,2.5,3.6,0.5,0.2,0.2,1.0,2.3,5.1,GSW
J.J. Anderson,10.4,1.4,3.4,.409,0.0,0.0,.000,1.4,3.3,.415,.409,0.6,1.0,.600,0.7,1.2,1.9,0.5,0.7,0.2,0.7,1.6,3.4,UTA
Ron Anderson,14.4,2.3,5.4,.431,0.0,0.1,.500,2.3,5.4,.430,.433,1.1,1.4,.820,1.1,1.4,2.4,0.9,0.3,0.2,0.9,1.1,5.8,CLE
John Bagley,29.6,4.2,8.6,.488,0.0,0.3,.115,4.1,8.2,.502,.490,1.5,2.1,.749,0.7,2.9,3.6,8.6,1.6,0.1,2.6,1.6,9.9,CLE
James Bailey,17.5,2.1,4.7,.447,0.0,0.0,.000,2.1,4.7,.448,.447,1.0,1.5,.676,1.6,3.0,4.6,0.5,0.4,0.7,1.4,3.9,5.2,NYK
Thurl Bailey,31.0,6.3,12.9,.490,0.0,0.0,1.000,6.3,12.9,.490,.491,2.5,2.9,.842,1.9,4.7,6.6,1.7,0.6,1.3,1.9,2.7,15.2,UTA
