name,positions,age,team,games_played,games_started,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,points
Michael Brooks,SMALL FORWARD,28,INDIANA PACERS,10,0,148,13,37,0,0,7,10,9,19,11,9,0,11,19,33
Mike Brown,CENTER,23,CHICAGO BULLS,62,3,818,106,201,0,0,46,72,71,143,24,20,7,59,129,258
Tony Brown,SHOOTING GUARD,26,NEW JERSEY NETS,77,67,2339,358,810,5,20,152,206,84,135,259,89,14,153,273,873
Michael Cage,POWER FORWARD,25,LOS ANGELES CLIPPERS,80,76,2922,457,878,0,3,341,467,354,568,131,99,67,171,221,1255
Tony Campbell,SMALL FORWARD,24,DETROIT PISTONS,40,0,332,57,145,0,3,24,39,21,37,19,12,1,34,40,138
Rick Carlisle,SHOOTING GUARD,27,BOSTON CELTICS,42,0,297,30,92,5,16,15,20,8,22,35,8,0,25,28,80
Antoine Carr,POWER FORWARD,25,ATLANTA HAWKS,65,2,695,134,265,1,3,73,103,60,96,34,14,48,40,146,342
Kenny Carr,POWER FORWARD,31,PORTLAND TRAIL BLAZERS,49,43,1443,201,399,0,2,126,169,131,368,83,29,13,103,159,528
Joe Barry Carroll,CENTER,28,GOLDEN STATE WARRIORS,81,81,2724,690,1461,0,0,340,432,173,416,214,92,123,226,255,1720
Bill Cartwright,CENTER,29,NEW YORK KNICKS,58,50,1989,335,631,0,0,346,438,132,313,96,40,26,128,188,1016
Terry Catledge,POWER FORWARD,23,WASHINGTON BULLETS,78,77,2149,413,835,0,4,199,335,248,312,56,43,14,145,195,1025
Tom Chambers,POWER FORWARD,27,SEATTLE SUPERSONICS,82,82,3018,660,1446,54,145,535,630,163,382,245,81,50,268,307,1909
Maurice Cheeks,POINT GUARD,30,PHILADELPHIA 76ERS,68,68,2624,415,788,4,17,227,292,47,168,538,180,15,173,109,1061
Fred Cofield,POINT GUARD,25,CHICAGO BULLS,5,0,27,2,11,0,1,0,0,1,4,4,2,0,1,1,4
Ben Coleman,CENTER,25,NEW JERSEY NETS,68,7,1029,182,313,0,1,88,121,99,189,37,32,31,94,200,452
Don Collins,SMALL FORWARD,28,MILWAUKEE BUCKS,6,0,57,10,28,0,0,5,7,11,4,2,2,1,5,11,25
Steve Colter,POINT GUARD,24,CHICAGO BULLS,27,18,473,49,142,0,9,33,39,9,33,94,19,6,32,38,131
Steve Colter,POINT GUARD,24,PHILADELPHIA 76ERS,43,13,849,120,255,4,8,49,68,14,52,116,37,6,38,61,293
Darwin Cook,SHOOTING GUARD,28,WASHINGTON BULLETS,82,2,1420,265,622,2,23,82,103,46,99,151,98,17,96,136,614
Michael Cooper,SHOOTING GUARD,30,LOS ANGELES LAKERS,82,2,2253,322,736,89,231,126,148,58,196,373,78,43,102,199,859
Wayne Cooper,CENTER,30,DENVER NUGGETS,69,64,1561,235,524,0,3,79,109,162,311,68,13,101,78,257,549
Tyrone Corbin,SMALL FORWARD,24,SAN ANTONIO SPURS,31,15,732,113,264,0,0,49,67,52,67,80,38,3,46,81,275
Tyrone Corbin,SMALL FORWARD,24,CLEVELAND CAVALIERS,32,0,438,43,117,1,4,42,57,36,60,17,17,2,20,48,129
Dave Corzine,CENTER,30,CHICAGO BULLS,82,39,2287,294,619,0,5,95,129,199,341,209,38,87,114,202,683
Pat Cummings,POWER FORWARD,30,NEW YORK KNICKS,49,11,1056,172,382,0,0,79,110,123,189,38,26,7,85,145,423
Terry Cummings,POWER FORWARD,25,MILWAUKEE BUCKS,82,77,2770,729,1426,0,3,249,376,214,486,229,129,81,172,296,1707
Earl Cureton,CENTER,29,CHICAGO BULLS,43,36,1105,129,276,0,1,39,73,113,114,70,15,26,45,102,297
Earl Cureton,CENTER,29,LOS ANGELES CLIPPERS,35,11,868,114,234,0,1,43,79,99,126,52,18,30,35,86,271
Dell Curry,SHOOTING GUARD,22,UTAH JAZZ,67,0,636,139,326,17,60,30,38,30,48,58,27,4,44,86,325
Quintin Dailey,SHOOTING GUARD,26,LOS ANGELES CLIPPERS,49,5,924,200,491,1,10,119,155,34,49,79,43,8,71,113,520
Adrian Dantley,SMALL FORWARD,31,DETROIT PISTONS,81,81,2736,601,1126,1,6,539,664,104,228,162,63,7,181,193,1742
Brad Daugherty,CENTER,21,CLEVELAND CAVALIERS,80,80,2695,487,905,0,0,279,401,152,495,304,49,63,248,248,1253
Brad Davis,POINT GUARD,31,DALLAS MAVERICKS,82,6,1582,199,436,32,106,147,171,27,87,373,63,10,114,159,577
Walter Davis,SHOOTING GUARD,32,PHOENIX SUNS,79,79,2646,779,1515,21,81,288,334,90,154,364,96,5,226,184,1867
Darryl Dawkins,CENTER,30,NEW JERSEY NETS,6,2,106,20,32,0,0,17,24,9,10,2,2,3,15,25,57
Johnny Dawkins,POINT GUARD,23,SAN ANTONIO SPURS,81,14,1682,334,764,14,47,153,191,56,113,290,67,3,120,118,835
Darren Daye,SMALL FORWARD,26,CHICAGO BULLS,1,0,7,0,0,0,0,0,0,0,1,1,0,0,1,2,0
Darren Daye,SMALL FORWARD,26,BOSTON CELTICS,61,2,724,101,202,0,0,34,65,37,87,75,25,7,56,98,236
James Donaldson,CENTER,29,DALLAS MAVERICKS,82,82,3028,311,531,0,0,267,329,295,678,63,51,136,104,191,889
Bruce Douglas,SHOOTING GUARD,22,SACRAMENTO KINGS,8,1,98,7,24,0,1,0,4,5,9,17,9,0,9,9,14
Greg Dreiling,CENTER,24,INDIANA PACERS,24,0,128,16,37,0,0,10,12,12,31,7,2,2,7,42,42
Larry Drew,POINT GUARD,28,LOS ANGELES CLIPPERS,60,22,1566,295,683,12,72,139,166,26,77,326,60,2,151,107,741
Clyde Drexler,SHOOTING GUARD,24,PORTLAND TRAIL BLAZERS,82,82,3114,707,1408,11,47,357,470,227,291,566,204,71,253,281,1782
Kevin Duckworth,CENTER,22,SAN ANTONIO SPURS,14,1,122,18,45,0,0,9,14,13,18,6,5,3,4,27,45
Kevin Duckworth,CENTER,22,PORTLAND TRAIL BLAZERS,51,0,753,112,228,0,1,83,120,63,129,23,16,18,74,165,307
Joe Dumars,SHOOTING GUARD,23,DETROIT PISTONS,79,75,2439,369,749,9,22,184,246,50,117,352,83,5,171,194,931
T.R. Dunn,SHOOTING GUARD,31,DENVER NUGGETS,81,53,1932,118,276,0,2,36,55,91,174,147,100,21,33,160,272
Mark Eaton,CENTER,30,UTAH JAZZ,79,79,2505,234,585,0,0,140,213,211,486,105,43,321,142,273,608
Jerry Eaves,POINT GUARD,27,SACRAMENTO KINGS,3,0,26,1,8,0,0,2,2,1,0,0,1,0,2,6,4
Franklin Edwards,POINT GUARD,27,SACRAMENTO KINGS,8,0,122,9,32,0,4,10,14,2,8,29,5,0,17,7,28
James Edwards,CENTER,31,PHOENIX SUNS,14,9,304,57,110,0,0,54,70,20,40,19,6,7,15,42,168
Craig Ehlo,SHOOTING GUARD,25,CLEVELAND CAVALIERS,44,15,890,99,239,5,29,70,99,55,106,92,40,30,61,80,273
Dale Ellis,SHOOTING GUARD,26,SEATTLE SUPERSONICS,82,76,3073,785,1520,86,240,385,489,187,260,238,104,32,238,267,2041
Chris Engler,CENTER,27,PORTLAND TRAIL BLAZERS,7,0,17,4,8,0,0,3,3,6,2,1,1,1,2,0,11
Chris Engler,CENTER,27,MILWAUKEE BUCKS,5,0,48,3,12,0,0,1,1,3,13,3,1,1,0,10,7
Chris Engler,CENTER,27,NEW JERSEY NETS,18,0,130,16,31,0,0,8,12,14,19,4,3,9,10,23,40
Alex English,SMALL FORWARD,33,DENVER NUGGETS,82,82,3085,965,1920,4,15,411,487,146,198,422,73,21,214,216,2345
Julius Erving,SHOOTING GUARD,36,PHILADELPHIA 76ERS,60,60,1918,400,850,14,53,191,235,115,149,191,76,94,158,137,1005
Mike Evans,SHOOTING GUARD,31,DENVER NUGGETS,81,4,1567,334,729,53,169,96,123,36,92,185,79,12,107,149,817
Patrick Ewing,POWER FORWARD,24,NEW YORK KNICKS,63,63,2206,530,1053,0,7,296,415,157,398,104,89,147,229,248,1356
Dave Feitl,CENTER,24,HOUSTON ROCKETS,62,1,498,88,202,0,1,53,71,39,78,22,9,4,38,83,229
Kenny Fields,SMALL FORWARD,24,MILWAUKEE BUCKS,4,0,22,6,8,0,0,1,5,0,2,1,1,0,1,3,13
Kenny Fields,SMALL FORWARD,24,LOS ANGELES CLIPPERS,44,17,861,153,344,3,12,72,89,63,83,60,31,11,52,120,381
Vern Fleming,POINT GUARD,24,INDIANA PACERS,82,82,2549,370,727,2,10,238,302,109,225,473,109,18,167,222,980
Sleepy Floyd,POINT GUARD,26,GOLDEN STATE WARRIORS,82,82,3064,503,1030,73,190,462,537,56,212,848,146,18,280,199,1541
World B. Free,SHOOTING GUARD,33,PHILADELPHIA 76ERS,20,2,285,39,123,2,9,36,47,5,14,30,5,4,18,26,116
Kenny Gattison,POWER FORWARD,22,PHOENIX SUNS,77,14,1104,148,311,0,3,108,171,87,183,36,24,33,88,178,404
Artis Gilmore,CENTER,37,SAN ANTONIO SPURS,82,74,2405,346,580,0,0,242,356,185,394,150,39,95,178,235,934
Mike Glenn,SHOOTING GUARD,31,MILWAUKEE BUCKS,4,0,34,5,13,0,0,5,7,0,2,1,1,0,0,3,15
Mike Gminski,CENTER,27,NEW JERSEY NETS,72,66,2272,433,947,0,0,313,370,192,438,99,52,69,129,159,1179
Grant Gondrezick,SHOOTING GUARD,24,PHOENIX SUNS,64,1,836,135,300,4,17,75,107,47,63,81,25,4,56,91,349
Lancaster Gordon,SHOOTING GUARD,24,LOS ANGELES CLIPPERS,70,4,1130,221,545,14,48,70,95,64,62,139,61,13,102,106,526
Stewart Granger,POINT GUARD,25,NEW YORK KNICKS,15,0,166,20,54,0,3,9,11,6,11,27,7,1,22,17,49
Stuart Gray,CENTER,23,INDIANA PACERS,55,1,456,41,101,0,0,28,39,39,90,26,10,28,36,93,110
A.C. Green,POWER FORWARD,23,LOS ANGELES LAKERS,79,72,2240,316,587,0,5,220,282,210,405,84,70,80,102,171,852
Kenny Green,SMALL FORWARD,22,PHILADELPHIA 76ERS,19,0,172,25,70,0,0,14,19,6,22,7,4,2,15,8,64
Rickey Green,POINT GUARD,32,UTAH JAZZ,81,80,2090,301,644,7,19,172,208,38,125,541,110,2,133,108,781
Sidney Green,POWER FORWARD,26,DETROIT PISTONS,80,69,1792,256,542,0,2,119,177,196,457,62,41,50,127,197,631
Dave Greenwood,POWER FORWARD,29,SAN ANTONIO SPURS,79,78,2587,336,655,3,6,241,307,256,527,237,71,50,161,248,916
Darrell Griffith,SHOOTING GUARD,28,UTAH JAZZ,76,10,1843,463,1038,67,200,149,212,81,146,129,97,29,135,167,1142
Bob Hansen,SHOOTING GUARD,26,UTAH JAZZ,72,72,1453,272,601,16,45,136,179,84,119,102,44,6,77,146,696
Bill Hanzlik,POWER FORWARD,29,DENVER NUGGETS,73,10,1990,307,746,22,80,316,402,79,177,280,87,28,132,245,952
Derek Harper,POINT GUARD,25,DALLAS MAVERICKS,77,76,2556,497,993,76,212,160,234,51,148,609,167,25,138,195,1230
Ron Harper,SHOOTING GUARD,23,CLEVELAND CAVALIERS,82,82,3064,734,1614,20,94,386,564,169,223,394,209,84,345,247,1874
Steve Harris,SHOOTING GUARD,23,HOUSTON ROCKETS,74,3,1174,251,599,0,8,111,130,71,99,100,37,16,74,111,613
Scott Hastings,POWER FORWARD,26,ATLANTA HAWKS,40,0,256,23,68,2,12,23,29,16,54,13,10,7,13,35,71
Cedric Henderson,POWER FORWARD,21,ATLANTA HAWKS,6,0,10,2,5,0,0,1,1,2,1,0,0,0,1,1,5
Cedric Henderson,POWER FORWARD,21,MILWAUKEE BUCKS,2,0,6,2,3,0,0,2,2,1,4,0,0,0,3,1,6
Gerald Henderson,POINT GUARD,31,SEATTLE SUPERSONICS,6,6,155,25,50,0,3,17,18,6,3,32,6,0,15,17,67
Gerald Henderson,POINT GUARD,31,NEW YORK KNICKS,68,53,1890,273,624,19,74,173,212,44,122,439,95,11,157,191,738
Jerome Henderson,POWER FORWARD,27,MILWAUKEE BUCKS,6,0,36,4,13,0,0,4,4,2,5,0,1,1,6,12,12
Kevin Henderson,POINT GUARD,22,GOLDEN STATE WARRIORS,5,0,45,3,8,0,0,2,2,1,2,11,1,0,4,9,8
Conner Henry,SHOOTING GUARD,23,HOUSTON ROCKETS,18,0,92,8,33,1,11,7,10,0,7,8,3,0,9,7,24
Conner Henry,SHOOTING GUARD,23,BOSTON CELTICS,36,0,231,38,103,12,31,10,17,7,20,27,6,1,17,27,98
Rod Higgins,SMALL FORWARD,27,GOLDEN STATE WARRIORS,73,28,1497,214,412,3,17,200,240,72,165,96,40,21,76,145,631
Roy Hinson,SMALL FORWARD,25,PHILADELPHIA 76ERS,76,58,2489,393,823,0,1,273,360,150,338,60,45,161,149,281,1059
Craig Hodges,POINT GUARD,26,MILWAUKEE BUCKS,78,43,2147,315,682,85,228,131,147,48,92,240,76,7,124,189,846
Michael Holton,POINT GUARD,25,PORTLAND TRAIL BLAZERS,58,1,479,70,171,7,23,44,55,9,29,73,16,2,41,51,191
Jeff Hornacek,SHOOTING GUARD,23,PHOENIX SUNS,80,3,1561,159,350,12,43,94,121,41,143,361,70,5,153,130,424
Phil Hubbard,SMALL FORWARD,30,CLEVELAND CAVALIERS,68,68,2083,321,605,0,4,162,272,178,210,136,66,7,156,224,804
Jay Humphries,POINT GUARD,24,PHOENIX SUNS,82,82,2579,359,753,5,27,200,260,62,198,632,112,9,195,239,923
Geoff Huston,POINT GUARD,29,LOS ANGELES CLIPPERS,19,8,428,55,121,1,2,18,34,6,11,101,14,0,45,28,129
Marc Iavaroni,POWER FORWARD,30,UTAH JAZZ,78,0,845,100,215,0,4,78,116,64,109,36,16,11,56,154,278
Myron Jackson,POINT GUARD,22,DALLAS MAVERICKS,8,0,22,2,9,0,0,7,8,1,2,6,1,0,5,1,11
Buck Johnson,SMALL FORWARD,23,HOUSTON ROCKETS,60,3,520,94,201,0,1,40,58,38,50,40,17,15,37,81,228
Clemon Johnson,CENTER,30,SEATTLE SUPERSONICS,78,7,1051,88,178,0,2,70,110,106,171,21,21,42,36,137,246
Dennis Johnson,POINT GUARD,32,BOSTON CELTICS,79,78,2933,423,953,7,62,209,251,45,216,594,87,38,177,201,1062
Eddie Johnson,SHOOTING GUARD,31,SEATTLE SUPERSONICS,24,0,508,85,186,5,15,42,55,11,35,115,12,1,41,36,217
Eddie Johnson,SMALL FORWARD,27,SACRAMENTO KINGS,81,30,2457,606,1309,37,118,267,322,146,207,251,42,19,163,218,1516
Frank Johnson,POINT GUARD,28,WASHINGTON BULLETS,18,10,399,59,128,0,1,35,49,10,20,58,21,0,31,31,153
Magic Johnson,POINT GUARD,27,LOS ANGELES LAKERS,80,80,2904,683,1308,8,39,535,631,122,382,977,138,36,300,168,1909
Marques Johnson,SMALL FORWARD,30,LOS ANGELES CLIPPERS,10,10,302,68,155,0,6,30,42,9,24,28,12,5,17,24,166
Steffond Johnson,POWER FORWARD,24,LOS ANGELES CLIPPERS,29,0,234,27,64,0,3,20,38,15,28,5,9,2,18,55,74
Steve Johnson,CENTER,29,PORTLAND TRAIL BLAZERS,79,74,2345,494,889,0,0,342,490,194,372,155,49,76,276,340,1330
Vinnie Johnson,SHOOTING GUARD,30,DETROIT PISTONS,78,8,2166,533,1154,4,14,158,201,123,134,300,92,16,133,159,1228
Anthony Jones,SHOOTING GUARD,24,WASHINGTON BULLETS,16,1,114,14,33,0,1,9,13,1,8,7,10,1,11,11,37
Anthony Jones,SMALL FORWARD,24,SAN ANTONIO SPURS,49,3,744,119,289,7,19,41,52,39,56,66,32,18,38,68,286
Caldwell Jones,POWER FORWARD,36,PORTLAND TRAIL BLAZERS,78,37,1578,111,224,0,2,97,124,114,341,64,23,77,87,227,319
Charles Jones,POWER FORWARD,29,WASHINGTON BULLETS,79,64,1609,118,249,0,1,48,76,144,212,80,67,165,77,252,284
Michael Jordan,SHOOTING GUARD,23,CHICAGO BULLS,82,82,3281,1098,2279,12,66,833,972,166,264,377,236,125,272,237,3041
Clark Kellogg,POWER FORWARD,25,INDIANA PACERS,4,4,60,8,22,1,2,3,4,7,4,6,5,0,4,12,20
Tim Kempton,POWER FORWARD,23,LOS ANGELES CLIPPERS,66,6,936,97,206,0,1,95,137,70,124,53,38,12,49,162,289
Jerome Kersey,SMALL FORWARD,24,PORTLAND TRAIL BLAZERS,82,8,2088,373,733,1,23,262,364,201,295,194,122,77,149,328,1009
Albert King,SMALL FORWARD,27,NEW JERSEY NETS,61,15,1291,244,573,13,32,81,100,82,132,103,34,28,103,177,582
Bernard King,SMALL FORWARD,30,NEW YORK KNICKS,6,4,214,52,105,0,0,32,43,13,19,19,2,0,15,14,136
Curtis Kitchen,POWER FORWARD,23,SEATTLE SUPERSONICS,6,0,31,3,6,0,1,3,4,4,5,1,2,3,0,4,9
Greg Kite,CENTER,25,BOSTON CELTICS,74,1,745,47,110,0,1,29,76,61,108,27,17,46,34,148,123
Joe Kleine,CENTER,25,SACRAMENTO KINGS,79,31,1658,256,543,0,1,110,140,173,310,71,35,30,90,213,622
Jon Koncak,CENTER,23,ATLANTA HAWKS,82,19,1684,169,352,0,1,125,191,153,340,31,52,76,92,262,463
Larry Krystkowiak,POWER FORWARD,22,SAN ANTONIO SPURS,68,2,1004,170,373,1,12,110,148,77,162,85,22,12,67,141,451
Bill Laimbeer,CENTER,29,DETROIT PISTONS,82,82,2854,506,1010,6,21,245,274,243,712,151,72,69,120,283,1263
Jim Lampley,CENTER,26,PHILADELPHIA 76ERS,1,0,16,1,3,0,0,1,2,1,4,0,1,0,1,0,3
Allen Leavell,POINT GUARD,29,HOUSTON ROCKETS,53,11,1175,147,358,18,57,100,119,14,47,224,53,10,64,126,412
Keith Lee,POWER FORWARD,24,CLEVELAND CAVALIERS,67,1,870,170,374,0,1,72,101,93,158,69,25,40,85,147,412
Fat Lever,POINT GUARD,26,DENVER NUGGETS,82,82,3054,643,1370,22,92,244,312,216,513,654,201,34,167,219,1552
Cliff Levingston,POWER FORWARD,26,ATLANTA HAWKS,82,10,1848,251,496,0,3,155,212,219,314,40,48,68,72,261,657
Alton Lister,CENTER,28,SEATTLE SUPERSONICS,75,75,2288,346,687,0,1,179,265,223,482,110,32,180,169,289,871
Lewis Lloyd,SHOOTING GUARD,27,HOUSTON ROCKETS,32,14,688,165,310,1,7,65,86,13,35,90,19,5,52,69,396
John Long,SHOOTING GUARD,30,INDIANA PACERS,80,68,2265,490,1170,19,67,219,246,75,142,258,96,8,153,167,1218
John Lucas,POINT GUARD,33,MILWAUKEE BUCKS,43,40,1358,285,624,46,126,137,174,29,96,290,71,6,89,82,753
Maurice Lucas,POWER FORWARD,34,SEATTLE SUPERSONICS,63,0,1120,175,388,0,5,150,187,88,219,65,34,21,75,171,500
Kyle Macy,POINT GUARD,29,INDIANA PACERS,76,0,1250,164,341,14,46,34,41,25,88,197,59,7,58,136,376
Rick Mahorn,POWER FORWARD,28,DETROIT PISTONS,63,6,1278,144,322,0,0,96,117,93,282,38,32,50,73,221,384
Jeff Malone,SHOOTING GUARD,25,WASHINGTON BULLETS,80,79,2763,689,1509,4,26,376,425,50,168,298,75,13,182,154,1758
Karl Malone,POWER FORWARD,23,UTAH JAZZ,82,82,2857,728,1422,0,7,323,540,278,577,158,104,60,237,323,1779
Moses Malone,CENTER,31,WASHINGTON BULLETS,73,70,2488,595,1311,0,11,570,692,340,484,120,59,92,202,139,1760
Pace Mannion,SMALL FORWARD,26,NEW JERSEY NETS,23,3,284,31,94,3,9,18,31,10,29,45,18,4,23,32,83
Bill Martin,SMALL FORWARD,24,NEW YORK KNICKS,8,0,68,9,25,0,0,7,8,2,5,0,4,2,7,5,25
Fernando Martín,CENTER,24,PORTLAND TRAIL BLAZERS,24,0,146,9,31,0,1,4,11,8,20,9,7,1,20,24,22
Maurice Martin,SMALL FORWARD,22,DENVER NUGGETS,43,0,286,51,135,3,15,42,66,12,29,35,13,6,33,48,147
Wes Matthews,POINT GUARD,27,LOS ANGELES LAKERS,50,0,532,89,187,1,3,29,36,13,34,100,23,4,51,53,208
Cedric Maxwell,SMALL FORWARD,31,LOS ANGELES CLIPPERS,35,31,1132,150,289,0,0,177,228,103,148,122,26,9,88,102,477
Cedric Maxwell,SMALL FORWARD,31,HOUSTON ROCKETS,46,0,836,103,188,0,1,126,163,72,112,75,13,5,48,76,332
Tim McCormick,CENTER,24,PHILADELPHIA 76ERS,81,79,2817,391,718,0,4,251,349,180,431,114,36,64,153,270,1033
Rodney McCray,SMALL FORWARD,25,HOUSTON ROCKETS,81,81,3136,432,783,0,9,306,393,190,388,434,88,53,208,172,1170
Scooter McCray,POWER FORWARD,26,CLEVELAND CAVALIERS,24,2,279,30,65,0,0,20,41,19,39,23,9,4,24,28,80
Xavier McDaniel,SMALL FORWARD,23,SEATTLE SUPERSONICS,82,82,3031,806,1583,3,14,275,395,338,367,207,115,52,234,300,1890
Ben McDonald,POWER FORWARD,24,GOLDEN STATE WARRIORS,63,34,1284,164,360,1,8,24,38,63,120,84,27,8,43,200,353
Hank McDowell,POWER FORWARD,27,MILWAUKEE BUCKS,7,0,70,8,17,0,0,6,7,9,10,2,2,0,3,14,22
Mike McGee,SMALL FORWARD,27,ATLANTA HAWKS,76,6,1420,311,677,86,229,80,137,71,88,149,61,2,104,156,788
Kevin McHale,POWER FORWARD,29,BOSTON CELTICS,77,77,3060,790,1307,0,4,428,512,247,516,198,38,172,197,240,2008
Kevin McKenna,SHOOTING GUARD,28,NEW JERSEY NETS,56,3,942,153,337,52,124,43,57,21,56,93,54,7,53,141,401
Forrest McKenzie,SMALL FORWARD,23,SAN ANTONIO SPURS,6,0,42,7,28,1,2,2,2,2,5,1,1,0,3,9,17
Nate McMillan,POINT GUARD,22,SEATTLE SUPERSONICS,71,50,1972,143,301,0,7,87,141,101,230,583,125,45,155,238,373
Mark McNamara,CENTER,27,PHILADELPHIA 76ERS,11,1,113,14,30,0,0,7,19,17,19,2,1,0,8,17,35
Chris McNealy,POWER FORWARD,25,NEW YORK KNICKS,59,16,972,88,179,0,0,52,80,74,153,46,36,16,64,136,228
Cozell McQueen,POWER FORWARD,25,DETROIT PISTONS,3,0,7,3,3,0,0,0,0,3,5,0,0,1,0,1,6
Dirk Minniefield,POINT GUARD,26,CLEVELAND CAVALIERS,11,0,122,13,42,0,5,1,4,1,9,13,6,1,12,8,27
Dirk Minniefield,POINT GUARD,26,HOUSTON ROCKETS,63,52,1478,205,440,11,34,61,86,28,102,335,66,6,145,166,482
Mike Mitchell,SMALL FORWARD,31,SAN ANTONIO SPURS,40,18,922,208,478,1,2,92,112,38,65,38,19,9,51,68,509
Paul Mokeski,CENTER,30,MILWAUKEE BUCKS,62,3,626,52,129,0,1,46,64,45,93,22,18,13,22,126,150
