name,positions,age,team,games_played,games_started,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,points
Cory Blackwell,SMALL FORWARD,21,SEATTLE SUPERSONICS,60,0,551,87,237,0,2,28,55,42,54,26,25,3,44,55,202
Sam Bowie,CENTER,23,PORTLAND TRAIL BLAZERS,76,62,2216,299,557,0,0,160,225,207,449,215,55,203,172,278,758
Dudley Bradley,SHOOTING GUARD,27,WASHINGTON BULLETS,73,24,1232,142,299,20,64,54,79,34,100,173,96,21,84,152,358
Mike Bratz,POINT GUARD,29,GOLDEN STATE WARRIORS,56,6,746,106,250,6,26,69,82,11,47,122,47,4,54,76,287
Randy Breuer,CENTER,24,MILWAUKEE BUCKS,78,0,1083,162,317,0,0,89,127,92,164,40,21,82,63,179,413
Ron Brewer,SHOOTING GUARD,29,SAN ANTONIO SPURS,9,0,81,13,34,0,0,7,7,1,2,6,1,1,4,8,33
Ron Brewer,SHOOTING GUARD,29,NEW JERSEY NETS,11,0,245,49,84,0,2,16,18,8,10,11,5,5,5,15,114
Frank Brickowski,CENTER,25,SEATTLE SUPERSONICS,78,9,1115,150,305,0,4,85,127,76,184,100,34,15,100,171,385
Junior Bridgeman,SMALL FORWARD,31,LOS ANGELES CLIPPERS,80,15,2042,460,990,14,39,181,206,55,175,171,47,18,116,128,1115
Rickey Brown,CENTER,26,ATLANTA HAWKS,69,5,814,78,192,0,0,39,68,76,147,25,19,22,51,117,195
Tony Brown,SMALL FORWARD,24,INDIANA PACERS,82,26,1586,214,465,0,6,116,171,146,142,159,59,12,116,212,544
Wallace Bryant,CENTER,25,DALLAS MAVERICKS,56,35,860,67,148,0,0,30,44,74,167,84,21,24,46,110,164
Quinn Buckner,POINT GUARD,30,BOSTON CELTICS,75,6,858,74,193,0,1,32,50,26,61,148,63,2,67,142,180
Steve Burtt,SHOOTING GUARD,22,GOLDEN STATE WARRIORS,47,0,418,72,188,0,1,53,77,10,18,20,21,4,33,76,197
Don Buse,POINT GUARD,34,KANSAS CITY KINGS,65,14,939,82,203,31,87,23,30,21,40,203,38,1,45,75,218
Michael Cage,POWER FORWARD,23,LOS ANGELES CLIPPERS,75,41,1610,216,398,0,0,101,137,126,266,51,41,32,81,164,533
Tony Campbell,SMALL FORWARD,22,DETROIT PISTONS,56,0,625,130,262,0,1,56,70,41,48,24,28,3,69,107,316
Rick Carlisle,SHOOTING GUARD,25,BOSTON CELTICS,38,0,179,26,67,0,2,15,17,8,13,25,3,0,19,21,67
Antoine Carr,POWER FORWARD,23,ATLANTA HAWKS,62,15,1195,198,375,2,6,101,128,79,153,80,29,78,108,219,499
Kenny Carr,POWER FORWARD,29,PORTLAND TRAIL BLAZERS,48,30,1120,190,363,0,3,118,164,90,233,56,25,17,100,141,498
M.L. Carr,SMALL FORWARD,34,BOSTON CELTICS,47,0,397,62,149,9,23,17,17,21,22,24,21,6,24,44,150
Butch Carter,SHOOTING GUARD,26,NEW YORK KNICKS,69,11,1279,214,476,11,43,109,134,36,59,167,57,5,109,151,548
Howard Carter,SHOOTING GUARD,23,DALLAS MAVERICKS,11,0,66,4,23,0,3,1,1,1,2,4,1,0,8,4,9
Harvey Catchings,CENTER,33,LOS ANGELES CLIPPERS,70,14,1049,72,149,0,1,59,89,89,173,14,15,57,55,162,203
Ron Cavenall,CENTER,25,NEW YORK KNICKS,53,2,653,28,86,0,0,22,39,53,113,19,12,42,45,123,78
Tom Chambers,POWER FORWARD,25,SEATTLE SUPERSONICS,81,60,2923,629,1302,6,22,475,571,164,415,209,70,57,260,312,1739
Maurice Cheeks,POINT GUARD,28,PHILADELPHIA 76ERS,78,78,2616,422,741,6,26,175,199,54,163,497,169,24,155,184,1025
Carlos Clark,SHOOTING GUARD,24,BOSTON CELTICS,62,3,562,64,152,0,5,41,53,29,40,48,35,2,42,66,169
Don Collins,SHOOTING GUARD,26,WASHINGTON BULLETS,11,0,91,12,34,0,0,8,9,10,9,7,7,4,8,5,32
Steve Colter,POINT GUARD,22,PORTLAND TRAIL BLAZERS,78,22,1462,216,477,26,74,98,130,40,110,243,75,9,112,142,556
Lester Conner,POINT GUARD,25,GOLDEN STATE WARRIORS,79,49,2258,246,546,4,20,144,192,87,159,369,161,13,138,136,640
Darwin Cook,POINT GUARD,26,NEW JERSEY NETS,58,9,1063,212,453,2,23,47,54,21,71,160,74,10,75,96,473
Jeff Cook,POWER FORWARD,28,CLEVELAND CAVALIERS,18,3,440,46,105,0,1,17,27,41,63,23,5,9,16,53,109
Jeff Cook,POWER FORWARD,28,SAN ANTONIO SPURS,54,2,848,92,174,0,0,30,37,81,129,39,25,14,32,150,214
Joe Cooper,CENTER,27,SEATTLE SUPERSONICS,3,1,45,7,15,0,0,3,6,3,6,2,2,1,0,7,17
Michael Cooper,SHOOTING GUARD,28,LOS ANGELES LAKERS,82,20,2189,276,593,35,123,115,133,56,199,429,93,49,156,208,702
Wayne Cooper,CENTER,28,DENVER NUGGETS,80,78,2031,404,856,0,2,161,235,229,402,86,28,197,149,304,969
Dave Corzine,CENTER,28,CHICAGO BULLS,82,50,2062,276,568,0,1,149,200,130,292,140,32,64,124,189,701
Charlie Criss,POINT GUARD,36,ATLANTA HAWKS,4,2,115,7,17,0,2,4,6,2,12,22,3,0,11,5,18
Pat Cummings,CENTER,28,NEW YORK KNICKS,63,63,2069,410,797,0,4,177,227,139,379,109,50,17,166,247,997
Terry Cummings,POWER FORWARD,23,MILWAUKEE BUCKS,79,78,2722,759,1532,0,1,343,463,244,472,228,117,67,190,264,1861
Earl Cureton,CENTER,27,DETROIT PISTONS,81,1,1642,207,428,0,3,82,144,169,250,83,56,42,114,216,496
Quintin Dailey,SHOOTING GUARD,24,CHICAGO BULLS,79,0,2101,525,1111,7,30,205,251,57,151,191,71,5,154,192,1262
Adrian Dantley,SMALL FORWARD,29,UTAH JAZZ,55,46,1971,512,964,0,0,438,545,148,175,186,57,8,171,133,1462
Brad Davis,POINT GUARD,29,DALLAS MAVERICKS,82,82,2539,310,614,47,115,158,178,39,154,581,91,10,123,219,825
Charles Davis,SMALL FORWARD,26,WASHINGTON BULLETS,4,0,28,2,10,0,0,3,4,2,2,1,1,0,2,3,7
Charles Davis,SMALL FORWARD,26,MILWAUKEE BUCKS,57,2,746,151,346,1,10,48,58,57,92,50,21,5,52,110,351
Johnny Davis,POINT GUARD,29,CLEVELAND CAVALIERS,76,30,1920,337,791,12,46,255,300,35,84,426,43,4,152,136,941
Walter Davis,SHOOTING GUARD,30,PHOENIX SUNS,23,9,570,139,309,3,10,64,73,6,29,98,18,0,50,42,345
Darryl Dawkins,CENTER,28,NEW JERSEY NETS,39,30,972,192,339,0,1,143,201,55,126,45,14,35,93,171,527
Darren Daye,SMALL FORWARD,24,WASHINGTON BULLETS,80,8,1573,258,504,1,7,178,249,93,179,240,53,19,134,164,695
James Donaldson,CENTER,27,LOS ANGELES CLIPPERS,82,58,2392,351,551,0,0,227,303,168,500,48,28,130,206,217,929
John Drew,SMALL FORWARD,30,UTAH JAZZ,19,16,463,107,260,0,4,94,122,36,46,35,22,2,42,65,308
Larry Drew,POINT GUARD,26,KANSAS CITY KINGS,72,66,2373,457,913,7,28,154,194,39,125,484,93,8,179,147,1075
Clyde Drexler,SHOOTING GUARD,22,PORTLAND TRAIL BLAZERS,80,43,2555,573,1161,8,37,223,294,217,259,441,177,68,223,265,1377
Mike Dunleavy,POINT GUARD,30,MILWAUKEE BUCKS,19,19,433,64,135,16,47,25,29,6,25,85,15,3,40,55,169
T.R. Dunn,SHOOTING GUARD,29,DENVER NUGGETS,81,81,2290,175,358,0,2,84,116,169,216,153,140,14,65,213,434
Devin Durrant,SMALL FORWARD,24,INDIANA PACERS,59,8,756,114,274,0,3,72,102,49,75,80,19,10,77,106,300
Mark Eaton,CENTER,28,UTAH JAZZ,82,82,2813,302,673,0,0,190,267,207,720,124,36,456,206,312,794
Jerry Eaves,POINT GUARD,25,ATLANTA HAWKS,3,0,37,3,6,0,0,5,6,0,0,4,0,0,4,6,11
Kenton Edelin,SMALL FORWARD,22,INDIANA PACERS,10,1,143,4,13,0,0,3,8,8,18,10,5,4,3,39,11
Franklin Edwards,POINT GUARD,25,LOS ANGELES CLIPPERS,16,0,198,36,66,0,0,19,24,3,11,38,17,0,17,10,91
James Edwards,CENTER,29,PHOENIX SUNS,70,58,1787,384,766,0,3,276,370,95,292,153,26,52,162,237,1044
Craig Ehlo,SHOOTING GUARD,23,HOUSTON ROCKETS,45,0,189,34,69,0,3,19,30,8,17,26,11,3,22,26,87
Dale Ellis,SMALL FORWARD,24,DALLAS MAVERICKS,72,4,1314,274,603,42,109,77,104,100,138,56,46,7,58,131,667
Chris Engler,CENTER,25,NEW JERSEY NETS,7,0,76,7,16,0,0,5,9,10,17,0,2,4,1,4,19
Chris Engler,CENTER,25,CHICAGO BULLS,3,0,3,1,2,0,0,0,0,1,1,0,0,0,1,1,2
Chris Engler,CENTER,25,MILWAUKEE BUCKS,1,0,3,0,2,0,0,0,0,1,0,0,0,1,0,0,0
Alex English,SMALL FORWARD,31,DENVER NUGGETS,81,81,2924,939,1812,1,5,383,462,203,255,344,101,46,251,259,2262
Julius Erving,SMALL FORWARD,34,PHILADELPHIA 76ERS,78,78,2535,610,1236,3,14,338,442,172,242,233,135,109,208,199,1561
Mike Evans,SHOOTING GUARD,29,DENVER NUGGETS,81,0,1437,323,661,57,157,113,131,26,93,231,65,12,130,174,816
Kenny Fields,SMALL FORWARD,22,MILWAUKEE BUCKS,51,1,535,84,191,0,0,27,36,41,43,38,9,10,32,84,195
Vern Fleming,POINT GUARD,22,INDIANA PACERS,80,65,2486,433,922,0,4,260,339,148,175,247,99,8,197,232,1126
Sleepy Floyd,SHOOTING GUARD,24,GOLDEN STATE WARRIORS,82,82,2873,610,1372,42,143,336,415,62,140,406,134,41,251,226,1598
Phil Ford,POINT GUARD,28,HOUSTON ROCKETS,25,1,290,14,47,0,4,16,18,3,24,61,6,1,17,33,44
Rod Foster,POINT GUARD,24,PHOENIX SUNS,79,1,1318,286,636,41,126,83,110,27,53,186,61,0,117,171,696
World B. Free,SHOOTING GUARD,31,CLEVELAND CAVALIERS,71,50,2249,609,1328,71,193,308,411,61,150,320,75,16,139,163,1597
Bill Garnett,POWER FORWARD,24,INDIANA PACERS,65,13,1123,149,310,0,2,120,174,98,188,67,28,15,92,196,418
George Gervin,SHOOTING GUARD,32,SAN ANTONIO SPURS,72,69,2091,600,1182,0,10,324,384,79,155,178,66,48,198,208,1524
Artis Gilmore,CENTER,35,SAN ANTONIO SPURS,81,81,2756,532,854,0,2,484,646,231,615,131,40,173,241,306,1548
Mike Glenn,SHOOTING GUARD,29,ATLANTA HAWKS,60,5,1126,228,388,0,2,62,76,20,61,122,27,0,55,74,518
Mike Gminski,CENTER,25,NEW JERSEY NETS,81,54,2418,380,818,0,1,276,328,229,404,158,38,92,136,135,1036
Lancaster Gordon,SHOOTING GUARD,22,LOS ANGELES CLIPPERS,63,1,682,110,287,2,9,37,49,26,35,88,33,6,69,61,259
Stewart Granger,POINT GUARD,23,ATLANTA HAWKS,9,1,92,6,17,0,1,4,8,1,5,12,2,0,12,13,16
Butch Graves,SHOOTING GUARD,23,CLEVELAND CAVALIERS,4,0,11,2,6,0,1,1,5,0,2,1,1,0,1,4,5
Stuart Gray,CENTER,21,INDIANA PACERS,52,0,391,35,92,0,0,32,47,29,94,15,9,14,51,82,102
Rickey Green,POINT GUARD,30,UTAH JAZZ,77,77,2431,381,798,6,20,232,267,37,152,597,132,3,177,131,1000
Sidney Green,POWER FORWARD,24,CHICAGO BULLS,48,1,740,108,250,0,4,79,98,72,174,29,11,14,68,102,295
Dave Greenwood,POWER FORWARD,27,CHICAGO BULLS,61,28,1523,152,332,0,1,67,94,108,280,78,34,18,63,190,371
Kevin Grevey,SMALL FORWARD,31,MILWAUKEE BUCKS,78,6,1182,190,424,8,33,88,107,27,76,94,30,2,55,85,476
Darrell Griffith,SHOOTING GUARD,26,UTAH JAZZ,78,78,2776,728,1593,92,257,216,298,124,220,243,133,30,247,178,1764
Ernie Grunfeld,SMALL FORWARD,29,NEW YORK KNICKS,69,0,1061,188,384,2,8,77,104,41,110,105,50,7,40,129,455
Bob Hansen,SHOOTING GUARD,24,UTAH JAZZ,54,4,646,110,225,1,7,40,72,20,50,75,25,1,49,88,261
Bill Hanzlik,SMALL FORWARD,27,DENVER NUGGETS,80,1,1673,220,522,1,15,180,238,88,119,210,84,26,115,291,621
Derek Harper,POINT GUARD,23,DALLAS MAVERICKS,82,1,2218,329,633,21,61,111,154,47,152,360,144,37,123,194,790
Scott Hastings,POWER FORWARD,24,ATLANTA HAWKS,64,1,825,89,188,0,0,63,81,59,100,46,24,23,50,135,241
Steve Hayes,CENTER,29,PHILADELPHIA 76ERS,11,0,101,10,18,0,0,2,4,11,23,1,1,4,2,19,22
Gerald Henderson,POINT GUARD,29,SEATTLE SUPERSONICS,79,78,2648,427,891,9,38,199,255,71,119,559,140,9,231,196,1062
Rod Higgins,SMALL FORWARD,25,CHICAGO BULLS,68,5,942,119,270,10,37,60,90,55,92,73,21,13,49,91,308
Roy Hinson,POWER FORWARD,23,CLEVELAND CAVALIERS,76,75,2344,465,925,0,3,271,376,186,410,68,51,173,171,311,1201
Craig Hodges,SHOOTING GUARD,24,MILWAUKEE BUCKS,82,63,2496,359,732,47,135,106,130,74,112,349,96,1,135,262,871
Lionel Hollins,POINT GUARD,31,HOUSTON ROCKETS,80,60,1950,249,540,3,13,108,136,33,140,417,78,10,170,187,609
Michael Holton,SHOOTING GUARD,23,PHOENIX SUNS,74,59,1761,257,576,14,45,96,118,30,102,198,59,6,123,141,624
Phil Hubbard,SMALL FORWARD,28,CLEVELAND CAVALIERS,76,55,2249,415,822,0,4,371,494,214,265,114,81,9,178,258,1201
Jay Humphries,SHOOTING GUARD,22,PHOENIX SUNS,80,39,2062,279,626,4,20,141,170,32,132,350,107,8,167,209,703
Geoff Huston,POINT GUARD,27,CLEVELAND CAVALIERS,8,0,93,12,25,0,0,2,3,0,1,23,0,0,8,8,26
Marc Iavaroni,POWER FORWARD,28,PHILADELPHIA 76ERS,12,10,156,12,31,0,0,6,6,11,18,6,4,3,16,24,30
Marc Iavaroni,POWER FORWARD,28,SAN ANTONIO SPURS,57,33,1178,150,323,0,4,81,122,84,191,113,31,32,103,193,381
Dan Issel,CENTER,36,DENVER NUGGETS,77,9,1684,363,791,1,7,257,319,80,251,137,65,31,93,171,984
Ralph Jackson,POINT GUARD,22,INDIANA PACERS,1,0,12,1,3,0,0,0,0,1,0,4,2,0,1,1,2
Clemon Johnson,CENTER,28,PHILADELPHIA 76ERS,58,0,875,117,235,0,1,36,49,92,129,33,15,44,43,112,270
Dennis Johnson,POINT GUARD,30,BOSTON CELTICS,80,77,2976,493,1066,7,26,261,306,91,226,543,96,39,212,224,1254
Eddie Johnson,SHOOTING GUARD,29,ATLANTA HAWKS,73,66,2367,453,946,22,72,265,332,38,154,566,43,7,244,184,1193
Eddie Johnson,SMALL FORWARD,25,KANSAS CITY KINGS,82,81,3029,769,1565,13,54,325,373,151,256,273,83,22,225,237,1876
Frank Johnson,POINT GUARD,26,WASHINGTON BULLETS,46,1,925,175,358,6,17,72,96,23,40,143,43,3,59,72,428
George Johnson,CENTER,36,NEW JERSEY NETS,65,0,800,42,79,1,1,22,27,74,111,22,19,78,39,151,107
George Johnson,SMALL FORWARD,28,PHILADELPHIA 76ERS,55,3,756,107,263,1,10,49,56,48,116,38,31,16,49,99,264
Magic Johnson,POINT GUARD,25,LOS ANGELES LAKERS,77,77,2781,504,899,7,37,391,464,90,386,968,113,25,305,155,1406
Marques Johnson,SMALL FORWARD,28,LOS ANGELES CLIPPERS,72,68,2448,494,1094,3,13,190,260,188,240,248,72,30,176,193,1181
Mickey Johnson,POWER FORWARD,32,GOLDEN STATE WARRIORS,66,9,1565,304,714,7,30,260,316,149,247,149,70,35,142,221,875
Steve Johnson,CENTER,27,CHICAGO BULLS,74,54,1659,281,516,0,3,181,252,146,291,64,37,62,151,265,743
Vinnie Johnson,SHOOTING GUARD,28,DETROIT PISTONS,82,16,2093,428,942,5,27,190,247,134,118,325,71,20,135,205,1051
Bobby Jones,POWER FORWARD,33,PHILADELPHIA 76ERS,80,8,1633,207,385,0,4,186,216,105,192,155,84,50,118,183,600
Caldwell Jones,CENTER,34,CHICAGO BULLS,42,32,885,53,115,0,2,36,47,49,162,34,12,31,40,125,142
Charles Jones,CENTER,23,PHOENIX SUNS,78,14,1565,236,454,0,4,182,281,139,255,128,45,61,143,149,654
Charles Jones,POWER FORWARD,27,CHICAGO BULLS,3,0,29,2,4,0,0,4,6,2,4,1,0,5,4,6,8
Charles Jones,CENTER,27,WASHINGTON BULLETS,28,4,638,65,123,0,0,36,52,69,109,25,22,74,21,101,166
Earl Jones,CENTER,24,LOS ANGELES LAKERS,2,0,7,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Edgar Jones,POWER FORWARD,28,SAN ANTONIO SPURS,18,1,322,44,91,0,1,41,51,16,46,18,9,18,28,52,129
Edgar Jones,POWER FORWARD,28,CLEVELAND CAVALIERS,26,4,447,86,184,0,3,41,60,34,75,11,11,11,33,71,213
Major Jones,POWER FORWARD,31,DETROIT PISTONS,47,0,418,48,87,0,0,33,51,48,80,15,9,14,35,58,129
Ozell Jones,CENTER,24,SAN ANTONIO SPURS,67,6,888,106,180,0,1,33,83,65,173,56,30,57,61,139,245
Michael Jordan,SHOOTING GUARD,21,CHICAGO BULLS,82,82,3144,837,1625,9,52,630,746,167,367,481,196,69,291,285,2313
Rich Kelley,CENTER,31,UTAH JAZZ,77,34,1276,103,216,0,2,84,112,118,232,120,42,30,124,227,290
Clark Kellogg,POWER FORWARD,23,INDIANA PACERS,77,65,2449,562,1112,7,14,301,396,224,500,244,86,26,231,247,1432
Greg Kelser,SMALL FORWARD,27,INDIANA PACERS,10,0,114,21,53,0,1,20,28,6,13,13,7,0,12,16,62
Jerome Kersey,SMALL FORWARD,22,PORTLAND TRAIL BLAZERS,77,0,958,178,372,0,3,117,181,95,111,63,49,29,66,147,473
Albert King,SMALL FORWARD,25,NEW JERSEY NETS,42,7,860,226,460,0,8,85,104,70,89,58,41,9,65,110,537
Bernard King,SMALL FORWARD,28,NEW YORK KNICKS,55,55,2063,691,1303,1,10,426,552,114,203,204,71,15,204,191,1809
Reggie King,SMALL FORWARD,27,SEATTLE SUPERSONICS,60,5,860,63,149,0,0,41,59,44,78,53,28,11,42,74,167
Greg Kite,CENTER,23,BOSTON CELTICS,55,4,424,33,88,0,0,22,32,38,51,17,3,10,29,84,88
Billy Knight,SHOOTING GUARD,32,KANSAS CITY KINGS,16,0,189,31,69,1,1,13,16,10,12,21,2,1,13,14,76
Billy Knight,SMALL FORWARD,32,SAN ANTONIO SPURS,52,1,611,125,285,10,24,51,57,40,56,59,14,1,57,48,311
Joe Kopicki,POWER FORWARD,24,DENVER NUGGETS,42,0,308,50,95,2,3,43,54,29,57,29,13,1,28,58,145
Mitch Kupchak,POWER FORWARD,30,LOS ANGELES LAKERS,58,3,716,123,244,0,0,60,91,68,116,21,19,20,48,104,306
Tom LaGarde,CENTER,29,NEW JERSEY NETS,1,0,8,0,1,0,0,1,2,1,1,0,0,0,1,2,1
Bill Laimbeer,CENTER,27,DETROIT PISTONS,82,82,2892,595,1177,4,18,244,306,295,718,154,69,71,129,308,1438
Allen Leavell,POINT GUARD,27,HOUSTON ROCKETS,42,0,536,88,209,8,37,44,57,8,29,102,23,4,51,61,228
Ronnie Lester,POINT GUARD,26,LOS ANGELES LAKERS,32,1,278,34,82,0,1,21,31,4,22,80,15,3,32,25,89
Fat Lever,POINT GUARD,24,DENVER NUGGETS,82,82,2559,424,985,6,24,197,256,147,264,613,202,30,203,226,1051
Cliff Levingston,POWER FORWARD,24,ATLANTA HAWKS,74,53,2017,291,552,0,2,145,222,230,336,104,70,69,133,231,727
Alton Lister,CENTER,26,MILWAUKEE BUCKS,81,80,2091,322,598,0,1,154,262,219,428,127,49,167,183,287,798
Lewis Lloyd,SHOOTING GUARD,25,HOUSTON ROCKETS,82,58,2128,457,869,2,8,161,220,98,133,280,73,28,177,196,1077
John Long,SHOOTING GUARD,28,DETROIT PISTONS,66,55,1820,431,885,5,15,106,123,81,109,130,71,14,98,139,973
Sidney Lowe,POINT GUARD,25,DETROIT PISTONS,6,0,31,2,7,0,0,0,0,0,1,8,0,0,2,5,4
Sidney Lowe,POINT GUARD,25,ATLANTA HAWKS,15,0,159,8,20,0,1,8,8,4,11,42,11,0,11,23,24
John Lucas,POINT GUARD,31,HOUSTON ROCKETS,47,21,1158,206,446,21,66,103,129,21,64,318,62,2,102,78,536
Maurice Lucas,POWER FORWARD,32,PHOENIX SUNS,63,22,1670,346,727,0,4,150,200,138,419,145,39,17,151,183,842
Kyle Macy,POINT GUARD,27,PHOENIX SUNS,65,52,2018,282,582,23,85,127,140,33,146,380,85,3,111,128,714
Rick Mahorn,POWER FORWARD,26,WASHINGTON BULLETS,77,63,2072,206,413,0,0,71,104,150,458,121,59,104,133,308,483
Jeff Malone,SHOOTING GUARD,23,WASHINGTON BULLETS,76,61,2613,605,1213,15,72,211,250,60,146,184,52,9,107,176,1436
Moses Malone,CENTER,29,PHILADELPHIA 76ERS,79,79,2957,602,1284,0,2,737,904,385,646,130,67,123,286,216,1941
Pace Mannion,SMALL FORWARD,24,UTAH JAZZ,34,0,190,27,63,0,1,16,23,12,11,27,16,3,18,17,70
Wes Matthews,POINT GUARD,25,CHICAGO BULLS,78,38,1523,191,386,2,16,59,85,16,51,354,73,12,124,133,443
Cedric Maxwell,SMALL FORWARD,29,BOSTON CELTICS,57,51,1495,201,377,0,2,231,278,98,144,102,36,15,98,140,633
Bob McAdoo,CENTER,33,LOS ANGELES LAKERS,66,0,1254,284,546,0,1,122,162,79,216,67,18,53,95,170,690
Tim McCormick,CENTER,22,SEATTLE SUPERSONICS,78,27,1584,269,483,0,1,188,263,146,252,78,18,33,114,207,726
Rodney McCray,SMALL FORWARD,23,HOUSTON ROCKETS,82,82,3001,476,890,0,6,231,313,201,338,355,90,75,178,215,1183
Scooter McCray,POWER FORWARD,24,SEATTLE SUPERSONICS,6,0,93,6,10,0,0,3,4,6,11,7,1,3,10,13,15
Hank McDowell,POWER FORWARD,25,HOUSTON ROCKETS,34,0,132,20,42,0,1,7,10,7,15,9,3,5,8,22,47
Mike McGee,SMALL FORWARD,25,LOS ANGELES LAKERS,76,3,1170,329,612,22,61,94,160,97,68,71,39,7,81,147,774
Kevin McHale,POWER FORWARD,27,BOSTON CELTICS,79,31,2653,605,1062,0,6,355,467,229,483,141,28,120,157,234,1565
Kevin McKenna,SHOOTING GUARD,26,NEW JERSEY NETS,29,7,535,61,134,5,13,38,43,20,29,58,30,7,32,63,165
Tom McMillen,CENTER,32,WASHINGTON BULLETS,69,21,1547,252,534,0,5,112,135,64,146,52,8,17,44,163,616
Mark McNamara,CENTER,25,SAN ANTONIO SPURS,12,0,63,12,18,0,0,9,18,7,10,0,2,1,6,5,33
Mark McNamara,CENTER,25,KANSAS CITY KINGS,33,0,210,28,58,0,0,23,44,24,33,6,5,7,13,22,79
Joe Meriweather,CENTER,31,KANSAS CITY KINGS,76,4,1061,121,243,1,2,96,124,94,169,27,17,28,50,181,339
Larry Micheaux,POWER FORWARD,24,MILWAUKEE BUCKS,18,0,171,17,35,0,0,12,17,18,26,13,8,7,8,26,46
Larry Micheaux,POWER FORWARD,24,HOUSTON ROCKETS,39,0,394,74,122,0,3,17,26,44,55,17,12,14,28,49,165
Mike Mitchell,SMALL FORWARD,29,SAN ANTONIO SPURS,82,82,2853,775,1558,5,23,269,346,145,272,151,61,27,144,219,1824
Paul Mokeski,CENTER,28,MILWAUKEE BUCKS,79,6,1586,205,429,0,2,81,116,107,303,99,28,35,85,266,491
Sidney Moncrief,POINT GUARD,27,MILWAUKEE BUCKS,73,72,2734,561,1162,9,33,454,548,149,242,382,117,39,184,197,1585
Johnny Moore,POINT GUARD,26,SAN ANTONIO SPURS,82,82,2689,416,910,25,89,189,248,94,284,816,229,18,236,247,1046
Jay Murphy,POWER FORWARD,22,LOS ANGELES CLIPPERS,23,0,149,8,50,0,1,12,21,6,35,4,1,2,8,21,28
Larry Nance,POWER FORWARD,25,PHOENIX SUNS,61,55,2202,515,877,1,2,180,254,195,341,159,88,104,136,185,1211
Calvin Natt,POWER FORWARD,28,DENVER NUGGETS,78,76,2657,685,1255,0,3,447,564,209,401,238,75,33,190,182,1817
Kenny Natt,SHOOTING GUARD,26,UTAH JAZZ,4,0,13,2,5,0,0,2,4,1,1,0,1,0,3,2,6
Kenny Natt,SHOOTING GUARD,26,KANSAS CITY KINGS,4,0,16,0,1,0,0,0,0,1,0,3,1,0,0,1,0
Ed Nealy,POWER FORWARD,24,KANSAS CITY KINGS,22,0,225,26,44,0,0,10,19,15,29,18,3,1,12,26,62
