name,positions,age,team,games_played,games_started,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,points
Kurt Nimphius,CENTER,25,DALLAS MAVERICKS,82,46,2284,272,523,1,4,101,162,182,331,176,41,144,98,283,646
Norm Nixon,POINT GUARD,28,,82,82,3053,587,1270,11,46,206,271,56,147,914,94,4,257,180,1391
Audie Norris,CENTER,23,PORTLAND TRAIL BLAZERS,79,1,1157,124,246,0,0,104,149,82,175,76,30,34,114,231,352
Mike O'Koren,SMALL FORWARD,25,NEW JERSEY NETS,73,25,1191,186,385,5,28,53,87,71,104,95,34,11,75,148,430
Mark Olberding,POWER FORWARD,27,KANSAS CITY KINGS,81,81,2160,249,504,0,1,261,318,119,326,192,50,28,166,291,759
Jawann Oldham,CENTER,26,CHICAGO BULLS,64,0,870,110,218,0,0,39,66,75,158,33,15,76,83,139,259
Louis Orr,SMALL FORWARD,25,NEW YORK KNICKS,78,20,1640,262,572,0,0,173,211,101,127,61,66,17,95,142,697
Robert Parish,CENTER,30,BOSTON CELTICS,80,79,2867,623,1140,0,0,274,368,243,614,139,55,116,184,266,1520
Billy Paultz,CENTER,35,ATLANTA HAWKS,40,4,486,36,88,0,0,17,33,35,78,18,8,7,22,57,89
Jim Paxson,SHOOTING GUARD,26,PORTLAND TRAIL BLAZERS,81,81,2686,680,1322,17,59,345,410,68,105,251,122,10,142,165,1722
John Paxson,POINT GUARD,23,SAN ANTONIO SPURS,49,0,458,61,137,4,22,16,26,4,29,149,10,2,32,47,142
Roger Phegley,SHOOTING GUARD,27,SAN ANTONIO SPURS,3,0,11,2,4,1,1,2,2,0,2,2,0,0,1,1,7
Roger Phegley,SHOOTING GUARD,27,DALLAS MAVERICKS,10,0,76,9,31,1,4,2,2,2,7,9,1,0,5,10,21
Ricky Pierce,SHOOTING GUARD,24,,69,35,1280,268,570,0,9,149,173,59,76,60,27,13,81,143,685
John Pinone,SMALL FORWARD,22,ATLANTA HAWKS,7,0,65,7,13,0,0,6,10,0,10,3,2,1,5,11,20
Tom Piotrowski,CENTER,23,PORTLAND TRAIL BLAZERS,18,0,78,12,26,0,0,6,6,6,10,5,1,3,6,22,30
Charles Pittman,POWER FORWARD,25,PHOENIX SUNS,69,8,989,126,209,0,2,69,101,76,138,70,16,22,81,129,321
Ben Poquette,POWER FORWARD,28,CLEVELAND CAVALIERS,51,4,858,75,171,1,5,34,43,57,125,49,20,33,28,114,185
Paul Pressey,SHOOTING GUARD,25,MILWAUKEE BUCKS,81,18,1730,276,528,2,9,120,200,102,180,252,86,50,157,241,674
Kurt Rambis,POWER FORWARD,25,LOS ANGELES LAKERS,47,31,743,63,113,0,0,42,66,82,184,34,30,14,56,108,168
Kelvin Ransey,POINT GUARD,25,NEW JERSEY NETS,80,50,1937,304,700,7,32,145,183,28,99,483,91,6,141,182,760
Leo Rautins,SMALL FORWARD,23,PHILADELPHIA 76ERS,28,3,196,21,58,0,0,6,10,9,24,29,9,2,19,31,48
Robert Reid,SMALL FORWARD,28,HOUSTON ROCKETS,64,28,1936,406,857,2,8,81,123,97,244,217,88,30,92,243,895
Clint Richardson,SHOOTING GUARD,27,PHILADELPHIA 76ERS,69,12,1571,221,473,0,4,79,103,62,103,155,49,23,100,145,521
Micheal Ray Richardson,POINT GUARD,28,NEW JERSEY NETS,48,25,1285,243,528,14,58,76,108,56,116,214,103,20,118,156,576
Doc Rivers,POINT GUARD,22,ATLANTA HAWKS,81,47,1938,250,541,2,12,255,325,72,148,314,127,30,174,286,757
Anthony Roberts,SMALL FORWARD,28,DENVER NUGGETS,19,0,197,34,91,0,0,13,18,20,31,13,5,1,17,43,81
Fred Roberts,POWER FORWARD,23,SAN ANTONIO SPURS,79,8,1531,214,399,1,4,144,172,102,202,98,52,38,100,219,573
Rick Robey,CENTER,28,PHOENIX SUNS,61,4,856,140,257,1,1,61,88,80,118,65,20,14,77,120,342
Cliff Robinson,CENTER,23,CLEVELAND CAVALIERS,73,70,2402,533,1185,1,2,234,334,156,597,185,51,32,187,195,1301
Truck Robinson,POWER FORWARD,32,NEW YORK KNICKS,65,63,2135,284,581,0,0,133,206,171,374,94,43,27,160,217,701
Dave Robisch,CENTER,34,DENVER NUGGETS,19,0,141,13,40,0,0,11,13,1,20,13,0,1,11,13,37
Dave Robisch,CENTER,34,SAN ANTONIO SPURS,4,0,37,4,8,0,0,0,0,2,6,1,0,0,1,8,8
Dave Robisch,CENTER,34,KANSAS CITY KINGS,8,0,162,18,48,0,0,11,13,12,17,6,3,1,0,15,47
Tree Rollins,CENTER,28,ATLANTA HAWKS,77,76,2351,274,529,0,0,118,190,200,393,62,35,277,101,297,666
Lorenzo Romar,POINT GUARD,25,GOLDEN STATE WARRIORS,3,0,15,2,5,0,1,2,4,0,1,1,0,0,0,1,6
Lorenzo Romar,POINT GUARD,25,MILWAUKEE BUCKS,65,9,1007,159,346,4,32,65,90,21,71,192,55,8,63,76,387
Dan Roundfield,POWER FORWARD,30,ATLANTA HAWKS,73,72,2610,503,1038,0,11,374,486,206,515,184,61,74,205,221,1380
Jeff Ruland,CENTER,25,WASHINGTON BULLETS,75,75,3082,599,1035,1,7,466,636,265,657,296,68,72,342,285,1665
Walker Russell,POINT GUARD,23,DETROIT PISTONS,16,0,119,14,42,1,2,12,13,6,13,22,4,0,9,25,41
Ralph Sampson,CENTER,23,HOUSTON ROCKETS,82,82,2693,716,1369,1,4,287,434,293,620,163,70,197,294,339,1720
Mike Sanders,SMALL FORWARD,23,PHOENIX SUNS,50,0,586,97,203,0,0,29,42,40,63,44,23,12,44,101,223
DeWayne Scales,POWER FORWARD,25,WASHINGTON BULLETS,2,0,13,3,5,0,0,0,2,0,3,0,1,0,2,1,6
Danny Schayes,CENTER,24,DENVER NUGGETS,82,15,1420,183,371,0,2,215,272,145,288,91,32,60,119,308,581
Alvin Scott,SMALL FORWARD,28,PHOENIX SUNS,65,5,735,55,124,1,2,56,72,29,71,48,19,20,42,85,167
Byron Scott,SHOOTING GUARD,22,LOS ANGELES LAKERS,74,49,1637,334,690,8,34,112,139,50,114,177,81,19,116,174,788
Lonnie Shelton,POWER FORWARD,28,CLEVELAND CAVALIERS,79,78,2101,371,779,1,5,107,140,140,241,179,76,55,165,279,850
Purvis Short,SMALL FORWARD,26,GOLDEN STATE WARRIORS,79,76,2945,714,1509,22,72,353,445,184,254,246,103,11,228,252,1803
Jerry Sichting,POINT GUARD,27,INDIANA PACERS,80,80,2497,397,746,6,20,117,135,44,127,457,90,8,144,179,917
Jack Sikma,CENTER,28,SEATTLE SUPERSONICS,82,82,2993,576,1155,0,2,411,480,225,686,327,95,92,236,301,1563
Derek Smith,SHOOTING GUARD,22,,61,20,1297,238,436,1,6,123,163,54,116,82,33,22,78,165,600
Larry Smith,POWER FORWARD,26,GOLDEN STATE WARRIORS,75,63,2091,244,436,0,0,94,168,282,390,72,61,22,124,274,582
Ricky Sobers,SHOOTING GUARD,31,WASHINGTON BULLETS,81,81,2624,508,1115,29,111,221,264,51,128,377,117,17,222,278,1266
Jim Spanarkel,SHOOTING GUARD,26,DALLAS MAVERICKS,7,0,54,7,16,1,2,9,13,5,2,5,6,0,4,8,24
Rory Sparrow,POINT GUARD,25,NEW YORK KNICKS,79,74,2436,350,738,10,39,108,131,48,141,539,100,8,210,230,818
Larry Spriggs,SMALL FORWARD,24,LOS ANGELES LAKERS,38,0,363,44,82,0,2,36,50,16,45,30,12,4,34,55,124
Brook Steppe,SHOOTING GUARD,24,INDIANA PACERS,61,13,857,148,314,0,3,134,161,43,79,79,34,6,83,93,430
Steve Stipanovich,CENTER,23,INDIANA PACERS,81,73,2426,392,816,3,16,183,243,116,446,170,73,67,161,303,970
Jon Sundvold,POINT GUARD,22,SEATTLE SUPERSONICS,73,2,1284,217,488,9,37,64,72,23,68,239,29,1,81,81,507
Dane Suttle,SHOOTING GUARD,22,KANSAS CITY KINGS,40,1,469,109,214,0,3,40,47,21,25,46,20,0,32,46,258
Terry Teagle,SHOOTING GUARD,23,HOUSTON ROCKETS,68,0,616,148,315,7,27,37,44,28,50,63,13,4,62,81,340
Reggie Theus,POINT GUARD,26,CHICAGO BULLS,31,5,601,92,237,3,15,84,108,21,25,142,21,3,59,78,271
Reggie Theus,POINT GUARD,26,KANSAS CITY KINGS,30,30,897,170,388,4,27,130,173,29,54,210,29,9,97,93,474
David Thirdkill,SMALL FORWARD,23,DETROIT PISTONS,46,0,291,31,72,0,1,15,31,9,22,27,10,3,19,44,77
Isiah Thomas,POINT GUARD,22,DETROIT PISTONS,82,82,3007,669,1448,22,65,388,529,103,224,914,204,33,307,324,1748
Jim Thomas,SHOOTING GUARD,23,INDIANA PACERS,72,15,1219,187,403,1,11,80,110,59,90,130,60,6,69,115,455
David Thompson,SHOOTING GUARD,29,SEATTLE SUPERSONICS,19,0,349,89,165,0,1,62,73,18,26,13,10,13,27,30,240
LaSalle Thompson,CENTER,22,KANSAS CITY KINGS,80,38,1915,333,637,0,0,160,223,260,449,86,71,145,168,327,826
Mychal Thompson,CENTER,29,PORTLAND TRAIL BLAZERS,79,74,2648,487,929,0,2,266,399,235,453,308,84,108,235,237,1240
Paul Thompson,SMALL FORWARD,22,CLEVELAND CAVALIERS,82,10,1731,309,662,9,39,115,149,120,192,122,70,37,73,192,742
Sedale Threatt,POINT GUARD,22,PHILADELPHIA 76ERS,45,0,464,62,148,1,8,23,28,17,23,41,13,2,33,65,148
Darren Tillis,CENTER,23,GOLDEN STATE WARRIORS,72,1,730,108,254,0,2,41,63,75,109,24,12,60,51,176,257
Ray Tolbert,POWER FORWARD,25,DETROIT PISTONS,49,0,475,64,121,0,1,23,45,45,53,26,12,20,26,88,151
Andrew Toney,SHOOTING GUARD,26,PHILADELPHIA 76ERS,78,72,2556,593,1125,12,38,390,465,57,136,373,70,23,297,251,1588
Linton Townes,SMALL FORWARD,24,MILWAUKEE BUCKS,2,0,2,1,1,0,0,0,0,0,0,0,0,0,0,1,2
Linton Townes,SMALL FORWARD,24,,2,0,17,3,7,0,0,0,0,0,1,1,1,2,1,3,6
Kelly Tripucka,SMALL FORWARD,24,DETROIT PISTONS,76,75,2493,595,1296,2,17,426,523,119,187,228,65,17,190,190,1618
Trent Tucker,SHOOTING GUARD,24,NEW YORK KNICKS,63,21,1228,225,450,6,16,25,33,43,87,138,63,8,54,124,481
Elston Turner,SMALL FORWARD,24,DALLAS MAVERICKS,47,1,536,54,150,1,9,28,34,42,51,59,26,0,29,40,137
Terry Tyler,SMALL FORWARD,27,DETROIT PISTONS,82,7,1602,313,691,2,13,94,132,104,181,76,63,59,78,151,722
Darnell Valentine,POINT GUARD,24,PORTLAND TRAIL BLAZERS,68,60,1893,251,561,0,3,194,246,49,78,395,107,6,149,179,696
Kiki Vandeweghe,POWER FORWARD,25,DENVER NUGGETS,78,71,2734,895,1603,11,30,494,580,84,289,238,53,50,156,187,2295
Pete Verhoeven,POWER FORWARD,24,PORTLAND TRAIL BLAZERS,43,0,327,50,100,0,1,17,25,27,34,20,22,11,21,75,117
Jay Vincent,SMALL FORWARD,24,DALLAS MAVERICKS,61,5,1421,252,579,0,1,168,215,81,166,114,30,10,113,159,672
Danny Vranes,SMALL FORWARD,25,SEATTLE SUPERSONICS,80,72,2174,258,495,0,1,153,236,150,245,132,51,54,121,263,669
Granville Waiters,CENTER,23,INDIANA PACERS,78,8,1040,123,238,0,1,31,51,64,163,60,24,85,65,164,277
Darrell Walker,POINT GUARD,22,NEW YORK KNICKS,82,0,1324,216,518,4,15,208,263,74,93,284,127,15,194,202,644
Foots Walker,POINT GUARD,32,NEW JERSEY NETS,34,0,378,32,90,2,5,24,27,8,23,81,20,3,31,37,90
Wally Walker,SMALL FORWARD,29,HOUSTON ROCKETS,58,18,612,118,241,2,6,6,18,26,66,55,17,4,33,65,244
Bill Walton,CENTER,31,,55,46,1476,288,518,0,2,92,154,132,345,183,45,88,177,153,668
Bryan Warrick,POINT GUARD,24,WASHINGTON BULLETS,32,0,254,27,66,1,3,8,16,5,17,43,9,3,20,37,63
Marvin Webster,CENTER,31,NEW YORK KNICKS,76,5,1290,112,239,0,0,66,117,146,220,53,34,100,85,187,290
Scott Wedman,SMALL FORWARD,31,BOSTON CELTICS,68,5,916,148,333,2,13,29,35,41,98,67,27,7,43,107,327
Brant Weidner,POWER FORWARD,23,SAN ANTONIO SPURS,8,0,38,2,9,0,0,4,4,4,7,0,0,2,2,5,8
Mark West,CENTER,23,DALLAS MAVERICKS,34,0,202,15,42,0,0,7,22,19,27,13,1,15,12,55,37
Paul Westphal,SHOOTING GUARD,33,PHOENIX SUNS,59,2,865,144,313,7,26,117,142,8,35,148,41,6,77,69,412
Ennis Whatley,POINT GUARD,21,CHICAGO BULLS,80,73,2159,261,556,0,2,146,200,63,134,662,119,17,268,223,668
Rory White,SMALL FORWARD,24,PHOENIX SUNS,22,2,308,69,144,0,0,24,42,30,32,14,13,2,18,25,162
Rory White,SMALL FORWARD,24,MILWAUKEE BUCKS,8,0,45,7,17,0,0,2,5,5,3,1,2,1,5,3,16
Rory White,SMALL FORWARD,24,,6,0,19,4,9,0,0,0,0,2,2,0,0,0,1,3,8
Jerome Whitehead,CENTER,27,,70,1,921,144,294,0,0,88,107,94,151,19,17,12,59,159,376
Mitchell Wiggins,SHOOTING GUARD,24,CHICAGO BULLS,82,40,2123,399,890,7,29,213,287,138,190,187,106,11,139,278,1018
Jamaal Wilkes,SMALL FORWARD,30,LOS ANGELES LAKERS,75,74,2507,542,1055,2,8,208,280,130,210,214,72,41,137,205,1294
Dominique Wilkins,SMALL FORWARD,24,ATLANTA HAWKS,81,81,2961,684,1429,0,11,382,496,254,328,126,117,87,215,197,1750
Jeff Wilkins,CENTER,28,UTAH JAZZ,81,1,1734,249,520,0,3,134,182,109,346,73,27,42,109,205,632
Buck Williams,POWER FORWARD,23,NEW JERSEY NETS,81,81,3003,495,926,0,4,284,498,355,645,130,81,125,237,298,1274
Gus Williams,POINT GUARD,30,SEATTLE SUPERSONICS,80,80,2818,598,1306,4,25,297,396,67,137,675,189,25,232,151,1497
Herb Williams,CENTER,25,INDIANA PACERS,69,53,2279,411,860,0,4,207,295,154,400,215,60,108,207,193,1029
Kevin Williams,SHOOTING GUARD,22,SAN ANTONIO SPURS,19,0,200,25,58,0,1,25,32,4,9,43,8,4,22,42,75
Ray Williams,SHOOTING GUARD,29,NEW YORK KNICKS,76,63,2230,418,939,25,81,263,318,67,200,449,162,26,219,274,1124
Rob Williams,POINT GUARD,22,DENVER NUGGETS,79,66,1924,309,671,15,47,171,209,54,140,464,84,5,169,268,804
Sam Williams,POWER FORWARD,24,GOLDEN STATE WARRIORS,7,0,59,11,26,0,0,6,7,4,9,2,6,3,3,6,28
Sam Williams,POWER FORWARD,24,PHILADELPHIA 76ERS,70,12,1375,193,405,0,1,86,133,117,209,60,62,103,96,203,472
Sly Williams,SMALL FORWARD,26,ATLANTA HAWKS,13,1,258,34,114,1,9,36,46,19,31,16,14,1,18,33,105
Bill Willoughby,SMALL FORWARD,26,NEW JERSEY NETS,67,2,936,124,258,0,7,55,63,75,118,56,23,24,53,106,303
Michael Wilson,POINT GUARD,24,WASHINGTON BULLETS,6,0,26,0,2,0,1,1,2,1,0,3,0,0,3,5,1
Randy Wittman,SHOOTING GUARD,24,ATLANTA HAWKS,78,1,1071,160,318,2,5,28,46,14,57,71,17,0,32,82,350
Al Wood,SHOOTING GUARD,25,SEATTLE SUPERSONICS,81,81,2236,467,945,3,21,223,271,94,181,166,64,32,126,207,1160
Mike Woodson,SHOOTING GUARD,25,KANSAS CITY KINGS,71,12,1838,389,816,2,8,247,302,62,113,175,83,28,115,174,1027
Orlando Woolridge,SMALL FORWARD,24,CHICAGO BULLS,75,74,2544,570,1086,1,2,303,424,130,239,136,71,60,188,253,1444
James Worthy,POWER FORWARD,22,LOS ANGELES LAKERS,82,53,2415,495,890,0,6,195,257,157,358,207,77,70,181,244,1185
