name,positions,age,team,games_played,games_started,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,points
Cedric Maxwell,SMALL FORWARD,26,BOSTON CELTICS,78,73,2590,397,724,0,3,357,478,218,281,183,79,49,174,263,1151
Scott May,SMALL FORWARD,27,MILWAUKEE BUCKS,65,7,1187,212,417,0,4,159,193,85,133,133,50,6,92,151,583
Bob McAdoo,CENTER,30,LOS ANGELES LAKERS,41,0,746,151,330,0,5,90,126,45,114,32,22,36,51,109,392
John McCullough,SHOOTING GUARD,25,PHOENIX SUNS,8,0,23,9,13,0,0,3,5,1,3,3,2,0,3,3,21
Hank McDowell,POWER FORWARD,22,GOLDEN STATE WARRIORS,30,1,335,34,84,0,0,27,41,41,59,20,6,8,21,52,95
Jim McElroy,POINT GUARD,28,ATLANTA HAWKS,20,17,349,52,125,1,5,29,36,6,11,39,8,3,22,44,134
Mike McGee,SMALL FORWARD,22,LOS ANGELES LAKERS,39,0,352,80,172,0,4,31,53,34,15,16,18,3,34,59,191
George McGinnis,POWER FORWARD,31,INDIANA PACERS,76,4,1341,141,378,0,3,72,159,93,305,204,96,28,131,198,354
Kevin McHale,POWER FORWARD,24,BOSTON CELTICS,82,33,2332,465,875,0,0,187,248,191,365,91,30,185,137,264,1117
Kevin McKenna,SHOOTING GUARD,23,LOS ANGELES LAKERS,36,0,237,28,87,0,2,11,17,18,11,14,10,2,20,45,67
Billy McKinney,POINT GUARD,26,DENVER NUGGETS,81,27,1963,369,699,0,17,137,170,29,113,338,69,16,115,186,875
Tom McMillen,CENTER,29,ATLANTA HAWKS,73,23,1792,291,572,1,3,140,170,102,234,129,25,24,124,202,723
Joe Meriweather,CENTER,28,KANSAS CITY KINGS,18,10,380,47,91,0,0,31,40,25,63,17,13,21,25,68,125
Mike Mitchell,SMALL FORWARD,26,CLEVELAND CAVALIERS,27,26,973,229,504,0,6,72,100,71,70,39,27,15,55,77,530
Mike Mitchell,SMALL FORWARD,26,SAN ANTONIO SPURS,57,57,2090,524,973,0,1,148,202,173,276,43,33,28,98,200,1196
Steve Mix,SMALL FORWARD,34,PHILADELPHIA 76ERS,75,0,1235,202,399,1,4,136,172,92,133,93,42,17,67,86,541
Paul Mokeski,CENTER,25,DETROIT PISTONS,39,3,523,49,111,0,1,25,33,35,87,24,13,23,39,103,123
Paul Mokeski,CENTER,25,CLEVELAND CAVALIERS,28,1,345,35,82,0,2,23,30,24,62,11,20,17,16,68,93
Sidney Moncrief,SHOOTING GUARD,24,MILWAUKEE BUCKS,80,80,2980,556,1063,1,14,468,573,221,313,382,138,22,208,206,1581
Johnny Moore,POINT GUARD,23,SAN ANTONIO SPURS,79,78,2294,309,667,1,21,122,182,62,213,762,163,12,175,254,741
Lowes Moore,POINT GUARD,24,CLEVELAND CAVALIERS,4,0,70,19,38,1,5,6,8,1,3,15,6,1,5,15,45
Calvin Murphy,POINT GUARD,33,HOUSTON ROCKETS,64,0,1204,277,648,1,16,100,110,20,41,163,43,1,82,142,655
Larry Nance,POWER FORWARD,22,PHOENIX SUNS,80,0,1186,227,436,0,1,75,117,95,161,82,42,71,104,169,529
Swen Nater,CENTER,32,San Diego Clippers,21,7,575,101,175,1,1,59,79,46,146,30,6,9,48,64,262
Calvin Natt,SMALL FORWARD,25,PORTLAND TRAIL BLAZERS,75,71,2599,515,894,2,8,294,392,193,420,150,62,36,140,175,1326
Mike Newlin,SHOOTING GUARD,33,NEW YORK KNICKS,76,32,1507,286,615,7,23,126,147,36,55,170,33,3,104,194,705
Carl Nicks,SHOOTING GUARD,23,UTAH JAZZ,80,1,1322,252,555,0,5,85,150,67,94,89,66,4,101,184,589
Kurt Nimphius,CENTER,23,DALLAS MAVERICKS,63,27,1085,137,297,0,0,63,108,92,203,61,17,82,56,190,337
Norm Nixon,POINT GUARD,26,LOS ANGELES LAKERS,82,82,3024,628,1274,3,12,181,224,38,138,652,132,7,238,264,1440
Mike O'Koren,SMALL FORWARD,23,NEW JERSEY NETS,80,32,2018,383,778,8,23,135,189,111,194,192,83,13,147,175,909
Mark Olberding,POWER FORWARD,25,SAN ANTONIO SPURS,68,63,2098,333,705,2,12,273,338,118,321,202,57,29,139,253,941
Jawann Oldham,CENTER,24,HOUSTON ROCKETS,22,0,124,13,36,0,0,8,14,7,17,3,2,10,6,28,34
Louis Orr,SMALL FORWARD,23,INDIANA PACERS,80,41,1951,357,719,1,8,203,254,127,204,134,56,26,137,182,918
Tom Owens,POWER FORWARD,32,INDIANA PACERS,74,40,1599,299,636,1,2,181,226,142,230,127,41,37,137,259,780
Robert Parish,CENTER,28,BOSTON CELTICS,80,78,2534,669,1235,0,0,252,355,288,578,140,68,192,221,267,1590
Sonny Parker,SMALL FORWARD,26,GOLDEN STATE WARRIORS,71,0,899,116,245,0,0,48,72,73,104,89,39,11,51,101,280
Billy Paultz,CENTER,33,HOUSTON ROCKETS,65,3,807,89,226,0,0,34,65,54,126,41,15,22,45,99,212
Jim Paxson,SHOOTING GUARD,24,PORTLAND TRAIL BLAZERS,82,82,2756,662,1258,8,35,220,287,75,146,276,129,12,144,159,1552
Sam Pellom,POWER FORWARD,30,ATLANTA HAWKS,69,4,1037,114,251,0,1,61,79,90,139,28,29,47,57,164,289
Roger Phegley,SHOOTING GUARD,25,CLEVELAND CAVALIERS,27,8,566,104,214,4,13,36,45,28,43,53,16,2,33,61,248
Roger Phegley,SHOOTING GUARD,25,SAN ANTONIO SPURS,54,1,617,129,293,1,18,49,64,33,50,61,20,6,33,91,308
Ben Poquette,POWER FORWARD,26,UTAH JAZZ,82,56,1698,220,428,3,10,97,120,117,294,94,51,65,69,235,540
Mark Radford,SHOOTING GUARD,22,SEATTLE SUPERSONICS,43,0,369,54,100,2,3,35,69,13,16,57,16,2,42,65,145
Ed Rains,SMALL FORWARD,25,SAN ANTONIO SPURS,49,15,637,77,177,0,2,38,64,37,43,40,18,2,25,74,192
Kurt Rambis,POWER FORWARD,23,LOS ANGELES LAKERS,64,43,1131,118,228,0,1,59,117,116,232,56,60,76,77,167,295
Kelvin Ransey,POINT GUARD,23,PORTLAND TRAIL BLAZERS,78,68,2418,504,1095,3,38,242,318,39,147,555,97,4,229,169,1253
James Ray,POWER FORWARD,24,DENVER NUGGETS,40,4,262,51,116,1,1,21,36,18,47,26,10,16,37,59,124
Robert Reid,SMALL FORWARD,26,HOUSTON ROCKETS,77,75,2913,437,958,1,10,160,214,175,336,314,115,48,157,297,1035
Kevin Restani,POWER FORWARD,30,SAN ANTONIO SPURS,13,0,145,9,28,0,1,3,4,8,27,7,1,4,6,16,21
Kevin Restani,POWER FORWARD,30,CLEVELAND CAVALIERS,34,0,338,23,60,0,1,7,12,31,46,15,10,7,14,40,53
Clint Richardson,SHOOTING GUARD,25,PHILADELPHIA 76ERS,77,0,1040,140,310,2,2,69,88,55,63,109,36,9,79,109,351
Micheal Ray Richardson,POINT GUARD,26,NEW YORK KNICKS,82,79,3044,619,1343,19,101,212,303,177,388,572,213,41,291,317,1469
Rick Robey,CENTER,26,BOSTON CELTICS,80,4,1186,185,375,0,2,84,157,114,181,68,27,14,92,183,454
Cliff Robinson,POWER FORWARD,21,KANSAS CITY KINGS,38,30,1229,322,708,0,3,125,180,83,239,71,46,60,86,120,769
Cliff Robinson,POWER FORWARD,21,CLEVELAND CAVALIERS,30,29,946,196,435,0,1,97,133,91,196,49,42,43,63,102,489
Jackie Robinson,SMALL FORWARD,26,CHICAGO BULLS,3,0,29,3,9,0,0,4,4,3,0,0,0,0,1,1,10
Truck Robinson,POWER FORWARD,30,PHOENIX SUNS,74,72,2745,579,1128,1,1,255,371,202,519,179,42,28,202,215,1414
Bill Robinzine,POWER FORWARD,29,UTAH JAZZ,56,9,651,131,294,0,0,61,75,56,88,49,37,5,83,156,323
Dave Robisch,CENTER,32,DENVER NUGGETS,12,0,257,48,106,0,0,48,55,14,49,32,3,4,13,29,144
John Roche,SHOOTING GUARD,32,DENVER NUGGETS,39,2,501,68,150,23,52,28,38,4,19,89,15,2,29,40,187
Tree Rollins,CENTER,26,ATLANTA HAWKS,79,39,2018,202,346,0,0,79,129,168,443,59,35,224,79,285,483
Lorenzo Romar,POINT GUARD,23,GOLDEN STATE WARRIORS,79,11,1259,203,403,3,15,79,96,12,86,226,60,13,89,103,488
Dan Roundfield,POWER FORWARD,28,ATLANTA HAWKS,61,58,2217,424,910,1,5,285,375,227,494,162,64,93,183,210,1134
Jeff Ruland,CENTER,23,WASHINGTON BULLETS,82,0,2214,420,749,1,3,342,455,253,509,134,44,58,237,319,1183
Campy Russell,SMALL FORWARD,30,NEW YORK KNICKS,77,63,2358,410,858,25,57,228,294,86,150,284,77,12,195,221,1073
DeWayne Scales,POWER FORWARD,23,NEW YORK KNICKS,3,0,24,1,5,0,0,1,2,2,3,0,1,1,2,3,3
Danny Schayes,CENTER,22,UTAH JAZZ,82,20,1623,252,524,0,1,140,185,131,296,146,46,72,151,292,644
Alvin Scott,SMALL FORWARD,26,PHOENIX SUNS,81,38,1740,189,380,0,2,108,148,97,197,149,59,70,98,169,486
Craig Shelton,SMALL FORWARD,24,ATLANTA HAWKS,4,0,21,2,6,0,0,1,2,1,2,0,1,0,0,3,5
Lonnie Shelton,POWER FORWARD,26,SEATTLE SUPERSONICS,81,81,2667,508,1046,0,8,188,240,161,348,252,99,43,199,317,1204
Purvis Short,SMALL FORWARD,24,GOLDEN STATE WARRIORS,76,8,1782,456,935,6,28,177,221,123,143,209,65,10,122,220,1095
Jerry Sichting,POINT GUARD,25,INDIANA PACERS,51,0,800,91,194,1,9,29,38,14,41,117,33,1,42,63,212
Jack Sikma,CENTER,26,SEATTLE SUPERSONICS,82,82,3049,581,1212,2,13,447,523,223,815,277,102,107,213,268,1611
James Silas,SHOOTING GUARD,32,CLEVELAND CAVALIERS,67,34,1447,251,573,0,5,246,286,26,83,222,40,6,107,109,748
Jim Smith,POWER FORWARD,23,San Diego Clippers,72,3,858,86,169,0,0,39,85,72,110,46,22,51,47,185,211
Larry Smith,POWER FORWARD,24,GOLDEN STATE WARRIORS,74,55,2213,220,412,0,1,88,159,279,534,83,65,54,105,291,528
Phil Smith,SHOOTING GUARD,29,San Diego Clippers,48,39,1446,253,575,5,24,123,168,34,83,233,45,19,116,151,634
Phil Smith,SHOOTING GUARD,29,SEATTLE SUPERSONICS,26,2,596,87,186,0,3,40,55,17,52,74,22,8,39,62,214
Randy Smith,SHOOTING GUARD,33,NEW YORK KNICKS,82,40,2033,348,748,3,11,122,151,53,102,255,91,1,124,199,821
Robert Smith,POINT GUARD,26,MILWAUKEE BUCKS,17,1,316,52,110,2,10,10,12,1,13,44,10,1,14,35,116
Ricky Sobers,SHOOTING GUARD,29,CHICAGO BULLS,80,6,1938,363,801,19,76,195,254,37,105,301,73,18,217,238,940
Jim Spanarkel,SHOOTING GUARD,24,DALLAS MAVERICKS,82,1,1755,270,564,8,24,279,327,99,111,206,86,9,111,140,827
Rory Sparrow,POINT GUARD,23,ATLANTA HAWKS,82,82,2610,366,730,1,15,124,148,53,171,424,87,13,145,240,857
Larry Spriggs,SMALL FORWARD,22,HOUSTON ROCKETS,4,0,37,7,11,0,0,0,2,2,4,4,2,0,4,7,14
Kevin Stacom,SHOOTING GUARD,30,MILWAUKEE BUCKS,7,0,90,14,34,1,2,1,2,2,5,7,1,0,9,6,30
Brian Taylor,POINT GUARD,30,San Diego Clippers,41,40,1274,165,328,23,63,90,110,26,70,229,47,9,82,113,443
Carlos Terry,SHOOTING GUARD,25,WASHINGTON BULLETS,13,0,60,3,15,0,3,3,4,5,7,8,3,1,5,15,9
Reggie Theus,SHOOTING GUARD,24,CHICAGO BULLS,82,82,2838,560,1194,25,100,363,449,115,197,476,87,16,277,243,1508
Isiah Thomas,POINT GUARD,20,DETROIT PISTONS,72,72,2433,453,1068,17,59,302,429,57,152,565,150,17,299,253,1225
David Thompson,SHOOTING GUARD,27,DENVER NUGGETS,61,5,1246,313,644,4,14,276,339,57,91,117,34,29,142,149,906
Mychal Thompson,CENTER,27,PORTLAND TRAIL BLAZERS,79,78,3129,681,1303,0,0,280,446,258,663,319,69,107,245,233,1642
Ray Tolbert,POWER FORWARD,23,NEW JERSEY NETS,12,0,115,20,44,0,1,4,8,11,16,8,4,2,12,19,44
Ray Tolbert,POWER FORWARD,23,SEATTLE SUPERSONICS,52,0,492,80,158,0,1,15,27,39,60,25,8,14,33,64,175
Andrew Toney,SHOOTING GUARD,24,PHILADELPHIA 76ERS,77,1,1909,511,979,25,59,227,306,43,91,283,64,17,214,269,1274
Raymond Townsend,SHOOTING GUARD,26,INDIANA PACERS,14,0,95,11,41,2,9,11,20,2,11,10,3,0,6,18,35
Kelly Tripucka,SMALL FORWARD,22,DETROIT PISTONS,82,82,3077,636,1281,5,22,495,621,219,224,270,89,16,280,241,1772
Elston Turner,SMALL FORWARD,22,DALLAS MAVERICKS,80,62,1996,282,639,0,4,97,138,143,158,189,75,2,116,182,661
Terry Tyler,POWER FORWARD,25,DETROIT PISTONS,82,0,1989,336,643,1,4,142,192,154,339,126,77,160,121,182,815
Darnell Valentine,POINT GUARD,22,PORTLAND TRAIL BLAZERS,82,14,1387,187,453,0,9,152,200,48,101,270,94,3,127,187,526
Jan van Breda Kolff,SMALL FORWARD,30,NEW JERSEY NETS,41,0,452,41,82,0,2,62,76,17,31,32,12,13,29,63,144
Kiki Vandeweghe,POWER FORWARD,23,DENVER NUGGETS,82,78,2775,706,1260,1,13,347,405,149,312,247,52,29,189,217,1760
Pete Verhoeven,POWER FORWARD,22,PORTLAND TRAIL BLAZERS,71,22,1207,149,296,0,0,51,72,106,148,52,42,22,55,215,349
Jay Vincent,POWER FORWARD,22,DALLAS MAVERICKS,81,62,2626,719,1448,1,4,293,409,182,383,176,89,22,194,308,1732
Danny Vranes,SMALL FORWARD,23,SEATTLE SUPERSONICS,77,1,1075,143,262,0,1,89,148,71,127,56,28,21,68,150,375
Foots Walker,POINT GUARD,30,NEW JERSEY NETS,77,54,1861,156,378,3,9,141,194,31,119,398,120,6,107,179,456
Wally Walker,SMALL FORWARD,27,SEATTLE SUPERSONICS,70,70,1965,302,629,0,2,90,134,108,197,218,36,28,111,215,694
Kermit Washington,POWER FORWARD,30,PORTLAND TRAIL BLAZERS,20,4,418,38,78,0,0,24,41,40,77,29,9,16,19,56,100
Richard Washington,POWER FORWARD,26,CLEVELAND CAVALIERS,18,2,313,50,115,0,2,9,15,32,43,15,8,2,35,51,109
Marvin Webster,CENTER,29,NEW YORK KNICKS,82,32,1883,199,405,0,0,108,170,184,306,99,22,91,90,211,506
Scott Wedman,SMALL FORWARD,29,CLEVELAND CAVALIERS,54,39,1638,260,589,5,23,66,90,128,176,133,73,14,73,189,591
Paul Westphal,SHOOTING GUARD,31,NEW YORK KNICKS,18,12,451,86,194,2,8,36,47,9,13,100,19,8,47,61,210
Jerome Whitehead,CENTER,25,San Diego Clippers,72,63,2214,406,726,0,0,184,241,231,433,102,48,44,141,290,996
Hawkeye Whitney,SHOOTING GUARD,24,KANSAS CITY KINGS,23,4,266,25,71,0,1,4,7,13,27,19,12,1,14,31,54
Michael Wiley,POWER FORWARD,24,San Diego Clippers,61,1,1013,203,359,0,5,98,141,67,115,52,40,16,71,127,504
Bob Wilkerson,SMALL FORWARD,27,CLEVELAND CAVALIERS,65,38,1805,284,679,3,18,145,185,60,190,237,92,25,138,188,716
Jamaal Wilkes,SMALL FORWARD,28,LOS ANGELES LAKERS,82,82,2906,744,1417,0,4,246,336,153,240,143,89,24,164,240,1734
James Wilkes,SMALL FORWARD,23,CHICAGO BULLS,57,22,862,128,266,0,1,58,80,62,97,64,30,18,62,112,314
Jeff Wilkins,CENTER,26,UTAH JAZZ,82,62,2274,314,718,0,3,137,176,120,491,90,32,77,134,248,765
Buck Williams,POWER FORWARD,21,NEW JERSEY NETS,82,82,2825,513,881,0,1,242,388,347,658,107,84,84,235,285,1268
Freeman Williams,SHOOTING GUARD,25,San Diego Clippers,37,10,808,234,513,24,74,118,140,21,29,67,23,0,89,85,610
Freeman Williams,SHOOTING GUARD,25,ATLANTA HAWKS,23,0,189,42,110,4,20,22,26,2,10,19,6,0,18,18,110
Gus Williams,POINT GUARD,28,SEATTLE SUPERSONICS,80,80,2876,773,1592,9,40,320,436,92,152,549,172,36,197,163,1875
Herb Williams,CENTER,23,INDIANA PACERS,82,75,2277,407,854,2,7,126,188,175,430,139,53,178,137,200,942
Ray Williams,SHOOTING GUARD,27,NEW JERSEY NETS,82,69,2732,639,1383,9,54,387,465,117,208,488,199,43,290,302,1674
Sam Williams,POWER FORWARD,22,GOLDEN STATE WARRIORS,59,22,1073,154,277,0,0,49,89,91,217,38,45,76,64,156,357
Sly Williams,SMALL FORWARD,24,NEW YORK KNICKS,60,27,1521,349,628,2,9,131,173,100,127,142,77,16,114,153,831
Bill Willoughby,SMALL FORWARD,24,HOUSTON ROCKETS,69,42,1475,240,464,3,7,56,77,107,157,75,31,59,78,146,539
Brian Winters,SHOOTING GUARD,29,MILWAUKEE BUCKS,61,13,1829,404,806,36,93,123,156,51,119,253,57,9,118,187,967
Garry Witts,SMALL FORWARD,22,WASHINGTON BULLETS,46,0,493,49,84,1,2,33,40,29,33,38,17,4,35,74,132
Al Wood,SHOOTING GUARD,23,ATLANTA HAWKS,19,0,238,36,105,0,6,20,28,22,22,11,9,1,11,34,92
Al Wood,SHOOTING GUARD,23,San Diego Clippers,29,5,692,143,276,3,18,73,91,29,61,47,22,8,60,74,362
Howard Wood,SMALL FORWARD,22,UTAH JAZZ,42,3,342,55,120,0,1,34,52,22,43,9,8,6,15,37,144
Mike Woodson,SHOOTING GUARD,23,NEW JERSEY NETS,7,0,145,30,68,0,1,23,32,5,8,16,7,2,9,21,83
Mike Woodson,SHOOTING GUARD,23,KANSAS CITY KINGS,76,74,2186,508,1001,7,24,198,254,97,137,206,135,33,144,199,1221
Orlando Woolridge,SMALL FORWARD,22,CHICAGO BULLS,75,12,1188,202,394,0,3,144,206,82,145,81,23,24,107,152,548
Sam Worthen,POINT GUARD,24,UTAH JAZZ,5,0,22,2,5,0,0,0,0,1,0,3,0,0,2,3,4
Larry Wright,POINT GUARD,27,DETROIT PISTONS,1,0,6,0,1,0,0,0,0,0,0,0,0,0,1,2,0
Rich Yonakor,POWER FORWARD,23,SAN ANTONIO SPURS,10,0,70,14,26,0,0,5,7,13,14,3,1,2,2,7,33
