name,positions,age,team,games_played,games_started,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,points
John Mengelt,SHOOTING GUARD,30,CHICAGO BULLS,36,0,387,90,166,0,6,39,49,3,20,38,10,0,36,54,219
Joe Meriweather,POWER FORWARD,26,NEW YORK KNICKS,65,30,1565,252,477,0,1,78,121,122,228,66,37,120,112,239,582
Dave Meyers,POWER FORWARD,26,MILWAUKEE BUCKS,79,0,2204,399,830,1,5,156,246,140,308,225,72,40,182,218,955
Mike Mitchell,SMALL FORWARD,24,CLEVELAND CAVALIERS,82,82,2802,775,1482,0,6,270,343,206,385,93,70,77,172,259,1820
Steve Mix,SMALL FORWARD,32,PHILADELPHIA 76ERS,81,5,1543,363,703,4,10,207,249,114,176,149,67,9,132,114,937
Paul Mokeski,CENTER,23,HOUSTON ROCKETS,12,0,113,11,33,0,0,7,9,14,15,2,1,6,10,24,29
Sidney Moncrief,SHOOTING GUARD,22,MILWAUKEE BUCKS,77,0,1557,211,451,0,1,232,292,154,184,133,72,16,117,106,654
Eric Money,POINT GUARD,24,PHILADELPHIA 76ERS,6,0,82,14,36,0,0,2,2,3,4,16,0,1,12,11,30
Eric Money,SHOOTING GUARD,24,DETROIT PISTONS,55,0,1467,259,510,0,0,81,104,28,69,238,53,10,143,135,599
Earl Monroe,SHOOTING GUARD,35,NEW YORK KNICKS,51,0,633,161,352,0,0,56,64,16,20,67,21,3,28,46,378
Calvin Murphy,SHOOTING GUARD,31,HOUSTON ROCKETS,76,0,2676,624,1267,1,25,271,302,68,82,299,143,9,162,269,1520
Swen Nater,CENTER,30,,81,0,2860,443,799,0,2,196,273,352,864,233,45,37,257,259,1082
Calvin Natt,SMALL FORWARD,23,NEW JERSEY NETS,53,0,2046,421,879,1,5,199,280,173,340,112,78,22,133,148,1042
Calvin Natt,SMALL FORWARD,23,PORTLAND TRAIL BLAZERS,25,0,811,201,419,2,4,107,139,66,112,57,24,12,65,57,511
Mike Newlin,SHOOTING GUARD,31,NEW JERSEY NETS,78,0,2510,611,1329,45,152,367,415,101,163,314,115,4,231,195,1634
Norm Nixon,POINT GUARD,24,LOS ANGELES LAKERS,82,82,3226,624,1209,1,8,197,253,52,177,642,147,14,288,241,1446
Sylvester Norris,CENTER,22,SAN ANTONIO SPURS,17,0,189,18,43,0,0,4,6,10,33,6,3,12,19,41,40
Mark Olberding,SMALL FORWARD,23,SAN ANTONIO SPURS,75,0,2111,291,609,0,3,210,264,83,335,327,67,22,180,274,792
John Olive,SMALL FORWARD,24,,1,0,15,0,2,0,0,0,0,0,1,0,0,0,2,2,0
Tom Owens,CENTER,30,PORTLAND TRAIL BLAZERS,76,0,2337,518,1008,1,2,213,283,189,384,194,45,53,174,270,1250
Robert Parish,CENTER,26,GOLDEN STATE WARRIORS,72,0,2119,510,1006,0,1,203,284,247,536,122,58,115,225,248,1223
Sonny Parker,SMALL FORWARD,24,GOLDEN STATE WARRIORS,82,82,2849,483,988,0,2,237,302,166,298,254,173,32,163,195,1203
Billy Paultz,CENTER,31,SAN ANTONIO SPURS,47,0,1213,189,381,0,1,66,100,95,226,118,47,45,58,127,444
Billy Paultz,CENTER,31,HOUSTON ROCKETS,37,0,980,138,292,0,0,43,82,92,173,70,22,39,57,86,319
Jim Paxson,SHOOTING GUARD,22,PORTLAND TRAIL BLAZERS,72,0,1270,189,460,1,22,64,90,25,84,144,48,5,93,97,443
Wiley Peck,SMALL FORWARD,22,SAN ANTONIO SPURS,52,0,628,73,169,0,2,34,55,66,117,33,17,23,48,100,180
Sam Pellom,POWER FORWARD,28,ATLANTA HAWKS,44,0,373,44,108,0,0,21,30,28,64,18,12,12,18,70,109
Roger Phegley,SHOOTING GUARD,23,WASHINGTON BULLETS,50,0,971,224,473,2,5,104,120,49,66,70,19,3,70,106,554
Roger Phegley,SHOOTING GUARD,23,NEW JERSEY NETS,28,0,541,126,260,2,4,73,83,26,44,32,15,4,49,52,327
Stan Pietkiewicz,POINT GUARD,23,,50,0,577,91,179,9,36,37,46,26,19,94,25,4,51,52,228
Ben Poquette,CENTER,24,UTAH JAZZ,82,0,2349,296,566,0,2,139,167,124,436,131,45,162,103,283,731
Kevin Porter,POINT GUARD,29,WASHINGTON BULLETS,70,0,1494,201,438,0,4,110,137,25,57,457,59,11,164,180,512
Clifford Ray,CENTER,31,GOLDEN STATE WARRIORS,81,0,1683,203,383,0,2,84,149,122,344,183,51,32,155,266,490
Marlon Redmond,SHOOTING GUARD,24,KANSAS CITY KINGS,24,0,298,59,138,0,9,24,34,18,34,19,4,9,19,27,142
Robert Reid,SMALL FORWARD,24,HOUSTON ROCKETS,76,0,2304,419,861,0,3,153,208,140,301,244,132,57,164,281,991
Kevin Restani,SMALL FORWARD,28,SAN ANTONIO SPURS,82,0,1966,369,727,5,29,131,161,142,244,189,54,12,129,186,874
Clint Richardson,SHOOTING GUARD,23,PHILADELPHIA 76ERS,52,34,988,159,348,1,3,28,45,55,68,107,24,15,64,97,347
Micheal Ray Richardson,SHOOTING GUARD,24,NEW YORK KNICKS,82,82,3060,502,1063,27,110,223,338,151,388,832,265,35,359,260,1254
Anthony Roberts,SMALL FORWARD,24,DENVER NUGGETS,23,0,486,69,181,0,1,39,60,54,55,20,13,3,28,52,177
Rick Robey,CENTER,24,BOSTON CELTICS,82,27,1918,379,727,0,1,184,269,209,321,92,53,15,151,244,942
Cliff Robinson,POWER FORWARD,19,NEW JERSEY NETS,70,0,1661,391,833,1,4,168,242,174,332,98,61,34,137,178,951
Jackie Robinson,SMALL FORWARD,24,DETROIT PISTONS,7,0,51,9,17,0,1,9,11,3,2,0,3,3,2,8,27
Truck Robinson,POWER FORWARD,28,PHOENIX SUNS,82,82,2710,545,1064,0,0,325,487,213,557,142,58,59,251,262,1415
Bill Robinzine,POWER FORWARD,27,KANSAS CITY KINGS,81,0,1917,362,723,1,2,200,274,184,342,62,106,23,148,311,925
Dave Robisch,CENTER,30,CLEVELAND CAVALIERS,82,0,2670,489,940,0,3,277,329,225,433,192,53,53,138,211,1255
John Roche,POINT GUARD,30,DENVER NUGGETS,82,0,2286,354,741,49,129,175,202,24,91,405,82,12,159,139,932
Tree Rollins,CENTER,24,ATLANTA HAWKS,82,0,2123,287,514,0,0,157,220,283,491,76,54,244,99,322,731
Dan Roundfield,POWER FORWARD,26,ATLANTA HAWKS,81,0,2588,502,1007,0,4,330,465,293,544,184,101,139,233,317,1334
Campy Russell,SMALL FORWARD,28,CLEVELAND CAVALIERS,41,0,1331,284,630,1,9,178,239,76,149,173,72,20,148,113,747
Alvin Scott,SMALL FORWARD,24,PHOENIX SUNS,79,0,1303,127,301,1,3,95,122,89,139,98,47,53,92,101,350
Charlie Scott,SHOOTING GUARD,31,DENVER NUGGETS,69,0,1860,276,688,2,11,85,118,51,115,250,47,23,163,197,639
Lonnie Shelton,POWER FORWARD,24,SEATTLE SUPERSONICS,76,0,2243,425,802,1,5,184,241,199,383,145,92,79,169,292,1035
Purvis Short,SMALL FORWARD,22,GOLDEN STATE WARRIORS,62,0,1636,461,916,0,6,134,165,119,197,123,63,9,122,186,1056
John Shumate,POWER FORWARD,27,DETROIT PISTONS,9,0,228,35,65,0,0,17,25,18,52,9,9,5,14,16,87
John Shumate,POWER FORWARD,27,HOUSTON ROCKETS,29,0,332,34,64,0,0,33,44,25,54,23,8,9,27,39,101
John Shumate,POWER FORWARD,27,SAN ANTONIO SPURS,27,0,777,138,263,0,1,115,147,65,149,52,23,31,50,71,391
Jack Sikma,CENTER,24,SEATTLE SUPERSONICS,82,82,2793,470,989,0,1,235,292,198,710,279,68,77,202,232,1175
James Silas,POINT GUARD,30,SAN ANTONIO SPURS,77,0,2293,513,999,0,4,339,382,45,122,347,61,14,192,206,1365
Paul Silas,POWER FORWARD,36,SEATTLE SUPERSONICS,82,0,1595,113,299,0,0,89,136,204,232,66,25,5,83,120,315
Ralph Simpson,SHOOTING GUARD,30,NEW JERSEY NETS,8,0,81,18,47,0,2,5,10,6,5,14,9,0,12,3,41
Al Skinner,SHOOTING GUARD,27,PHILADELPHIA 76ERS,2,0,10,1,2,0,0,0,0,0,0,2,0,0,2,1,2
Bingo Smith,SHOOTING GUARD,33,CLEVELAND CAVALIERS,8,0,135,33,72,1,5,7,8,2,12,7,3,2,9,21,74
Bingo Smith,SMALL FORWARD,33,,70,0,1988,352,819,22,76,93,107,92,153,93,59,15,72,188,819
Phil Smith,SHOOTING GUARD,27,GOLDEN STATE WARRIORS,51,0,1552,325,685,7,22,135,171,28,118,187,62,15,121,154,792
Randy Smith,SHOOTING GUARD,31,CLEVELAND CAVALIERS,82,82,2677,599,1326,10,53,233,283,93,163,363,125,7,200,190,1441
Robert Smith,POINT GUARD,24,UTAH JAZZ,6,0,73,5,15,0,0,5,5,3,0,7,4,0,1,3,15
Robert Smith,POINT GUARD,24,NEW JERSEY NETS,59,0,736,113,254,8,26,75,87,17,59,85,22,4,52,102,309
Sam Smith,SMALL FORWARD,25,CHICAGO BULLS,30,0,496,97,230,8,35,57,63,22,32,42,25,7,33,54,259
Willie Smith,POINT GUARD,26,CLEVELAND CAVALIERS,62,0,1051,121,315,17,71,40,52,56,65,259,75,1,95,110,299
Ricky Sobers,POINT GUARD,27,CHICAGO BULLS,82,82,2673,470,1002,21,68,200,239,75,167,426,136,17,282,294,1161
Jim Spanarkel,SHOOTING GUARD,22,PHILADELPHIA 76ERS,40,0,442,72,153,0,2,54,65,27,27,51,12,6,57,58,198
Larry Steele,SMALL FORWARD,30,PORTLAND TRAIL BLAZERS,16,0,446,62,146,0,4,22,27,13,32,67,25,1,33,53,146
Earl Tatum,SHOOTING GUARD,26,CLEVELAND CAVALIERS,33,0,225,36,94,2,6,11,19,11,15,20,16,5,17,29,85
Brian Taylor,POINT GUARD,28,,78,0,2754,418,895,90,239,130,162,76,112,335,147,25,141,246,1056
Reggie Theus,SHOOTING GUARD,22,CHICAGO BULLS,82,82,3029,566,1172,28,105,500,597,143,186,515,114,20,348,262,1660
David Thompson,SHOOTING GUARD,25,DENVER NUGGETS,39,0,1239,289,617,7,19,254,335,56,118,124,39,38,116,106,839
Rudy Tomjanovich,POWER FORWARD,31,HOUSTON ROCKETS,62,0,1834,370,778,22,79,118,147,132,226,109,32,10,98,161,880
Bernard Toone,POWER FORWARD,23,PHILADELPHIA 76ERS,23,0,124,23,64,1,7,8,10,12,22,12,4,5,16,20,55
Raymond Townsend,SHOOTING GUARD,24,GOLDEN STATE WARRIORS,75,0,1159,171,421,4,26,60,84,33,56,116,60,4,65,113,406
Dave Twardzik,POINT GUARD,29,PORTLAND TRAIL BLAZERS,67,0,1594,183,394,4,7,197,252,52,104,273,77,1,131,149,567
Terry Tyler,SMALL FORWARD,23,DETROIT PISTONS,82,0,2670,430,925,2,12,143,187,228,399,129,107,220,175,237,1005
Wes Unseld,CENTER,33,WASHINGTON BULLETS,82,82,2973,327,637,1,2,139,209,334,760,366,65,61,153,249,794
Jan van Breda Kolff,SMALL FORWARD,28,NEW JERSEY NETS,82,0,2399,212,458,7,20,130,155,103,326,247,100,76,158,307,561
Andre Wakefield,SHOOTING GUARD,25,UTAH JAZZ,8,0,47,6,15,0,0,3,3,0,4,3,1,0,8,13,15
Foots Walker,POINT GUARD,28,CLEVELAND CAVALIERS,76,0,2422,258,568,1,9,195,243,78,209,607,155,12,157,202,712
Wally Walker,SMALL FORWARD,25,SEATTLE SUPERSONICS,70,0,844,139,274,0,0,48,64,64,106,53,21,4,50,102,326
Bill Walton,CENTER,27,,14,0,337,81,161,0,0,32,54,28,98,34,8,38,37,37,194
Lloyd Walton,POINT GUARD,26,MILWAUKEE BUCKS,76,0,1243,110,242,1,3,49,71,33,58,285,43,2,112,68,270
Kermit Washington,POWER FORWARD,28,PORTLAND TRAIL BLAZERS,80,0,2657,421,761,0,3,231,360,325,517,167,73,131,170,307,1073
Richard Washington,POWER FORWARD,24,MILWAUKEE BUCKS,75,0,1092,197,421,0,0,46,76,95,181,55,26,48,63,166,440
Nick Weatherspoon,SMALL FORWARD,29,,57,0,1124,164,378,0,0,63,91,83,125,54,34,17,86,136,391
Marvin Webster,CENTER,27,NEW YORK KNICKS,20,1,298,38,79,0,0,12,16,28,52,9,3,11,20,39,88
Scott Wedman,SMALL FORWARD,27,KANSAS CITY KINGS,68,0,2347,569,1112,7,22,145,181,114,272,145,84,45,112,230,1290
Paul Westphal,SHOOTING GUARD,29,PHOENIX SUNS,82,82,2665,692,1317,26,93,382,443,46,141,416,119,35,207,162,1792
Jo Jo White,POINT GUARD,33,GOLDEN STATE WARRIORS,78,0,2052,336,706,1,6,97,114,42,139,239,88,13,157,186,770
Rudy White,SHOOTING GUARD,26,HOUSTON ROCKETS,9,0,106,13,24,0,0,10,13,0,9,5,5,0,8,8,36
Jerome Whitehead,CENTER,23,,18,0,225,27,45,0,0,5,18,29,41,6,1,6,8,32,59
Jerome Whitehead,CENTER,23,UTAH JAZZ,32,0,328,31,69,0,0,5,17,27,70,18,7,11,28,65,67
Sidney Wicks,POWER FORWARD,30,,71,0,2146,210,496,0,1,83,152,138,271,213,76,52,167,241,503
Bob Wilkerson,SMALL FORWARD,25,DENVER NUGGETS,75,0,2381,430,1030,7,34,166,222,85,231,243,93,27,193,194,1033
Jamaal Wilkes,SMALL FORWARD,26,LOS ANGELES LAKERS,82,82,3111,726,1358,3,17,189,234,176,349,250,129,28,157,220,1644
Duck Williams,POINT GUARD,23,UTAH JAZZ,77,0,1794,232,519,0,12,42,60,21,85,183,100,11,107,166,506
Freeman Williams,SHOOTING GUARD,23,,82,0,2118,645,1343,42,128,194,238,103,89,166,72,9,171,145,1526
Gus Williams,POINT GUARD,26,SEATTLE SUPERSONICS,82,82,2969,739,1533,7,36,331,420,127,148,397,200,37,181,160,1816
Ray Williams,POINT GUARD,25,NEW YORK KNICKS,82,82,2582,687,1384,7,37,333,423,149,263,512,167,24,256,295,1714
Sly Williams,SMALL FORWARD,22,NEW YORK KNICKS,57,0,556,104,267,0,4,58,90,65,56,36,19,8,49,73,266
John Williamson,SHOOTING GUARD,28,NEW JERSEY NETS,28,0,771,206,461,8,19,76,88,24,30,87,26,9,43,71,496
John Williamson,SHOOTING GUARD,28,WASHINGTON BULLETS,30,0,603,153,356,3,16,40,50,14,31,39,10,10,49,66,349
Bill Willoughby,SMALL FORWARD,22,CLEVELAND CAVALIERS,78,0,1447,219,457,1,9,96,127,122,207,72,32,62,68,189,535
Bubba Wilson,SHOOTING GUARD,24,GOLDEN STATE WARRIORS,16,0,143,7,25,0,0,3,6,6,10,12,2,0,8,11,17
Rick Wilson,SHOOTING GUARD,23,ATLANTA HAWKS,5,0,59,2,14,0,0,4,6,2,1,11,4,1,8,3,8
Brian Winters,SHOOTING GUARD,27,MILWAUKEE BUCKS,80,0,2623,535,1116,38,102,184,214,48,175,362,101,28,186,208,1292
Larry Wright,POINT GUARD,25,WASHINGTON BULLETS,76,0,1286,229,500,4,16,96,108,40,82,222,49,18,108,144,558
Tony Zeno,SMALL FORWARD,22,INDIANA PACERS,8,0,59,6,21,0,0,2,2,3,11,1,4,3,9,13,14
